"pgnation","year","sampreg","n","percent","lower_confidence","upper_confidence"
"135","2018","East Germany","","","",""
"138","2018","West Germany","2","","",""
"138","2018","East Germany","","","",""
"139","2018","West Germany","6","","",""
"139","2018","East Germany","2","","",""
"140","2018","West Germany","121","0.00414236988364797","0.00333700693329447","0.00494773283400146"
"140","2018","East Germany","4","","",""
"141","2018","West Germany","14","","",""
"141","2018","East Germany","2","","",""
"142","2018","West Germany","5","","",""
"142","2018","East Germany","","","",""
"143","2018","West Germany","4","","",""
"143","2018","East Germany","","","",""
"144","2018","West Germany","6","","",""
"144","2018","East Germany","","","",""
"145","2018","West Germany","2","","",""
"145","2018","East Germany","","","",""
"146","2018","West Germany","13","","",""
"146","2018","East Germany","1","","",""
"147","2018","West Germany","","","",""
"147","2018","East Germany","2","","",""
"148","2018","West Germany","14","","",""
"148","2018","East Germany","9","","",""
"149","2018","West Germany","","","",""
"149","2018","East Germany","1","","",""
"151","2018","West Germany","2","","",""
"151","2018","East Germany","","","",""
"152","2018","West Germany","28","","",""
"152","2018","East Germany","9","","",""
"154","2018","West Germany","3","","",""
"154","2018","East Germany","","","",""
"155","2018","West Germany","1","","",""
"155","2018","East Germany","","","",""
"156","2018","West Germany","","","",""
"156","2018","East Germany","","","",""
"158","2018","West Germany","","","",""
"158","2018","East Germany","1","","",""
"162","2018","West Germany","","","",""
"162","2018","East Germany","","","",""
"164","2018","West Germany","","","",""
"164","2018","East Germany","","","",""
"165","2018","West Germany","130","0.00461192798278335","0.00376234450922895","0.00546151145633774"
"165","2018","East Germany","8","","",""
"166","2018","West Germany","6","","",""
"166","2018","East Germany","1","","",""
"167","2018","West Germany","","","",""
"167","2018","East Germany","","","",""
"168","2018","West Germany","7","","",""
"168","2018","East Germany","","","",""
"169","2018","West Germany","","","",""
"169","2018","East Germany","","","",""
"172","2018","West Germany","","","",""
"172","2018","East Germany","","","",""
"173","2018","West Germany","1","","",""
"173","2018","East Germany","","","",""
"178","2018","West Germany","","","",""
"178","2018","East Germany","","","",""
"181","2018","West Germany","","","",""
"181","2018","East Germany","","","",""
"183","2018","West Germany","","","",""
"183","2018","East Germany","","","",""
"188","2018","West Germany","6","","",""
"188","2018","East Germany","7","","",""
"195","2018","West Germany","4","","",""
"195","2018","East Germany","","","",""
"196","2018","West Germany","","","",""
"196","2018","East Germany","","","",""
"999","2018","West Germany","","","",""
"999","2018","East Germany","","","",""
"1","2019","West Germany","18446","0.855602316874371","0.8511519728386","0.860052660910142"
"1","2019","East Germany","5490","0.957662372335501","0.952640520225744","0.962684224445259"
"2","2019","West Germany","298","0.023549305691502","0.0216293477726198","0.0254692636103842"
"2","2019","East Germany","4","","",""
"3","2019","West Germany","","","",""
"3","2019","East Germany","1","","",""
"4","2019","West Germany","84","0.00389058387480934","0.00310238028026821","0.00467878746935047"
"4","2019","East Germany","2","","",""
"5","2019","West Germany","157","0.0111811496338217","0.00984983993657145","0.0125124593310719"
"5","2019","East Germany","3","","",""
"6","2019","West Germany","47","0.00293852517121797","0.00225318975937928","0.00362386058305665"
"6","2019","East Germany","8","","",""
"10","2019","West Germany","62","0.00503108087983613","0.00413527707254238","0.00592688468712988"
"10","2019","East Germany","2","","",""
"11","2019","West Germany","34","0.00254703809160056","0.00190886067840251","0.00318521550479861"
"11","2019","East Germany","1","","",""
"12","2019","West Germany","","","",""
"12","2019","East Germany","","","",""
"13","2019","West Germany","11","","",""
"13","2019","East Germany","","","",""
"14","2019","West Germany","19","","",""
"14","2019","East Germany","2","","",""
"15","2019","West Germany","6","","",""
"15","2019","East Germany","","","",""
"16","2019","West Germany","1","","",""
"16","2019","East Germany","2","","",""
"17","2019","West Germany","4","","",""
"17","2019","East Germany","1","","",""
"18","2019","West Germany","26","","",""
"18","2019","East Germany","3","","",""
"19","2019","West Germany","12","","",""
"19","2019","East Germany","1","","",""
"20","2019","West Germany","3","","",""
"20","2019","East Germany","","","",""
"21","2019","West Germany","141","0.00445902335949255","0.00361544206516739","0.00530260465381772"
"21","2019","East Germany","2","","",""
"22","2019","West Germany","169","0.00889058314668943","0.00770207155345117","0.0100790947399277"
"22","2019","East Germany","19","","",""
"23","2019","West Germany","1","","",""
"23","2019","East Germany","","","",""
"24","2019","West Germany","58","0.000847159621895705","0.000478796551105328","0.00121552269268608"
"24","2019","East Germany","9","","",""
"25","2019","West Germany","2","","",""
"25","2019","East Germany","","","",""
"26","2019","West Germany","52","0.00234375846729584","0.00173151468100126","0.00295600225359043"
"26","2019","East Germany","4","","",""
"27","2019","West Germany","","","",""
"27","2019","East Germany","","","",""
"28","2019","West Germany","22","","",""
"28","2019","East Germany","","","",""
"29","2019","West Germany","66","0.00171233253124182","0.00118885336270393","0.00223581169977971"
"29","2019","East Germany","4","","",""
"30","2019","West Germany","2059","0.00640567668153153","0.00539557625348379","0.00741577710957926"
"30","2019","East Germany","261","0.00392413662208369","0.00236489752743933","0.00548337571672806"
"31","2019","West Germany","11","","",""
"31","2019","East Germany","","","",""
"32","2019","West Germany","121","0.00388004566252251","0.00309290611016912","0.0046671852148759"
"32","2019","East Germany","25","","",""
"34","2019","West Germany","4","","",""
"34","2019","East Germany","","","",""
"35","2019","West Germany","1","","",""
"35","2019","East Germany","","","",""
"36","2019","West Germany","","","",""
"36","2019","East Germany","","","",""
"37","2019","West Germany","","","",""
"37","2019","East Germany","","","",""
"38","2019","West Germany","1","","",""
"38","2019","East Germany","","","",""
"39","2019","West Germany","","","",""
"39","2019","East Germany","1","","",""
"40","2019","West Germany","1","","",""
"40","2019","East Germany","1","","",""
"41","2019","West Germany","3","","",""
"41","2019","East Germany","","","",""
"42","2019","West Germany","8","","",""
"42","2019","East Germany","2","","",""
"43","2019","West Germany","354","0.00230803129808052","0.00170046093351923","0.00291560166264181"
"43","2019","East Germany","102","0.0023144487676741","0.00111601213800707","0.00351288539734113"
"44","2019","West Germany","8","","",""
"44","2019","East Germany","2","","",""
"45","2019","West Germany","2","","",""
"45","2019","East Germany","","","",""
"46","2019","West Germany","","","",""
"46","2019","East Germany","","","",""
"47","2019","West Germany","13","","",""
"47","2019","East Germany","","","",""
"48","2019","West Germany","3","","",""
"48","2019","East Germany","","","",""
"49","2019","West Germany","9","","",""
"49","2019","East Germany","","","",""
"50","2019","West Germany","7","","",""
"50","2019","East Germany","","","",""
"51","2019","West Germany","","","",""
"51","2019","East Germany","","","",""
"52","2019","West Germany","10","","",""
"52","2019","East Germany","1","","",""
"53","2019","West Germany","","","",""
"53","2019","East Germany","","","",""
"54","2019","West Germany","28","","",""
"54","2019","East Germany","","","",""
"55","2019","West Germany","4","","",""
"55","2019","East Germany","","","",""
"56","2019","West Germany","2","","",""
"56","2019","East Germany","","","",""
"59","2019","West Germany","4","","",""
"59","2019","East Germany","","","",""
"60","2019","West Germany","545","0.00309009248693522","0.00238735812126004","0.00379282685261039"
"60","2019","East Germany","52","0.000786765036333267","8.74931596767548e-05","0.00148603691298978"
"61","2019","West Germany","12","","",""
"61","2019","East Germany","1","","",""
"64","2019","West Germany","4","","",""
"64","2019","East Germany","","","",""
"65","2019","West Germany","9","","",""
"65","2019","East Germany","","","",""
"66","2019","West Germany","1","","",""
"66","2019","East Germany","","","",""
"67","2019","West Germany","19","","",""
"67","2019","East Germany","2","","",""
"68","2019","West Germany","7","","",""
"68","2019","East Germany","","","",""
"71","2019","West Germany","1","","",""
"71","2019","East Germany","","","",""
"72","2019","West Germany","","","",""
"72","2019","East Germany","","","",""
"73","2019","West Germany","1","","",""
"73","2019","East Germany","1","","",""
"74","2019","West Germany","23","","",""
"74","2019","East Germany","5","","",""
"75","2019","West Germany","16","","",""
"75","2019","East Germany","1","","",""
"76","2019","West Germany","17","","",""
"76","2019","East Germany","7","","",""
"77","2019","West Germany","3","","",""
"77","2019","East Germany","3","","",""
"78","2019","West Germany","44","0.00165298720014364","0.00113864399854404","0.00216733040174324"
"78","2019","East Germany","16","","",""
"79","2019","West Germany","1","","",""
"79","2019","East Germany","","","",""
"80","2019","West Germany","","","",""
"80","2019","East Germany","","","",""
"81","2019","West Germany","5","","",""
"81","2019","East Germany","5","","",""
"82","2019","West Germany","3","","",""
"82","2019","East Germany","","","",""
"83","2019","West Germany","1","","",""
"83","2019","East Germany","5","","",""
"84","2019","West Germany","47","0.000252035366836122","5.10550598945398e-05","0.000453015673777704"
"84","2019","East Germany","4","","",""
"85","2019","West Germany","41","0.00123940467521082","0.000793938470438141","0.0016848708799835"
"85","2019","East Germany","9","","",""
"86","2019","West Germany","2","","",""
"86","2019","East Germany","","","",""
"89","2019","West Germany","152","0.000647807853047643","0.000325656554629915","0.000969959151465372"
"89","2019","East Germany","31","0.00062035630846565","-6.27531245081894e-07","0.00124134014817638"
"90","2019","West Germany","","","",""
"90","2019","East Germany","1","","",""
"92","2019","West Germany","","","",""
"92","2019","East Germany","","","",""
"94","2019","West Germany","","","",""
"94","2019","East Germany","3","","",""
"95","2019","West Germany","","","",""
"95","2019","East Germany","","","",""
"96","2019","West Germany","","","",""
"96","2019","East Germany","","","",""
"97","2019","West Germany","2","","",""
"97","2019","East Germany","","","",""
"98","2019","West Germany","112","0.000623436403816935","0.000307399239430841","0.000939473568203029"
"98","2019","East Germany","23","","",""
"101","2019","West Germany","","","",""
"101","2019","East Germany","","","",""
"102","2019","West Germany","1","","",""
"102","2019","East Germany","","","",""
"103","2019","West Germany","7","","",""
"103","2019","East Germany","","","",""
