"pgnation","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"105","2015","35-65 y.","East Germany","","","",""
"105","2015","66 and older","West Germany","","","",""
"105","2015","66 and older","East Germany","","","",""
"108","2015","16-34 y.","West Germany","2","","",""
"108","2015","16-34 y.","East Germany","","","",""
"108","2015","35-65 y.","West Germany","1","","",""
"108","2015","35-65 y.","East Germany","","","",""
"108","2015","66 and older","West Germany","","","",""
"108","2015","66 and older","East Germany","","","",""
"110","2015","16-34 y.","West Germany","4","","",""
"110","2015","16-34 y.","East Germany","","","",""
"110","2015","35-65 y.","West Germany","3","","",""
"110","2015","35-65 y.","East Germany","","","",""
"110","2015","66 and older","West Germany","","","",""
"110","2015","66 and older","East Germany","","","",""
"111","2015","16-34 y.","West Germany","","","",""
"111","2015","16-34 y.","East Germany","","","",""
"111","2015","35-65 y.","West Germany","","","",""
"111","2015","35-65 y.","East Germany","","","",""
"111","2015","66 and older","West Germany","","","",""
"111","2015","66 and older","East Germany","","","",""
"113","2015","16-34 y.","West Germany","","","",""
"113","2015","16-34 y.","East Germany","","","",""
"113","2015","35-65 y.","West Germany","1","","",""
"113","2015","35-65 y.","East Germany","","","",""
"113","2015","66 and older","West Germany","","","",""
"113","2015","66 and older","East Germany","","","",""
"116","2015","16-34 y.","West Germany","","","",""
"116","2015","16-34 y.","East Germany","","","",""
"116","2015","35-65 y.","West Germany","3","","",""
"116","2015","35-65 y.","East Germany","","","",""
"116","2015","66 and older","West Germany","1","","",""
"116","2015","66 and older","East Germany","","","",""
"117","2015","16-34 y.","West Germany","1","","",""
"117","2015","16-34 y.","East Germany","","","",""
"117","2015","35-65 y.","West Germany","5","","",""
"117","2015","35-65 y.","East Germany","","","",""
"117","2015","66 and older","West Germany","1","","",""
"117","2015","66 and older","East Germany","","","",""
"118","2015","16-34 y.","West Germany","3","","",""
"118","2015","16-34 y.","East Germany","4","","",""
"118","2015","35-65 y.","West Germany","33","0.00477597530548283","0.00355219889922923","0.00599975171173643"
"118","2015","35-65 y.","East Germany","1","","",""
"118","2015","66 and older","West Germany","11","","",""
"118","2015","66 and older","East Germany","","","",""
"119","2015","16-34 y.","West Germany","40","0.00571339437370296","0.00381433995288045","0.00761244879452547"
"119","2015","16-34 y.","East Germany","","","",""
"119","2015","35-65 y.","West Germany","64","0.0070293447715457","0.00554636152914519","0.00851232801394622"
"119","2015","35-65 y.","East Germany","2","","",""
"119","2015","66 and older","West Germany","5","","",""
"119","2015","66 and older","East Germany","","","",""
"120","2015","16-34 y.","West Germany","20","","",""
"120","2015","16-34 y.","East Germany","2","","",""
"120","2015","35-65 y.","West Germany","32","0.00288776489543758","0.00193526803464244","0.00384026175623273"
"120","2015","35-65 y.","East Germany","3","","",""
"120","2015","66 and older","West Germany","5","","",""
"120","2015","66 and older","East Germany","","","",""
"121","2015","16-34 y.","West Germany","18","","",""
"121","2015","16-34 y.","East Germany","","","",""
"121","2015","35-65 y.","West Germany","28","","",""
"121","2015","35-65 y.","East Germany","1","","",""
"121","2015","66 and older","West Germany","1","","",""
"121","2015","66 and older","East Germany","","","",""
"122","2015","16-34 y.","West Germany","5","","",""
"122","2015","16-34 y.","East Germany","","","",""
"122","2015","35-65 y.","West Germany","12","","",""
"122","2015","35-65 y.","East Germany","","","",""
"122","2015","66 and older","West Germany","2","","",""
"122","2015","66 and older","East Germany","","","",""
"123","2015","16-34 y.","West Germany","12","","",""
"123","2015","16-34 y.","East Germany","10","","",""
"123","2015","35-65 y.","West Germany","7","","",""
"123","2015","35-65 y.","East Germany","4","","",""
"123","2015","66 and older","West Germany","","","",""
"123","2015","66 and older","East Germany","","","",""
"124","2015","16-34 y.","West Germany","","","",""
"124","2015","16-34 y.","East Germany","","","",""
"124","2015","35-65 y.","West Germany","","","",""
"124","2015","35-65 y.","East Germany","","","",""
"124","2015","66 and older","West Germany","","","",""
"124","2015","66 and older","East Germany","","","",""
"125","2015","16-34 y.","West Germany","","","",""
"125","2015","16-34 y.","East Germany","","","",""
"125","2015","35-65 y.","West Germany","","","",""
"125","2015","35-65 y.","East Germany","","","",""
"125","2015","66 and older","West Germany","","","",""
"125","2015","66 and older","East Germany","","","",""
"127","2015","16-34 y.","West Germany","","","",""
"127","2015","16-34 y.","East Germany","","","",""
"127","2015","35-65 y.","West Germany","","","",""
"127","2015","35-65 y.","East Germany","","","",""
"127","2015","66 and older","West Germany","","","",""
"127","2015","66 and older","East Germany","","","",""
"128","2015","16-34 y.","West Germany","","","",""
"128","2015","16-34 y.","East Germany","","","",""
"128","2015","35-65 y.","West Germany","2","","",""
"128","2015","35-65 y.","East Germany","","","",""
"128","2015","66 and older","West Germany","","","",""
"128","2015","66 and older","East Germany","","","",""
"129","2015","16-34 y.","West Germany","1","","",""
"129","2015","16-34 y.","East Germany","","","",""
"129","2015","35-65 y.","West Germany","1","","",""
"129","2015","35-65 y.","East Germany","","","",""
"129","2015","66 and older","West Germany","","","",""
"129","2015","66 and older","East Germany","","","",""
"130","2015","16-34 y.","West Germany","6","","",""
"130","2015","16-34 y.","East Germany","","","",""
"130","2015","35-65 y.","West Germany","6","","",""
"130","2015","35-65 y.","East Germany","2","","",""
"130","2015","66 and older","West Germany","2","","",""
"130","2015","66 and older","East Germany","","","",""
"131","2015","16-34 y.","West Germany","","","",""
"131","2015","16-34 y.","East Germany","","","",""
"131","2015","35-65 y.","West Germany","","","",""
"131","2015","35-65 y.","East Germany","","","",""
"131","2015","66 and older","West Germany","","","",""
"131","2015","66 and older","East Germany","","","",""
"132","2015","16-34 y.","West Germany","3","","",""
"132","2015","16-34 y.","East Germany","4","","",""
"132","2015","35-65 y.","West Germany","6","","",""
"132","2015","35-65 y.","East Germany","3","","",""
"132","2015","66 and older","West Germany","","","",""
"132","2015","66 and older","East Germany","","","",""
"133","2015","16-34 y.","West Germany","1","","",""
"133","2015","16-34 y.","East Germany","","","",""
"133","2015","35-65 y.","West Germany","","","",""
"133","2015","35-65 y.","East Germany","","","",""
"133","2015","66 and older","West Germany","","","",""
"133","2015","66 and older","East Germany","","","",""
"135","2015","16-34 y.","West Germany","","","",""
"135","2015","16-34 y.","East Germany","","","",""
"135","2015","35-65 y.","West Germany","","","",""
"135","2015","35-65 y.","East Germany","","","",""
"135","2015","66 and older","West Germany","","","",""
"135","2015","66 and older","East Germany","","","",""
"138","2015","16-34 y.","West Germany","","","",""
"138","2015","16-34 y.","East Germany","","","",""
"138","2015","35-65 y.","West Germany","","","",""
"138","2015","35-65 y.","East Germany","","","",""
"138","2015","66 and older","West Germany","","","",""
"138","2015","66 and older","East Germany","","","",""
"139","2015","16-34 y.","West Germany","3","","",""
"139","2015","16-34 y.","East Germany","","","",""
"139","2015","35-65 y.","West Germany","3","","",""
"139","2015","35-65 y.","East Germany","","","",""
"139","2015","66 and older","West Germany","","","",""
"139","2015","66 and older","East Germany","","","",""
"140","2015","16-34 y.","West Germany","84","0.00816392317460583","0.00589664963419525","0.0104311967150164"
"140","2015","16-34 y.","East Germany","8","","",""
"140","2015","35-65 y.","West Germany","74","0.00305662832117128","0.00207676122237234","0.00403649541997022"
"140","2015","35-65 y.","East Germany","5","","",""
"140","2015","66 and older","West Germany","1","","",""
"140","2015","66 and older","East Germany","2","","",""
"141","2015","16-34 y.","West Germany","1","","",""
"141","2015","16-34 y.","East Germany","2","","",""
"141","2015","35-65 y.","West Germany","1","","",""
"141","2015","35-65 y.","East Germany","","","",""
"141","2015","66 and older","West Germany","2","","",""
"141","2015","66 and older","East Germany","","","",""
"142","2015","16-34 y.","West Germany","1","","",""
"142","2015","16-34 y.","East Germany","","","",""
"142","2015","35-65 y.","West Germany","1","","",""
"142","2015","35-65 y.","East Germany","","","",""
"142","2015","66 and older","West Germany","","","",""
"142","2015","66 and older","East Germany","","","",""
"143","2015","16-34 y.","West Germany","1","","",""
"143","2015","16-34 y.","East Germany","","","",""
"143","2015","35-65 y.","West Germany","1","","",""
"143","2015","35-65 y.","East Germany","","","",""
"143","2015","66 and older","West Germany","","","",""
"143","2015","66 and older","East Germany","","","",""
"144","2015","16-34 y.","West Germany","2","","",""
"144","2015","16-34 y.","East Germany","","","",""
"144","2015","35-65 y.","West Germany","3","","",""
"144","2015","35-65 y.","East Germany","1","","",""
"144","2015","66 and older","West Germany","","","",""
"144","2015","66 and older","East Germany","","","",""
"145","2015","16-34 y.","West Germany","1","","",""
"145","2015","16-34 y.","East Germany","","","",""
"145","2015","35-65 y.","West Germany","","","",""
"145","2015","35-65 y.","East Germany","","","",""
"145","2015","66 and older","West Germany","","","",""
"145","2015","66 and older","East Germany","","","",""
"146","2015","16-34 y.","West Germany","11","","",""
"146","2015","16-34 y.","East Germany","","","",""
"146","2015","35-65 y.","West Germany","11","","",""
"146","2015","35-65 y.","East Germany","1","","",""
"146","2015","66 and older","West Germany","","","",""
"146","2015","66 and older","East Germany","","","",""
"147","2015","16-34 y.","West Germany","","","",""
"147","2015","16-34 y.","East Germany","","","",""
"147","2015","35-65 y.","West Germany","","","",""
"147","2015","35-65 y.","East Germany","","","",""
"147","2015","66 and older","West Germany","","","",""
"147","2015","66 and older","East Germany","","","",""
"148","2015","16-34 y.","West Germany","6","","",""
"148","2015","16-34 y.","East Germany","3","","",""
"148","2015","35-65 y.","West Germany","7","","",""
"148","2015","35-65 y.","East Germany","3","","",""
"148","2015","66 and older","West Germany","","","",""
"148","2015","66 and older","East Germany","","","",""
"149","2015","16-34 y.","West Germany","","","",""
"149","2015","16-34 y.","East Germany","","","",""
"149","2015","35-65 y.","West Germany","4","","",""
"149","2015","35-65 y.","East Germany","","","",""
"149","2015","66 and older","West Germany","","","",""
"149","2015","66 and older","East Germany","","","",""
"151","2015","16-34 y.","West Germany","","","",""
"151","2015","16-34 y.","East Germany","","","",""
"151","2015","35-65 y.","West Germany","","","",""
"151","2015","35-65 y.","East Germany","","","",""
"151","2015","66 and older","West Germany","","","",""
"151","2015","66 and older","East Germany","","","",""
"152","2015","16-34 y.","West Germany","1","","",""
"152","2015","16-34 y.","East Germany","","","",""
"152","2015","35-65 y.","West Germany","","","",""
"152","2015","35-65 y.","East Germany","","","",""
"152","2015","66 and older","West Germany","","","",""
"152","2015","66 and older","East Germany","","","",""
"154","2015","16-34 y.","West Germany","","","",""
"154","2015","16-34 y.","East Germany","","","",""
"154","2015","35-65 y.","West Germany","2","","",""
"154","2015","35-65 y.","East Germany","1","","",""
"154","2015","66 and older","West Germany","","","",""
"154","2015","66 and older","East Germany","","","",""
"155","2015","16-34 y.","West Germany","1","","",""
"155","2015","16-34 y.","East Germany","","","",""
"155","2015","35-65 y.","West Germany","","","",""
"155","2015","35-65 y.","East Germany","","","",""
"155","2015","66 and older","West Germany","","","",""
"155","2015","66 and older","East Germany","","","",""
"156","2015","16-34 y.","West Germany","1","","",""
"156","2015","16-34 y.","East Germany","","","",""
"156","2015","35-65 y.","West Germany","","","",""
"156","2015","35-65 y.","East Germany","","","",""
"156","2015","66 and older","West Germany","","","",""
"156","2015","66 and older","East Germany","","","",""
"158","2015","16-34 y.","West Germany","","","",""
"158","2015","16-34 y.","East Germany","","","",""
"158","2015","35-65 y.","West Germany","","","",""
"158","2015","35-65 y.","East Germany","","","",""
"158","2015","66 and older","West Germany","","","",""
