"transab_cat","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2016","35-65 y.","Couple + C. LE 16 ","66","0.00803843084475448","0.00537716599067414","0.0106996956988348","4"
"Very high transfer dependency","2016","35-65 y.","Couple + C. GT 16 ","10","","","","4"
"Very high transfer dependency","2016","35-65 y.","Couple + C. LE and GT 16","58","0.0324653194229597","0.0231380833041707","0.0417925555417486","4"
"Very low transfer dependency","2016","16-34 y.","1-pers.-HH","81","0.0919943007198495","0.0699780255402152","0.114010575899484","1"
"Very low transfer dependency","2016","16-34 y.","(Married) couple without C. ","176","0.163996508500119","0.140186388695732","0.187806628304505","1"
"Very low transfer dependency","2016","16-34 y.","Single parent ","439","0.535200760599077","0.502115692377603","0.568285828820551","1"
"Very low transfer dependency","2016","16-34 y.","Couple + C. LE 16 ","878","0.634807453923136","0.609550129481745","0.660064778364527","1"
"Very low transfer dependency","2016","16-34 y.","Couple + C. GT 16 ","796","0.717726582375812","0.690117642787653","0.74533552196397","1"
"Very low transfer dependency","2016","16-34 y.","Couple + C. LE and GT 16","656","0.772758336531284","0.7452120513152","0.800304621747367","1"
"Very low transfer dependency","2016","35-65 y.","1-pers.-HH","151","0.0745706682458088","0.0610024602459927","0.088138876245625","1"
"Very low transfer dependency","2016","35-65 y.","(Married) couple without C. ","493","0.1394241152896","0.127734412883931","0.151113817695269","1"
"Very low transfer dependency","2016","66 and older","Couple + C. LE 16 ","7","","","","1"
"Very low transfer dependency","2016","66 and older","Couple + C. GT 16 ","58","0.224113948998594","0.165735376462616","0.282492521534572","1"
"Very low transfer dependency","2016","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Very low transfer dependency","2016","66 and older","Single parent ","13","","","","1"
"Very low transfer dependency","2016","66 and older","(Married) couple without C. ","198","0.0619842509358323","0.0534449889829616","0.0705235128887029","1"
"Very low transfer dependency","2016","35-65 y.","Couple + C. LE and GT 16","1107","0.840013477146066","0.820720702687879","0.859306251604253","1"
"Very low transfer dependency","2016","66 and older","1-pers.-HH","103","0.0744983906154543","0.0604340350609213","0.0885627461699873","1"
"Very low transfer dependency","2016","35-65 y.","Couple + C. GT 16 ","1176","0.696758907889317","0.674444283564042","0.719073532214593","1"
"Very low transfer dependency","2016","35-65 y.","Couple + C. LE 16 ","3685","0.873780330428957","0.863882963151216","0.883677697706697","1"
"Very low transfer dependency","2016","35-65 y.","Single parent ","738","0.567696737914106","0.540808536604354","0.594584939223858","1"
"Complete transfer dependency","2017","16-34 y.","1-pers.-HH","339","0.0920329080020681","0.0760142524534031","0.108051563550733","5"
"Complete transfer dependency","2017","16-34 y.","(Married) couple without C. ","28","","","","5"
"Complete transfer dependency","2017","16-34 y.","Single parent ","126","0.0600417720859815","0.0454555767005523","0.0746279674714108","5"
"Complete transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","374","0.0348545665548246","0.0261993136071651","0.043509819502484","5"
"Complete transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","9","","","","5"
"Complete transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","63","0.0172973455105738","0.00920855449157467","0.0253861365295729","5"
"Complete transfer dependency","2017","35-65 y.","1-pers.-HH","187","0.0734236207997983","0.0612586449113672","0.0855885966882294","5"
"Complete transfer dependency","2017","35-65 y.","(Married) couple without C. ","44","0.00441527737549817","0.0023341935145603","0.00649636123643603","5"
"Complete transfer dependency","2017","35-65 y.","Single parent ","135","0.0522831826522496","0.0407217035543281","0.0638446617501711","5"
"Complete transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","430","0.0100265707745995","0.00728036839322202","0.0127727731559769","5"
"Complete transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","19","","","","5"
"Complete transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","159","0.0135059728193042","0.00799951856484484","0.0190124270737635","5"
"Complete transfer dependency","2017","66 and older","1-pers.-HH","2","","","","5"
"Complete transfer dependency","2017","66 and older","(Married) couple without C. ","10","","","","5"
"Complete transfer dependency","2017","66 and older","Single parent ","","","","","5"
"Complete transfer dependency","2017","66 and older","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","2017","66 and older","Couple + C. GT 16 ","1","","","","5"
"Complete transfer dependency","2017","66 and older","Couple + C. LE and GT 16","1","","","","5"
"High transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","29","","","","3"
"High transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","58","0.046255195227225","0.0332241523984688","0.0592862380559813","3"
"High transfer dependency","2017","35-65 y.","1-pers.-HH","65","0.0325015684395068","0.024231101386059","0.0407720354929545","3"
"High transfer dependency","2017","35-65 y.","(Married) couple without C. ","72","0.0180494975301234","0.0138707240492781","0.0222282710109686","3"
"High transfer dependency","2017","35-65 y.","Single parent ","144","0.0796520143094527","0.0655893532003393","0.0937146754185662","3"
"High transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","167","0.0270844540548715","0.0226099781598959","0.031558929949847","3"
"High transfer dependency","2017","16-34 y.","(Married) couple without C. ","32","0.0201585191716917","0.011856922013405","0.0284601163299783","3"
"High transfer dependency","2017","66 and older","(Married) couple without C. ","20","","","","3"
"High transfer dependency","2017","16-34 y.","1-pers.-HH","74","0.054799488173536","0.0421879034630214","0.0674110728840505","3"
"High transfer dependency","2017","66 and older","Couple + C. LE and GT 16","","","","","3"
"High transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","120","0.0578755583814305","0.0468562262356621","0.068894890527199","3"
"High transfer dependency","2017","66 and older","Couple + C. GT 16 ","1","","","","3"
"High transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","41","0.0230420306884922","0.0164081886064771","0.0296758727705073","3"
"High transfer dependency","2017","16-34 y.","Single parent ","121","0.118522781679869","0.0986770341063297","0.138368529253408","3"
"High transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","77","0.0289151742429526","0.0209213727266132","0.0369089757592919","3"
"High transfer dependency","2017","66 and older","Single parent ","","","","","3"
"High transfer dependency","2017","66 and older","Couple + C. LE 16 ","1","","","","3"
"High transfer dependency","2017","66 and older","1-pers.-HH","20","","","","3"
"Low transfer dependency","2017","66 and older","Single parent ","7","","","","2"
"Low transfer dependency","2017","16-34 y.","1-pers.-HH","106","0.0794459710716175","0.0644601681592017","0.0944317739840333","2"
"Low transfer dependency","2017","16-34 y.","(Married) couple without C. ","65","0.0585615684266132","0.0446921981462252","0.0724309387070012","2"
"Low transfer dependency","2017","16-34 y.","Single parent ","152","0.133385885740982","0.112510773632182","0.154260997849782","2"
"Low transfer dependency","2017","66 and older","1-pers.-HH","32","0.0236070287582721","0.015582311699451","0.0316317458170933","2"
"Low transfer dependency","2017","66 and older","Couple + C. LE 16 ","","","","","2"
"Low transfer dependency","2017","66 and older","(Married) couple without C. ","38","0.0139069403086964","0.00989381643539666","0.0179200641819961","2"
"Low transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","61","0.0275889153181342","0.0203469060356525","0.0348309246006159","2"
"Low transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","148","0.0792693491425391","0.0663814889410954","0.0921572093439827","2"
"Low transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","44","0.0256194970622877","0.0167281557234935","0.0345108384010818","2"
"Low transfer dependency","2017","35-65 y.","(Married) couple without C. ","100","0.0214280912066096","0.0168828222282627","0.0259733601849565","2"
"Low transfer dependency","2017","35-65 y.","Single parent ","184","0.119018001992455","0.102199669228719","0.135836334756192","2"
"Low transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","113","0.0992004378961217","0.0806542908773817","0.117746584914862","2"
"Low transfer dependency","2017","35-65 y.","1-pers.-HH","87","0.0433448406593548","0.0338475625467801","0.0528421187719296","2"
"Low transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","360","0.0664853884519189","0.0596183698531045","0.0733524070507333","2"
"Low transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","262","0.19309572166833","0.174468380192414","0.211723063144247","2"
"Low transfer dependency","2017","66 and older","Couple + C. LE and GT 16","","","","","2"
"Low transfer dependency","2017","66 and older","Couple + C. GT 16 ","17","","","","2"
"No transfer dependency","2017","16-34 y.","1-pers.-HH","556","0.633256942625506","0.606552078865455","0.659961806385556","0"
"No transfer dependency","2017","16-34 y.","(Married) couple without C. ","781","0.730029672447505","0.703806652545127","0.756252692349884","0"
"No transfer dependency","2017","16-34 y.","Single parent ","49","0.104676520907292","0.0858800799131191","0.123472961901465","0"
"No transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","32","0.0273227299219213","0.0196296548661751","0.0350158049776676","0"
"No transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","158","0.202137510481918","0.179537680561665","0.224737340402172","0"
"No transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","2017","35-65 y.","1-pers.-HH","1183","0.734551294006731","0.713956658417244","0.755145929596218","0"
"No transfer dependency","2017","35-65 y.","(Married) couple without C. ","3098","0.816588836642821","0.804441359922065","0.828736313363578","0"
"No transfer dependency","2017","35-65 y.","Single parent ","117","0.146180623370794","0.127831259858901","0.164529986882686","0"
"No transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","44","0.0102598307806206","0.00748219527055483","0.0130374662906864","0"
"No transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","374","0.242690992255216","0.223735712274964","0.261646272235469","0"
"No transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","1","","","","0"
"No transfer dependency","2017","66 and older","1-pers.-HH","1209","0.883949027211119","0.867019893091436","0.900878161330802","0"
"No transfer dependency","2017","66 and older","Couple + C. LE 16 ","","","","","0"
"No transfer dependency","2017","66 and older","Single parent ","44","0.622603913858147","0.509049586207876","0.736158241508419","0"
"No transfer dependency","2017","66 and older","Couple + C. LE and GT 16","","","","","0"
"No transfer dependency","2017","66 and older","Couple + C. GT 16 ","118","0.611611559919383","0.544233104261388","0.678990015577378","0"
"No transfer dependency","2017","66 and older","(Married) couple without C. ","2964","0.908797930912333","0.898931869161125","0.918663992663541","0"
"Very high transfer dependency","2017","16-34 y.","Single parent ","83","0.0722909400896307","0.0563905113725086","0.0881913688067529","4"
"Very high transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","96","0.0388459037552192","0.0297274192006791","0.0479643883097594","4"
"Very high transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","19","","","","4"
"Very high transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","44","0.0394481947903256","0.0273712582667896","0.0515251313138617","4"
"Very high transfer dependency","2017","35-65 y.","1-pers.-HH","62","0.0345229933401372","0.026008125114775","0.0430378615654993","4"
"Very high transfer dependency","2017","66 and older","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","2017","66 and older","Couple + C. GT 16 ","","","","","4"
"Very high transfer dependency","2017","66 and older","Couple + C. LE and GT 16","1","","","","4"
"Very high transfer dependency","2017","66 and older","Single parent ","","","","","4"
"Very high transfer dependency","2017","16-34 y.","(Married) couple without C. ","9","","","","4"
"Very high transfer dependency","2017","16-34 y.","1-pers.-HH","52","0.0409758158150756","0.0299908674404332","0.051960764189718","4"
"Very high transfer dependency","2017","66 and older","(Married) couple without C. ","14","","","","4"
"Very high transfer dependency","2017","66 and older","1-pers.-HH","13","","","","4"
"Very high transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","69","0.0307845638283433","0.0225443490163471","0.0390247786403396","4"
