"hlf0094","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Inexpensive","2003","Couple + C. LE and GT 16","in school","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","higher education","","","",""
"Reasonable","2003","1-pers.-HH","in school","","","",""
"Reasonable","2003","1-pers.-HH","inadequately","","","",""
"Reasonable","2003","1-pers.-HH","general elemantary","","","",""
"Reasonable","2003","1-pers.-HH","middle vocational","","","",""
"Reasonable","2003","1-pers.-HH","vocational + Abi","","","",""
"Reasonable","2003","1-pers.-HH","higher vocational","","","",""
"Reasonable","2003","1-pers.-HH","higher education","","","",""
"Reasonable","2003","(Married) couple without C. ","in school","","","",""
"Reasonable","2003","(Married) couple without C. ","inadequately","","","",""
"Reasonable","2003","(Married) couple without C. ","general elemantary","","","",""
"Reasonable","2003","(Married) couple without C. ","middle vocational","","","",""
"Reasonable","2003","(Married) couple without C. ","vocational + Abi","","","",""
"Reasonable","2003","(Married) couple without C. ","higher vocational","","","",""
"Reasonable","2003","(Married) couple without C. ","higher education","","","",""
"Reasonable","2003","Single parent ","in school","","","",""
"Reasonable","2003","Single parent ","inadequately","","","",""
"Reasonable","2003","Single parent ","general elemantary","","","",""
"Reasonable","2003","Single parent ","middle vocational","","","",""
"Reasonable","2003","Single parent ","vocational + Abi","","","",""
"Reasonable","2003","Single parent ","higher vocational","","","",""
"Reasonable","2003","Single parent ","higher education","","","",""
"Reasonable","2003","Couple + C. LE 16 ","in school","","","",""
"Reasonable","2003","Couple + C. LE 16 ","inadequately","","","",""
"Reasonable","2003","Couple + C. LE 16 ","general elemantary","","","",""
"Reasonable","2003","Couple + C. LE 16 ","middle vocational","","","",""
"Reasonable","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"Reasonable","2003","Couple + C. LE 16 ","higher vocational","","","",""
"Reasonable","2003","Couple + C. LE 16 ","higher education","","","",""
"Reasonable","2003","Couple + C. GT 16 ","in school","","","",""
"Reasonable","2003","Couple + C. GT 16 ","inadequately","","","",""
"Reasonable","2003","Couple + C. GT 16 ","general elemantary","","","",""
"Reasonable","2003","Couple + C. GT 16 ","middle vocational","","","",""
"Reasonable","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"Reasonable","2003","Couple + C. GT 16 ","higher vocational","","","",""
"Reasonable","2003","Couple + C. GT 16 ","higher education","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","in school","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","higher education","","","",""
"Slightly Expensive","2003","1-pers.-HH","in school","","","",""
"Slightly Expensive","2003","1-pers.-HH","inadequately","","","",""
"Slightly Expensive","2003","1-pers.-HH","general elemantary","","","",""
"Slightly Expensive","2003","1-pers.-HH","middle vocational","","","",""
"Slightly Expensive","2003","1-pers.-HH","vocational + Abi","","","",""
"Slightly Expensive","2003","1-pers.-HH","higher vocational","","","",""
"Slightly Expensive","2003","1-pers.-HH","higher education","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","in school","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","inadequately","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","general elemantary","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","middle vocational","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","vocational + Abi","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","higher vocational","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","higher education","","","",""
"Slightly Expensive","2003","Single parent ","in school","","","",""
"Slightly Expensive","2003","Single parent ","inadequately","","","",""
"Slightly Expensive","2003","Single parent ","general elemantary","","","",""
"Slightly Expensive","2003","Single parent ","middle vocational","","","",""
"Slightly Expensive","2003","Single parent ","vocational + Abi","","","",""
"Slightly Expensive","2003","Single parent ","higher vocational","","","",""
"Slightly Expensive","2003","Single parent ","higher education","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","in school","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","inadequately","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","general elemantary","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","middle vocational","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","higher vocational","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","higher education","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","in school","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","inadequately","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","general elemantary","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","middle vocational","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","higher vocational","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","higher education","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","in school","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","higher education","","","",""
"Too Expensive","2003","1-pers.-HH","in school","","","",""
"Too Expensive","2003","1-pers.-HH","inadequately","","","",""
"Too Expensive","2003","1-pers.-HH","general elemantary","","","",""
"Too Expensive","2003","1-pers.-HH","middle vocational","","","",""
"Too Expensive","2003","1-pers.-HH","vocational + Abi","","","",""
"Too Expensive","2003","1-pers.-HH","higher vocational","","","",""
"Too Expensive","2003","1-pers.-HH","higher education","","","",""
"Too Expensive","2003","(Married) couple without C. ","in school","","","",""
"Too Expensive","2003","(Married) couple without C. ","inadequately","","","",""
"Too Expensive","2003","(Married) couple without C. ","general elemantary","","","",""
"Too Expensive","2003","(Married) couple without C. ","middle vocational","","","",""
"Too Expensive","2003","(Married) couple without C. ","vocational + Abi","","","",""
"Too Expensive","2003","(Married) couple without C. ","higher vocational","","","",""
"Too Expensive","2003","(Married) couple without C. ","higher education","","","",""
"Too Expensive","2003","Single parent ","in school","","","",""
"Too Expensive","2003","Single parent ","inadequately","","","",""
"Too Expensive","2003","Single parent ","general elemantary","","","",""
"Too Expensive","2003","Single parent ","middle vocational","","","",""
"Too Expensive","2003","Single parent ","vocational + Abi","","","",""
"Too Expensive","2003","Single parent ","higher vocational","","","",""
"Too Expensive","2003","Single parent ","higher education","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","in school","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","inadequately","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","general elemantary","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","middle vocational","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","higher vocational","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","higher education","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","in school","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","inadequately","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","general elemantary","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","middle vocational","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","higher vocational","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","higher education","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","in school","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","higher education","","","",""
"Very Inexpensive","2004","1-pers.-HH","in school","","","",""
"Very Inexpensive","2004","1-pers.-HH","inadequately","","","",""
"Very Inexpensive","2004","1-pers.-HH","general elemantary","","","",""
"Very Inexpensive","2004","1-pers.-HH","middle vocational","","","",""
"Very Inexpensive","2004","1-pers.-HH","vocational + Abi","","","",""
"Very Inexpensive","2004","1-pers.-HH","higher vocational","","","",""
"Very Inexpensive","2004","1-pers.-HH","higher education","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","in school","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","inadequately","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","general elemantary","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","middle vocational","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","vocational + Abi","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","higher vocational","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","higher education","","","",""
"Very Inexpensive","2004","Single parent ","in school","","","",""
"Very Inexpensive","2004","Single parent ","inadequately","","","",""
"Very Inexpensive","2004","Single parent ","general elemantary","","","",""
"Very Inexpensive","2004","Single parent ","middle vocational","","","",""
"Very Inexpensive","2004","Single parent ","vocational + Abi","","","",""
"Very Inexpensive","2004","Single parent ","higher vocational","","","",""
"Very Inexpensive","2004","Single parent ","higher education","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","in school","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","inadequately","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","general elemantary","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","middle vocational","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","higher vocational","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","higher education","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","in school","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","inadequately","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","general elemantary","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","middle vocational","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","higher vocational","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","higher education","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","in school","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","inadequately","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","general elemantary","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","middle vocational","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","higher vocational","","","",""
