"hlf0094","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Too Expensive","2012","middle vocational","Rural Area","51","0.0185406873293398","0.0137704877424856","0.023310886916194"
"Too Expensive","2012","vocational + Abi","Urban Area","8","","",""
"Too Expensive","2012","vocational + Abi","Rural Area","3","","",""
"Too Expensive","2012","higher vocational","Urban Area","6","","",""
"Too Expensive","2012","higher vocational","Rural Area","11","","",""
"Too Expensive","2012","higher education","Urban Area","25","","",""
"Too Expensive","2012","higher education","Rural Area","14","","",""
"Very Inexpensive","2013","in school","Urban Area","42","0.126672808455699","0.0908413665588454","0.162504250352552"
"Very Inexpensive","2013","in school","Rural Area","16","","",""
"Very Inexpensive","2013","inadequately","Urban Area","3","","",""
"Very Inexpensive","2013","inadequately","Rural Area","3","","",""
"Very Inexpensive","2013","general elemantary","Urban Area","68","0.0869358612857017","0.0671129538104995","0.106758768760904"
"Very Inexpensive","2013","general elemantary","Rural Area","36","0.0739514704271497","0.0502676396257164","0.097635301228583"
"Very Inexpensive","2013","middle vocational","Urban Area","374","0.101638115783128","0.0919590346044681","0.111317196961789"
"Very Inexpensive","2013","middle vocational","Rural Area","227","0.0816506499768913","0.0717892324145169","0.0915120675392657"
"Very Inexpensive","2013","vocational + Abi","Urban Area","70","0.105934013043609","0.0837454912254475","0.12812253486177"
"Very Inexpensive","2013","vocational + Abi","Rural Area","38","0.137539931882619","0.0996853519113723","0.175394511853866"
"Very Inexpensive","2013","higher vocational","Urban Area","62","0.0916082844914427","0.0687721910521339","0.114444377930751"
"Very Inexpensive","2013","higher vocational","Rural Area","41","0.0677033839062947","0.0450141475451854","0.0903926202674039"
"Very Inexpensive","2013","higher education","Urban Area","330","0.139106624318068","0.125701319388927","0.152511929247208"
"Very Inexpensive","2013","higher education","Rural Area","105","0.0898301417854654","0.0734107375356394","0.106249546035291"
"Inexpensive","2013","in school","Urban Area","83","0.196438041922038","0.15363677971271","0.239239304131366"
"Inexpensive","2013","in school","Rural Area","67","0.250423399496423","0.192102310552917","0.308744488439929"
"Inexpensive","2013","inadequately","Urban Area","14","","",""
"Inexpensive","2013","inadequately","Rural Area","13","","",""
"Inexpensive","2013","general elemantary","Urban Area","234","0.307502062031384","0.275034439451696","0.339969684611071"
"Inexpensive","2013","general elemantary","Rural Area","150","0.346236632388173","0.3031781748547","0.389295089921646"
"Inexpensive","2013","middle vocational","Urban Area","1102","0.307052644822719","0.292277331030609","0.32182795861483"
"Inexpensive","2013","middle vocational","Rural Area","870","0.300364098729923","0.283855294465778","0.316872902994069"
"Inexpensive","2013","vocational + Abi","Urban Area","199","0.226538132486347","0.196358358468447","0.256717906504247"
"Inexpensive","2013","vocational + Abi","Rural Area","76","0.207000758252964","0.162470328625484","0.251531187880443"
"Inexpensive","2013","higher vocational","Urban Area","183","0.326780042344545","0.289650114332535","0.363909970356555"
"Inexpensive","2013","higher vocational","Rural Area","146","0.280104608180951","0.239550723570554","0.320658492791348"
"Inexpensive","2013","higher education","Urban Area","742","0.305478781709719","0.287636048060706","0.323321515358731"
"Inexpensive","2013","higher education","Rural Area","339","0.320582838289562","0.293783534023057","0.347382142556066"
"Reasonable","2013","in school","Urban Area","168","0.567207672945825","0.513831808828338","0.620583537063312"
"Reasonable","2013","in school","Rural Area","109","0.603166270884244","0.537309114661574","0.669023427106914"
"Reasonable","2013","inadequately","Urban Area","20","","",""
"Reasonable","2013","inadequately","Rural Area","25","","",""
"Reasonable","2013","general elemantary","Urban Area","356","0.478071638041809","0.442926183144513","0.513217092939104"
"Reasonable","2013","general elemantary","Rural Area","236","0.499072020951841","0.453820734946719","0.544323306956964"
"Reasonable","2013","middle vocational","Urban Area","1874","0.485501980189914","0.469492857698394","0.501511102681434"
"Reasonable","2013","middle vocational","Rural Area","1568","0.508996506635145","0.490993076579753","0.526999936690537"
"Reasonable","2013","vocational + Abi","Urban Area","378","0.555885701978062","0.520062368057651","0.591709035898474"
"Reasonable","2013","vocational + Abi","Rural Area","170","0.53648927183441","0.481681146556527","0.591297397112292"
"Reasonable","2013","higher vocational","Urban Area","309","0.472202588874455","0.4326827046634","0.51172247308551"
"Reasonable","2013","higher vocational","Rural Area","236","0.526964291947725","0.481874815345356","0.572053768550094"
"Reasonable","2013","higher education","Urban Area","1279","0.466835938782534","0.447509996275909","0.48616188128916"
"Reasonable","2013","higher education","Rural Area","616","0.48190275925549","0.45321012155937","0.51059539695161"
"Slightly Expensive","2013","in school","Urban Area","35","0.102446848177162","0.0697795299558163","0.135114166398508"
"Slightly Expensive","2013","in school","Rural Area","15","","",""
"Slightly Expensive","2013","inadequately","Urban Area","12","","",""
"Slightly Expensive","2013","inadequately","Rural Area","","","",""
"Slightly Expensive","2013","general elemantary","Urban Area","105","0.117013301973995","0.0943975033561388","0.139629100591851"
"Slightly Expensive","2013","general elemantary","Rural Area","43","0.0774829471781831","0.053286481356336","0.10167941300003"
"Slightly Expensive","2013","middle vocational","Urban Area","340","0.0916248773118409","0.0823838662529","0.100865888370782"
"Slightly Expensive","2013","middle vocational","Rural Area","239","0.0910803269394779","0.0807186366724247","0.101442017206531"
"Slightly Expensive","2013","vocational + Abi","Urban Area","79","0.0945708471878493","0.0734733106128113","0.115668383762887"
"Slightly Expensive","2013","vocational + Abi","Rural Area","30","0.114548224508584","0.079544748931761","0.149551700085408"
"Slightly Expensive","2013","higher vocational","Urban Area","50","0.101446551821817","0.0775459709362385","0.125347132707396"
"Slightly Expensive","2013","higher vocational","Rural Area","38","0.0965085051410266","0.069840995171332","0.123176015110721"
"Slightly Expensive","2013","higher education","Urban Area","192","0.0782520202215338","0.0678484600151515","0.0886555804279161"
"Slightly Expensive","2013","higher education","Rural Area","94","0.0930801970318272","0.0763962724571343","0.10976412160652"
"Too Expensive","2013","in school","Urban Area","3","","",""
"Too Expensive","2013","in school","Rural Area","5","","",""
"Too Expensive","2013","inadequately","Urban Area","3","","",""
"Too Expensive","2013","inadequately","Rural Area","1","","",""
"Too Expensive","2013","general elemantary","Urban Area","13","","",""
"Too Expensive","2013","general elemantary","Rural Area","4","","",""
"Too Expensive","2013","middle vocational","Urban Area","54","0.0141823818923976","0.0103948783607539","0.0179698854240413"
"Too Expensive","2013","middle vocational","Rural Area","58","0.0179084177185622","0.0131324633779337","0.0226843720591907"
"Too Expensive","2013","vocational + Abi","Urban Area","13","","",""
"Too Expensive","2013","vocational + Abi","Rural Area","4","","",""
"Too Expensive","2013","higher vocational","Urban Area","9","","",""
"Too Expensive","2013","higher vocational","Rural Area","10","","",""
"Too Expensive","2013","higher education","Urban Area","17","","",""
"Too Expensive","2013","higher education","Rural Area","11","","",""
"Very Inexpensive","2014","in school","Urban Area","30","0.067485154278682","0.0377274949687164","0.0972428135886475"
"Very Inexpensive","2014","in school","Rural Area","19","","",""
"Very Inexpensive","2014","inadequately","Urban Area","4","","",""
"Very Inexpensive","2014","inadequately","Rural Area","1","","",""
"Very Inexpensive","2014","general elemantary","Urban Area","56","0.0812980538819448","0.0610958931800197","0.10150021458387"
"Very Inexpensive","2014","general elemantary","Rural Area","37","0.0850260068708978","0.05841433668701","0.111637677054786"
"Very Inexpensive","2014","middle vocational","Urban Area","372","0.117501005413806","0.106665877014473","0.128336133813139"
"Very Inexpensive","2014","middle vocational","Rural Area","248","0.102421723924507","0.0909553184814695","0.113888129367544"
"Very Inexpensive","2014","vocational + Abi","Urban Area","69","0.111323982873916","0.0874540459193675","0.135193919828464"
"Very Inexpensive","2014","vocational + Abi","Rural Area","32","0.13016970473789","0.0911721569320831","0.169167252543698"
"Very Inexpensive","2014","higher vocational","Urban Area","61","0.117505856042243","0.0910465999782196","0.143965112106267"
"Very Inexpensive","2014","higher vocational","Rural Area","46","0.0908659707542942","0.0637940708798219","0.117937870628767"
"Very Inexpensive","2014","higher education","Urban Area","295","0.140210844380119","0.126172983185798","0.15424870557444"
"Very Inexpensive","2014","higher education","Rural Area","122","0.111605111677359","0.0928690507229294","0.130341172631788"
"Inexpensive","2014","in school","Urban Area","81","0.303268990799496","0.248741772782433","0.357796208816558"
"Inexpensive","2014","in school","Rural Area","35","0.210598704816229","0.149664572281608","0.27153283735085"
"Inexpensive","2014","inadequately","Urban Area","12","","",""
"Inexpensive","2014","inadequately","Rural Area","12","","",""
"Inexpensive","2014","general elemantary","Urban Area","210","0.284400543053041","0.251052477975635","0.317748608130447"
"Inexpensive","2014","general elemantary","Rural Area","123","0.316224431933633","0.271858831291389","0.360590032575876"
"Inexpensive","2014","middle vocational","Urban Area","1034","0.30097785976036","0.285544200715665","0.316411518805055"
"Inexpensive","2014","middle vocational","Rural Area","786","0.285913601323946","0.268825733528893","0.303001469118998"
"Inexpensive","2014","vocational + Abi","Urban Area","175","0.265168201401292","0.231668582518838","0.298667820283746"
"Inexpensive","2014","vocational + Abi","Rural Area","73","0.230422117892058","0.181618339634597","0.27922589614952"
"Inexpensive","2014","higher vocational","Urban Area","163","0.307577602884235","0.269658778402247","0.345496427366223"
"Inexpensive","2014","higher vocational","Rural Area","131","0.28491512030855","0.24240026658254","0.32742997403456"
"Inexpensive","2014","higher education","Urban Area","741","0.332727503257006","0.313676839017935","0.351778167496076"
"Inexpensive","2014","higher education","Rural Area","290","0.286066561945481","0.259176262914393","0.312956860976569"
"Reasonable","2014","in school","Urban Area","129","0.515967339180762","0.456686382058738","0.575248296302786"
"Reasonable","2014","in school","Rural Area","101","0.574391059364658","0.500499798988462","0.648282319740853"
"Reasonable","2014","inadequately","Urban Area","24","","",""
"Reasonable","2014","inadequately","Rural Area","17","","",""
"Reasonable","2014","general elemantary","Urban Area","343","0.49086262872861","0.453908080200583","0.527817177256636"
"Reasonable","2014","general elemantary","Rural Area","223","0.50568343364742","0.45798173862934","0.5533851286655"
"Reasonable","2014","middle vocational","Urban Area","1674","0.494089285815669","0.477266581255825","0.510911990375512"
"Reasonable","2014","middle vocational","Rural Area","1390","0.483553543424086","0.464654926458012","0.502452160390161"
"Reasonable","2014","vocational + Abi","Urban Area","365","0.512030975694925","0.474096907673408","0.549965043716442"
"Reasonable","2014","vocational + Abi","Rural Area","159","0.573406353015421","0.516086704798701","0.63072600123214"
