"hlf0071_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"2","2018","inadequately","West Germany","399","0.215524526229867","0.195223966193758","0.235825086265975"
"2","2018","inadequately","East Germany","71","0.268786491935727","0.213831909901429","0.323741073970026"
"2","2018","general elemantary","West Germany","491","0.112222038292016","0.100955365310408","0.123488711273623"
"2","2018","general elemantary","East Germany","103","0.122534600809239","0.0946710381405227","0.150398163477956"
"2","2018","middle vocational","West Germany","1239","0.108701420654201","0.102355847843493","0.115046993464908"
"2","2018","middle vocational","East Germany","387","0.123778190231269","0.111716985818904","0.135839394643633"
"2","2018","vocational + Abi","West Germany","311","0.124108313668778","0.109168787041136","0.139047840296421"
"2","2018","vocational + Abi","East Germany","73","0.187849124505225","0.145643232037178","0.230055016973272"
"2","2018","higher vocational","West Germany","128","0.10513138431008","0.0866841330686403","0.12357863555152"
"2","2018","higher vocational","East Germany","38","0.0637529698786373","0.0394746445133887","0.088031295243886"
"2","2018","higher education","West Germany","881","0.147207501429458","0.137811157609515","0.156603845249402"
"2","2018","higher education","East Germany","204","0.125255775072903","0.108437322040433","0.142074228105372"
"3","2018","in school","West Germany","405","0.744772010462812","0.708917008850527","0.780627012075098"
"3","2018","in school","East Germany","98","0.705207392999197","0.627129305769072","0.783285480229323"
"3","2018","inadequately","West Germany","879","0.648983214210687","0.625419124958185","0.672547303463189"
"3","2018","inadequately","East Germany","152","0.615393890691407","0.555087579252298","0.675700202130515"
"3","2018","general elemantary","West Germany","2039","0.735578907981311","0.719836646786972","0.75132116917565"
"3","2018","general elemantary","East Germany","382","0.808398969980121","0.774956059190791","0.841841880769451"
"3","2018","middle vocational","West Germany","6500","0.71277120097156","0.703546959196015","0.721995442747106"
"3","2018","middle vocational","East Germany","2177","0.772656729264205","0.757307169230059","0.788006289298351"
"3","2018","vocational + Abi","West Germany","1328","0.709317648968387","0.688742598352117","0.729892699584656"
"3","2018","vocational + Abi","East Germany","217","0.695725383754098","0.646008725644143","0.745442041864053"
"3","2018","higher vocational","West Germany","739","0.693706642962253","0.665983494657063","0.721429791267444"
"3","2018","higher vocational","East Germany","283","0.714324779585201","0.66943397040543","0.759215588764973"
"3","2018","higher education","West Germany","3566","0.649166249100761","0.636510120106761","0.66182237809476"
"3","2018","higher education","East Germany","1063","0.734250722378093","0.711806484499909","0.756694960256278"
"4","2018","in school","West Germany","34","0.0530682025260023","0.0346328917921444","0.0715035132598601"
"4","2018","in school","East Germany","6","","",""
"4","2018","inadequately","West Germany","54","0.0571222582768767","0.045664481406654","0.0685800351470993"
"4","2018","inadequately","East Germany","3","","",""
"4","2018","general elemantary","West Germany","229","0.10042216444515","0.0896936745906585","0.111150654299641"
"4","2018","general elemantary","East Germany","24","","",""
"4","2018","middle vocational","West Germany","1086","0.141812988023929","0.134701007033319","0.148924969014538"
"4","2018","middle vocational","East Germany","205","0.0816047913681304","0.0715786408949018","0.0916309418413591"
"4","2018","vocational + Abi","West Germany","144","0.121881440523714","0.107057742316727","0.136705138730701"
"4","2018","vocational + Abi","East Germany","26","","",""
"4","2018","higher vocational","West Germany","165","0.170698067935947","0.148069531064658","0.193326604807237"
"4","2018","higher vocational","East Germany","57","0.207992087060615","0.167659000625985","0.248325173495244"
"4","2018","higher education","West Germany","784","0.172678940261243","0.162655219255473","0.182702661267013"
"4","2018","higher education","East Germany","171","0.114071796004934","0.0979194715774729","0.130224120432395"
"5","2018","in school","West Germany","2","","",""
"5","2018","in school","East Germany","3","","",""
"5","2018","inadequately","West Germany","10","","",""
"5","2018","inadequately","East Germany","","","",""
"5","2018","general elemantary","West Germany","33","0.0198045557684811","0.0148312710255642","0.0247778405113981"
"5","2018","general elemantary","East Germany","3","","",""
"5","2018","middle vocational","West Germany","151","0.0212513539610944","0.0183111970802503","0.0241915108419385"
"5","2018","middle vocational","East Germany","21","","",""
"5","2018","vocational + Abi","West Germany","21","","",""
"5","2018","vocational + Abi","East Germany","","","",""
"5","2018","higher vocational","West Germany","21","","",""
"5","2018","higher vocational","East Germany","6","","",""
"5","2018","higher education","West Germany","79","0.0162614923289071","0.0129072666585015","0.0196157179993126"
"5","2018","higher education","East Germany","15","","",""
"1","2019","in school","West Germany","23","","",""
"1","2019","in school","East Germany","4","","",""
"1","2019","inadequately","West Germany","258","0.0956150620653449","0.0807485729658383","0.110481551164851"
"1","2019","inadequately","East Germany","29","","",""
"1","2019","general elemantary","West Germany","172","0.0327080199675727","0.0260222811313484","0.039393758803797"
"1","2019","general elemantary","East Germany","27","","",""
"1","2019","middle vocational","West Germany","232","0.0173552530312598","0.0146513967998972","0.0200591092626225"
"1","2019","middle vocational","East Germany","53","0.0124884870122774","0.00829188341976066","0.0166850906047941"
"1","2019","vocational + Abi","West Germany","49","0.0234122062928457","0.0166416063126209","0.0301828062730704"
"1","2019","vocational + Abi","East Germany","6","","",""
"1","2019","higher vocational","West Germany","9","","",""
"1","2019","higher vocational","East Germany","4","","",""
"1","2019","higher education","West Germany","156","0.0156746349930621","0.0125011027586019","0.0188481672275224"
"1","2019","higher education","East Germany","24","","",""
"2","2019","in school","West Germany","95","0.198874902747187","0.164061813716614","0.23368799177776"
"2","2019","in school","East Germany","19","","",""
"2","2019","inadequately","West Germany","307","0.157213112490371","0.138810822563916","0.175615402416826"
"2","2019","inadequately","East Germany","66","0.13116441889645","0.0867577268710072","0.175571110921893"
"2","2019","general elemantary","West Germany","421","0.109512803506139","0.0977749205279408","0.121250686484337"
"2","2019","general elemantary","East Germany","86","0.101656603001532","0.0749539429916666","0.128359263011398"
"2","2019","middle vocational","West Germany","1060","0.0981643472254688","0.0920039254956098","0.104324768955328"
"2","2019","middle vocational","East Germany","339","0.114647853423337","0.102608229058353","0.12668747778832"
"2","2019","vocational + Abi","West Germany","276","0.132374351502814","0.117199709557841","0.147548993447788"
"2","2019","vocational + Abi","East Germany","64","0.20455930275509","0.161103516207855","0.248015089302325"
"2","2019","higher vocational","West Germany","121","0.116408840271702","0.0984784058467083","0.134339274696696"
"2","2019","higher vocational","East Germany","47","0.113930430434201","0.084276478706755","0.143584382161648"
"2","2019","higher education","West Germany","839","0.143088948396471","0.134142600647993","0.152035296144949"
"2","2019","higher education","East Germany","201","0.115244521043033","0.0999297104688457","0.13055933161722"
"3","2019","in school","West Germany","354","0.700440982397061","0.660489824121256","0.740392140672865"
"3","2019","in school","East Germany","70","0.624017062687435","0.530924770913843","0.717109354461027"
"3","2019","inadequately","West Germany","899","0.7149147077122","0.692091161557802","0.737738253866597"
"3","2019","inadequately","East Germany","124","0.770274405068275","0.714939517755307","0.825609292381243"
"3","2019","general elemantary","West Germany","1897","0.739527023514705","0.723030142277772","0.756023904751638"
"3","2019","general elemantary","East Germany","353","0.810659975540661","0.776041645048173","0.845278306033149"
"3","2019","middle vocational","West Germany","6377","0.724406593633913","0.715155449208091","0.733657738059734"
"3","2019","middle vocational","East Germany","2032","0.774124956853093","0.75832297314545","0.789926940560736"
"3","2019","vocational + Abi","West Germany","1363","0.692010014039648","0.67133837912519","0.712681648954106"
"3","2019","vocational + Abi","East Germany","223","0.693081279176197","0.643394840657065","0.742767717695329"
"3","2019","higher vocational","West Germany","873","0.693312180242804","0.667532066528885","0.719092293956722"
"3","2019","higher vocational","East Germany","319","0.679333236723742","0.635772300821021","0.722894172626463"
"3","2019","higher education","West Germany","3893","0.655198671532577","0.643055117019248","0.667342226045906"
"3","2019","higher education","East Germany","1171","0.721186110698781","0.699679561356752","0.742692660040811"
"4","2019","in school","West Germany","33","0.0600506711277485","0.0393295353858852","0.0807718068696119"
"4","2019","in school","East Germany","11","","",""
"4","2019","inadequately","West Germany","30","0.0141072077241563","0.00814504291119935","0.0200693725371132"
"4","2019","inadequately","East Germany","2","","",""
"4","2019","general elemantary","West Germany","200","0.104247064082633","0.0927610452573256","0.11573308290794"
"4","2019","general elemantary","East Germany","25","","",""
"4","2019","middle vocational","West Germany","1110","0.137884525007517","0.130745969572364","0.14502308044267"
"4","2019","middle vocational","East Germany","244","0.0947926438980842","0.083723008758722","0.105862279037446"
"4","2019","vocational + Abi","West Germany","201","0.142378715612418","0.126732091496902","0.158025339727934"
