"plj0047","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Some worries","2017","Brandenburg","no migration background","472","0.47745117787649","0.44517500013182","0.50972735562116"
"Some worries","2017","Brandenburg","direct migration background","94","0.382779018545277","0.326248453858005","0.439309583232549"
"Some worries","2017","Brandenburg","indirect migration background","7","","",""
"Some worries","2017","Mecklenburg-Western Pomerania","no migration background","245","0.413031094169377","0.371956103466206","0.454106084872547"
"Some worries","2017","Mecklenburg-Western Pomerania","direct migration background","22","","",""
"Some worries","2017","Mecklenburg-Western Pomerania","indirect migration background","4","","",""
"Some worries","2017","Saxony","no migration background","750","0.473147313577692","0.448371462575763","0.497923164579622"
"Some worries","2017","Saxony","direct migration background","81","0.538308997358999","0.475105564774906","0.601512429943093"
"Some worries","2017","Saxony","indirect migration background","15","","",""
"Some worries","2017","Saxony-Anhalt","no migration background","363","0.424595599441402","0.391366929186694","0.457824269696111"
"Some worries","2017","Saxony-Anhalt","direct migration background","51","0.372374279143345","0.297231070925096","0.447517487361593"
"Some worries","2017","Saxony-Anhalt","indirect migration background","9","","",""
"Some worries","2017","Thuringia","no migration background","396","0.373228351645289","0.341541538830037","0.404915164460541"
"Some worries","2017","Thuringia","direct migration background","72","0.334962288264437","0.269054601059188","0.400869975469686"
"Some worries","2017","Thuringia","indirect migration background","5","","",""
"No worries","2017","Schleswig-Holstein","no migration background","62","0.0885216832595286","0.0682197603980501","0.108823606121007"
"No worries","2017","Schleswig-Holstein","direct migration background","249","0.275887647983515","0.233641903349955","0.318133392617074"
"No worries","2017","Schleswig-Holstein","indirect migration background","1","","",""
"No worries","2017","Hamburg","no migration background","21","","",""
"No worries","2017","Hamburg","direct migration background","159","0.20016994905365","0.150962649656975","0.249377248450325"
"No worries","2017","Hamburg","indirect migration background","7","","",""
"No worries","2017","Lower Saxony","no migration background","179","0.100448199198347","0.087588641303611","0.113307757093082"
"No worries","2017","Lower Saxony","direct migration background","580","0.179185533925393","0.156131048552677","0.20224001929811"
"No worries","2017","Lower Saxony","indirect migration background","17","","",""
"No worries","2017","Bremen","no migration background","15","","",""
"No worries","2017","Bremen","direct migration background","62","0.171529224295587","0.107220664455454","0.23583778413572"
"No worries","2017","Bremen","indirect migration background","2","","",""
"No worries","2017","North Rhine-Westphalia","no migration background","310","0.0861895949401343","0.0772548130494935","0.095124376830775"
"No worries","2017","North Rhine-Westphalia","direct migration background","1191","0.219508354937513","0.203263736188691","0.235752973686335"
"No worries","2017","North Rhine-Westphalia","indirect migration background","57","0.101859188366307","0.0757111656978857","0.128007211034729"
"No worries","2017","Hesse","no migration background","112","0.103674681177357","0.0867688682786167","0.120580494076098"
"No worries","2017","Hesse","direct migration background","538","0.242569330936406","0.215949345715162","0.269189316157649"
"No worries","2017","Hesse","indirect migration background","13","","",""
"No worries","2017","Rhineland-Palatinate,Saarland","no migration background","112","0.125574334839079","0.105483321730115","0.145665347948044"
"No worries","2017","Rhineland-Palatinate,Saarland","direct migration background","285","0.152231027103416","0.125289135346661","0.179172918860172"
"No worries","2017","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"No worries","2017","Baden-Württemberg","no migration background","226","0.11843766460397","0.104673207299708","0.132202121908233"
"No worries","2017","Baden-Württemberg","direct migration background","596","0.20208455286722","0.180120596390721","0.22404850934372"
"No worries","2017","Baden-Württemberg","indirect migration background","44","0.12691668551422","0.0886045555557711","0.165228815472669"
"No worries","2017","Bavaria","no migration background","281","0.106720308917927","0.0958932663210694","0.117547351514784"
"No worries","2017","Bavaria","direct migration background","737","0.221117364308375","0.200038452949213","0.242196275667537"
"No worries","2017","Bavaria","indirect migration background","34","0.114385211930135","0.0752436093376962","0.153526814522574"
"No worries","2017","Berlin","no migration background","89","0.108433348808951","0.0865850998695609","0.130281597748341"
"No worries","2017","Berlin","direct migration background","132","0.144897946983318","0.106629000977045","0.18316689298959"
"No worries","2017","Berlin","indirect migration background","6","","",""
"No worries","2017","Brandenburg","no migration background","104","0.137176290623791","0.114945508615458","0.159407072632124"
"No worries","2017","Brandenburg","direct migration background","134","0.345103204843349","0.289812789830591","0.400393619856106"
"No worries","2017","Brandenburg","indirect migration background","5","","",""
"No worries","2017","Mecklenburg-Western Pomerania","no migration background","55","0.10414790664153","0.0786665831630589","0.12962923012"
"No worries","2017","Mecklenburg-Western Pomerania","direct migration background","33","0.239180765336953","0.135476819749131","0.342884710924775"
"No worries","2017","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No worries","2017","Saxony","no migration background","217","0.126700017165641","0.110193484544192","0.143206549787091"
"No worries","2017","Saxony","direct migration background","109","0.219937099592645","0.167424538592382","0.272449660592908"
"No worries","2017","Saxony","indirect migration background","2","","",""
"No worries","2017","Saxony-Anhalt","no migration background","86","0.116516518254641","0.0949474395852037","0.138085596924078"
"No worries","2017","Saxony-Anhalt","direct migration background","71","0.19120951952844","0.13008403715035","0.252335001906531"
"No worries","2017","Saxony-Anhalt","indirect migration background","3","","",""
"No worries","2017","Thuringia","no migration background","177","0.219721838345905","0.192595079198661","0.24684859749315"
"No worries","2017","Thuringia","direct migration background","84","0.316143000523552","0.251213896255989","0.381072104791115"
"No worries","2017","Thuringia","indirect migration background","2","","",""
"Big worries","2018","Schleswig-Holstein","no migration background","250","0.367018365976156","0.332149364227805","0.401887367724507"
"Big worries","2018","Schleswig-Holstein","direct migration background","56","0.298340148567403","0.249345928124037","0.34733436901077"
"Big worries","2018","Schleswig-Holstein","indirect migration background","24","","",""
"Big worries","2018","Hamburg","no migration background","123","0.428501258658411","0.374782869502342","0.482219647814479"
"Big worries","2018","Hamburg","direct migration background","43","0.397099183767241","0.327708072831455","0.466490294703027"
"Big worries","2018","Hamburg","indirect migration background","17","","",""
"Big worries","2018","Lower Saxony","no migration background","664","0.344100350383026","0.323041436577094","0.365159264188957"
"Big worries","2018","Lower Saxony","direct migration background","144","0.229480022262403","0.202990458532149","0.255969585992658"
"Big worries","2018","Lower Saxony","indirect migration background","48","0.263853350000878","0.191365136733028","0.336341563268727"
"Big worries","2018","Bremen","no migration background","57","0.419716971489464","0.339938148739749","0.499495794239179"
"Big worries","2018","Bremen","direct migration background","41","0.499139599021891","0.416018734376312","0.58226046366747"
"Big worries","2018","Bremen","indirect migration background","4","","",""
