"plj0014_v3","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2017","Schleswig-Holstein","in school","13","","",""
"Yes","2017","Schleswig-Holstein","inadequately","12","","",""
"Yes","2017","Schleswig-Holstein","general elemantary","95","0.757302114826906","0.688232853065176","0.826371376588637"
"Yes","2017","Schleswig-Holstein","middle vocational","410","0.947908961047564","0.927602511362945","0.968215410732182"
"Yes","2017","Schleswig-Holstein","vocational + Abi","72","0.922395575591423","0.866175644193236","0.978615506989609"
"Yes","2017","Schleswig-Holstein","higher vocational","57","0.970309622256064","0.926628164353762","1.01399108015837"
"Yes","2017","Schleswig-Holstein","higher education","184","0.917156523689314","0.881914158513693","0.952398888864936"
"Yes","2017","Hamburg","in school","7","","",""
"Yes","2017","Hamburg","inadequately","6","","",""
"Yes","2017","Hamburg","general elemantary","25","","",""
"Yes","2017","Hamburg","middle vocational","144","0.93653259347945","0.898637205912176","0.974427981046723"
"Yes","2017","Hamburg","vocational + Abi","40","0.94660400930638","0.881634786835017","1.01157323177774"
"Yes","2017","Hamburg","higher vocational","18","","",""
"Yes","2017","Hamburg","higher education","162","0.958125797659548","0.92918411881322","0.987067476505877"
"Yes","2017","Lower Saxony","in school","28","","",""
"Yes","2017","Lower Saxony","inadequately","39","0.59652486120945","0.520269182144438","0.672780540274463"
"Yes","2017","Lower Saxony","general elemantary","292","0.884016908995709","0.852237675871355","0.915796142120063"
"Yes","2017","Lower Saxony","middle vocational","1187","0.935761306890712","0.922371600629869","0.949151013151555"
"Yes","2017","Lower Saxony","vocational + Abi","198","0.827818434365739","0.779651061203209","0.875985807528268"
"Yes","2017","Lower Saxony","higher vocational","132","0.973349034872398","0.946078951629644","1.00061911811515"
"Yes","2017","Lower Saxony","higher education","512","0.907455621211218","0.884439763468982","0.930471478953455"
"Yes","2017","Bremen","in school","5","","",""
"Yes","2017","Bremen","inadequately","6","","",""
"Yes","2017","Bremen","general elemantary","13","","",""
"Yes","2017","Bremen","middle vocational","79","0.88359532958091","0.821958068805922","0.945232590355898"
"Yes","2017","Bremen","vocational + Abi","18","","",""
"Yes","2017","Bremen","higher vocational","5","","",""
"Yes","2017","Bremen","higher education","50","0.901497189681905","0.824137064755812","0.978857314607999"
"Yes","2017","North Rhine-Westphalia","in school","106","0.941735099250681","0.899290440695331","0.98417975780603"
"Yes","2017","North Rhine-Westphalia","inadequately","64","0.400709682277749","0.342791450722969","0.458627913832529"
"Yes","2017","North Rhine-Westphalia","general elemantary","481","0.762393519863486","0.731497462313997","0.793289577412974"
"Yes","2017","North Rhine-Westphalia","middle vocational","2160","0.900926856897723","0.889151915070155","0.912701798725291"
"Yes","2017","North Rhine-Westphalia","vocational + Abi","536","0.860360399901849","0.833527748974613","0.887193050829084"
"Yes","2017","North Rhine-Westphalia","higher vocational","259","0.981853100137312","0.965812088572379","0.997894111702246"
"Yes","2017","North Rhine-Westphalia","higher education","1066","0.900804851327597","0.884586623021904","0.91702307963329"
"Yes","2017","Hesse","in school","38","0.84245204353471","0.730936567176578","0.953967519892842"
"Yes","2017","Hesse","inadequately","14","","",""
"Yes","2017","Hesse","general elemantary","151","0.721378822701986","0.666026407347066","0.776731238056906"
"Yes","2017","Hesse","middle vocational","666","0.917071295472961","0.897973386298501","0.93616920464742"
"Yes","2017","Hesse","vocational + Abi","129","0.755379070383641","0.689388243734715","0.821369897032567"
"Yes","2017","Hesse","higher vocational","81","0.994496648852501","0.978484248539519","1.01050904916548"
"Yes","2017","Hesse","higher education","423","0.837505064145247","0.806274535733049","0.868735592557446"
"Yes","2017","Rhineland-Palatinate,Saarland","in school","23","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","inadequately","10","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","general elemantary","156","0.674671274203759","0.618580942309021","0.730761606098498"
"Yes","2017","Rhineland-Palatinate,Saarland","middle vocational","658","0.917373290085746","0.897708746152234","0.937037834019257"
"Yes","2017","Rhineland-Palatinate,Saarland","vocational + Abi","103","0.79652909965207","0.728619185188112","0.864439014116029"
"Yes","2017","Rhineland-Palatinate,Saarland","higher vocational","83","0.994270181326028","0.97822438501554","1.01031597763652"
"Yes","2017","Rhineland-Palatinate,Saarland","higher education","248","0.899356359092181","0.866132361335655","0.932580356848707"
"Yes","2017","Baden-Württemberg","in school","34","0.757051169464346","0.620694521501731","0.89340781742696"
"Yes","2017","Baden-Württemberg","inadequately","22","","",""
"Yes","2017","Baden-Württemberg","general elemantary","233","0.705323336855353","0.66075750032912","0.749889173381587"
"Yes","2017","Baden-Württemberg","middle vocational","1156","0.905436326547369","0.889792622858696","0.921080030236041"
"Yes","2017","Baden-Württemberg","vocational + Abi","198","0.750491481292859","0.699065899767254","0.801917062818465"
"Yes","2017","Baden-Württemberg","higher vocational","177","0.904592917963908","0.862599031978437","0.94658680394938"
"Yes","2017","Baden-Württemberg","higher education","752","0.856679233523256","0.834183310585829","0.879175156460684"
"Yes","2017","Bavaria","in school","54","0.940014598426558","0.878369188113126","1.00166000873999"
"Yes","2017","Bavaria","inadequately","29","","",""
"Yes","2017","Bavaria","general elemantary","353","0.748118617820817","0.710182982320199","0.786054253321435"
"Yes","2017","Bavaria","middle vocational","1846","0.902939533473468","0.890121316070841","0.915757750876094"
"Yes","2017","Bavaria","vocational + Abi","219","0.727230585003153","0.677889371518567","0.776571798487739"
"Yes","2017","Bavaria","higher vocational","262","0.909006918823351","0.87463848584364","0.943375351803063"
"Yes","2017","Bavaria","higher education","887","0.848714057187699","0.827586614231881","0.869841500143517"
"Yes","2017","Berlin","in school","8","","",""
"Yes","2017","Berlin","inadequately","9","","",""
"Yes","2017","Berlin","general elemantary","60","0.862529525127543","0.791388758998708","0.933670291256378"
"Yes","2017","Berlin","middle vocational","340","0.958425470227695","0.938222031103643","0.978628909351748"
"Yes","2017","Berlin","vocational + Abi","59","0.709937040137031","0.607236313998969","0.812637766275093"
"Yes","2017","Berlin","higher vocational","60","0.962929804405402","0.91590120990545","1.00995839890535"
"Yes","2017","Berlin","higher education","345","0.879586424670579","0.848424945513734","0.910747903827423"
"Yes","2017","Brandenburg","in school","14","","",""
"Yes","2017","Brandenburg","inadequately","8","","",""
"Yes","2017","Brandenburg","general elemantary","76","0.940565522989426","0.895124806365023","0.986006239613828"
"Yes","2017","Brandenburg","middle vocational","500","0.979193717669661","0.967232208411492","0.991155226927831"
"Yes","2017","Brandenburg","vocational + Abi","65","0.92878372661196","0.871339068474968","0.986228384748951"
"Yes","2017","Brandenburg","higher vocational","70","0.959654237072073","0.913884831153794","1.00542364299035"
"Yes","2017","Brandenburg","higher education","252","0.990002706670713","0.978069645448752","1.00193576789267"
"Yes","2017","Mecklenburg-Western Pomerania","in school","10","","",""
"Yes","2017","Mecklenburg-Western Pomerania","inadequately","9","","",""
"Yes","2017","Mecklenburg-Western Pomerania","general elemantary","35","0.981721386735063","0.939679564098268","1.02376320937186"
"Yes","2017","Mecklenburg-Western Pomerania","middle vocational","300","0.987316027179717","0.97485875398189","0.999773300377545"
"Yes","2017","Mecklenburg-Western Pomerania","vocational + Abi","28","","",""
"Yes","2017","Mecklenburg-Western Pomerania","higher vocational","47","1","1","1"
"Yes","2017","Mecklenburg-Western Pomerania","higher education","133","0.973362990691848","0.946878961080958","0.999847020302738"
"Yes","2017","Saxony","in school","24","","",""
"Yes","2017","Saxony","inadequately","7","","",""
"Yes","2017","Saxony","general elemantary","102","0.937715363346568","0.896171928814465","0.979258797878671"
"Yes","2017","Saxony","middle vocational","849","0.986510572274866","0.978827467075173","0.994193677474559"
"Yes","2017","Saxony","vocational + Abi","81","0.96419610331615","0.925153722039074","1.00323848459323"
"Yes","2017","Saxony","higher vocational","121","1","1","1"
"Yes","2017","Saxony","higher education","414","0.954209542362241","0.934917900552849","0.973501184171633"
"Yes","2017","Saxony-Anhalt","in school","7","","",""
"Yes","2017","Saxony-Anhalt","inadequately","12","","",""
"Yes","2017","Saxony-Anhalt","general elemantary","73","0.963946550974448","0.926459077281415","1.00143402466748"
"Yes","2017","Saxony-Anhalt","middle vocational","462","0.974257102539203","0.960277650930456","0.98823655414795"
"Yes","2017","Saxony-Anhalt","vocational + Abi","47","0.983135700619957","0.947445090349568","1.01882631089035"
"Yes","2017","Saxony-Anhalt","higher vocational","71","1","1","1"
"Yes","2017","Saxony-Anhalt","higher education","212","0.982960914024138","0.966199076696494","0.999722751351783"
"Yes","2017","Thuringia","in school","7","","",""
"Yes","2017","Thuringia","inadequately","6","","",""
"Yes","2017","Thuringia","general elemantary","43","0.850669834117747","0.765957251024418","0.935382417211076"
"Yes","2017","Thuringia","middle vocational","536","0.96089680657009","0.944941650757195","0.976851962382986"
"Yes","2017","Thuringia","vocational + Abi","44","0.831448149199794","0.732512890304569","0.930383408095019"
"Yes","2017","Thuringia","higher vocational","67","1","1","1"
"Yes","2017","Thuringia","higher education","211","0.898953355143864","0.860822899240871","0.937083811046857"
"No","2017","Schleswig-Holstein","in school","1","","",""
"No","2017","Schleswig-Holstein","inadequately","61","0.67062301505274","0.562809671993713","0.778436358111766"
"No","2017","Schleswig-Holstein","general elemantary","53","0.242697885173094","0.173628623411363","0.311767146934824"
"No","2017","Schleswig-Holstein","middle vocational","50","0.0520910389524365","0.0317845892678183","0.0723974886370547"
"No","2017","Schleswig-Holstein","vocational + Abi","15","","",""
"No","2017","Schleswig-Holstein","higher vocational","1","","",""
"No","2017","Schleswig-Holstein","higher education","51","0.0828434763106858","0.0476011111350643","0.118085841486307"
"No","2017","Hamburg","in school","","","",""
"No","2017","Hamburg","inadequately","26","","",""
"No","2017","Hamburg","general elemantary","30","0.279919961492408","0.161268233603576","0.398571689381239"
"No","2017","Hamburg","middle vocational","15","","",""
"No","2017","Hamburg","vocational + Abi","6","","",""
"No","2017","Hamburg","higher vocational","2","","",""
"No","2017","Hamburg","higher education","22","","",""
"No","2017","Lower Saxony","in school","5","","",""
"No","2017","Lower Saxony","inadequately","120","0.40347513879055","0.327219459725537","0.479730817855562"
"No","2017","Lower Saxony","general elemantary","98","0.115983091004291","0.0842038578799367","0.147762324128645"
"No","2017","Lower Saxony","middle vocational","101","0.0642386931092878","0.0508489868484445","0.0776283993701311"
"No","2017","Lower Saxony","vocational + Abi","38","0.172181565634262","0.124014192471732","0.220348938796791"
"No","2017","Lower Saxony","higher vocational","2","","",""
"No","2017","Lower Saxony","higher education","97","0.0925443787887819","0.0695285210465455","0.115560236531018"
"No","2017","Bremen","in school","","","",""
"No","2017","Bremen","inadequately","10","","",""
"No","2017","Bremen","general elemantary","8","","",""
"No","2017","Bremen","middle vocational","25","","",""
"No","2017","Bremen","vocational + Abi","3","","",""
"No","2017","Bremen","higher vocational","","","",""
"No","2017","Bremen","higher education","7","","",""
"No","2017","North Rhine-Westphalia","in school","11","","",""
"No","2017","North Rhine-Westphalia","inadequately","211","0.599290317722251","0.541372086167471","0.657208549277031"
"No","2017","North Rhine-Westphalia","general elemantary","248","0.237606480136514","0.206710422587026","0.268502537686003"
"No","2017","North Rhine-Westphalia","middle vocational","313","0.0990731431022769","0.0872982012747087","0.110848084929845"
"No","2017","North Rhine-Westphalia","vocational + Abi","105","0.139639600098151","0.112806949170916","0.166472251025387"
"No","2017","North Rhine-Westphalia","higher vocational","7","","",""
"No","2017","North Rhine-Westphalia","higher education","239","0.0991951486724029","0.0829769203667098","0.115413376978096"
"No","2017","Hesse","in school","3","","",""
"No","2017","Hesse","inadequately","104","0.732689299499886","0.652839251075271","0.812539347924501"
"No","2017","Hesse","general elemantary","101","0.278621177298014","0.223268761943094","0.333973592652933"
"No","2017","Hesse","middle vocational","135","0.0829287045270391","0.0638307953525795","0.102026613701499"
