"pgfamstd","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1994","35-65 y.","vocational + Abi","1","","","","2"
"Married, but separated","1994","16-34 y.","vocational + Abi","7","","","","2"
"Married, but separated","1994","16-34 y.","in school","","","","","2"
"Married, but separated","1994","35-65 y.","higher vocational","4","","","","2"
"Married, but separated","1994","35-65 y.","higher education","20","","","","2"
"Married, but separated","1994","16-34 y.","inadequately","3","","","","2"
"Married, but separated","1994","35-65 y.","in school","","","","","2"
"Married, but separated","1994","16-34 y.","middle vocational","54","0.0203342465707686","0.0147602218421942","0.025908271299343","2"
"Married, but separated","1994","16-34 y.","higher education","7","","","","2"
"Single","1994","66 and older","higher vocational","5","","","","3"
"Single","1994","16-34 y.","in school","240","1","1","1","3"
"Single","1994","16-34 y.","inadequately","59","0.549293508729008","0.467455875918701","0.631131141539315","3"
"Single","1994","16-34 y.","general elemantary","592","0.691087138570887","0.661214420800181","0.720959856341593","3"
"Single","1994","16-34 y.","middle vocational","1238","0.523127717492256","0.503402545849171","0.542852889135341","3"
"Single","1994","16-34 y.","vocational + Abi","145","0.62722886219038","0.567289482586707","0.687168241794052","3"
"Single","1994","16-34 y.","higher vocational","86","0.423849131644295","0.358400617273818","0.489297646014771","3"
"Single","1994","16-34 y.","higher education","162","0.45809139976543","0.410384612527942","0.505798187002919","3"
"Single","1994","35-65 y.","in school","","","","","3"
"Single","1994","35-65 y.","inadequately","9","","","","3"
"Single","1994","35-65 y.","general elemantary","33","0.0468241407124611","0.0343111115463923","0.0593371698785299","3"
"Single","1994","35-65 y.","middle vocational","157","0.0693217227566052","0.0607460617972269","0.0778973837159834","3"
"Single","1994","35-65 y.","vocational + Abi","10","","","","3"
"Single","1994","35-65 y.","higher vocational","20","","","","3"
"Single","1994","35-65 y.","higher education","66","0.0934204849215426","0.076253755428257","0.110587214414828","3"
"Single","1994","66 and older","in school","","","","","3"
"Single","1994","66 and older","inadequately","1","","","","3"
"Single","1994","66 and older","general elemantary","19","","","","3"
"Single","1994","66 and older","middle vocational","26","","","","3"
"Single","1994","66 and older","vocational + Abi","1","","","","3"
"Single","1994","66 and older","higher education","14","","","","3"
"Widowed","1994","66 and older","higher vocational","28","","","","5"
"Widowed","1994","66 and older","higher education","24","","","","5"
"Widowed","1994","16-34 y.","in school","","","","","5"
"Widowed","1994","16-34 y.","inadequately","2","","","","5"
"Widowed","1994","16-34 y.","general elemantary","2","","","","5"
"Widowed","1994","16-34 y.","middle vocational","1","","","","5"
"Widowed","1994","16-34 y.","vocational + Abi","","","","","5"
"Widowed","1994","16-34 y.","higher vocational","1","","","","5"
"Widowed","1994","16-34 y.","higher education","1","","","","5"
"Widowed","1994","35-65 y.","in school","","","","","5"
"Widowed","1994","35-65 y.","vocational + Abi","","","","","5"
"Widowed","1994","35-65 y.","higher vocational","10","","","","5"
"Widowed","1994","35-65 y.","higher education","21","","","","5"
"Widowed","1994","66 and older","in school","","","","","5"
"Widowed","1994","66 and older","inadequately","9","","","","5"
"Widowed","1994","66 and older","general elemantary","240","0.563740140935197","0.519282516786289","0.608197765084106","5"
"Widowed","1994","66 and older","middle vocational","268","0.426735764538466","0.39100304019216","0.462468488884771","5"
"Widowed","1994","66 and older","vocational + Abi","5","","","","5"
"Widowed","1994","35-65 y.","inadequately","13","","","","5"
"Widowed","1994","35-65 y.","general elemantary","76","0.0939939610736563","0.0767094717126209","0.111278450434692","5"
"Widowed","1994","35-65 y.","middle vocational","110","0.0396906392080537","0.0330991617939368","0.0462821166221705","5"
"Divorced","1995","66 and older","higher vocational","3","","","","4"
"Divorced","1995","66 and older","higher education","6","","","","4"
"Divorced","1995","66 and older","in school","","","","","4"
"Divorced","1995","35-65 y.","higher education","109","0.118121880457367","0.0996832220218461","0.136560538892887","4"
"Divorced","1995","66 and older","inadequately","1","","","","4"
"Divorced","1995","16-34 y.","higher vocational","7","","","","4"
"Divorced","1995","16-34 y.","in school","","","","","4"
"Divorced","1995","16-34 y.","inadequately","2","","","","4"
"Divorced","1995","16-34 y.","general elemantary","16","","","","4"
"Divorced","1995","16-34 y.","middle vocational","93","0.0473258242002627","0.0390306067939042","0.0556210416066212","4"
"Divorced","1995","16-34 y.","vocational + Abi","4","","","","4"
"Divorced","1995","35-65 y.","general elemantary","78","0.105538818904401","0.0872737976285281","0.123803840180274","4"
"Divorced","1995","35-65 y.","middle vocational","259","0.0921894640049589","0.0825667741783737","0.101812153831544","4"
"Divorced","1995","35-65 y.","vocational + Abi","9","","","","4"
"Divorced","1995","35-65 y.","higher vocational","25","","","","4"
"Divorced","1995","66 and older","general elemantary","11","","","","4"
"Divorced","1995","66 and older","middle vocational","29","","","","4"
"Divorced","1995","66 and older","vocational + Abi","1","","","","4"
"Divorced","1995","35-65 y.","in school","","","","","4"
"Divorced","1995","35-65 y.","inadequately","12","","","","4"
"Divorced","1995","16-34 y.","higher education","12","","","","4"
"Married","1995","16-34 y.","in school","","","","","1"
"Married","1995","16-34 y.","inadequately","73","0.48059865637353","0.392659952764637","0.568537359982424","1"
"Married","1995","16-34 y.","general elemantary","289","0.258607640149454","0.230236141768619","0.28697913853029","1"
"Married","1995","16-34 y.","middle vocational","1104","0.406990504434847","0.387798097410067","0.426182911459628","1"
"Married","1995","16-34 y.","vocational + Abi","120","0.371411385190189","0.314303956563737","0.42851881381664","1"
"Married","1995","16-34 y.","higher vocational","124","0.533698174598937","0.467323922490706","0.600072426707167","1"
"Married","1995","16-34 y.","higher education","229","0.461146299014996","0.414084962718108","0.508207635311884","1"
"Married","1995","35-65 y.","in school","1","","","","1"
"Married","1995","35-65 y.","inadequately","319","0.74935896545893","0.705259616574491","0.793458314343369","1"
"Married","1995","35-65 y.","general elemantary","875","0.716566133166248","0.689775231577102","0.743357034755394","1"
"Married","1995","35-65 y.","middle vocational","2852","0.77166703141885","0.757704713671721","0.785629349165978","1"
"Married","1995","35-65 y.","vocational + Abi","152","0.755631105263486","0.692855672646762","0.81840653788021","1"
"Married","1995","35-65 y.","higher vocational","400","0.818351334221587","0.783194229160624","0.853508439282551","1"
"Married","1995","35-65 y.","higher education","953","0.737921803208204","0.712798283815989","0.76304532260042","1"
"Married","1995","66 and older","in school","","","","","1"
"Married","1995","66 and older","inadequately","24","","","","1"
"Married","1995","66 and older","general elemantary","214","0.359008988217232","0.316620866728925","0.401397109705539","1"
"Married","1995","66 and older","middle vocational","410","0.465344169309067","0.429332882616438","0.501355456001697","1"
"Married","1995","66 and older","vocational + Abi","14","","","","1"
"Married","1995","66 and older","higher vocational","57","0.587687826111082","0.48304124254308","0.692334409679084","1"
"Married","1995","66 and older","higher education","101","0.633779346335074","0.557190283588555","0.710368409081593","1"
"Married, but separated","1995","66 and older","higher vocational","1","","","","2"
"Married, but separated","1995","66 and older","higher education","4","","","","2"
"Married, but separated","1995","16-34 y.","in school","","","","","2"
"Married, but separated","1995","16-34 y.","inadequately","2","","","","2"
"Married, but separated","1995","16-34 y.","general elemantary","24","","","","2"
"Married, but separated","1995","16-34 y.","middle vocational","44","0.0163390840444868","0.0113863723868243","0.0212917957021492","2"
"Married, but separated","1995","16-34 y.","vocational + Abi","8","","","","2"
"Married, but separated","1995","16-34 y.","higher vocational","4","","","","2"
"Married, but separated","1995","16-34 y.","higher education","7","","","","2"
"Married, but separated","1995","35-65 y.","in school","","","","","2"
"Married, but separated","1995","35-65 y.","inadequately","16","","","","2"
"Married, but separated","1995","35-65 y.","vocational + Abi","3","","","","2"
"Married, but separated","1995","35-65 y.","higher vocational","6","","","","2"
"Married, but separated","1995","35-65 y.","higher education","16","","","","2"
"Married, but separated","1995","66 and older","in school","","","","","2"
"Married, but separated","1995","66 and older","inadequately","","","","","2"
"Married, but separated","1995","66 and older","vocational + Abi","1","","","","2"
"Married, but separated","1995","35-65 y.","general elemantary","27","","","","2"
"Married, but separated","1995","35-65 y.","middle vocational","77","0.0217077095707388","0.0168604134724456","0.0265550056690319","2"
"Married, but separated","1995","66 and older","general elemantary","1","","","","2"
"Married, but separated","1995","66 and older","middle vocational","8","","","","2"
"Single","1995","66 and older","higher vocational","5","","","","3"
"Single","1995","16-34 y.","in school","286","1","1","1","3"
"Single","1995","16-34 y.","inadequately","46","0.489293721816454","0.401308918313248","0.57727852531966","3"
"Single","1995","16-34 y.","general elemantary","585","0.691143490204155","0.661207058391181","0.721079922017128","3"
"Single","1995","16-34 y.","middle vocational","1272","0.528900866582023","0.509400185706647","0.548401547457398","3"
"Single","1995","16-34 y.","vocational + Abi","143","0.577606304405598","0.519227335486946","0.635985273324251","3"
"Single","1995","16-34 y.","higher vocational","81","0.364676011345831","0.300633338508378","0.428718684183285","3"
"Single","1995","16-34 y.","higher education","182","0.483369091209076","0.436191138930083","0.53054704348807","3"
"Single","1995","35-65 y.","in school","","","","","3"
"Single","1995","35-65 y.","inadequately","9","","","","3"
"Single","1995","35-65 y.","general elemantary","32","0.0457410205748222","0.033321084177941","0.0581609569717034","3"
"Single","1995","35-65 y.","middle vocational","167","0.0704791292039845","0.061965434544123","0.0789928238638459","3"
"Single","1995","35-65 y.","vocational + Abi","15","","","","3"
"Single","1995","35-65 y.","higher vocational","22","","","","3"
"Single","1995","35-65 y.","higher education","81","0.111694422016957","0.0936992170873761","0.129689626946538","3"
"Single","1995","66 and older","in school","","","","","3"
"Single","1995","66 and older","inadequately","1","","","","3"
"Single","1995","66 and older","general elemantary","19","","","","3"
"Single","1995","66 and older","middle vocational","25","","","","3"
"Single","1995","66 and older","vocational + Abi","1","","","","3"
"Single","1995","66 and older","higher education","14","","","","3"
"Widowed","1995","66 and older","higher vocational","19","","","","5"
"Widowed","1995","66 and older","higher education","27","","","","5"
