"pgfamstd","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1","2018","Employed","Couple + C. GT 16 ","1485","0.600166313697145","0.580241582017624","0.620091045376666"
"1","2018","Employed","Couple + C. LE and GT 16","1202","0.709482720137715","0.687977043735469","0.73098839653996"
"2","2018","Not Employed","1-pers.-HH","116","0.0410199439435217","0.0330382868171401","0.0490016010699032"
"2","2018","Not Employed","(Married) couple without C. ","21","","",""
"2","2018","Not Employed","Single parent ","96","0.06226165122006","0.0480661195022575","0.0764571829378625"
"2","2018","Not Employed","Couple + C. LE 16 ","23","","",""
"2","2018","Not Employed","Couple + C. GT 16 ","7","","",""
"2","2018","Not Employed","Couple + C. LE and GT 16","8","","",""
"2","2018","Employed","1-pers.-HH","205","0.0646972083597861","0.0551137799147757","0.0742806368047965"
"2","2018","Employed","(Married) couple without C. ","35","0.00651063591935568","0.00413587900634954","0.00888539283236181"
"2","2018","Employed","Single parent ","169","0.104210328633463","0.0891354786270479","0.119285178639879"
"2","2018","Employed","Couple + C. LE 16 ","45","0.00823680123248745","0.00571487832886973","0.0107587241361052"
"2","2018","Employed","Couple + C. GT 16 ","16","","",""
"2","2018","Employed","Couple + C. LE and GT 16","22","","",""
"3","2018","Not Employed","1-pers.-HH","863","0.24444545531808","0.227150691184973","0.261740219451186"
"3","2018","Not Employed","(Married) couple without C. ","112","0.0231035508579602","0.0182971228591882","0.0279099788567321"
"3","2018","Not Employed","Single parent ","621","0.592732166990412","0.563867283286806","0.621597050694019"
"3","2018","Not Employed","Couple + C. LE 16 ","126","0.12211705171867","0.108845176200218","0.135388927237121"
"3","2018","Not Employed","Couple + C. GT 16 ","480","0.553701700372732","0.521527040253081","0.585876360492384"
"3","2018","Not Employed","Couple + C. LE and GT 16","731","0.706829908299462","0.682890453339708","0.730769363259217"
"3","2018","Employed","1-pers.-HH","1519","0.623982112075197","0.605111223897075","0.642853000253319"
"3","2018","Employed","(Married) couple without C. ","900","0.225250609627114","0.212915601109285","0.237585618144943"
"3","2018","Employed","Single parent ","771","0.523475440937133","0.498832905409289","0.548117976464977"
"3","2018","Employed","Couple + C. LE 16 ","554","0.141544004272154","0.131817578509704","0.151270430034604"
"3","2018","Employed","Couple + C. GT 16 ","736","0.35364015908124","0.334193949831358","0.373086368331121"
"3","2018","Employed","Couple + C. LE and GT 16","444","0.256225152464204","0.235546233336058","0.27690407159235"
"4","2018","Not Employed","1-pers.-HH","448","0.230961135034806","0.21400080318845","0.247921466881162"
"4","2018","Not Employed","(Married) couple without C. ","98","0.0242133255111227","0.0192956092154044","0.029131041806841"
"4","2018","Not Employed","Single parent ","216","0.198465402866501","0.175033689273811","0.221897116459192"
"4","2018","Not Employed","Couple + C. LE 16 ","30","0.0344617653421486","0.0270677672161175","0.0418557634681797"
"4","2018","Not Employed","Couple + C. GT 16 ","15","","",""
"4","2018","Not Employed","Couple + C. LE and GT 16","6","","",""
"4","2018","Employed","1-pers.-HH","614","0.246710354399063","0.229915482102452","0.263505226695675"
"4","2018","Employed","(Married) couple without C. ","281","0.0553072974818972","0.0485579413601569","0.0620566536036376"
"4","2018","Employed","Single parent ","545","0.300214194847028","0.277599394008461","0.322828995685595"
"4","2018","Employed","Couple + C. LE 16 ","142","0.0247246217890442","0.0203917386396545","0.0290575049384339"
"4","2018","Employed","Couple + C. GT 16 ","75","0.0299392387313665","0.0230075854893172","0.0368708919734159"
"4","2018","Employed","Couple + C. LE and GT 16","41","0.0205773297017927","0.0138525850989336","0.0273020743046519"
"5","2018","Not Employed","1-pers.-HH","864","0.478144334747471","0.458042048300908","0.498246621194033"
"5","2018","Not Employed","(Married) couple without C. ","90","0.0234184771927264","0.0185801817316586","0.0282567726537942"
"5","2018","Not Employed","Single parent ","113","0.134891386239655","0.114822284441163","0.154960488038146"
"5","2018","Not Employed","Couple + C. LE 16 ","3","","",""
"5","2018","Not Employed","Couple + C. GT 16 ","4","","",""
"5","2018","Not Employed","Couple + C. LE and GT 16","2","","",""
"5","2018","Employed","1-pers.-HH","156","0.0573965527628489","0.0483348578779277","0.0664582476477701"
"5","2018","Employed","(Married) couple without C. ","34","0.00635031601554314","0.00400479049334378","0.0086958415377425"
"5","2018","Employed","Single parent ","84","0.0649184853994354","0.0527621264082757","0.077074844390595"
"5","2018","Employed","Couple + C. LE 16 ","5","","",""
"5","2018","Employed","Couple + C. GT 16 ","7","","",""
"5","2018","Employed","Couple + C. LE and GT 16","1","","",""
"6","2018","Not Employed","1-pers.-HH","78","0.00428647593500439","0.00165736963079041","0.00691558223921836"
"6","2018","Not Employed","(Married) couple without C. ","","","",""
"6","2018","Not Employed","Single parent ","59","0.00609453007470848","0.00152214117796872","0.0106669189714482"
"6","2018","Not Employed","Couple + C. LE 16 ","1","","",""
"6","2018","Not Employed","Couple + C. GT 16 ","","","",""
"6","2018","Not Employed","Couple + C. LE and GT 16","1","","",""
"6","2018","Employed","1-pers.-HH","33","0.00381758678412615","0.00141507286266707","0.00622010070558524"
"6","2018","Employed","(Married) couple without C. ","","","",""
"6","2018","Employed","Single parent ","4","","",""
"6","2018","Employed","Couple + C. LE 16 ","","","",""
"6","2018","Employed","Couple + C. GT 16 ","","","",""
"6","2018","Employed","Couple + C. LE and GT 16","","","",""
"7","2018","Not Employed","1-pers.-HH","","","",""
"7","2018","Not Employed","(Married) couple without C. ","3","","",""
"7","2018","Not Employed","Single parent ","","","",""
"7","2018","Not Employed","Couple + C. LE 16 ","","","",""
"7","2018","Not Employed","Couple + C. GT 16 ","","","",""
"7","2018","Not Employed","Couple + C. LE and GT 16","","","",""
"7","2018","Employed","1-pers.-HH","","","",""
"7","2018","Employed","(Married) couple without C. ","41","0.0104109283473133","0.00741385053439156","0.013408006160235"
"7","2018","Employed","Single parent ","","","",""
"7","2018","Employed","Couple + C. LE 16 ","15","","",""
"7","2018","Employed","Couple + C. GT 16 ","2","","",""
"7","2018","Employed","Couple + C. LE and GT 16","1","","",""
"8","2018","Not Employed","1-pers.-HH","3","","",""
"8","2018","Not Employed","(Married) couple without C. ","","","",""
"8","2018","Not Employed","Single parent ","3","","",""
"8","2018","Not Employed","Couple + C. LE 16 ","1","","",""
"8","2018","Not Employed","Couple + C. GT 16 ","","","",""
"8","2018","Not Employed","Couple + C. LE and GT 16","","","",""
"8","2018","Employed","1-pers.-HH","4","","",""
"8","2018","Employed","(Married) couple without C. ","","","",""
"8","2018","Employed","Single parent ","","","",""
"8","2018","Employed","Couple + C. LE 16 ","","","",""
"8","2018","Employed","Couple + C. GT 16 ","1","","",""
"8","2018","Employed","Couple + C. LE and GT 16","1","","",""
"1","2019","Not Employed","1-pers.-HH","31","0.0125605604104353","0.00788772525121281","0.0172333955696578"
"1","2019","Not Employed","(Married) couple without C. ","3413","0.912914866960201","0.903861423047813","0.921968310872589"
"1","2019","Not Employed","Single parent ","8","","",""
"1","2019","Not Employed","Couple + C. LE 16 ","1788","0.88887117105262","0.874845787183286","0.902896554921953"
"1","2019","Not Employed","Couple + C. GT 16 ","434","0.490997293665942","0.458498611965539","0.523495975366344"
"1","2019","Not Employed","Couple + C. LE and GT 16","623","0.2750007342116","0.251003677349869","0.298997791073331"
"1","2019","Employed","1-pers.-HH","38","0.00900266233087641","0.00546340802661322","0.0125419166351396"
"1","2019","Employed","(Married) couple without C. ","3530","0.693503723288704","0.680653758336659","0.70635368824075"
"1","2019","Employed","Single parent ","19","","",""
"1","2019","Employed","Couple + C. LE 16 ","4150","0.830411803371273","0.819906562725376","0.84091704401717"
"1","2019","Employed","Couple + C. GT 16 ","1547","0.614054584629766","0.594089715234147","0.634019454025385"
"1","2019","Employed","Couple + C. LE and GT 16","1280","0.71549158712337","0.694346815027475","0.736636359219265"
"2","2019","Not Employed","1-pers.-HH","94","0.0297907603529299","0.0226573991569545","0.0369241215489052"
"2","2019","Not Employed","(Married) couple without C. ","18","","",""
"2","2019","Not Employed","Single parent ","75","0.0466259887710518","0.0331977583967102","0.0600542191453933"
"2","2019","Not Employed","Couple + C. LE 16 ","24","","",""
"2","2019","Not Employed","Couple + C. GT 16 ","5","","",""
"2","2019","Not Employed","Couple + C. LE and GT 16","13","","",""
"2","2019","Employed","1-pers.-HH","173","0.0549132535644505","0.0463770557847513","0.0634494513441496"
"2","2019","Employed","(Married) couple without C. ","34","0.0081605359407366","0.00565301264677123","0.010668059234702"
"2","2019","Employed","Single parent ","161","0.105921250159951","0.0902747171133482","0.121567783206555"
"2","2019","Employed","Couple + C. LE 16 ","38","0.00576824901218718","0.00364829103656925","0.0078882069878051"
"2","2019","Employed","Couple + C. GT 16 ","14","","",""
"2","2019","Employed","Couple + C. LE and GT 16","22","","",""
"3","2019","Not Employed","1-pers.-HH","699","0.241607479315551","0.223646793091471","0.259568165539632"
"3","2019","Not Employed","(Married) couple without C. ","94","0.0265738451355693","0.0214096175745928","0.0317380726965458"
"3","2019","Not Employed","Single parent ","515","0.591090054893439","0.5597778417705","0.622402268016379"
"3","2019","Not Employed","Couple + C. LE 16 ","87","0.065456955243772","0.0544197394926599","0.0764941709948842"
"3","2019","Not Employed","Couple + C. GT 16 ","447","0.486729274589446","0.454236774353139","0.519221774825754"
"3","2019","Not Employed","Couple + C. LE and GT 16","687","0.711707548114501","0.687363674068596","0.736051422160406"
"3","2019","Employed","1-pers.-HH","1631","0.633368912265793","0.61531243357653","0.651425390955056"
"3","2019","Employed","(Married) couple without C. ","965","0.223873424950601","0.21225539499646","0.235491454904741"
"3","2019","Employed","Single parent ","714","0.526670465981011","0.501284717620296","0.552056214341726"
"3","2019","Employed","Couple + C. LE 16 ","551","0.137112184865161","0.127483285863093","0.14674108386723"
"3","2019","Employed","Couple + C. GT 16 ","645","0.351897520092673","0.332312231019572","0.371482809165774"
"3","2019","Employed","Couple + C. LE and GT 16","403","0.243771637998061","0.223649632898758","0.263893643097364"
"4","2019","Not Employed","1-pers.-HH","473","0.247053369733656","0.228956718946644","0.265150020520669"
"4","2019","Not Employed","(Married) couple without C. ","109","0.0293718662760718","0.0239503736115544","0.0347933589405892"
"4","2019","Not Employed","Single parent ","203","0.200718073864377","0.175207728503518","0.226228419225236"
"4","2019","Not Employed","Couple + C. LE 16 ","25","","",""
"4","2019","Not Employed","Couple + C. GT 16 ","18","","",""
"4","2019","Not Employed","Couple + C. LE and GT 16","5","","",""
"4","2019","Employed","1-pers.-HH","669","0.245501768382028","0.22937503262271","0.261628504141345"
"4","2019","Employed","(Married) couple without C. ","317","0.0590809925025637","0.0525094858003835","0.065652499204744"
"4","2019","Employed","Single parent ","516","0.3110126310208","0.287476594461115","0.334548667580486"
"4","2019","Employed","Couple + C. LE 16 ","143","0.0242429644966021","0.0199374491063306","0.0285484798868737"
"4","2019","Employed","Couple + C. GT 16 ","65","0.0171894545670407","0.0118589785545333","0.0225199305795481"
"4","2019","Employed","Couple + C. LE and GT 16","41","0.0197372881015343","0.013218480430147","0.0262560957729216"
"5","2019","Not Employed","1-pers.-HH","837","0.464851009885805","0.443923624966867","0.485778394804744"
"5","2019","Not Employed","(Married) couple without C. ","85","0.0240044520736142","0.0190897580759655","0.028919146071263"
"5","2019","Not Employed","Single parent ","111","0.150973854079952","0.128171246949504","0.173776461210399"
"5","2019","Not Employed","Couple + C. LE 16 ","1","","",""
"5","2019","Not Employed","Couple + C. GT 16 ","4","","",""
"5","2019","Not Employed","Couple + C. LE and GT 16","1","","",""
"5","2019","Employed","1-pers.-HH","170","0.0515157210327715","0.0432329624282869","0.0597984796372562"
"5","2019","Employed","(Married) couple without C. ","34","0.00856156665644915","0.00599368834394838","0.0111294449689499"
"5","2019","Employed","Single parent ","71","0.0454235428550931","0.0348362592195278","0.0560108264906584"
"5","2019","Employed","Couple + C. LE 16 ","7","","",""
"5","2019","Employed","Couple + C. GT 16 ","7","","",""
"5","2019","Employed","Couple + C. LE and GT 16","3","","",""
"6","2019","Not Employed","1-pers.-HH","44","0.00207905700165452","0.000167875273317255","0.00399023872999178"
"6","2019","Not Employed","(Married) couple without C. ","","","",""
"6","2019","Not Employed","Single parent ","31","0.00357660927720785","-0.000225554392978648","0.00737877294739434"
"6","2019","Not Employed","Couple + C. LE 16 ","","","",""
"6","2019","Not Employed","Couple + C. GT 16 ","1","","",""
"6","2019","Not Employed","Couple + C. LE and GT 16","","","",""
"6","2019","Employed","1-pers.-HH","51","0.00379626585100586","0.00149194772371366","0.00610058397829805"
"6","2019","Employed","(Married) couple without C. ","","","",""
"6","2019","Employed","Single parent ","5","","",""
"6","2019","Employed","Couple + C. LE 16 ","1","","",""
"6","2019","Employed","Couple + C. GT 16 ","","","",""
"6","2019","Employed","Couple + C. LE and GT 16","","","",""
"7","2019","Not Employed","1-pers.-HH","","","",""
"7","2019","Not Employed","(Married) couple without C. ","7","","",""
"7","2019","Not Employed","Single parent ","","","",""
"7","2019","Not Employed","Couple + C. LE 16 ","4","","",""
"7","2019","Not Employed","Couple + C. GT 16 ","","","",""
"7","2019","Not Employed","Couple + C. LE and GT 16","","","",""
"7","2019","Employed","1-pers.-HH","3","","",""
"7","2019","Employed","(Married) couple without C. ","64","0.00679720688779337","0.00450713479933704","0.00908727897624971"
"7","2019","Employed","Single parent ","","","",""
