"pgfamstd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2015","higher education","West Germany","132","0.0373085458995288","0.0320617970071203","0.0425552947919372","5"
"Widowed","2015","higher education","East Germany","78","0.0789820293967158","0.0649882732801072","0.0929757855133244","5"
"Divorced","2016","in school","West Germany","","","","","4"
"Divorced","2016","in school","East Germany","","","","","4"
"Divorced","2016","inadequately","West Germany","51","0.134574668714916","0.118147894452013","0.151001442977818","4"
"Divorced","2016","inadequately","East Germany","13","","","","4"
"Divorced","2016","general elemantary","West Germany","205","0.0850068977139119","0.0751253864190051","0.0948884090088187","4"
"Divorced","2016","general elemantary","East Germany","30","0.0736688227588293","0.0506791781175733","0.0966584674000853","4"
"Divorced","2016","middle vocational","West Germany","888","0.110897429310875","0.104449067275079","0.117345791346671","4"
"Divorced","2016","middle vocational","East Germany","264","0.121760210057215","0.109418740766316","0.134101679348113","4"
"Divorced","2016","vocational + Abi","West Germany","191","0.0939061577046393","0.0805305832732998","0.107281732135979","4"
"Divorced","2016","vocational + Abi","East Germany","18","","","","4"
"Divorced","2016","higher vocational","West Germany","107","0.127421386718285","0.107136487235131","0.14770628620144","4"
"Divorced","2016","higher vocational","East Germany","32","0.106601389953226","0.0751138321420826","0.13808894776437","4"
"Divorced","2016","higher education","West Germany","331","0.0757133722870964","0.0685093866022463","0.0829173579719465","4"
"Divorced","2016","higher education","East Germany","133","0.114155975898935","0.0979274140013723","0.130384537796498","4"
"Married","2016","in school","West Germany","5","","","","1"
"Married","2016","in school","East Germany","1","","","","1"
"Married","2016","inadequately","West Germany","1007","0.485550317785391","0.461493155332431","0.509607480238351","1"
"Married","2016","inadequately","East Germany","184","0.315874695451906","0.266607222896233","0.36514216800758","1"
"Married","2016","general elemantary","West Germany","1472","0.440089931022326","0.42250189960546","0.457677962439191","1"
"Married","2016","general elemantary","East Germany","173","0.208662902520298","0.172901821572571","0.244423983468025","1"
"Married","2016","middle vocational","West Germany","5453","0.528660085074758","0.518409040775853","0.538911129373663","1"
"Married","2016","middle vocational","East Germany","1477","0.47294932626811","0.454106714077626","0.491791938458593","1"
"Married","2016","vocational + Abi","West Germany","1131","0.510717836730624","0.487796020721325","0.533639652739924","1"
"Married","2016","vocational + Abi","East Germany","138","0.36318048313887","0.308301441765208","0.418059524512531","1"
"Married","2016","higher vocational","West Germany","742","0.61530558969543","0.58570824281481","0.644902936576049","1"
"Married","2016","higher vocational","East Germany","242","0.576822350304513","0.526412279327608","0.627232421281419","1"
"Married","2016","higher education","West Germany","3461","0.54827583661876","0.534723336324225","0.561828336913295","1"
"Married","2016","higher education","East Germany","957","0.512503273490064","0.486994695168024","0.538011851812105","1"
"Married, but separated","2016","in school","West Germany","1","","","","2"
"Married, but separated","2016","in school","East Germany","","","","","2"
"Married, but separated","2016","inadequately","West Germany","126","0.0527043506863638","0.0419490679199863","0.0634596334527413","2"
"Married, but separated","2016","inadequately","East Germany","33","0.0431574686857029","0.0216205655045332","0.0646943718668726","2"
"Married, but separated","2016","general elemantary","East Germany","28","","","","2"
"Married, but separated","2016","middle vocational","West Germany","263","0.0213178585392398","0.0183516248729093","0.0242840922055703","2"
"Married, but separated","2016","middle vocational","East Germany","95","0.0258869009782697","0.0198937897123564","0.0318800122441829","2"
"Married, but separated","2016","vocational + Abi","West Germany","54","0.0227531488240356","0.0159155799973766","0.0295907176506947","2"
"Married, but separated","2016","higher education","East Germany","43","0.0288690096861436","0.0203241107472162","0.0374139086250711","2"
"Married, but separated","2016","higher vocational","East Germany","13","","","","2"
"Married, but separated","2016","general elemantary","West Germany","136","0.0256539184006","0.020052205407209","0.0312556313939911","2"
"Married, but separated","2016","higher education","West Germany","191","0.0334494965553577","0.028552945584728","0.0383460475259874","2"
"Married, but separated","2016","vocational + Abi","East Germany","13","","","","2"
"Married, but separated","2016","higher vocational","West Germany","33","0.0360498568697112","0.0247094542739817","0.0473902594654408","2"
"Single","2016","in school","West Germany","619","0.999340728922049","0.997328409642298","1.0013530482018","3"
"Single","2016","in school","East Germany","112","0.999804856384866","0.9972294624809","1.00238025028883","3"
"Single","2016","inadequately","West Germany","426","0.272969923965738","0.251526732868737","0.29441311506274","3"
"Single","2016","inadequately","East Germany","100","0.546535051022586","0.493773699760833","0.599296402284339","3"
"Single","2016","general elemantary","West Germany","1029","0.305477962698355","0.289157955881958","0.321797969514752","3"
"Single","2016","general elemantary","East Germany","212","0.472108970547683","0.428174993373459","0.516042947721906","3"
"Single","2016","middle vocational","West Germany","1975","0.246819643027128","0.237965386660003","0.255673899394254","3"
"Single","2016","middle vocational","East Germany","663","0.294563957625919","0.277360084012473","0.311767831239364","3"
"Single","2016","vocational + Abi","West Germany","401","0.321193966428327","0.299783045206551","0.342604887650102","3"
"Single","2016","vocational + Abi","East Germany","118","0.494823870122461","0.437770170066343","0.551877570178579","3"
"Single","2016","higher vocational","West Germany","121","0.186940289072018","0.163223161487232","0.210657416656804","3"
"Single","2016","higher vocational","East Germany","48","0.171359168734896","0.132911346456656","0.209806991013137","3"
"Single","2016","higher education","West Germany","1063","0.304302598140498","0.291772737749505","0.316832458531492","3"
"Single","2016","higher education","East Germany","262","0.268103162033327","0.24549694023279","0.290709383833865","3"
"Widowed","2016","in school","West Germany","","","","","5"
"Widowed","2016","in school","East Germany","","","","","5"
"Widowed","2016","inadequately","West Germany","48","0.0542007388475911","0.0433024599810442","0.0650990177141381","5"
"Widowed","2016","inadequately","East Germany","12","","","","5"
"Widowed","2016","general elemantary","West Germany","218","0.143771290164807","0.131339938398836","0.156202641930778","5"
"Widowed","2016","general elemantary","East Germany","53","0.237844831102616","0.200375511122409","0.275314151082822","5"
"Widowed","2016","middle vocational","West Germany","530","0.0923049840479994","0.0863607583465573","0.0982492097494416","5"
"Widowed","2016","middle vocational","East Germany","198","0.0848396050704873","0.0743234847750948","0.0953557253658798","5"
"Widowed","2016","vocational + Abi","West Germany","50","0.0514288903123741","0.0413010384402151","0.061556742184533","5"
"Widowed","2016","vocational + Abi","East Germany","8","","","","5"
"Widowed","2016","higher vocational","West Germany","35","0.0342828776445558","0.0232137597149701","0.0453519955741414","5"
"Widowed","2016","higher vocational","East Germany","34","0.102196637204472","0.0712905643108394","0.133102710098104","5"
"Widowed","2016","higher education","West Germany","134","0.0382586963982873","0.0330350059971741","0.0434823867994004","5"
"Widowed","2016","higher education","East Germany","80","0.0763685788915296","0.0628148502998154","0.0899223074832439","5"
"Divorced","2017","in school","West Germany","1","","","","4"
"Divorced","2017","in school","East Germany","","","","","4"
"Divorced","2017","inadequately","West Germany","78","0.156918568442095","0.142082868006147","0.171754268878043","4"
"Divorced","2017","inadequately","East Germany","7","","","","4"
"Divorced","2017","general elemantary","West Germany","227","0.0897043180738021","0.0801717346789778","0.0992369014686263","4"
"Divorced","2017","general elemantary","East Germany","37","0.0773403406182661","0.0547045844746087","0.0999760967619236","4"
"Divorced","2017","middle vocational","West Germany","972","0.113314436258551","0.107102116271296","0.119526756245806","4"
"Divorced","2017","middle vocational","East Germany","306","0.122317984103088","0.110575671397221","0.134060296808954","4"
"Divorced","2017","vocational + Abi","West Germany","225","0.108161379849982","0.0945802040874883","0.121742555612475","4"
"Divorced","2017","vocational + Abi","East Germany","23","","","","4"
"Divorced","2017","higher vocational","West Germany","106","0.1111011698156","0.0928668002752794","0.12933553935592","4"
"Divorced","2017","higher vocational","East Germany","38","0.11425969811161","0.083083881763924","0.145435514459297","4"
"Divorced","2017","higher education","West Germany","367","0.0768109865416803","0.0700173004860781","0.0836046725972824","4"
"Divorced","2017","higher education","East Germany","151","0.114279651191237","0.0985172025561456","0.130042099826329","4"
"Married","2017","vocational + Abi","East Germany","162","0.35857698325365","0.307823657534059","0.409330308973242","1"
