"erwst","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2016","16-34 y.","middle vocational","870","0.42919792266992","0.410349340378971","0.448046504960869","1"
"Full-time","2016","16-34 y.","vocational + Abi","264","0.595215977363384","0.553892446831648","0.63653950789512","1"
"Full-time","2016","16-34 y.","higher vocational","89","0.82988107197664","0.761208483245086","0.898553660708193","1"
"Full-time","2016","16-34 y.","higher education","567","0.595652575203956","0.569684193390967","0.621620957016946","1"
"Full-time","2016","16-34 y.","inadequately","51","0.177362408076145","0.154560364323631","0.20016445182866","1"
"Full-time","2016","35-65 y.","in school","","","","","1"
"Full-time","2016","35-65 y.","vocational + Abi","678","0.565264923265151","0.539932302923545","0.590597543606756","1"
"Full-time","2016","35-65 y.","higher vocational","617","0.665924389964936","0.636242122804136","0.695606657125735","1"
"Full-time","2016","35-65 y.","higher education","2277","0.649588974858171","0.635010095201962","0.664167854514381","1"
"Full-time","2016","66 and older","in school","","","","","1"
"Full-time","2016","66 and older","inadequately","1","","","","1"
"Full-time","2016","66 and older","general elemantary","3","","","","1"
"Full-time","2016","66 and older","higher education","33","0.0213465368070101","0.01318573652652","0.0295073370875003","1"
"Full-time","2016","66 and older","middle vocational","23","","","","1"
"Full-time","2016","66 and older","higher vocational","8","","","","1"
"Full-time","2016","66 and older","vocational + Abi","2","","","","1"
"Full-time","2016","16-34 y.","in school","1","","","","1"
"Full-time","2016","35-65 y.","inadequately","68","0.206680009980889","0.180313209797214","0.233046810164563","1"
"Full-time","2016","35-65 y.","middle vocational","3132","0.520355046313206","0.508466876595352","0.532243216031059","1"
"Full-time","2016","35-65 y.","general elemantary","345","0.322929831601814","0.297912398000603","0.347947265203024","1"
"Non-working","2016","16-34 y.","in school","611","0.839833391667979","0.813444041435584","0.866222741900374","5"
"Non-working","2016","16-34 y.","inadequately","934","0.615625588436031","0.586587081928805","0.644664094943257","5"
"Non-working","2016","16-34 y.","general elemantary","916","0.413698106440606","0.389663704365954","0.437732508515259","5"
"Non-working","2016","16-34 y.","middle vocational","1078","0.307476948142761","0.289904571231497","0.325049325054024","5"
"Non-working","2016","16-34 y.","vocational + Abi","154","0.198116039370916","0.164560515013237","0.231671563728596","5"
"Non-working","2016","16-34 y.","higher vocational","7","","","","5"
"Non-working","2016","16-34 y.","higher education","567","0.20902809241478","0.187512471017269","0.230543713812291","5"
"Non-working","2016","35-65 y.","in school","4","","","","5"
"Non-working","2016","35-65 y.","inadequately","747","0.593200916611542","0.56121381560399","0.625188017619095","5"
"Non-working","2016","35-65 y.","general elemantary","674","0.384532390324389","0.358504384335038","0.410560396313741","5"
"Non-working","2016","35-65 y.","middle vocational","1726","0.220318995756752","0.210456436631705","0.230181554881798","5"
"Non-working","2016","35-65 y.","vocational + Abi","276","0.142913792064331","0.125028704144516","0.160798879984146","5"
"Non-working","2016","35-65 y.","higher vocational","140","0.157249320532737","0.134340318628121","0.180158322437354","5"
"Non-working","2016","35-65 y.","higher education","810","0.131416716082141","0.121092740085373","0.141740692078909","5"
"Non-working","2016","66 and older","higher education","1079","0.91253822142757","0.896587172329803","0.928489270525336","5"
"Non-working","2016","66 and older","general elemantary","606","0.962017581151525","0.947079129628603","0.976956032674447","5"
"Non-working","2016","66 and older","higher vocational","305","0.928607661446113","0.900785422424266","0.95642990046796","5"
"Non-working","2016","66 and older","in school","","","","","5"
"Non-working","2016","66 and older","middle vocational","2282","0.933308976240863","0.923399629579244","0.943218322902481","5"
"Non-working","2016","66 and older","vocational + Abi","118","0.908840619437343","0.859361613922814","0.958319624951871","5"
"Non-working","2016","66 and older","inadequately","53","0.918905632610419","0.846762076101279","0.991049189119559","5"
"Other","2016","16-34 y.","in school","129","0.158132458118419","0.13187948268347","0.184385433553368","6"
"Other","2016","16-34 y.","inadequately","61","0.146462646959602","0.125356283343122","0.167569010576082","6"
"Other","2016","16-34 y.","general elemantary","431","0.320739259233106","0.297960753792357","0.343517764673855","6"
"Other","2016","35-65 y.","middle vocational","493","0.0685340612849826","0.0625217439498509","0.0745463786201143","6"
"Other","2016","35-65 y.","vocational + Abi","92","0.0563667734759096","0.0445810850712157","0.0681524618806035","6"
"Other","2016","66 and older","higher vocational","8","","","","6"
"Other","2016","66 and older","higher education","58","0.0454966383591141","0.0337305270350189","0.0572627496832092","6"
"Other","2016","16-34 y.","middle vocational","447","0.177633339445131","0.163078678269051","0.192188000621211","6"
"Other","2016","16-34 y.","vocational + Abi","47","0.0781436469610302","0.0555478890973189","0.100739404824741","6"
"Other","2016","16-34 y.","higher vocational","5","","","","6"
"Other","2016","16-34 y.","higher education","108","0.0647750851883136","0.0517514247103041","0.0777987456663231","6"
"Other","2016","35-65 y.","in school","","","","","6"
"Other","2016","35-65 y.","inadequately","51","0.0760214718406122","0.0587637657460428","0.0932791779351816","6"
"Other","2016","35-65 y.","general elemantary","129","0.110061296805664","0.0933169121105621","0.126805681500767","6"
"Other","2016","35-65 y.","higher vocational","43","0.0343328405959937","0.0228742600075731","0.0457914211844144","6"
"Other","2016","35-65 y.","higher education","150","0.0307888280876089","0.0255101918790714","0.0360674642961464","6"
"Other","2016","66 and older","in school","","","","","6"
"Other","2016","66 and older","inadequately","1","","","","6"
"Other","2016","66 and older","general elemantary","17","","","","6"
"Other","2016","66 and older","middle vocational","90","0.0398682172872523","0.03209720779239","0.0476392267821146","6"
"Other","2016","66 and older","vocational + Abi","7","","","","6"
"Part-time","2016","16-34 y.","in school","1","","","","2"
"Part-time","2016","16-34 y.","inadequately","32","0.060549356528222","0.0463119639349826","0.0747867491214613","2"
"Part-time","2016","16-34 y.","general elemantary","77","0.0632486614617514","0.0513699662833654","0.0751273566401374","2"
"Part-time","2016","16-34 y.","middle vocational","254","0.0856917897421882","0.0750326285840461","0.0963509509003302","2"
"Part-time","2016","16-34 y.","higher vocational","14","","","","2"
"Part-time","2016","16-34 y.","higher education","130","0.13054424719295","0.112717436727638","0.148371057658262","2"
"Part-time","2016","16-34 y.","vocational + Abi","77","0.128524336304669","0.100349022316109","0.15669965029323","2"
"Part-time","2016","35-65 y.","vocational + Abi","425","0.235454511194609","0.213772631638138","0.257136390751079","2"
"Part-time","2016","35-65 y.","higher vocational","170","0.142493448906333","0.120495692106675","0.164491205705991","2"
"Part-time","2016","35-65 y.","higher education","877","0.188205480972079","0.176261334014608","0.20014962792955","2"
"Part-time","2016","66 and older","in school","","","","","2"
"Part-time","2016","35-65 y.","middle vocational","1433","0.19079189664506","0.181441818391875","0.200141974898246","2"
"Part-time","2016","66 and older","higher education","35","0.0206186034063062","0.0125951725321866","0.0286420342804257","2"
"Part-time","2016","35-65 y.","general elemantary","194","0.182476481268133","0.161811957088519","0.203141005447746","2"
"Part-time","2016","66 and older","inadequately","","","","","2"
"Part-time","2016","35-65 y.","in school","","","","","2"
"Part-time","2016","35-65 y.","inadequately","40","0.124097601566957","0.102629504812302","0.145565698321612","2"
"Part-time","2016","66 and older","general elemantary","3","","","","2"
"Part-time","2016","66 and older","middle vocational","40","0.0197343681597474","0.0142100064107617","0.025258729908733","2"
"Part-time","2016","66 and older","higher vocational","8","","","","2"
"Part-time","2016","66 and older","vocational + Abi","3","","","","2"
"Full-time","2017","16-34 y.","general elemantary","250","0.230122721161206","0.210785106637286","0.249460335685125","1"
"Full-time","2017","16-34 y.","middle vocational","1058","0.448745512919448","0.431036151346102","0.466454874492794","1"
"Full-time","2017","16-34 y.","vocational + Abi","303","0.561430214734914","0.521692588121751","0.601167841348077","1"
"Full-time","2017","16-34 y.","higher vocational","99","0.871987889732974","0.81410851092591","0.929867268540038","1"
"Full-time","2017","16-34 y.","higher education","666","0.609162572144975","0.585148756143479","0.633176388146471","1"
"Full-time","2017","35-65 y.","vocational + Abi","729","0.528035979376899","0.503733936237166","0.552338022516631","1"
"Full-time","2017","35-65 y.","higher vocational","697","0.676285822155624","0.648237606351742","0.704334037959505","1"
"Full-time","2017","35-65 y.","higher education","2632","0.660146501537173","0.646489789808086","0.673803213266259","1"
"Full-time","2017","66 and older","in school","","","","","1"
"Full-time","2017","66 and older","inadequately","1","","","","1"
"Full-time","2017","66 and older","general elemantary","3","","","","1"
"Full-time","2017","66 and older","higher education","35","0.0231478764200023","0.014900370566945","0.0313953822730597","1"
"Full-time","2017","66 and older","middle vocational","31","0.00999458889333675","0.00615628382288029","0.0138328939637932","1"
"Full-time","2017","66 and older","higher vocational","11","","","","1"
"Full-time","2017","16-34 y.","inadequately","89","0.184059558110641","0.164208394450398","0.203910721770883","1"
"Full-time","2017","35-65 y.","in school","","","","","1"
"Full-time","2017","35-65 y.","middle vocational","3518","0.52564334963714","0.51429614477765","0.536990554496629","1"
"Full-time","2017","16-34 y.","in school","2","","","","1"
"Full-time","2017","66 and older","vocational + Abi","1","","","","1"
"Full-time","2017","35-65 y.","general elemantary","430","0.34156969264578","0.318028980087427","0.365110405204134","1"
"Full-time","2017","35-65 y.","inadequately","98","0.221916133249224","0.197741616361563","0.246090650136886","1"
"Non-working","2017","16-34 y.","general elemantary","1041","0.393275458987416","0.370833715127205","0.415717202847627","5"
"Non-working","2017","16-34 y.","middle vocational","1159","0.278388575647325","0.262429630523796","0.294347520770854","5"
"Non-working","2017","16-34 y.","vocational + Abi","165","0.226642882708013","0.193115799992671","0.260169965423355","5"
"Non-working","2017","16-34 y.","higher vocational","13","","","","5"
"Non-working","2017","16-34 y.","higher education","615","0.163675804669018","0.145467224921241","0.181884384416795","5"
"Non-working","2017","35-65 y.","in school","6","","","","5"
"Non-working","2017","35-65 y.","inadequately","926","0.607802229311572","0.579397944090481","0.636206514532663","5"
"Non-working","2017","35-65 y.","general elemantary","754","0.363813652299882","0.339932421709789","0.387694882889974","5"
"Non-working","2017","35-65 y.","middle vocational","1784","0.215484492178107","0.20614120734996","0.224827777006254","5"
"Non-working","2017","35-65 y.","vocational + Abi","309","0.154701749128393","0.137097837457689","0.172305660799098","5"
"Non-working","2017","35-65 y.","higher vocational","146","0.137379149769643","0.116742954623776","0.15801534491551","5"
"Non-working","2017","35-65 y.","higher education","863","0.1248870901917","0.115355377887986","0.134418802495414","5"
