"erwst","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","2018","vocational + Abi","East Germany","60","0.156983949564791","0.117852620690355","0.196115278439228"
"Part-time","2018","higher vocational","West Germany","161","0.123510921113486","0.103750362297795","0.143271479929178"
"Part-time","2018","higher vocational","East Germany","51","0.106495194582115","0.0758805487602269","0.137109840404002"
"Part-time","2018","higher education","West Germany","971","0.144451830012809","0.135204696679585","0.153698963346033"
"Part-time","2018","higher education","East Germany","209","0.124988160331406","0.108252461027714","0.141723859635099"
"Non-working","2018","in school","West Germany","462","0.821773168195697","0.79038307833882","0.853163258052573"
"Non-working","2018","in school","East Germany","113","0.830752748133402","0.766541790156573","0.894963706110232"
"Non-working","2018","inadequately","West Germany","1419","0.631047032118489","0.609229728809302","0.652864335427676"
"Non-working","2018","inadequately","East Germany","246","0.658715768326771","0.604882952082649","0.712548584570892"
"Non-working","2018","general elemantary","West Germany","1701","0.540212993949524","0.522753293750192","0.557672694148857"
"Non-working","2018","general elemantary","East Germany","330","0.595184988658278","0.554012600491429","0.636357376825127"
"Non-working","2018","middle vocational","West Germany","3717","0.418439693707986","0.408453512728748","0.428425874687224"
"Non-working","2018","middle vocational","East Germany","1227","0.436073869912224","0.417947104775123","0.454200635049326"
"Non-working","2018","vocational + Abi","West Germany","457","0.263880829491427","0.243963473875876","0.283798185106978"
"Non-working","2018","vocational + Abi","East Germany","78","0.200956821085946","0.157853022029439","0.244060620142454"
"Non-working","2018","higher vocational","West Germany","309","0.309357964343173","0.281597262495835","0.33711866619051"
"Non-working","2018","higher vocational","East Germany","143","0.365300541652586","0.317511864441219","0.413089218863952"
"Non-working","2018","higher education","West Germany","1713","0.287506540194583","0.275601313551135","0.299411766838031"
"Non-working","2018","higher education","East Germany","588","0.373502648955784","0.349022789271759","0.397982508639809"
"Other","2018","in school","West Germany","103","0.171107865048857","0.140218140716574","0.20199758938114"
"Other","2018","in school","East Germany","17","","",""
"Other","2018","inadequately","West Germany","130","0.0949890701600461","0.0817319732413178","0.108246167078774"
"Other","2018","inadequately","East Germany","22","","",""
"Other","2018","general elemantary","West Germany","534","0.158009550221624","0.145231306317328","0.17078779412592"
"Other","2018","general elemantary","East Germany","93","0.192435319366202","0.15936923112296","0.225501407609444"
"Other","2018","middle vocational","West Germany","925","0.0869699516200053","0.0812655149106381","0.0926743883293725"
"Other","2018","middle vocational","East Germany","174","0.058264050210542","0.0497016785136557","0.0668264219074284"
"Other","2018","vocational + Abi","West Germany","123","0.0645781974312846","0.0534711047314902","0.075685290131079"
"Other","2018","vocational + Abi","East Germany","21","","",""
"Other","2018","higher vocational","West Germany","35","0.030297416027463","0.0200031506738003","0.0405916813811258"
"Other","2018","higher vocational","East Germany","9","","",""
"Other","2018","higher education","West Germany","304","0.0476521615693857","0.0420486217127424","0.0532557014260291"
"Other","2018","higher education","East Germany","59","0.0369085774108913","0.027367446117598","0.0464497087041846"
"Full-time","2019","in school","West Germany","2","","",""
"Full-time","2019","in school","East Germany","","","",""
"Full-time","2019","inadequately","West Germany","264","0.189065995542815","0.170523470322575","0.207608520763056"
"Full-time","2019","inadequately","East Germany","30","0.211012753779057","0.160024530190227","0.262000977367887"
"Full-time","2019","general elemantary","West Germany","596","0.20877626785745","0.193730070309076","0.223822465405824"
"Full-time","2019","general elemantary","East Germany","91","0.140537365576091","0.109951790046629","0.171122941105553"
"Full-time","2019","middle vocational","West Germany","3227","0.362435624340754","0.352520876430477","0.372350372251031"
"Full-time","2019","middle vocational","East Germany","1076","0.388215828027824","0.369819807542026","0.406611848513623"
"Full-time","2019","vocational + Abi","West Germany","884","0.482732081094645","0.460392128234731","0.50507203395456"
"Full-time","2019","vocational + Abi","East Germany","181","0.601990433395612","0.549337739091798","0.654643127699426"
"Full-time","2019","higher vocational","West Germany","709","0.540661171344338","0.512799875017425","0.56852246767125"
"Full-time","2019","higher vocational","East Germany","239","0.500334833988066","0.453669035296114","0.547000632680018"
"Full-time","2019","higher education","West Germany","2946","0.522212332061607","0.509503215881296","0.534921448241917"
"Full-time","2019","higher education","East Germany","811","0.468575403266557","0.444699342122135","0.492451464410979"
"Part-time","2019","in school","West Germany","1","","",""
"Part-time","2019","in school","East Germany","","","",""
"Part-time","2019","inadequately","West Germany","109","0.136363658187761","0.120112504935869","0.152614811439653"
"Part-time","2019","inadequately","East Germany","10","","",""
"Part-time","2019","general elemantary","West Germany","266","0.1058307025331","0.0944425766659894","0.11721882840021"
"Part-time","2019","general elemantary","East Germany","38","0.0727314288277021","0.0498769626068726","0.0955858950485316"
"Part-time","2019","middle vocational","West Germany","1543","0.145023932013289","0.137761183050645","0.152286680975933"
"Part-time","2019","middle vocational","East Germany","344","0.126456972669886","0.113911076522088","0.139002868817685"
"Part-time","2019","vocational + Abi","West Germany","473","0.196621679342275","0.178853327150477","0.214390031534073"
"Part-time","2019","vocational + Abi","East Germany","58","0.147711698653033","0.109545425072993","0.185877972233073"
"Part-time","2019","higher vocational","West Germany","170","0.129562511464424","0.110787482221066","0.148337540707781"
"Part-time","2019","higher vocational","East Germany","38","0.0909588551346662","0.0641212932238987","0.117796417045434"
"Part-time","2019","higher education","West Germany","1086","0.154848227412911","0.145643842063421","0.164052612762401"
"Part-time","2019","higher education","East Germany","235","0.125949570487208","0.110074388833597","0.14182475214082"
"Non-working","2019","in school","West Germany","392","0.793657795477981","0.758292704900514","0.829022886055448"
"Non-working","2019","in school","East Germany","91","0.921421874495684","0.869457037423457","0.97338671156791"
"Non-working","2019","inadequately","West Germany","1181","0.562706050657169","0.539215297776293","0.586196803538046"
"Non-working","2019","inadequately","East Germany","187","0.693231888481426","0.635605034630947","0.750858742331906"
"Non-working","2019","general elemantary","West Germany","1462","0.536034678808813","0.517572806360057","0.554496551257569"
"Non-working","2019","general elemantary","East Germany","281","0.581695622092762","0.538284465645686","0.625106778539839"
"Non-working","2019","middle vocational","West Germany","3435","0.415565770470446","0.405401132340678","0.425730408600213"
"Non-working","2019","middle vocational","East Germany","1117","0.426517893080779","0.407849079855968","0.44518670630559"
"Non-working","2019","vocational + Abi","West Germany","424","0.252386737161244","0.23296700827438","0.271806466048107"
"Non-working","2019","vocational + Abi","East Germany","73","0.211357760306014","0.167441215369892","0.255274305242136"
"Non-working","2019","higher vocational","West Germany","303","0.297662222506794","0.272099504797239","0.323224940216349"
"Non-working","2019","higher vocational","East Germany","152","0.378824721881399","0.333550078894654","0.424099364868144"
"Non-working","2019","higher education","West Germany","1621","0.28705720952093","0.275546929473457","0.298567489568403"
"Non-working","2019","higher education","East Germany","564","0.370138466478267","0.347036084166563","0.393240848789972"
"Other","2019","in school","West Germany","108","0.205105574217515","0.169819157716742","0.240391990718289"
"Other","2019","in school","East Germany","12","","",""
"Other","2019","inadequately","West Germany","159","0.111864295612254","0.0969379043828808","0.126790686841627"
"Other","2019","inadequately","East Germany","19","","",""
"Other","2019","general elemantary","West Germany","479","0.149358350800637","0.13616288825423","0.162553813347044"
"Other","2019","general elemantary","East Germany","86","0.205035583503444","0.169505541834601","0.240565625172287"
"Other","2019","middle vocational","West Germany","825","0.0769746731755114","0.071476923626974","0.0824724227240487"
"Other","2019","middle vocational","East Germany","159","0.0588093062215104","0.0499285492123872","0.0676900632306336"
"Other","2019","vocational + Abi","West Germany","141","0.0682595024018358","0.0569849205334544","0.0795340842702172"
"Other","2019","vocational + Abi","East Germany","20","","",""
"Other","2019","higher vocational","West Germany","47","0.0321140946844445","0.0222573825284271","0.0419708068404618"
"Other","2019","higher vocational","East Germany","12","","",""
"Other","2019","higher education","West Germany","281","0.0358822310045518","0.0311498567556934","0.0406146052534103"
"Other","2019","higher education","East Germany","68","0.0353365597679676","0.0265026663421508","0.0441704531937844"
