"erwst","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Other","2000","Hesse","(2c_gen) general maturity certificate","14","","",""
"Other","2000","Hesse","(2c_voc) vocational maturity certificate","8","","",""
"Other","2000","Hesse","(3a) lower tertiary education","1","","",""
"Other","2000","Hesse","(3b) higher tertiary education","4","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(1a) inadequately completed","3","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(1b) general elementary school","14","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","23","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","15","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","8","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","10","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","3","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","2","","",""
"Other","2000","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","1","","",""
"Other","2000","Baden-Württemberg","(0) in school","10","","",""
"Other","2000","Baden-Württemberg","(1a) inadequately completed","5","","",""
"Other","2000","Baden-Württemberg","(1b) general elementary school","46","0.0741455193838731","0.0521283003282556","0.0961627384394907"
"Other","2000","Baden-Württemberg","(1c) basic vocational qualification","42","0.0421132901081951","0.0293414654291306","0.0548851147872596"
"Other","2000","Baden-Württemberg","(2b) intermediate general qualification","33","0.366711171348855","0.257647417124345","0.475774925573364"
"Other","2000","Baden-Württemberg","(2a) intermediate vocational","32","0.0588939434900802","0.0385015730224331","0.0792863139577274"
"Other","2000","Baden-Württemberg","(2c_gen) general maturity certificate","18","","",""
"Other","2000","Baden-Württemberg","(2c_voc) vocational maturity certificate","6","","",""
"Other","2000","Baden-Württemberg","(3a) lower tertiary education","4","","",""
"Other","2000","Baden-Württemberg","(3b) higher tertiary education","14","","",""
"Other","2000","Bavaria","(0) in school","9","","",""
"Other","2000","Bavaria","(1a) inadequately completed","4","","",""
"Other","2000","Bavaria","(1b) general elementary school","58","0.119745443424861","0.0890945530275526","0.150396333822169"
"Other","2000","Bavaria","(1c) basic vocational qualification","49","0.0408659164083394","0.0302656696499992","0.0514661631666795"
"Other","2000","Bavaria","(2b) intermediate general qualification","40","0.428583149509083","0.326343134665874","0.530823164352292"
"Other","2000","Bavaria","(2a) intermediate vocational","45","0.0476705374869999","0.0315610364536379","0.0637800385203618"
"Other","2000","Bavaria","(2c_gen) general maturity certificate","20","","",""
"Other","2000","Bavaria","(2c_voc) vocational maturity certificate","13","","",""
"Other","2000","Bavaria","(3a) lower tertiary education","4","","",""
"Other","2000","Bavaria","(3b) higher tertiary education","7","","",""
"Other","2000","Berlin","(0) in school","2","","",""
"Other","2000","Berlin","(1a) inadequately completed","1","","",""
"Other","2000","Berlin","(1b) general elementary school","4","","",""
"Other","2000","Berlin","(1c) basic vocational qualification","3","","",""
"Other","2000","Berlin","(2b) intermediate general qualification","9","","",""
"Other","2000","Berlin","(2a) intermediate vocational","3","","",""
"Other","2000","Berlin","(2c_gen) general maturity certificate","10","","",""
"Other","2000","Berlin","(2c_voc) vocational maturity certificate","3","","",""
"Other","2000","Berlin","(3a) lower tertiary education","1","","",""
"Other","2000","Berlin","(3b) higher tertiary education","3","","",""
"Other","2000","Brandenburg","(0) in school","1","","",""
"Other","2000","Brandenburg","(1a) inadequately completed","","","",""
"Other","2000","Brandenburg","(1b) general elementary school","12","","",""
"Other","2000","Brandenburg","(1c) basic vocational qualification","2","","",""
"Other","2000","Brandenburg","(2b) intermediate general qualification","25","","",""
"Other","2000","Brandenburg","(2a) intermediate vocational","10","","",""
"Other","2000","Brandenburg","(2c_gen) general maturity certificate","15","","",""
"Other","2000","Brandenburg","(2c_voc) vocational maturity certificate","1","","",""
"Other","2000","Brandenburg","(3a) lower tertiary education","1","","",""
"Other","2000","Brandenburg","(3b) higher tertiary education","4","","",""
"Other","2000","Mecklenburg-Western Pomerania","(0) in school","1","","",""
"Other","2000","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Other","2000","Mecklenburg-Western Pomerania","(1b) general elementary school","4","","",""
"Other","2000","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","4","","",""
"Other","2000","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","10","","",""
"Other","2000","Mecklenburg-Western Pomerania","(2a) intermediate vocational","3","","",""
"Other","2000","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","10","","",""
"Other","2000","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"Other","2000","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Other","2000","Mecklenburg-Western Pomerania","(3b) higher tertiary education","2","","",""
"Other","2000","Saxony","(0) in school","","","",""
"Other","2000","Saxony","(1a) inadequately completed","2","","",""
"Other","2000","Saxony","(1b) general elementary school","15","","",""
"Other","2000","Saxony","(1c) basic vocational qualification","9","","",""
"Other","2000","Saxony","(2b) intermediate general qualification","32","0.55875823430297","0.432059475531924","0.685456993074017"
"Other","2000","Saxony","(2a) intermediate vocational","17","","",""
"Other","2000","Saxony","(2c_gen) general maturity certificate","13","","",""
"Other","2000","Saxony","(2c_voc) vocational maturity certificate","1","","",""
"Other","2000","Saxony","(3a) lower tertiary education","","","",""
"Other","2000","Saxony","(3b) higher tertiary education","4","","",""
"Other","2000","Saxony-Anhalt","(0) in school","1","","",""
"Other","2000","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Other","2000","Saxony-Anhalt","(1b) general elementary school","9","","",""
"Other","2000","Saxony-Anhalt","(1c) basic vocational qualification","11","","",""
"Other","2000","Saxony-Anhalt","(2b) intermediate general qualification","19","","",""
"Other","2000","Saxony-Anhalt","(2a) intermediate vocational","10","","",""
"Other","2000","Saxony-Anhalt","(2c_gen) general maturity certificate","16","","",""
"Other","2000","Saxony-Anhalt","(2c_voc) vocational maturity certificate","4","","",""
"Other","2000","Saxony-Anhalt","(3a) lower tertiary education","3","","",""
"Other","2000","Saxony-Anhalt","(3b) higher tertiary education","2","","",""
"Other","2000","Thuringia","(0) in school","1","","",""
"Other","2000","Thuringia","(1a) inadequately completed","","","",""
"Other","2000","Thuringia","(1b) general elementary school","11","","",""
"Other","2000","Thuringia","(1c) basic vocational qualification","4","","",""
"Other","2000","Thuringia","(2b) intermediate general qualification","17","","",""
"Other","2000","Thuringia","(2a) intermediate vocational","14","","",""
"Other","2000","Thuringia","(2c_gen) general maturity certificate","6","","",""
"Other","2000","Thuringia","(2c_voc) vocational maturity certificate","1","","",""
"Other","2000","Thuringia","(3a) lower tertiary education","2","","",""
"Other","2000","Thuringia","(3b) higher tertiary education","","","",""
"Full-time","2001","Schleswig-Holstein","(0) in school","","","",""
"Full-time","2001","Schleswig-Holstein","(1a) inadequately completed","3","","",""
"Full-time","2001","Schleswig-Holstein","(1b) general elementary school","16","","",""
"Full-time","2001","Schleswig-Holstein","(1c) basic vocational qualification","84","0.359696493486408","0.298853554720258","0.420539432252559"
"Full-time","2001","Schleswig-Holstein","(2b) intermediate general qualification","2","","",""
"Full-time","2001","Schleswig-Holstein","(2a) intermediate vocational","88","0.536267605423437","0.45619583041533","0.616339380431544"
"Full-time","2001","Schleswig-Holstein","(2c_gen) general maturity certificate","4","","",""
"Full-time","2001","Schleswig-Holstein","(2c_voc) vocational maturity certificate","15","","",""
"Full-time","2001","Schleswig-Holstein","(3a) lower tertiary education","24","","",""
"Full-time","2001","Schleswig-Holstein","(3b) higher tertiary education","25","","",""
"Full-time","2001","Hamburg","(0) in school","","","",""
"Full-time","2001","Hamburg","(1a) inadequately completed","2","","",""
"Full-time","2001","Hamburg","(1b) general elementary school","3","","",""
"Full-time","2001","Hamburg","(1c) basic vocational qualification","24","","",""
"Full-time","2001","Hamburg","(2b) intermediate general qualification","","","",""
"Full-time","2001","Hamburg","(2a) intermediate vocational","32","0.451419864609528","0.335667655442274","0.567172073776783"
"Full-time","2001","Hamburg","(2c_gen) general maturity certificate","4","","",""
"Full-time","2001","Hamburg","(2c_voc) vocational maturity certificate","14","","",""
"Full-time","2001","Hamburg","(3a) lower tertiary education","13","","",""
"Full-time","2001","Hamburg","(3b) higher tertiary education","29","","",""
"Full-time","2001","Lower Saxony","(0) in school","","","",""
"Full-time","2001","Lower Saxony","(1a) inadequately completed","6","","",""
"Full-time","2001","Lower Saxony","(1b) general elementary school","35","0.149015716049242","0.10238190715375","0.195649524944733"
"Full-time","2001","Lower Saxony","(1c) basic vocational qualification","245","0.396087291557961","0.357401949256843","0.434772633859079"
"Full-time","2001","Lower Saxony","(2b) intermediate general qualification","10","","",""
"Full-time","2001","Lower Saxony","(2a) intermediate vocational","214","0.46630638422044","0.419904214254896","0.512708554185985"
"Full-time","2001","Lower Saxony","(2c_gen) general maturity certificate","12","","",""
"Full-time","2001","Lower Saxony","(2c_voc) vocational maturity certificate","63","0.428548884716326","0.344760191186033","0.512337578246618"
"Full-time","2001","Lower Saxony","(3a) lower tertiary education","54","0.61010729592512","0.509343968646376","0.710870623203865"
"Full-time","2001","Lower Saxony","(3b) higher tertiary education","85","0.514283035730525","0.432366267979474","0.596199803481576"
"Full-time","2001","Bremen","(0) in school","","","",""
"Full-time","2001","Bremen","(1a) inadequately completed","1","","",""
"Full-time","2001","Bremen","(1b) general elementary school","2","","",""
"Full-time","2001","Bremen","(1c) basic vocational qualification","17","","",""
"Full-time","2001","Bremen","(2b) intermediate general qualification","3","","",""
"Full-time","2001","Bremen","(2a) intermediate vocational","16","","",""
"Full-time","2001","Bremen","(2c_gen) general maturity certificate","","","",""
"Full-time","2001","Bremen","(2c_voc) vocational maturity certificate","9","","",""
"Full-time","2001","Bremen","(3a) lower tertiary education","5","","",""
"Full-time","2001","Bremen","(3b) higher tertiary education","11","","",""
"Full-time","2001","North Rhine-Westphalia","(0) in school","","","",""
"Full-time","2001","North Rhine-Westphalia","(1a) inadequately completed","25","","",""
"Full-time","2001","North Rhine-Westphalia","(1b) general elementary school","128","0.200112397669582","0.167439449044426","0.232785346294737"
"Full-time","2001","North Rhine-Westphalia","(1c) basic vocational qualification","612","0.365753844558641","0.342131717315493","0.389375971801788"
"Full-time","2001","North Rhine-Westphalia","(2b) intermediate general qualification","16","","",""
"Full-time","2001","North Rhine-Westphalia","(2a) intermediate vocational","418","0.515745048187454","0.481413731719584","0.550076364655323"
