"erwst","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Other","2017","general elemantary","Female","310","0.134135112685551","0.119835738815549","0.148434486555553"
"Other","2017","middle vocational","Male","424","0.0654172070798024","0.0591877023353032","0.0716467118243015"
"Other","2017","middle vocational","Female","734","0.101073203220884","0.0940104776395017","0.108135928802266"
"Other","2017","vocational + Abi","Male","51","0.0586211807464944","0.0433161821686313","0.0739261793243574"
"Other","2017","vocational + Abi","Female","118","0.0661335672287242","0.0533641831027435","0.078902951354705"
"Other","2017","higher vocational","Male","17","","",""
"Other","2017","higher vocational","Female","24","","",""
"Other","2017","higher education","Male","148","0.0361769573016542","0.0303082318822911","0.0420456827210174"
"Other","2017","higher education","Female","206","0.0650472597358367","0.0569859060503958","0.0731086134212775"
"Full-time","2018","in school","Male","2","","",""
"Full-time","2018","in school","Female","2","","",""
"Full-time","2018","inadequately","Male","202","0.283528029983493","0.257444643018613","0.309611416948373"
"Full-time","2018","inadequately","Female","28","","",""
"Full-time","2018","general elemantary","Male","520","0.344828969714481","0.322025594258216","0.367632345170746"
"Full-time","2018","general elemantary","Female","156","0.0933675578041818","0.0806387411164884","0.106096374491875"
"Full-time","2018","middle vocational","Male","2863","0.521237272369609","0.508197696869626","0.534276847869591"
"Full-time","2018","middle vocational","Female","1435","0.227193389157601","0.217092775223975","0.237294003091227"
"Full-time","2018","vocational + Abi","Male","565","0.661393314708627","0.629560729483871","0.693225899933383"
"Full-time","2018","vocational + Abi","Female","425","0.35111054578768","0.325779786913631","0.376441304661729"
"Full-time","2018","higher vocational","Male","560","0.619015176983885","0.586947712450132","0.651082641517637"
"Full-time","2018","higher vocational","Female","187","0.362198482392072","0.322878960160915","0.40151800462323"
"Full-time","2018","higher education","Male","2034","0.605207081470151","0.589279476084411","0.621134686855891"
"Full-time","2018","higher education","Female","1174","0.402593291586072","0.386190556904347","0.418996026267798"
"Part-time","2018","in school","Male","2","","",""
"Part-time","2018","in school","Female","1","","",""
"Part-time","2018","inadequately","Male","74","0.0614505205410746","0.0475523463132677","0.0753486947688814"
"Part-time","2018","inadequately","Female","56","0.127503132622207","0.107134032431484","0.14787223281293"
"Part-time","2018","general elemantary","Male","85","0.0450506143769613","0.035099757988218","0.0550014707657047"
"Part-time","2018","general elemantary","Female","257","0.130274663975928","0.115548302841974","0.145001025109881"
"Part-time","2018","middle vocational","Male","266","0.0414161456573305","0.0362151624706354","0.0466171288440255"
"Part-time","2018","middle vocational","Female","1642","0.209649600062507","0.1998372875803","0.219461912544713"
"Part-time","2018","vocational + Abi","Male","70","0.0704990849547283","0.0532799671700221","0.0877182027394346"
"Part-time","2018","vocational + Abi","Female","474","0.289525312109216","0.26545628810516","0.313594336113271"
"Part-time","2018","higher vocational","Male","29","","",""
"Part-time","2018","higher vocational","Female","183","0.278264325274014","0.24160284496458","0.314925805583449"
"Part-time","2018","higher education","Male","247","0.0674618218549791","0.0592889224608768","0.0756347212490814"
"Part-time","2018","higher education","Female","933","0.225126816106508","0.211157444319601","0.239096187893416"
"Non-working","2018","in school","Male","297","0.85613237589768","0.819726961481823","0.892537790313537"
"Non-working","2018","in school","Female","278","0.79155872238984","0.748696767376211","0.83442067740347"
"Non-working","2018","inadequately","Male","765","0.552382328496817","0.523605701855148","0.581158955138485"
"Non-working","2018","inadequately","Female","900","0.699205642392141","0.671198630004193","0.727212654780089"
"Non-working","2018","general elemantary","Male","740","0.396235726781651","0.37277019267751","0.419701260885791"
"Non-working","2018","general elemantary","Female","1291","0.651423554937165","0.6305759987917","0.67227111108263"
"Non-working","2018","middle vocational","Male","2112","0.37373434025346","0.361105997618833","0.386362682888088"
"Non-working","2018","middle vocational","Female","2832","0.465563983857995","0.453539898258606","0.477588069457385"
"Non-working","2018","vocational + Abi","Male","170","0.212926614987177","0.185389601687944","0.24046362828641"
"Non-working","2018","vocational + Abi","Female","365","0.291386329835913","0.267271719110292","0.315500940561533"
"Non-working","2018","higher vocational","Male","270","0.315478973311251","0.284793081979012","0.34616486464349"
"Non-working","2018","higher vocational","Female","182","0.334943778741662","0.296333113635767","0.373554443847558"
"Non-working","2018","higher education","Male","1184","0.293867174386519","0.279023803173673","0.308710545599365"
"Non-working","2018","higher education","Female","1117","0.312440186447011","0.296938225719134","0.327942147174888"
"Other","2018","in school","Male","56","0.139611539830824","0.103659632971503","0.175563446690145"
"Other","2018","in school","Female","64","0.199370370135339","0.157211915755734","0.241528824514944"
"Other","2018","inadequately","Male","106","0.102639120978615","0.0850758092262824","0.120202432730948"
"Other","2018","inadequately","Female","46","0.0909259027581483","0.0733679882053091","0.108483817310987"
"Other","2018","general elemantary","Male","324","0.213884689126907","0.194212490598593","0.233556887655222"
"Other","2018","general elemantary","Female","303","0.124934223282726","0.110468656156719","0.139399790408733"
"Other","2018","middle vocational","Male","397","0.0636122417196002","0.0572415913766533","0.069982892062547"
"Other","2018","middle vocational","Female","702","0.0975930269218975","0.090439419093294","0.104746634750501"
"Other","2018","vocational + Abi","Male","44","0.0551809853494679","0.0398219731974504","0.0705399975014854"
"Other","2018","vocational + Abi","Female","100","0.0679778122671919","0.0546199296341145","0.0813356949002692"
"Other","2018","higher vocational","Male","22","","",""
"Other","2018","higher vocational","Female","22","","",""
"Other","2018","higher education","Male","153","0.0334639222883506","0.0276037381039158","0.0393241064727855"
"Other","2018","higher education","Female","210","0.0598397058604082","0.0519065931705213","0.0677728185502951"
"Full-time","2019","in school","Male","1","","",""
"Full-time","2019","in school","Female","1","","",""
"Full-time","2019","inadequately","Male","266","0.342726636326523","0.31407333076209","0.371379941890957"
"Full-time","2019","inadequately","Female","28","","",""
"Full-time","2019","general elemantary","Male","524","0.354003170345492","0.330033441710206","0.377972898980777"
"Full-time","2019","general elemantary","Female","163","0.0875066801921514","0.0743535483273759","0.100659812056927"
"Full-time","2019","middle vocational","Male","2866","0.520770705346832","0.507494207979622","0.534047202714042"
"Full-time","2019","middle vocational","Female","1441","0.228834078842475","0.218471580791966","0.239196576892983"
"Full-time","2019","vocational + Abi","Male","624","0.70756740459413","0.677649001680765","0.737485807507494"
"Full-time","2019","vocational + Abi","Female","448","0.345075349469027","0.319938701593193","0.370211997344861"
"Full-time","2019","higher vocational","Male","738","0.62693673034929","0.598133780640653","0.655739680057927"
"Full-time","2019","higher vocational","Female","211","0.35305758746398","0.314461255763327","0.391653919164633"
"Full-time","2019","higher education","Male","2494","0.602255188128597","0.587235401086933","0.617274975170262"
"Full-time","2019","higher education","Female","1280","0.410666649601803","0.394513195328104","0.426820103875503"
"Part-time","2019","in school","Male","","","",""
"Part-time","2019","in school","Female","1","","",""
"Part-time","2019","inadequately","Male","73","0.0820214379130905","0.0654558160212188","0.0985870598049622"
"Part-time","2019","inadequately","Female","47","0.1634891198794","0.139421969453361","0.187556270305439"
"Part-time","2019","general elemantary","Male","76","0.0441647930179806","0.0338662933433786","0.0544632926925827"
"Part-time","2019","general elemantary","Female","228","0.14545672259277","0.129046001929466","0.161867443256074"
"Part-time","2019","middle vocational","Male","278","0.0475293998591569","0.0418748828274836","0.0531839168908302"
"Part-time","2019","middle vocational","Female","1614","0.225902054844884","0.215586603276963","0.236217506412806"
"Part-time","2019","vocational + Abi","Male","64","0.0759709197588168","0.058544502046953","0.0933973374706805"
"Part-time","2019","vocational + Abi","Female","468","0.273941282131744","0.250359895498887","0.2975226687646"
"Part-time","2019","higher vocational","Male","39","0.0382233641270509","0.0268041707405968","0.049642557513505"
"Part-time","2019","higher vocational","Female","169","0.274004811381351","0.237985416762489","0.310024206000212"
"Part-time","2019","higher education","Male","289","0.0709310867467181","0.0630531314942007","0.0788090419992355"
"Part-time","2019","higher education","Female","1039","0.240694282182851","0.226657052640286","0.254731511725416"
"Non-working","2019","in school","Male","253","0.854161826323633","0.815185715471849","0.893137937175417"
"Non-working","2019","in school","Female","230","0.777962579339743","0.730210307619099","0.825714851060387"
"Non-working","2019","inadequately","Male","606","0.453033943518422","0.422981945963525","0.483085941073319"
"Non-working","2019","inadequately","Female","763","0.677602864287819","0.647185074697157","0.708020653878481"
"Non-working","2019","general elemantary","Male","641","0.4037228102516","0.379129890643451","0.428315729859748"
"Non-working","2019","general elemantary","Female","1104","0.643319313936209","0.621022294370719","0.6656163335017"
"Non-working","2019","middle vocational","Male","1941","0.374937288101041","0.362071699071356","0.387802877130726"
"Non-working","2019","middle vocational","Female","2623","0.456164666109701","0.44387826390846","0.468451068310942"
