"erwst","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Part-time","2010","(1c) basic vocational qualification","higher education","","","",""
"Part-time","2010","(2b) intermediate general qualification","in school","","","",""
"Part-time","2010","(2b) intermediate general qualification","inadequately","","","",""
"Part-time","2010","(2b) intermediate general qualification","general elemantary","52","0.0698283615327841","0.0504289391311649","0.0892277839344033"
"Part-time","2010","(2b) intermediate general qualification","middle vocational","","","",""
"Part-time","2010","(2b) intermediate general qualification","vocational + Abi","","","",""
"Part-time","2010","(2b) intermediate general qualification","higher vocational","","","",""
"Part-time","2010","(2b) intermediate general qualification","higher education","","","",""
"Part-time","2010","(2a) intermediate vocational","in school","","","",""
"Part-time","2010","(2a) intermediate vocational","inadequately","","","",""
"Part-time","2010","(2a) intermediate vocational","general elemantary","","","",""
"Part-time","2010","(2a) intermediate vocational","middle vocational","943","0.136466543606714","0.127345145559724","0.145587941653704"
"Part-time","2010","(2a) intermediate vocational","vocational + Abi","","","",""
"Part-time","2010","(2a) intermediate vocational","higher vocational","112","0.109911837644411","0.0874065335531498","0.132417141735672"
"Part-time","2010","(2a) intermediate vocational","higher education","","","",""
"Part-time","2010","(2c_gen) general maturity certificate","in school","","","",""
"Part-time","2010","(2c_gen) general maturity certificate","inadequately","","","",""
"Part-time","2010","(2c_gen) general maturity certificate","general elemantary","","","",""
"Part-time","2010","(2c_gen) general maturity certificate","middle vocational","72","0.0637256820550627","0.0479845476815033","0.0794668164286221"
"Part-time","2010","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Part-time","2010","(2c_gen) general maturity certificate","higher vocational","","","",""
"Part-time","2010","(2c_gen) general maturity certificate","higher education","","","",""
"Part-time","2010","(2c_voc) vocational maturity certificate","in school","","","",""
"Part-time","2010","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Part-time","2010","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Part-time","2010","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Part-time","2010","(2c_voc) vocational maturity certificate","vocational + Abi","341","0.158812063299618","0.141513728798548","0.176110397800689"
"Part-time","2010","(2c_voc) vocational maturity certificate","higher vocational","64","0.153979226786271","0.120369281261207","0.187589172311335"
"Part-time","2010","(2c_voc) vocational maturity certificate","higher education","","","",""
"Part-time","2010","(3a) lower tertiary education","in school","","","",""
"Part-time","2010","(3a) lower tertiary education","inadequately","","","",""
"Part-time","2010","(3a) lower tertiary education","general elemantary","","","",""
"Part-time","2010","(3a) lower tertiary education","middle vocational","","","",""
"Part-time","2010","(3a) lower tertiary education","vocational + Abi","","","",""
"Part-time","2010","(3a) lower tertiary education","higher vocational","","","",""
"Part-time","2010","(3a) lower tertiary education","higher education","281","0.100334724490898","0.0869893358522789","0.113680113129516"
"Part-time","2010","(3b) higher tertiary education","in school","","","",""
"Part-time","2010","(3b) higher tertiary education","inadequately","","","",""
"Part-time","2010","(3b) higher tertiary education","general elemantary","","","",""
"Part-time","2010","(3b) higher tertiary education","middle vocational","","","",""
"Part-time","2010","(3b) higher tertiary education","vocational + Abi","","","",""
"Part-time","2010","(3b) higher tertiary education","higher vocational","","","",""
"Part-time","2010","(3b) higher tertiary education","higher education","519","0.126877594094324","0.115753567023404","0.138001621165245"
"Non-working","2010","(0) in school","in school","570","0.835698249365994","0.808403613563433","0.862992885168555"
"Non-working","2010","(0) in school","inadequately","","","",""
"Non-working","2010","(0) in school","general elemantary","","","",""
"Non-working","2010","(0) in school","middle vocational","","","",""
"Non-working","2010","(0) in school","vocational + Abi","","","",""
"Non-working","2010","(0) in school","higher vocational","","","",""
"Non-working","2010","(0) in school","higher education","","","",""
"Non-working","2010","(1a) inadequately completed","in school","","","",""
"Non-working","2010","(1a) inadequately completed","inadequately","202","0.697375478060159","0.644502413112558","0.750248543007759"
"Non-working","2010","(1a) inadequately completed","general elemantary","","","",""
"Non-working","2010","(1a) inadequately completed","middle vocational","39","0.627268637466628","0.511488130971177","0.743049143962079"
"Non-working","2010","(1a) inadequately completed","vocational + Abi","","","",""
"Non-working","2010","(1a) inadequately completed","higher vocational","","","",""
"Non-working","2010","(1a) inadequately completed","higher education","","","",""
"Non-working","2010","(1b) general elementary school","in school","","","",""
"Non-working","2010","(1b) general elementary school","inadequately","34","0.620632237080661","0.492395008648152","0.74886946551317"
"Non-working","2010","(1b) general elementary school","general elemantary","1217","0.672776375937804","0.651527454344929","0.694025297530679"
"Non-working","2010","(1b) general elementary school","middle vocational","","","",""
"Non-working","2010","(1b) general elementary school","vocational + Abi","","","",""
"Non-working","2010","(1b) general elementary school","higher vocational","","","",""
"Non-working","2010","(1b) general elementary school","higher education","","","",""
"Non-working","2010","(1c) basic vocational qualification","in school","","","",""
"Non-working","2010","(1c) basic vocational qualification","inadequately","","","",""
"Non-working","2010","(1c) basic vocational qualification","general elemantary","","","",""
"Non-working","2010","(1c) basic vocational qualification","middle vocational","2741","0.546102271000332","0.53260396141456","0.559600580586103"
"Non-working","2010","(1c) basic vocational qualification","vocational + Abi","","","",""
"Non-working","2010","(1c) basic vocational qualification","higher vocational","202","0.552513831173956","0.505016585230139","0.600011077117773"
"Non-working","2010","(1c) basic vocational qualification","higher education","","","",""
"Non-working","2010","(2b) intermediate general qualification","in school","","","",""
"Non-working","2010","(2b) intermediate general qualification","inadequately","","","",""
"Non-working","2010","(2b) intermediate general qualification","general elemantary","297","0.415259685927434","0.377750923883933","0.452768447970934"
"Non-working","2010","(2b) intermediate general qualification","middle vocational","","","",""
"Non-working","2010","(2b) intermediate general qualification","vocational + Abi","","","",""
"Non-working","2010","(2b) intermediate general qualification","higher vocational","","","",""
"Non-working","2010","(2b) intermediate general qualification","higher education","","","",""
"Non-working","2010","(2a) intermediate vocational","in school","","","",""
"Non-working","2010","(2a) intermediate vocational","inadequately","","","",""
"Non-working","2010","(2a) intermediate vocational","general elemantary","","","",""
"Non-working","2010","(2a) intermediate vocational","middle vocational","1741","0.303578454665193","0.291361012262884","0.315795897067502"
"Non-working","2010","(2a) intermediate vocational","vocational + Abi","","","",""
"Non-working","2010","(2a) intermediate vocational","higher vocational","197","0.322289119819649","0.288661882445817","0.355916357193481"
"Non-working","2010","(2a) intermediate vocational","higher education","","","",""
"Non-working","2010","(2c_gen) general maturity certificate","in school","","","",""
"Non-working","2010","(2c_gen) general maturity certificate","inadequately","","","",""
"Non-working","2010","(2c_gen) general maturity certificate","general elemantary","","","",""
"Non-working","2010","(2c_gen) general maturity certificate","middle vocational","466","0.477068959831116","0.444881254592614","0.509256665069618"
