"erwst","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2017","general elemantary","Rural Area","99","0.0815514430888564","0.0672460869590321","0.0958567992186807","2"
"Part-time","2017","vocational + Abi","Rural Area","144","0.172238534902714","0.143322069584182","0.201155000221245","2"
"Part-time","2017","higher vocational","Urban Area","115","0.107666763266281","0.0874724929761116","0.12786103355645","2"
"Part-time","2017","higher vocational","Rural Area","107","0.119367474316154","0.0942682997238885","0.14446664890842","2"
"Part-time","2017","higher education","Urban Area","899","0.140746085252488","0.131473314371235","0.150018856133742","2"
"Part-time","2017","higher education","Rural Area","288","0.129179993832627","0.114769665383999","0.143590322281255","2"
"Full-time","2018","general elemantary","Urban Area","441","0.198333354515528","0.182317018214653","0.214349690816402","1"
"Full-time","2018","general elemantary","Rural Area","235","0.19493438625913","0.173358279965373","0.216510492552887","1"
"Full-time","2018","middle vocational","Urban Area","2486","0.357574813705309","0.346694331653217","0.368455295757402","1"
"Full-time","2018","middle vocational","Rural Area","1812","0.384332691251557","0.370564385695361","0.398100996807752","1"
"Full-time","2018","higher education","Rural Area","879","0.492957400884508","0.470658478609995","0.515256323159021","1"
"Full-time","2018","inadequately","Rural Area","75","0.173707403311738","0.143716196011706","0.203698610611771","1"
"Full-time","2018","higher education","Urban Area","2329","0.516140620557242","0.502453430274235","0.52982781084025","1"
"Full-time","2018","higher vocational","Urban Area","441","0.528422358591031","0.494724562398916","0.562120154783146","1"
"Full-time","2018","in school","Urban Area","3","","","","1"
"Full-time","2018","vocational + Abi","Urban Area","701","0.481689951811948","0.457021119543992","0.506358784079905","1"
"Full-time","2018","vocational + Abi","Rural Area","289","0.517378261608911","0.478573421054597","0.556183102163225","1"
"Full-time","2018","in school","Rural Area","1","","","","1"
"Full-time","2018","inadequately","Urban Area","155","0.171632127903279","0.152945082816586","0.190319172989971","1"
"Full-time","2018","higher vocational","Rural Area","306","0.528497112804136","0.488948079937832","0.568046145670439","1"
"Non-working","2018","middle vocational","Urban Area","3102","0.435711188961387","0.424454686448703","0.446967691474071","5"
"Non-working","2018","middle vocational","Rural Area","1842","0.39704199720131","0.383193088872147","0.410890905530474","5"
"Non-working","2018","general elemantary","Urban Area","1326","0.535912964915513","0.51588138319331","0.555944546637717","5"
"Non-working","2018","general elemantary","Rural Area","705","0.566397394845779","0.539406345337277","0.593388444354281","5"
"Non-working","2018","higher education","Rural Area","681","0.342393646628558","0.321229400521532","0.363557892735583","5"
"Non-working","2018","in school","Urban Area","398","0.800660073480778","0.765430624579","0.835889522382556","5"
"Non-working","2018","inadequately","Rural Area","454","0.615109590349541","0.576591686223263","0.653627494475818","5"
"Non-working","2018","vocational + Abi","Urban Area","380","0.260326495581167","0.238661969076253","0.28199102208608","5"
"Non-working","2018","vocational + Abi","Rural Area","155","0.243208344973358","0.209892120594399","0.276524569352316","5"
"Non-working","2018","higher vocational","Urban Area","268","0.32608414230823","0.294439369559274","0.357728915057186","5"
"Non-working","2018","in school","Rural Area","177","0.895222432226366","0.853601092247155","0.936843772205577","5"
"Non-working","2018","higher education","Urban Area","1620","0.29013525425019","0.277705608286767","0.302564900213612","5"
"Non-working","2018","higher vocational","Rural Area","184","0.316157882061206","0.279319350562117","0.352996413560294","5"
"Non-working","2018","inadequately","Urban Area","1211","0.639954322414789","0.616164948867361","0.663743695962217","5"
"Other","2018","in school","Urban Area","90","0.19192105005283","0.157193606106253","0.226648493999406","6"
"Other","2018","in school","Rural Area","30","0.100409608165988","0.0595657777974165","0.141253438534559","6"
"Other","2018","inadequately","Urban Area","95","0.0825078886069043","0.068872151395841","0.0961436258179676","6"
"Other","2018","inadequately","Rural Area","57","0.136449346402237","0.109275726755052","0.163622966049421","6"
"Other","2018","general elemantary","Urban Area","393","0.167927299843583","0.152912841049216","0.18294175863795","6"
"Other","2018","general elemantary","Rural Area","234","0.149091848655603","0.129692752365634","0.168490944945572","6"
"Other","2018","middle vocational","Urban Area","732","0.0838739871174124","0.077581176692651","0.0901667975421739","6"
"Other","2018","middle vocational","Rural Area","367","0.0770201023526013","0.0694734915641761","0.0845667131410265","6"
"Other","2018","vocational + Abi","Urban Area","104","0.0674406822296903","0.0550592981826409","0.0798220662767397","6"
"Other","2018","vocational + Abi","Rural Area","40","0.0459391602859983","0.0296815040516195","0.0621968165203771","6"
"Other","2018","higher vocational","Urban Area","28","","","","6"
"Other","2018","higher vocational","Rural Area","16","","","","6"
"Other","2018","higher education","Urban Area","281","0.0503657747947972","0.0443759152071799","0.0563556343824146","6"
"Other","2018","higher education","Rural Area","82","0.0310175148525227","0.0232850417661478","0.0387499879388977","6"
"Part-time","2018","in school","Urban Area","3","","","","2"
"Part-time","2018","in school","Rural Area","","","","","2"
"Part-time","2018","inadequately","Urban Area","103","0.105905661075029","0.0906552701318887","0.121156052018168","2"
"Part-time","2018","inadequately","Rural Area","27","","","","2"
"Part-time","2018","general elemantary","Urban Area","221","0.0978263807253761","0.0858936058228447","0.109759155627907","2"
"Part-time","2018","higher vocational","Urban Area","106","0.107505264999614","0.0865953627705613","0.128415167228667","2"
"Part-time","2018","higher vocational","Rural Area","106","0.139494082895548","0.11204504015532","0.166943125635776","2"
"Part-time","2018","higher education","Urban Area","891","0.143358350397771","0.133760327238789","0.152956373556753","2"
"Part-time","2018","higher education","Rural Area","289","0.133631437634412","0.118455252465518","0.148807622803305","2"
"Part-time","2018","vocational + Abi","Urban Area","391","0.190542870377195","0.171153519834536","0.209932220919854","2"
"Part-time","2018","vocational + Abi","Rural Area","153","0.193474233131733","0.162798209390829","0.224150256872637","2"
"Part-time","2018","general elemantary","Rural Area","121","0.0895763702394885","0.0740227426009922","0.105129997877985","2"
"Part-time","2018","middle vocational","Urban Area","1134","0.122840010215891","0.115388183871106","0.130291836560676","2"
"Part-time","2018","middle vocational","Rural Area","774","0.141605209194532","0.131737032049953","0.151473386339111","2"
"Full-time","2019","general elemantary","Urban Area","411","0.201242952894052","0.183698076266406","0.218787829521698","1"
"Full-time","2019","general elemantary","Rural Area","249","0.201124164167143","0.178185355784657","0.224062972549629","1"
"Full-time","2019","middle vocational","Urban Area","2386","0.36143848914088","0.349928134811341","0.372948843470419","1"
"Full-time","2019","middle vocational","Rural Area","1746","0.387117675620868","0.37286712268178","0.401368228559955","1"
"Full-time","2019","higher education","Rural Area","992","0.481068341833373","0.459502707722583","0.502633975944163","1"
"Full-time","2019","vocational + Abi","Urban Area","706","0.503295825473552","0.478001778892496","0.528589872054608","1"
"Full-time","2019","inadequately","Rural Area","99","0.188059212809955","0.155952085953778","0.220166339666133","1"
"Full-time","2019","vocational + Abi","Rural Area","300","0.50259433530199","0.463426904703094","0.541761765900886","1"
"Full-time","2019","higher vocational","Urban Area","522","0.539582942234087","0.507216593355294","0.571949291112881","1"
"Full-time","2019","higher education","Urban Area","2459","0.519491018708622","0.50555019950209","0.533431837915155","1"
"Full-time","2019","in school","Urban Area","2","","","","1"
"Full-time","2019","in school","Rural Area","","","","","1"
"Full-time","2019","inadequately","Urban Area","188","0.192367812055883","0.171208281477999","0.213527342633767","1"
"Full-time","2019","higher vocational","Rural Area","392","0.533558583521787","0.496442857174761","0.570674309868813","1"
"Non-working","2019","middle vocational","Urban Area","2646","0.427023381518486","0.415172124888333","0.43887463814864","5"
"Non-working","2019","middle vocational","Rural Area","1667","0.391981739109365","0.3776989541998","0.40626452401893","5"
"Non-working","2019","vocational + Abi","Urban Area","324","0.243236449017361","0.221531829583365","0.264941068451357","5"
"Non-working","2019","general elemantary","Urban Area","1085","0.550894284501943","0.529127661715882","0.572660907288003","5"
"Non-working","2019","general elemantary","Rural Area","601","0.528811549961363","0.500245718521548","0.557377381401179","5"
"Non-working","2019","vocational + Abi","Rural Area","141","0.254992592939198","0.220849331594446","0.28913585428395","5"
"Non-working","2019","higher education","Rural Area","650","0.337751763913066","0.317338475174054","0.358165052652079","5"
"Non-working","2019","higher vocational","Urban Area","248","0.298841373527513","0.269116678653447","0.328566068401579","5"
"Non-working","2019","higher education","Urban Area","1375","0.296667671242706","0.283921964559448","0.309413377925964","5"
"Non-working","2019","in school","Urban Area","324","0.802530902977514","0.763950488459191","0.841111317495838","5"
"Non-working","2019","inadequately","Urban Area","934","0.575589000892774","0.549056231966952","0.602121769818595","5"
"Non-working","2019","higher vocational","Rural Area","184","0.331616780675131","0.296590068461615","0.366643492888647","5"
"Non-working","2019","inadequately","Rural Area","394","0.562952758890062","0.522196705238489","0.603708812541636","5"
"Non-working","2019","in school","Rural Area","144","0.857881793753691","0.806295973399038","0.909467614108343","5"
"Other","2019","in school","Urban Area","82","0.195996056539265","0.157524550035994","0.234467563042536","6"
"Other","2019","in school","Rural Area","32","0.142118206246309","0.0905323858916568","0.193704026600962","6"
"Other","2019","inadequately","Urban Area","120","0.0887220125556014","0.0734578090140016","0.103986216097201","6"
"Other","2019","inadequately","Rural Area","50","0.153450751937084","0.123836376189631","0.183065127684537","6"
"Other","2019","general elemantary","Urban Area","327","0.139989502551754","0.124805640900489","0.155173364203018","6"
"Other","2019","general elemantary","Rural Area","215","0.180279386477037","0.158280279637532","0.202278493316542","6"
"Other","2019","middle vocational","Urban Area","587","0.0757333871937405","0.0693945083931518","0.0820722659943293","6"
"Other","2019","middle vocational","Rural Area","343","0.0678935876469065","0.060533740514648","0.075253434779165","6"
"Other","2019","vocational + Abi","Urban Area","108","0.0648923432055064","0.0524304140030237","0.0773542724079891","6"
"Other","2019","vocational + Abi","Rural Area","44","0.0605209535281042","0.0418417929967227","0.0792001140594856","6"
