"transab_cat2","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2017","Single parent ","Male","83","0.100102249303266","0.0771521849589015","0.123052313647631"
"Very high transfer dependency","2017","Single parent ","Female","370","0.129275961239522","0.114106021483909","0.144445900995135"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Male","584","0.0401267783932839","0.0334529910850791","0.0468005657014887"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Female","454","0.0379783021138259","0.0316458155784781","0.0443107886491736"
"Very high transfer dependency","2017","Couple + C. GT 16 ","Male","40","0.0119230289993291","0.00681872101984597","0.0170273369788123"
"Very high transfer dependency","2017","Couple + C. GT 16 ","Female","35","0.00711074077995597","0.0030711217348799","0.011150359825032"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Male","194","0.0581923990414065","0.0456484505860553","0.0707363474967577"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Female","153","0.0454183604779786","0.0343561658974094","0.0564805550585478"
"Very low transfer dependency","2018","1-pers.-HH","Male","1560","0.800313465818695","0.784548099505471","0.816078832131919"
"Very low transfer dependency","2018","1-pers.-HH","Female","1958","0.883504461016148","0.870549996408236","0.89645892562406"
"Very low transfer dependency","2018","(Married) couple without C. ","Male","3727","0.94789671436688","0.941012278472097","0.954781150261664"
"Very low transfer dependency","2018","(Married) couple without C. ","Female","3822","0.950580386538037","0.943932210697639","0.957228562378436"
"Very low transfer dependency","2018","Single parent ","Male","454","0.762033296292499","0.730621641802037","0.79344495078296"
"Very low transfer dependency","2018","Single parent ","Female","1014","0.654675048500435","0.63326733134342","0.676082765657451"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Male","2148","0.857836620309591","0.846030424128455","0.869642816490727"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Female","2386","0.837246207427852","0.82497639569751","0.849516019158194"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Male","1436","0.92931019984957","0.916771015091724","0.941849384607416"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Female","1434","0.938236273095235","0.926358980696969","0.9501135654935"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Male","932","0.831606264876385","0.812244542804983","0.850967986947786"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Female","962","0.817693961647226","0.797425880878952","0.837962042415499"
"Low transfer dependency","2018","1-pers.-HH","Male","162","0.041917047003277","0.0340139645923126","0.0498201294142413"
"Low transfer dependency","2018","1-pers.-HH","Female","109","0.0402467729136219","0.0323106977917584","0.0481828480354855"
"Low transfer dependency","2018","(Married) couple without C. ","Male","108","0.0281257647472857","0.0230040840407922","0.0332474454537793"
"Low transfer dependency","2018","(Married) couple without C. ","Female","105","0.0241371700640658","0.019429608975995","0.0288447311521367"
"Low transfer dependency","2018","Single parent ","Male","88","0.0945557050744173","0.07297227435979","0.116139135789044"
"Low transfer dependency","2018","Single parent ","Female","247","0.114719188427091","0.100370835769305","0.129067541084878"
"Low transfer dependency","2018","Couple + C. LE 16 ","Male","273","0.0777684518373808","0.0687145548515856","0.0868223488231759"
"Low transfer dependency","2018","Couple + C. LE 16 ","Female","319","0.0983283355217495","0.0884312049375197","0.108225466105979"
"Low transfer dependency","2018","Couple + C. GT 16 ","Male","65","0.0360037983217431","0.0268895177397757","0.0451180789037105"
"Low transfer dependency","2018","Couple + C. GT 16 ","Female","63","0.0375097186742756","0.0281348612510391","0.0468845760975121"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Male","126","0.0761632983454008","0.0624389220188577","0.0898876746719438"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Female","125","0.0909767981383111","0.0758805330866698","0.106073063189952"
"High transfer dependency","2018","1-pers.-HH","Male","155","0.0494212127285837","0.0408734910492199","0.0579689344079474"
"High transfer dependency","2018","1-pers.-HH","Female","82","0.0238146548378869","0.01765794429956","0.0299713653762137"
"High transfer dependency","2018","(Married) couple without C. ","Male","68","0.0133113241250058","0.00976109815024557","0.016861550099766"
"High transfer dependency","2018","(Married) couple without C. ","Female","76","0.0150091549277344","0.0112796376941202","0.0187386721613486"
"High transfer dependency","2018","Single parent ","Male","56","0.0640686525228899","0.0460056254729688","0.082131679572811"
"High transfer dependency","2018","Single parent ","Female","212","0.0880362950411139","0.0752788666396179","0.10079372344261"
"High transfer dependency","2018","Couple + C. LE 16 ","Male","159","0.0257769548649517","0.0204194960686885","0.031134413661215"
"High transfer dependency","2018","Couple + C. LE 16 ","Female","173","0.0292120933189529","0.023614655675616","0.0348095309622897"
"High transfer dependency","2018","Couple + C. GT 16 ","Male","47","0.0188438535438293","0.0121916658090132","0.0254960412786454"
"High transfer dependency","2018","Couple + C. GT 16 ","Female","38","0.0141421497142895","0.008316297596782","0.019968001831797"
"High transfer dependency","2018","Couple + C. LE and GT 16","Male","92","0.0426364069227331","0.0321831675951934","0.0530896462502727"
"High transfer dependency","2018","Couple + C. LE and GT 16","Female","87","0.0527774637497998","0.0410401970402347","0.0645147304593649"
"Very high transfer dependency","2018","1-pers.-HH","Male","593","0.108348274449444","0.0960905955300334","0.120605953368855"
"Very high transfer dependency","2018","1-pers.-HH","Female","207","0.0524341112323432","0.0434334977371505","0.0614347247275358"
"Very high transfer dependency","2018","(Married) couple without C. ","Male","100","0.010666196760828","0.00748396712839021","0.0138484263932657"
"Very high transfer dependency","2018","(Married) couple without C. ","Female","80","0.0102732884701624","0.0071803535040204","0.0133662234363045"
"Very high transfer dependency","2018","Single parent ","Male","108","0.0793423461101939","0.0594059183407805","0.0992787738796073"
"Very high transfer dependency","2018","Single parent ","Female","422","0.142569468031359","0.126827601695513","0.158311334367205"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Male","781","0.038617972988077","0.0321038407379246","0.0451321052382294"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Female","599","0.0352133637314459","0.0290868255894188","0.041339901873473"
"Very high transfer dependency","2018","Couple + C. GT 16 ","Male","57","0.0158421482848579","0.0097334315018904","0.0219508650678254"
"Very high transfer dependency","2018","Couple + C. GT 16 ","Female","43","0.0101118585162001","0.00517554034361728","0.0150481766887829"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Male","285","0.0495940298554814","0.0383611421335795","0.0608269175773834"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Female","220","0.0385517764646637","0.0284452515172973","0.0486583014120301"
"Very low transfer dependency","2019","1-pers.-HH","Male","1792","0.811641682277316","0.796348449204648","0.826934915349984"
"Very low transfer dependency","2019","1-pers.-HH","Female","1981","0.89106829273629","0.878474561326698","0.903662024145883"
"Very low transfer dependency","2019","(Married) couple without C. ","Male","4154","0.949569147163817","0.943114908619209","0.956023385708425"
"Very low transfer dependency","2019","(Married) couple without C. ","Female","3957","0.948075085644913","0.941372902295387","0.95477726899444"
"Very low transfer dependency","2019","Single parent ","Male","459","0.736122034877698","0.70289808864788","0.769345981107515"
"Very low transfer dependency","2019","Single parent ","Female","996","0.659421300588276","0.637012080684113","0.681830520492439"
"Very low transfer dependency","2019","Couple + C. LE 16 ","Male","2245","0.849953661875802","0.837815229830953","0.862092093920651"
"Very low transfer dependency","2019","Couple + C. LE 16 ","Female","2275","0.844089049380386","0.831615051148708","0.856563047612064"
"Very low transfer dependency","2019","Couple + C. GT 16 ","Male","1490","0.93161762087968","0.919416825747465","0.943818416011894"
"Very low transfer dependency","2019","Couple + C. GT 16 ","Female","1394","0.942531412325515","0.93082746434761","0.95423536030342"
"Very low transfer dependency","2019","Couple + C. LE and GT 16","Male","983","0.82832842748913","0.809123130054848","0.847533724923413"
"Very low transfer dependency","2019","Couple + C. LE and GT 16","Female","1001","0.837597388848109","0.818407562068464","0.856787215627754"
"Low transfer dependency","2019","1-pers.-HH","Male","128","0.0398186064323192","0.032170667598429","0.0474665452662094"
"Low transfer dependency","2019","1-pers.-HH","Female","112","0.0417599042277606","0.0336738119524786","0.0498459965030425"
"Low transfer dependency","2019","(Married) couple without C. ","Male","112","0.0269262656540378","0.0221521328390165","0.031700398469059"
"Low transfer dependency","2019","(Married) couple without C. ","Female","111","0.0304651539107807","0.0252736827868979","0.0356566250346634"
"Low transfer dependency","2019","Single parent ","Male","78","0.141500363668838","0.11522652197649","0.167774205361186"
"Low transfer dependency","2019","Single parent ","Female","203","0.128536568556815","0.112710448861003","0.144362688252627"
"Low transfer dependency","2019","Couple + C. LE 16 ","Male","234","0.0878541763851763","0.0782321707029021","0.0974761820674505"
"Low transfer dependency","2019","Couple + C. LE 16 ","Female","263","0.0904773265816392","0.0806133988855731","0.100341254277705"
"Low transfer dependency","2019","Couple + C. GT 16 ","Male","62","0.0350799941593028","0.0261864964813797","0.0439734918372259"
"Low transfer dependency","2019","Couple + C. GT 16 ","Female","56","0.0350485541622767","0.0258003589533805","0.0442967493711729"
"Low transfer dependency","2019","Couple + C. LE and GT 16","Male","109","0.0786557947059256","0.064945497232893","0.0923660921789582"
"Low transfer dependency","2019","Couple + C. LE and GT 16","Female","112","0.0812978310886572","0.0670783501361154","0.095517312041199"
"High transfer dependency","2019","1-pers.-HH","Male","131","0.0474860726560952","0.0391676012472749","0.0558045440649155"
"High transfer dependency","2019","1-pers.-HH","Female","72","0.0208857768057922","0.0151052985415195","0.0266662550700649"
"High transfer dependency","2019","(Married) couple without C. ","Male","64","0.0130172839315955","0.0096741904463731","0.016360377416818"
"High transfer dependency","2019","(Married) couple without C. ","Female","67","0.0140211142956522","0.0104694483162859","0.0175727802750186"
"High transfer dependency","2019","Single parent ","Male","53","0.066607913491385","0.0478117283106082","0.0854040986721619"
"High transfer dependency","2019","Single parent ","Female","163","0.0840646036178139","0.0709433443374741","0.0971858628981537"
"High transfer dependency","2019","Couple + C. LE 16 ","Male","166","0.0252812365750222","0.0199455404776759","0.0306169326723686"
"High transfer dependency","2019","Couple + C. LE 16 ","Female","150","0.0296229147067462","0.0237930645058097","0.0354527649076828"
"High transfer dependency","2019","Couple + C. GT 16 ","Male","32","0.0147853336978307","0.00895117573137376","0.0206194916642877"
"High transfer dependency","2019","Couple + C. GT 16 ","Female","25","","",""
"High transfer dependency","2019","Couple + C. LE and GT 16","Male","71","0.0333661553711123","0.0242196615751718","0.0425126491670527"
