"transab_cat2","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2018","Full Time","Couple + C. GT 16 ","2","","","","3"
"Very high transfer dependency","2018","Full Time","Couple + C. LE and GT 16","4","","","","3"
"Very high transfer dependency","2018","Part Time","1-pers.-HH","87","0.0666623718584831","0.0515099345887708","0.0818148091281953","3"
"Very high transfer dependency","2018","Part Time","(Married) couple without C. ","19","","","","3"
"Very high transfer dependency","2018","Part Time","Single parent ","44","0.0566575843964812","0.0409106277843855","0.0724045410085768","3"
"Very high transfer dependency","2018","Part Time","Couple + C. LE 16 ","97","0.0144344706165108","0.00947964135038807","0.0193892998826335","3"
"Very high transfer dependency","2018","Part Time","Couple + C. GT 16 ","4","","","","3"
"Very high transfer dependency","2018","Part Time","Couple + C. LE and GT 16","27","","","","3"
"Very high transfer dependency","2018","Not Working","1-pers.-HH","705","0.137591801359363","0.123529210460617","0.151654392258109","3"
"Very high transfer dependency","2018","Not Working","(Married) couple without C. ","160","0.0205363803311756","0.0159584663671124","0.0251142942952388","3"
"Very high transfer dependency","2018","Not Working","Single parent ","482","0.29732575664018","0.269626026855036","0.325025486425324","3"
"Very high transfer dependency","2018","Not Working","Couple + C. LE 16 ","1271","0.250342994848814","0.231193586611718","0.269492403085909","3"
"Very high transfer dependency","2018","Not Working","Couple + C. GT 16 ","94","0.0447586101624834","0.0310028976548908","0.058514322670076","3"
"Very high transfer dependency","2018","Not Working","Couple + C. LE and GT 16","474","0.144462953787001","0.124090997574788","0.164834909999214","3"
"Very low transfer dependency","2018","Full Time","1-pers.-HH","1430","0.969518755290277","0.960760619194728","0.978276891385825","0"
"Very low transfer dependency","2018","Full Time","(Married) couple without C. ","2690","0.988277093026906","0.984238748690381","0.99231543736343","0"
"Very low transfer dependency","2018","Full Time","Single parent ","658","0.926449763358263","0.907474672673202","0.945424854043324","0"
"Very low transfer dependency","2018","Full Time","Couple + C. LE 16 ","2413","0.937425807604724","0.928197559748461","0.946654055460986","0"
"Very low transfer dependency","2018","Full Time","Couple + C. GT 16 ","1271","0.979345836152835","0.971629436999036","0.987062235306633","0"
"Very low transfer dependency","2018","Full Time","Couple + C. LE and GT 16","782","0.932040735005835","0.915297860892957","0.948783609118713","0"
"Very low transfer dependency","2018","Part Time","1-pers.-HH","722","0.753274483990604","0.727086239454472","0.779462728526736","0"
"Very low transfer dependency","2018","Part Time","(Married) couple without C. ","1538","0.931610496912185","0.919504466343799","0.943716527480572","0"
"Very low transfer dependency","2018","Part Time","Couple + C. LE and GT 16","635","0.837759242799541","0.812479266698524","0.863039218900558","0"
"Very low transfer dependency","2018","Not Working","(Married) couple without C. ","3321","0.924652915283719","0.916133022675233","0.933172807892205","0"
"Very low transfer dependency","2018","Not Working","Single parent ","331","0.482169041019475","0.451887643429305","0.512450438609645","0"
"Very low transfer dependency","2018","Not Working","Couple + C. LE 16 ","330","0.442556156212428","0.420600769585175","0.46451154283968","0"
"Very low transfer dependency","2018","Not Working","Couple + C. GT 16 ","667","0.845733599588775","0.821704323143512","0.869762876034038","0"
"Very low transfer dependency","2018","Not Working","Couple + C. LE and GT 16","477","0.66109531120607","0.633666568162643","0.688524054249497","0"
"Very low transfer dependency","2018","Part Time","Single parent ","479","0.677334685581865","0.645491924240892","0.709177446922837","0"
"Very low transfer dependency","2018","Part Time","Couple + C. LE 16 ","1791","0.857854890648492","0.843348532761561","0.872361248535424","0"
"Very low transfer dependency","2018","Part Time","Couple + C. GT 16 ","932","0.940274046103537","0.925659135076021","0.954888957131053","0"
"Very low transfer dependency","2018","Not Working","1-pers.-HH","1366","0.793387183113603","0.776858667754048","0.809915698473158","0"
"High transfer dependency","2019","Part Time","(Married) couple without C. ","43","0.0219415548641988","0.0151871806467027","0.028695929081695","2"
"High transfer dependency","2019","Part Time","Single parent ","90","0.0954134481794635","0.0742748590489266","0.11655203731","2"
"High transfer dependency","2019","Full Time","(Married) couple without C. ","7","","","","2"
"High transfer dependency","2019","Full Time","Single parent ","20","","","","2"
"High transfer dependency","2019","Full Time","Couple + C. LE 16 ","49","0.00485515613916385","0.00226288154793632","0.00744743073039137","2"
"High transfer dependency","2019","Full Time","Couple + C. GT 16 ","4","","","","2"
"High transfer dependency","2019","Full Time","Couple + C. LE and GT 16","19","","","","2"
"High transfer dependency","2019","Part Time","1-pers.-HH","105","0.0783528359104799","0.062052087396375","0.0946535844245848","2"
"High transfer dependency","2019","Part Time","Couple + C. LE and GT 16","47","0.0413866241976957","0.0277701732372994","0.055003075158092","2"
"High transfer dependency","2019","Not Working","1-pers.-HH","76","0.0305246405618076","0.0232361957211988","0.0378130854024165","2"
"High transfer dependency","2019","Not Working","Couple + C. LE 16 ","137","0.115840123026445","0.100772535736574","0.130907710316317","2"
"High transfer dependency","2019","Part Time","Couple + C. GT 16 ","17","","","","2"
"High transfer dependency","2019","Part Time","Couple + C. LE 16 ","130","0.0295603498572992","0.0222798717957023","0.0368408279188961","2"
"High transfer dependency","2019","Not Working","(Married) couple without C. ","81","0.0200811767944673","0.01555138844813","0.0246109651408047","2"
"High transfer dependency","2019","Not Working","Couple + C. GT 16 ","36","0.0313899428038645","0.0198232095988742","0.0429566760088548","2"
"High transfer dependency","2019","Not Working","Couple + C. LE and GT 16","63","0.0575943987023343","0.0442790211938223","0.0709097762108463","2"
"High transfer dependency","2019","Not Working","Single parent ","106","0.122267659817172","0.101029746529677","0.143505573104667","2"
"High transfer dependency","2019","Full Time","1-pers.-HH","22","","","","2"
"Low transfer dependency","2019","Full Time","1-pers.-HH","31","0.010806200569159","0.00586816456471866","0.0157442365735994","1"
"Low transfer dependency","2019","Full Time","(Married) couple without C. ","36","0.00786709132336206","0.00477500159952032","0.0109591810472038","1"
"Low transfer dependency","2019","Full Time","Single parent ","54","0.0779755179905322","0.0586435426520695","0.0973074933289948","1"
"Low transfer dependency","2019","Full Time","Couple + C. LE and GT 16","60","0.0503252239606269","0.0360584713045854","0.0645919766166684","1"
"Low transfer dependency","2019","Part Time","Couple + C. GT 16 ","34","0.0266351520333177","0.0164284705057234","0.0368418335609121","1"
"Low transfer dependency","2019","Part Time","Couple + C. LE and GT 16","66","0.0837643663999248","0.064825873076484","0.102702859723366","1"
"Low transfer dependency","2019","Not Working","(Married) couple without C. ","125","0.0408411775359225","0.0344499736709386","0.0472323814009064","1"
"Low transfer dependency","2019","Not Working","Single parent ","106","0.179222510114755","0.154357766266963","0.204087253962547","1"
"Low transfer dependency","2019","Not Working","Couple + C. LE 16 ","152","0.17261369465142","0.154821046200577","0.190406343102264","1"
"Low transfer dependency","2019","Not Working","Couple + C. GT 16 ","56","0.0673710113910269","0.0507433199045843","0.0839987028774696","1"
"Low transfer dependency","2019","Part Time","1-pers.-HH","124","0.107864888209469","0.0890477659487569","0.126682010470181","1"
"Low transfer dependency","2019","Part Time","(Married) couple without C. ","62","0.0408215614931778","0.0316980184532997","0.0499451045330558","1"
"Low transfer dependency","2019","Not Working","1-pers.-HH","85","0.0366421244480596","0.0286818992715955","0.0446023496245237","1"
"Low transfer dependency","2019","Full Time","Couple + C. GT 16 ","28","","","","1"
"Low transfer dependency","2019","Part Time","Couple + C. LE 16 ","182","0.109323520541144","0.0959101586280077","0.122736882454279","1"
"Low transfer dependency","2019","Full Time","Couple + C. LE 16 ","163","0.053989248013528","0.0455609879196365","0.0624175081074196","1"
"Low transfer dependency","2019","Part Time","Single parent ","121","0.14561663084687","0.120237425442879","0.170995836250861","1"
"Low transfer dependency","2019","Not Working","Couple + C. LE and GT 16","95","0.11438020338126","0.0961897501370747","0.132570656625445","1"
"Very high transfer dependency","2019","Full Time","1-pers.-HH","5","","","","3"
"Very high transfer dependency","2019","Full Time","(Married) couple without C. ","2","","","","3"
"Very high transfer dependency","2019","Full Time","Single parent ","1","","","","3"
"Very high transfer dependency","2019","Full Time","Couple + C. LE 16 ","15","","","","3"
"Very high transfer dependency","2019","Full Time","Couple + C. GT 16 ","1","","","","3"
"Very high transfer dependency","2019","Full Time","Couple + C. LE and GT 16","3","","","","3"
"Very high transfer dependency","2019","Part Time","1-pers.-HH","78","0.0475474033193415","0.0346386908079169","0.0604561158307661","3"
"Very high transfer dependency","2019","Part Time","(Married) couple without C. ","17","","","","3"
"Very high transfer dependency","2019","Part Time","Single parent ","41","0.0579403509334201","0.0411300340524142","0.074750667814426","3"
"Very high transfer dependency","2019","Part Time","Couple + C. LE 16 ","120","0.012221124985348","0.00749825156364907","0.0169439984070469","3"
"Very high transfer dependency","2019","Part Time","Couple + C. GT 16 ","11","","","","3"
"Very high transfer dependency","2019","Part Time","Couple + C. LE and GT 16","40","0.0231696465442353","0.0128851873433616","0.0334541057451089","3"
"Very high transfer dependency","2019","Not Working","1-pers.-HH","563","0.132452209430206","0.118090123793639","0.146814295066773","3"
"Very high transfer dependency","2019","Not Working","(Married) couple without C. ","142","0.0158590981350584","0.0118249098447996","0.0198932864253173","3"
"Very high transfer dependency","2019","Not Working","Single parent ","401","0.257340185056115","0.228998624484305","0.285681745627924","3"
"Very high transfer dependency","2019","Not Working","Couple + C. LE 16 ","1106","0.265078195954804","0.244297677480554","0.285858714429054","3"
"Very high transfer dependency","2019","Not Working","Couple + C. GT 16 ","92","0.0441240967716133","0.0305008808464672","0.0577473126967594","3"
"Very high transfer dependency","2019","Not Working","Couple + C. LE and GT 16","523","0.143045459203557","0.123034847699513","0.1630560707076","3"
"Very low transfer dependency","2019","Full Time","1-pers.-HH","1626","0.972985890605044","0.965242598444825","0.980729182765263","0"
"Very low transfer dependency","2019","Full Time","(Married) couple without C. ","3091","0.990739916820829","0.987387582383626","0.994092251258033","0"
"Very low transfer dependency","2019","Full Time","Single parent ","664","0.900870763607996","0.879325193086521","0.922416334129472","0"
"Very low transfer dependency","2019","Full Time","Couple + C. LE 16 ","2535","0.940552301969476","0.931733791184684","0.949370812754268","0"
"Very low transfer dependency","2019","Full Time","Couple + C. GT 16 ","1301","0.978571270176786","0.970800490039164","0.986342050314409","0"
"Very low transfer dependency","2019","Full Time","Couple + C. LE and GT 16","820","0.929559109685559","0.912859906609085","0.946258312762033","0"
"Very low transfer dependency","2019","Part Time","1-pers.-HH","737","0.76623487256071","0.740562343110089","0.79190740201133","0"
