"pli0092_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","2015","Lower Saxony","Female","535","0.367828843146971","0.342578385574722","0.393079300719221","5"
"Never","2015","Bremen","Male","29","","","","5"
"Never","2015","Bremen","Female","41","0.337740803834539","0.246406222192091","0.429075385476987","5"
"Never","2015","North Rhine-Westphalia","Male","966","0.367594614737423","0.348932045561136","0.38625718391371","5"
"Never","2015","Mecklenburg-Western Pomerania","Male","125","0.44545278700506","0.383719625160188","0.507185948849932","5"
"Never","2015","Mecklenburg-Western Pomerania","Female","143","0.463743269521568","0.408230559162387","0.519255979880748","5"
"Never","2015","Saxony","Male","320","0.42970669898869","0.393967110777779","0.465446287199601","5"
"Never","2015","Saxony","Female","328","0.391734887300443","0.358056297127588","0.425413477473297","5"
"Never","2015","Saxony-Anhalt","Male","211","0.553486146145503","0.504889543287324","0.602082749003682","5"
"Never","2015","Saxony-Anhalt","Female","255","0.51566744232909","0.471642156961693","0.559692727696486","5"
"Never","2015","Thuringia","Male","229","0.515236746181978","0.469214559428968","0.561258932934989","5"
"Never","2015","Thuringia","Female","260","0.509835880454927","0.467114903492722","0.552556857417133","5"
"Never","2015","North Rhine-Westphalia","Female","1227","0.394003712141441","0.376608078145202","0.411399346137681","5"
"Never","2015","Hesse","Male","282","0.325531164867342","0.294537133886359","0.356525195848325","5"
"Never","2015","Hesse","Female","359","0.350213987277053","0.320852298127025","0.379575676427081","5"
"Never","2015","Rhineland-Palatinate,Saarland","Male","303","0.40235877042028","0.367003604210164","0.437713936630396","5"
"Never","2015","Rhineland-Palatinate,Saarland","Female","387","0.461152684388913","0.428028614136857","0.49427675464097","5"
"Never","2015","Baden-Württemberg","Male","493","0.30934281700097","0.285888922680576","0.332796711321364","5"
"Never","2015","Baden-Württemberg","Female","624","0.363370600017866","0.340745449922697","0.385995750113035","5"
"Never","2015","Bavaria","Male","691","0.332398566090705","0.311886161608533","0.352910970572877","5"
"Never","2015","Bavaria","Female","835","0.357823719844062","0.338512457880564","0.37713498180756","5"
"Never","2015","Berlin","Male","145","0.311796637181585","0.269139363169917","0.354453911193252","5"
"Never","2015","Berlin","Female","188","0.372917799304967","0.332206286473026","0.413629312136909","5"
"Never","2015","Brandenburg","Male","227","0.511133372308373","0.465101217581865","0.557165527034881","5"
"Never","2015","Brandenburg","Female","259","0.442664449708413","0.401415187125583","0.483913712291243","5"
"Rarely","2015","North Rhine-Westphalia","Female","379","0.111814016948964","0.100594989636239","0.123033044261688","4"
"Rarely","2015","Hesse","Male","133","0.144214888852084","0.120977450743717","0.167452326960451","4"
"Rarely","2015","Hesse","Female","134","0.125226773605282","0.104855159051016","0.145598388159548","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Male","129","0.186665289763592","0.158572665560356","0.214757913966829","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Female","122","0.11047405112736","0.0896436364547621","0.131304465799959","4"
"Rarely","2015","Baden-Württemberg","Male","221","0.141645063193509","0.123952210757968","0.15933791562905","4"
"Rarely","2015","Baden-Württemberg","Female","228","0.123187858134094","0.107727823578604","0.138647892689584","4"
"Rarely","2015","Bavaria","Male","321","0.1569284682002","0.141090062959877","0.172766873440524","4"
"Rarely","2015","Bavaria","Female","320","0.132636436531507","0.118972338414798","0.146300534648216","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Male","30","0.171467347526579","0.124651386097547","0.218283308955611","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Female","38","0.141904831595164","0.103059971310659","0.180749691879668","4"
"Rarely","2015","Saxony","Male","91","0.133894487078261","0.10930887094315","0.158480103213372","4"
"Rarely","2015","Thuringia","Female","71","0.139103656523358","0.109530347349707","0.168676965697009","4"
"Rarely","2015","Saxony","Female","118","0.14898769104423","0.12442056017346","0.173554821915","4"
"Rarely","2015","Saxony-Anhalt","Male","59","0.144049459151691","0.109724090056817","0.178374828246566","4"
"Rarely","2015","Saxony-Anhalt","Female","48","0.096024273742731","0.0700696706683403","0.121978876817122","4"
"Rarely","2015","Thuringia","Male","72","0.142009527973832","0.109865598652481","0.174153457295183","4"
"Rarely","2015","North Rhine-Westphalia","Male","339","0.146706392607893","0.133011367091684","0.160401418124102","4"
"Rarely","2015","Berlin","Male","67","0.130373562066359","0.0993665353832464","0.161380588749472","4"
"Rarely","2015","Berlin","Female","65","0.0897031879232183","0.0656460533603979","0.113760322486039","4"
"Rarely","2015","Brandenburg","Male","69","0.171804250555671","0.137068039824127","0.206540461287215","4"
"Rarely","2015","Brandenburg","Female","88","0.16068791380853","0.13018973978745","0.19118608782961","4"
"Rarely","2015","Hamburg","Male","33","0.0935340356173568","0.054430243385569","0.132637827849145","4"
"Rarely","2015","Hamburg","Female","21","","","","4"
"Rarely","2015","Lower Saxony","Female","168","0.112917143104363","0.0963445274907078","0.129489758718019","4"
"Rarely","2015","Schleswig-Holstein","Male","73","0.211507963231364","0.171833331541871","0.251182594920857","4"
"Rarely","2015","Schleswig-Holstein","Female","59","0.13988229223171","0.109201423001987","0.170563161461434","4"
"Rarely","2015","Lower Saxony","Male","175","0.115656171211234","0.0976289029765964","0.133683439445871","4"
"Rarely","2015","Bremen","Male","13","","","","4"
"Rarely","2015","Bremen","Female","11","","","","4"
"Daily","2016","North Rhine-Westphalia","Female","","","","","1"
"Daily","2016","Hesse","Male","","","","","1"
"Daily","2016","Hesse","Female","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2016","Baden-Württemberg","Male","","","","","1"
"Daily","2016","Baden-Württemberg","Female","","","","","1"
"Daily","2016","Bavaria","Male","","","","","1"
"Daily","2016","Bavaria","Female","","","","","1"
"Daily","2016","Berlin","Male","","","","","1"
"Daily","2016","Berlin","Female","","","","","1"
"Daily","2016","Brandenburg","Male","","","","","1"
"Daily","2016","Brandenburg","Female","","","","","1"
"Daily","2016","Schleswig-Holstein","Female","","","","","1"
"Daily","2016","Hamburg","Male","","","","","1"
"Daily","2016","Hamburg","Female","","","","","1"
"Daily","2016","Lower Saxony","Male","","","","","1"
"Daily","2016","North Rhine-Westphalia","Male","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2016","Saxony","Male","","","","","1"
"Daily","2016","Saxony","Female","","","","","1"
"Daily","2016","Schleswig-Holstein","Male","","","","","1"
"Daily","2016","Lower Saxony","Female","","","","","1"
"Daily","2016","Bremen","Male","","","","","1"
"Daily","2016","Bremen","Female","","","","","1"
"Daily","2016","Saxony-Anhalt","Female","","","","","1"
"Daily","2016","Saxony-Anhalt","Male","","","","","1"
"Daily","2016","Thuringia","Female","","","","","1"
"Daily","2016","Thuringia","Male","","","","","1"
"Min 1x per month","2016","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2016","Hesse","Male","","","","","3"
"Min 1x per month","2016","Hesse","Female","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2016","Bavaria","Male","","","","","3"
"Min 1x per month","2016","Bavaria","Female","","","","","3"
"Min 1x per month","2016","Berlin","Male","","","","","3"
"Min 1x per month","2016","Berlin","Female","","","","","3"
"Min 1x per month","2016","Brandenburg","Male","","","","","3"
"Min 1x per month","2016","Brandenburg","Female","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2016","Saxony","Male","","","","","3"
"Min 1x per month","2016","Saxony","Female","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2016","Hamburg","Male","","","","","3"
"Min 1x per month","2016","Hamburg","Female","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2016","Thuringia","Female","","","","","3"
"Min 1x per month","2016","Lower Saxony","Male","","","","","3"
"Min 1x per month","2016","Bremen","Male","","","","","3"
"Min 1x per month","2016","Bremen","Female","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","2016","Thuringia","Male","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","2016","Lower Saxony","Female","","","","","3"
"Min 1x per week","2016","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2016","Hesse","Male","","","","","2"
"Min 1x per week","2016","Hesse","Female","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2016","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2016","Hamburg","Male","","","","","2"
"Min 1x per week","2016","Hamburg","Female","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2016","Bavaria","Male","","","","","2"
"Min 1x per week","2016","Bavaria","Female","","","","","2"
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2016","Saxony","Male","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2016","Lower Saxony","Male","","","","","2"
"Min 1x per week","2016","Berlin","Male","","","","","2"
"Min 1x per week","2016","Berlin","Female","","","","","2"
"Min 1x per week","2016","Brandenburg","Female","","","","","2"
"Min 1x per week","2016","Saxony","Female","","","","","2"
"Min 1x per week","2016","Thuringia","Female","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2016","Lower Saxony","Female","","","","","2"
"Min 1x per week","2016","Bremen","Female","","","","","2"
"Min 1x per week","2016","Brandenburg","Male","","","","","2"
"Min 1x per week","2016","Thuringia","Male","","","","","2"
"Min 1x per week","2016","Bremen","Male","","","","","2"
"Min 1x per week","2016","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","2016","Saxony-Anhalt","Female","","","","","2"
"Never","2016","Schleswig-Holstein","Male","","","","","5"
"Never","2016","Schleswig-Holstein","Female","","","","","5"
"Never","2016","Hamburg","Male","","","","","5"
"Never","2016","Hamburg","Female","","","","","5"
"Never","2016","Lower Saxony","Male","","","","","5"
"Never","2016","Lower Saxony","Female","","","","","5"
"Never","2016","Bremen","Male","","","","","5"
"Never","2016","Bremen","Female","","","","","5"
"Never","2016","North Rhine-Westphalia","Male","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","2016","Saxony","Male","","","","","5"
"Never","2016","Saxony","Female","","","","","5"
"Never","2016","Saxony-Anhalt","Male","","","","","5"
"Never","2016","Saxony-Anhalt","Female","","","","","5"
"Never","2016","Thuringia","Male","","","","","5"
"Never","2016","Thuringia","Female","","","","","5"
"Never","2016","North Rhine-Westphalia","Female","","","","","5"
"Never","2016","Hesse","Male","","","","","5"
"Never","2016","Hesse","Female","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2016","Baden-Württemberg","Male","","","","","5"
"Never","2016","Baden-Württemberg","Female","","","","","5"
"Never","2016","Bavaria","Male","","","","","5"
"Never","2016","Bavaria","Female","","","","","5"
"Never","2016","Berlin","Male","","","","","5"
"Never","2016","Berlin","Female","","","","","5"
"Never","2016","Brandenburg","Male","","","","","5"
"Never","2016","Brandenburg","Female","","","","","5"
"Rarely","2016","North Rhine-Westphalia","Female","","","","","4"
"Rarely","2016","Hesse","Male","","","","","4"
"Rarely","2016","Hesse","Female","","","","","4"
"Rarely","2016","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","2016","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","2016","Baden-Württemberg","Male","","","","","4"
"Rarely","2016","Baden-Württemberg","Female","","","","","4"
"Rarely","2016","Bavaria","Male","","","","","4"
"Rarely","2016","Bavaria","Female","","","","","4"
"Rarely","2016","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","2016","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","2016","Saxony","Male","","","","","4"
"Rarely","2016","Saxony","Female","","","","","4"
"Rarely","2016","Saxony-Anhalt","Male","","","","","4"
"Rarely","2016","Saxony-Anhalt","Female","","","","","4"
"Rarely","2016","Thuringia","Male","","","","","4"
"Rarely","2016","Thuringia","Female","","","","","4"
"Rarely","2016","North Rhine-Westphalia","Male","","","","","4"
"Rarely","2016","Berlin","Male","","","","","4"
"Rarely","2016","Berlin","Female","","","","","4"
"Rarely","2016","Brandenburg","Male","","","","","4"
"Rarely","2016","Brandenburg","Female","","","","","4"
"Rarely","2016","Schleswig-Holstein","Male","","","","","4"
"Rarely","2016","Schleswig-Holstein","Female","","","","","4"
"Rarely","2016","Hamburg","Male","","","","","4"
"Rarely","2016","Hamburg","Female","","","","","4"
"Rarely","2016","Lower Saxony","Male","","","","","4"
"Rarely","2016","Lower Saxony","Female","","","","","4"
