"plb0037_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Permanent","2015","Couple + C. LE and GT 16","inadequately","18","","",""
"Permanent","2015","Couple + C. LE and GT 16","general elemantary","108","0.509292827002838","0.443083219010432","0.575502434995244"
"Permanent","2015","Couple + C. LE and GT 16","middle vocational","459","0.803572257883946","0.771350031300558","0.835794484467333"
"Permanent","2015","Couple + C. LE and GT 16","vocational + Abi","128","0.913240362396646","0.867581711327198","0.958899013466095"
"Permanent","2015","Couple + C. LE and GT 16","higher vocational","75","0.998443427890905","0.989580287094027","1.00730656868778"
"Permanent","2015","Couple + C. LE and GT 16","higher education","227","0.958074881261202","0.932927656960775","0.983222105561628"
"Limited","2015","1-pers.-HH","in school","1","","",""
"Limited","2015","1-pers.-HH","inadequately","7","","",""
"Limited","2015","1-pers.-HH","general elemantary","38","0.318823406627775","0.232516800938925","0.405130012316626"
"Limited","2015","1-pers.-HH","middle vocational","126","0.152249198571114","0.125860394640725","0.178638002501502"
"Limited","2015","1-pers.-HH","vocational + Abi","23","","",""
"Limited","2015","1-pers.-HH","higher vocational","7","","",""
"Limited","2015","1-pers.-HH","higher education","98","0.217564182795805","0.179941898186672","0.255186467404937"
"Limited","2015","(Married) couple without C. ","in school","","","",""
"Limited","2015","(Married) couple without C. ","inadequately","3","","",""
"Limited","2015","(Married) couple without C. ","general elemantary","40","0.134743395574695","0.0866956039646205","0.18279118718477"
"Limited","2015","(Married) couple without C. ","middle vocational","155","0.107918584487117","0.0920356233969763","0.123801545577258"
"Limited","2015","(Married) couple without C. ","vocational + Abi","45","0.124930572391363","0.088760348646703","0.161100796136024"
"Limited","2015","(Married) couple without C. ","higher vocational","7","","",""
"Limited","2015","(Married) couple without C. ","higher education","164","0.119186300398372","0.0992140173058468","0.139158583490898"
"Limited","2015","Single parent ","in school","9","","",""
"Limited","2015","Single parent ","inadequately","9","","",""
"Limited","2015","Single parent ","general elemantary","89","0.527921907899761","0.45243263960948","0.603411176190042"
"Limited","2015","Single parent ","middle vocational","147","0.210359727410197","0.180380884858785","0.240338569961609"
"Limited","2015","Single parent ","vocational + Abi","22","","",""
"Limited","2015","Single parent ","higher vocational","1","","",""
"Limited","2015","Single parent ","higher education","36","0.206019850608209","0.154957720722211","0.257081980494207"
"Limited","2015","Couple + C. LE 16 ","in school","","","",""
"Limited","2015","Couple + C. LE 16 ","inadequately","19","","",""
"Limited","2015","Couple + C. LE 16 ","general elemantary","69","0.199796150948111","0.15645822817168","0.243134073724543"
"Limited","2015","Couple + C. LE 16 ","middle vocational","259","0.129813054803436","0.114945025512383","0.144681084094489"
"Limited","2015","Couple + C. LE 16 ","vocational + Abi","64","0.0834348711019672","0.0601537487856893","0.106715993418245"
"Limited","2015","Couple + C. LE 16 ","higher vocational","11","","",""
"Limited","2015","Couple + C. LE 16 ","higher education","210","0.155583062958085","0.136796830206864","0.174369295709305"
"Limited","2015","Couple + C. GT 16 ","in school","3","","",""
"Limited","2015","Couple + C. GT 16 ","inadequately","5","","",""
"Limited","2015","Couple + C. GT 16 ","general elemantary","83","0.511673708137201","0.436533008403527","0.586814407870875"
"Limited","2015","Couple + C. GT 16 ","middle vocational","143","0.169012518326643","0.144181144867254","0.193843891786032"
"Limited","2015","Couple + C. GT 16 ","vocational + Abi","31","0.20877834049452","0.145801639870192","0.271755041118848"
"Limited","2015","Couple + C. GT 16 ","higher vocational","6","","",""
"Limited","2015","Couple + C. GT 16 ","higher education","48","0.185517701002351","0.143450397850511","0.227585004154192"
"Limited","2015","Couple + C. LE and GT 16","in school","9","","",""
"Limited","2015","Couple + C. LE and GT 16","inadequately","5","","",""
"Limited","2015","Couple + C. LE and GT 16","general elemantary","111","0.490707172997162","0.424497565004756","0.556916780989568"
"Limited","2015","Couple + C. LE and GT 16","middle vocational","125","0.196427742116054","0.164205515532667","0.228649968699441"
"Limited","2015","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"Limited","2015","Couple + C. LE and GT 16","higher vocational","1","","",""
"Limited","2015","Couple + C. LE and GT 16","higher education","17","","",""
"Permanent","2016","1-pers.-HH","in school","","","",""
"Permanent","2016","1-pers.-HH","inadequately","15","","",""
"Permanent","2016","1-pers.-HH","general elemantary","67","0.666270336553805","0.580087295370612","0.752453377736997"
"Permanent","2016","1-pers.-HH","middle vocational","530","0.825409517336768","0.796835042129707","0.85398399254383"
"Permanent","2016","1-pers.-HH","vocational + Abi","128","0.900533655243318","0.85356870731103","0.947498603175607"
"Permanent","2016","1-pers.-HH","higher vocational","69","0.948907476116911","0.899075504352848","0.998739447880974"
"Permanent","2016","1-pers.-HH","higher education","339","0.761083109530246","0.721815138780665","0.800351080279827"
"Permanent","2016","(Married) couple without C. ","in school","","","",""
"Permanent","2016","(Married) couple without C. ","inadequately","16","","",""
"Permanent","2016","(Married) couple without C. ","general elemantary","117","0.849770764374894","0.79388175828761","0.905659770462178"
"Permanent","2016","(Married) couple without C. ","middle vocational","1257","0.882369151208285","0.86555308888818","0.899185213528391"
"Permanent","2016","(Married) couple without C. ","vocational + Abi","264","0.837472765997598","0.79698711116435","0.877958420830845"
"Permanent","2016","(Married) couple without C. ","higher vocational","197","0.930516634721525","0.895877629506664","0.965155639936385"
"Permanent","2016","(Married) couple without C. ","higher education","747","0.87084842235141","0.848877023100564","0.892819821602257"
"Permanent","2016","Single parent ","in school","6","","",""
"Permanent","2016","Single parent ","inadequately","11","","",""
"Permanent","2016","Single parent ","general elemantary","69","0.509157009953105","0.429943449201706","0.588370570704504"
"Permanent","2016","Single parent ","middle vocational","520","0.8085282561434","0.778465064067433","0.838591448219367"
"Permanent","2016","Single parent ","vocational + Abi","115","0.733138763256269","0.660642451778617","0.80563507473392"
"Permanent","2016","Single parent ","higher vocational","47","0.947582355147816","0.887581506811181","1.00758320348445"
"Permanent","2016","Single parent ","higher education","181","0.804918655714404","0.75157730276089","0.858260008667919"
"Permanent","2016","Couple + C. LE 16 ","in school","1","","",""
"Permanent","2016","Couple + C. LE 16 ","inadequately","55","0.671353253323751","0.575887669159636","0.766818837487866"
"Permanent","2016","Couple + C. LE 16 ","general elemantary","204","0.773565238259877","0.724975374251687","0.822155102268067"
"Permanent","2016","Couple + C. LE 16 ","middle vocational","1561","0.891764466855116","0.877249977231701","0.906278956478532"
"Permanent","2016","Couple + C. LE 16 ","vocational + Abi","459","0.910234382666372","0.885522936576854","0.93494582875589"
"Permanent","2016","Couple + C. LE 16 ","higher vocational","228","0.953096360484903","0.926402508563392","0.979790212406413"
"Permanent","2016","Couple + C. LE 16 ","higher education","1117","0.884020724907615","0.866687947349487","0.901353502465742"
"Permanent","2016","Couple + C. GT 16 ","in school","9","","",""
"Permanent","2016","Couple + C. GT 16 ","inadequately","11","","",""
"Permanent","2016","Couple + C. GT 16 ","general elemantary","96","0.555289622057607","0.483094009150846","0.627485234964369"
"Permanent","2016","Couple + C. GT 16 ","middle vocational","651","0.789726847686264","0.761732764253689","0.817720931118839"
"Permanent","2016","Couple + C. GT 16 ","vocational + Abi","131","0.781700154916992","0.716244196179753","0.847156113654231"
"Permanent","2016","Couple + C. GT 16 ","higher vocational","100","0.948670318406479","0.907432689136691","0.989907947676267"
"Permanent","2016","Couple + C. GT 16 ","higher education","265","0.824579988248373","0.782105447089598","0.867054529407147"
"Permanent","2016","Couple + C. LE and GT 16","in school","12","","",""
"Permanent","2016","Couple + C. LE and GT 16","inadequately","16","","",""
"Permanent","2016","Couple + C. LE and GT 16","general elemantary","106","0.473048715007586","0.408099586220408","0.537997843794764"
"Permanent","2016","Couple + C. LE and GT 16","middle vocational","443","0.837354778121682","0.806371651211004","0.868337905032361"
"Permanent","2016","Couple + C. LE and GT 16","vocational + Abi","127","0.945236053629565","0.906997967750575","0.983474139508555"
"Permanent","2016","Couple + C. LE and GT 16","higher vocational","76","0.916653360101955","0.856084456412777","0.977222263791133"
"Permanent","2016","Couple + C. LE and GT 16","higher education","242","0.935547654974625","0.906038308496426","0.965057001452825"
"Limited","2016","1-pers.-HH","in school","","","",""
"Limited","2016","1-pers.-HH","inadequately","30","0.623503222385891","0.481942810679948","0.765063634091834"
"Limited","2016","1-pers.-HH","general elemantary","48","0.333729663446196","0.247546622263003","0.419912704629389"
"Limited","2016","1-pers.-HH","middle vocational","148","0.174590482663232","0.146016007456171","0.203164957870293"
"Limited","2016","1-pers.-HH","vocational + Abi","28","","",""
"Limited","2016","1-pers.-HH","higher vocational","6","","",""
"Limited","2016","1-pers.-HH","higher education","114","0.238916890469754","0.199648919720172","0.278184861219335"
"Limited","2016","(Married) couple without C. ","in school","","","",""
"Limited","2016","(Married) couple without C. ","inadequately","5","","",""
"Limited","2016","(Married) couple without C. ","general elemantary","40","0.150229235625106","0.0943402295378218","0.20611824171239"
"Limited","2016","(Married) couple without C. ","middle vocational","153","0.117630848791715","0.100814786471609","0.13444691111182"
"Limited","2016","(Married) couple without C. ","vocational + Abi","55","0.162527234002402","0.122041579169155","0.20301288883565"
"Limited","2016","(Married) couple without C. ","higher vocational","10","","",""
"Limited","2016","(Married) couple without C. ","higher education","148","0.12915157764859","0.107180178397743","0.151122976899436"
"Limited","2016","Single parent ","in school","1","","",""
"Limited","2016","Single parent ","inadequately","15","","",""
"Limited","2016","Single parent ","general elemantary","84","0.490842990046895","0.411629429295496","0.570056550798294"
"Limited","2016","Single parent ","middle vocational","138","0.1914717438566","0.161408551780633","0.221534935932567"
"Limited","2016","Single parent ","vocational + Abi","28","","",""
"Limited","2016","Single parent ","higher vocational","6","","",""
"Limited","2016","Single parent ","higher education","31","0.195081344285595","0.141739991332081","0.24842269723911"
"Limited","2016","Couple + C. LE 16 ","in school","","","",""
"Limited","2016","Couple + C. LE 16 ","inadequately","38","0.328646746676249","0.233181162512134","0.424112330840364"
"Limited","2016","Couple + C. LE 16 ","general elemantary","81","0.226434761740123","0.177844897731933","0.275024625748313"
"Limited","2016","Couple + C. LE 16 ","middle vocational","199","0.108235533144884","0.0937210435214679","0.122750022768299"
"Limited","2016","Couple + C. LE 16 ","vocational + Abi","55","0.0897656173336279","0.0650541712441101","0.114477063423146"
"Limited","2016","Couple + C. LE 16 ","higher vocational","13","","",""
"Limited","2016","Couple + C. LE 16 ","higher education","194","0.115979275092385","0.0986464975342578","0.133312052650513"
"Limited","2016","Couple + C. GT 16 ","in school","4","","",""
"Limited","2016","Couple + C. GT 16 ","inadequately","5","","",""
"Limited","2016","Couple + C. GT 16 ","general elemantary","86","0.444710377942393","0.372514765035631","0.516905990849155"
