"hlf0001_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2016","inadequately","East Germany","37","0.689275703708037","0.555538183269375","0.823013224146698","1"
"Main Tenant","2016","general elemantary","West Germany","1476","0.538431923062951","0.518478988223616","0.558384857902286","1"
"Main Tenant","2016","general elemantary","East Germany","265","0.703209303755931","0.65521099728885","0.751207610223013","1"
"Main Tenant","2016","middle vocational","West Germany","4042","0.44633568276597","0.435778237489172","0.456893128042767","1"
"Main Tenant","2016","middle vocational","East Germany","1455","0.56994567309948","0.550808603164842","0.589082743034118","1"
"Main Tenant","2016","vocational + Abi","West Germany","941","0.499891612762051","0.476525570093317","0.523257655430784","1"
"Main Tenant","2016","vocational + Abi","East Germany","160","0.552671877482377","0.493798412914344","0.61154534205041","1"
"Main Tenant","2016","higher vocational","West Germany","323","0.359481368156514","0.330374068407635","0.388588667905394","1"
"Main Tenant","2016","higher vocational","East Germany","164","0.492602514193194","0.441661252581329","0.543543775805059","1"
"Main Tenant","2016","higher education","West Germany","1923","0.444910262787395","0.43051629322081","0.45930423235398","1"
"Main Tenant","2016","higher education","East Germany","666","0.510582077362147","0.483945899245784","0.53721825547851","1"
"Nursing Home/Retirement Community","2016","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2016","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","inadequately","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2016","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","general elemantary","West Germany","9","","","","4"
"Nursing Home/Retirement Community","2016","general elemantary","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2016","middle vocational","West Germany","16","","","","4"
"Nursing Home/Retirement Community","2016","middle vocational","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2016","vocational + Abi","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2016","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","higher vocational","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2016","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","higher education","West Germany","4","","","","4"
"Nursing Home/Retirement Community","2016","higher education","East Germany","4","","","","4"
"Owner","2016","in school","West Germany","334","0.591814089255084","0.552778467614282","0.630849710895885","3"
"Owner","2016","in school","East Germany","61","0.560572658931712","0.468241965950313","0.65290335191311","3"
"Owner","2016","inadequately","West Germany","54","0.157805040237346","0.120758865126524","0.194851215348168","3"
"Owner","2016","inadequately","East Germany","8","","","","3"
"Owner","2016","general elemantary","West Germany","874","0.428839218570758","0.409030793857085","0.448647643284431","3"
"Owner","2016","general elemantary","East Germany","74","0.224816353507889","0.180955738219784","0.268676968795995","3"
"Owner","2016","middle vocational","West Germany","4350","0.532614753447387","0.522018584767292","0.543210922127483","3"
"Owner","2016","middle vocational","East Germany","1053","0.393027788278668","0.374148175364303","0.411907401193032","3"
"Owner","2016","vocational + Abi","West Germany","789","0.47610637205083","0.452767023685188","0.499445720416472","3"
"Owner","2016","vocational + Abi","East Germany","107","0.408998258041547","0.350784194010239","0.467212322072854","3"
"Owner","2016","higher vocational","West Germany","705","0.615669843180156","0.586162914024497","0.645176772335816","3"
"Owner","2016","higher vocational","East Germany","197","0.483294980540526","0.4323765848681","0.534213376212952","3"
"Owner","2016","higher education","West Germany","2600","0.539813131826883","0.525376974624435","0.55424928902933","3"
"Owner","2016","higher education","East Germany","665","0.466018965278909","0.43943841885383","0.492599511703989","3"
"Sub-Tenant","2016","in school","West Germany","2","","","","2"
"Sub-Tenant","2016","in school","East Germany","1","","","","2"
"Sub-Tenant","2016","inadequately","West Germany","3","","","","2"
"Sub-Tenant","2016","inadequately","East Germany","1","","","","2"
"Sub-Tenant","2016","general elemantary","East Germany","6","","","","2"
"Sub-Tenant","2016","middle vocational","West Germany","109","0.0176975973701726","0.0148974265490822","0.0204977681912631","2"
"Sub-Tenant","2016","middle vocational","East Germany","59","0.0355599141179939","0.0284015294714602","0.0427182987645276","2"
"Sub-Tenant","2016","vocational + Abi","West Germany","27","","","","2"
"Sub-Tenant","2016","higher education","East Germany","18","","","","2"
"Sub-Tenant","2016","higher vocational","East Germany","9","","","","2"
"Sub-Tenant","2016","general elemantary","West Germany","39","0.0250332218895438","0.0187803895368521","0.0312860542422355","2"
"Sub-Tenant","2016","higher education","West Germany","52","0.0147127328630077","0.0112254202602405","0.0182000454657748","2"
"Sub-Tenant","2016","vocational + Abi","East Germany","7","","","","2"
"Sub-Tenant","2016","higher vocational","West Germany","13","","","","2"
"Tenant","2016","in school","West Germany","","","","","5"
"Tenant","2016","in school","East Germany","","","","","5"
"Tenant","2016","inadequately","West Germany","","","","","5"
"Tenant","2016","inadequately","East Germany","","","","","5"
"Tenant","2016","general elemantary","West Germany","","","","","5"
"Tenant","2016","general elemantary","East Germany","","","","","5"
"Tenant","2016","middle vocational","West Germany","","","","","5"
"Tenant","2016","middle vocational","East Germany","","","","","5"
"Tenant","2016","vocational + Abi","West Germany","","","","","5"
"Tenant","2016","vocational + Abi","East Germany","","","","","5"
"Tenant","2016","higher vocational","West Germany","","","","","5"
"Tenant","2016","higher vocational","East Germany","","","","","5"
"Tenant","2016","higher education","West Germany","","","","","5"
"Tenant","2016","higher education","East Germany","","","","","5"
"Main Tenant","2017","vocational + Abi","East Germany","204","0.578909638735097","0.526351342007258","0.631467935462936","1"
"Main Tenant","2017","higher vocational","West Germany","366","0.34133430587772","0.313870049820581","0.36879856193486","1"
"Main Tenant","2017","higher vocational","East Germany","162","0.456448214945956","0.407696250026282","0.50520017986563","1"
"Main Tenant","2017","higher education","West Germany","2476","0.437578735696907","0.42449536820767","0.450662103186143","1"
"Main Tenant","2017","higher education","East Germany","776","0.506598301448982","0.481505719338972","0.531690883558992","1"
"Main Tenant","2017","middle vocational","West Germany","4687","0.446437118868676","0.436530370638075","0.456343867099277","1"
"Main Tenant","2017","middle vocational","East Germany","1664","0.562954395276398","0.545061117662371","0.580847672890426","1"
"Main Tenant","2017","vocational + Abi","West Germany","1040","0.51109564267141","0.488937275560543","0.533254009782276","1"
"Main Tenant","2017","inadequately","East Germany","229","0.722067036672262","0.666535860090966","0.777598213253557","1"
"Main Tenant","2017","general elemantary","West Germany","1988","0.550615518688576","0.532752860060372","0.56847817731678","1"
"Main Tenant","2017","in school","West Germany","293","0.351212648637922","0.315281631997493","0.387143665278352","1"
"Main Tenant","2017","in school","East Germany","65","0.430576839285524","0.347662297696751","0.513491380874296","1"
"Main Tenant","2017","inadequately","West Germany","1074","0.813892135010723","0.791723547163157","0.83606072285829","1"
"Main Tenant","2017","general elemantary","East Germany","378","0.728085453186095","0.688486416620835","0.767684489751355","1"
"Nursing Home/Retirement Community","2017","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2017","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","inadequately","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2017","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","general elemantary","West Germany","11","","","","4"
"Nursing Home/Retirement Community","2017","general elemantary","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2017","middle vocational","West Germany","17","","","","4"
"Nursing Home/Retirement Community","2017","middle vocational","East Germany","6","","","","4"
"Nursing Home/Retirement Community","2017","vocational + Abi","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2017","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","higher vocational","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2017","higher vocational","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2017","higher education","West Germany","7","","","","4"
"Nursing Home/Retirement Community","2017","higher education","East Germany","5","","","","4"
"Owner","2017","vocational + Abi","West Germany","879","0.466423040365917","0.444309247265211","0.488536833466623","3"
"Owner","2017","vocational + Abi","East Germany","128","0.385383799566122","0.333575782425702","0.437191816706541","3"
"Owner","2017","higher vocational","West Germany","765","0.645929658718098","0.618229469508385","0.673629847927811","3"
"Owner","2017","higher vocational","East Germany","230","0.508701751033349","0.459771197464297","0.557632304602401","3"
"Owner","2017","higher education","West Germany","2947","0.539139919041106","0.525993851481793","0.552285986600419","3"
"Owner","2017","higher education","East Germany","718","0.452808281964371","0.427825539689996","0.477791024238745","3"
"Owner","2017","inadequately","East Germany","10","","","","3"
"Owner","2017","general elemantary","West Germany","912","0.41058077888682","0.392915345614991","0.428246212158649","3"
"Owner","2017","general elemantary","East Germany","91","0.223755051383536","0.186664521355092","0.260845581411981","3"
"Owner","2017","middle vocational","West Germany","4810","0.534077371261694","0.524136453348698","0.544018289174689","3"
"Owner","2017","middle vocational","East Germany","1196","0.398146662729787","0.380488041514347","0.415805283945228","3"
"Owner","2017","in school","West Germany","383","0.635535609390864","0.599308745441362","0.671762473340366","3"
"Owner","2017","in school","East Germany","69","0.546779276497038","0.463421003134211","0.630137549859866","3"
"Owner","2017","inadequately","West Germany","60","0.135423383948503","0.115932981209045","0.154913786687961","3"
"Sub-Tenant","2017","inadequately","East Germany","11","","","","2"
