"hlf0001_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2017","Not Working","1-pers.-HH","43","0.0245202700688674","0.0177217927922773","0.0313187473454576","4"
"Nursing Home/Retirement Community","2017","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2017","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2017","Full Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2017","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2017","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","1-pers.-HH","1","","","","4"
"Nursing Home/Retirement Community","2017","Not Working","(Married) couple without C. ","11","","","","4"
"Nursing Home/Retirement Community","2017","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2017","Part Time","Couple + C. LE and GT 16","485","0.629746393107038","0.595988968113813","0.663503818100262","3"
"Owner","2017","Not Working","1-pers.-HH","551","0.348526559972276","0.327580314047703","0.369472805896849","3"
"Owner","2017","Full Time","Single parent ","259","0.384025577201599","0.348816266846724","0.419234887556473","3"
"Owner","2017","Full Time","Couple + C. LE and GT 16","602","0.66942336665766","0.63904217629327","0.699804557022049","3"
"Owner","2017","Part Time","1-pers.-HH","168","0.236706760607069","0.208461895586814","0.264951625627323","3"
"Owner","2017","Part Time","(Married) couple without C. ","908","0.558663617362228","0.535101265469845","0.582225969254612","3"
"Owner","2017","Part Time","Single parent ","239","0.32688394904524","0.295570116162857","0.358197781927624","3"
"Owner","2017","Part Time","Couple + C. LE 16 ","1147","0.516537929526159","0.496159326302126","0.536916532750192","3"
"Owner","2017","Part Time","Couple + C. GT 16 ","732","0.729812979469949","0.703131168098753","0.756494790841145","3"
"Owner","2017","Not Working","(Married) couple without C. ","2271","0.630262717645752","0.614944499459779","0.645580935831725","3"
"Owner","2017","Not Working","Single parent ","202","0.278786986260647","0.250953440346944","0.306620532174351","3"
"Owner","2017","Full Time","(Married) couple without C. ","1382","0.512780881853335","0.494394618859571","0.531167144847099","3"
"Owner","2017","Full Time","Couple + C. LE 16 ","1595","0.571033660675412","0.552939136331905","0.589128185018919","3"
"Owner","2017","Not Working","Couple + C. LE 16 ","239","0.241692342323603","0.223485903718255","0.259898780928951","3"
"Owner","2017","Not Working","Couple + C. LE and GT 16","408","0.5723344118999","0.545241816658064","0.599427007141735","3"
"Owner","2017","Full Time","1-pers.-HH","303","0.230878364158284","0.208812641465894","0.252944086850674","3"
"Owner","2017","Not Working","Couple + C. GT 16 ","584","0.630210446852678","0.599986222026527","0.66043467167883","3"
"Owner","2017","Full Time","Couple + C. GT 16 ","991","0.733392028682301","0.710254130094041","0.756529927270561","3"
"Sub-Tenant","2017","Full Time","1-pers.-HH","70","0.0439383707823348","0.0332060426521595","0.0546706989125101","2"
"Sub-Tenant","2017","Full Time","(Married) couple without C. ","44","0.0176250483862917","0.0127847827799002","0.0224653139926832","2"
"Sub-Tenant","2017","Full Time","Couple + C. LE and GT 16","4","","","","2"
"Sub-Tenant","2017","Part Time","(Married) couple without C. ","24","","","","2"
"Sub-Tenant","2017","Not Working","1-pers.-HH","88","0.0340974034781432","0.0261198959611571","0.0420749109951293","2"
"Sub-Tenant","2017","Not Working","(Married) couple without C. ","51","0.0131829348748375","0.00956362974159345","0.0168022400080815","2"
"Sub-Tenant","2017","Full Time","Single parent ","","","","","2"
"Sub-Tenant","2017","Full Time","Couple + C. LE 16 ","33","0.0144882183542189","0.010119610012124","0.0188568266963139","2"
"Sub-Tenant","2017","Full Time","Couple + C. GT 16 ","9","","","","2"
"Sub-Tenant","2017","Part Time","1-pers.-HH","72","0.0695494429912444","0.0526457365121366","0.0864531494703522","2"
"Sub-Tenant","2017","Part Time","Single parent ","11","","","","2"
"Sub-Tenant","2017","Part Time","Couple + C. LE 16 ","27","","","","2"
"Sub-Tenant","2017","Part Time","Couple + C. GT 16 ","4","","","","2"
"Sub-Tenant","2017","Part Time","Couple + C. LE and GT 16","3","","","","2"
"Sub-Tenant","2017","Not Working","Single parent ","11","","","","2"
"Sub-Tenant","2017","Not Working","Couple + C. LE 16 ","56","0.0165896283725127","0.0111576684668062","0.0220215882782193","2"
"Sub-Tenant","2017","Not Working","Couple + C. LE and GT 16","23","","","","2"
"Sub-Tenant","2017","Not Working","Couple + C. GT 16 ","5","","","","2"
"Tenant","2017","Full Time","1-pers.-HH","","","","","5"
"Tenant","2017","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2017","Full Time","Single parent ","","","","","5"
"Tenant","2017","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2017","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2017","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2017","Part Time","1-pers.-HH","","","","","5"
"Tenant","2017","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2017","Part Time","Single parent ","","","","","5"
"Tenant","2017","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2017","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2017","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2017","Not Working","1-pers.-HH","","","","","5"
"Tenant","2017","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2017","Not Working","Single parent ","","","","","5"
"Tenant","2017","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2017","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2017","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2018","Full Time","1-pers.-HH","1130","0.753999632355004","0.731968414329855","0.776030850380154","1"
"Main Tenant","2018","Full Time","(Married) couple without C. ","1370","0.47089401916825","0.452183675763936","0.489604362572563","1"
"Main Tenant","2018","Full Time","Single parent ","478","0.610957330787715","0.575711440931932","0.646203220643499","1"
"Main Tenant","2018","Full Time","Couple + C. LE 16 ","1212","0.433475232241952","0.41471352786173","0.452236936622175","1"
"Main Tenant","2018","Full Time","Couple + C. GT 16 ","383","0.239732615181672","0.216605311176761","0.262859919186583","1"
"Main Tenant","2018","Full Time","Couple + C. LE and GT 16","311","0.317618169342158","0.286911399367757","0.348324939316558","1"
"Main Tenant","2018","Part Time","1-pers.-HH","758","0.723556075879783","0.695597763430342","0.751514388329224","1"
"Main Tenant","2018","Part Time","(Married) couple without C. ","788","0.429184821939674","0.405523763511959","0.452845880367388","1"
"Main Tenant","2018","Part Time","Single parent ","603","0.66153811870267","0.629671300347834","0.693404937057506","1"
"Main Tenant","2018","Part Time","Couple + C. LE 16 ","1147","0.446194166306063","0.425667983037203","0.466720349574923","1"
"Main Tenant","2018","Part Time","Couple + C. GT 16 ","324","0.273419146735368","0.246012388201007","0.300825905269729","1"
"Main Tenant","2018","Part Time","Couple + C. LE and GT 16","335","0.337286783369372","0.305122674562973","0.36945089217577","1"
"Main Tenant","2018","Not Working","(Married) couple without C. ","1489","0.360298939478657","0.344908590425134","0.375689288532179","1"
"Main Tenant","2018","Not Working","Single parent ","861","0.660575940680418","0.632230488737453","0.688921392623382","1"
"Main Tenant","2018","Not Working","Couple + C. LE 16 ","1957","0.715621709664762","0.696753882201116","0.734489537128408","1"
"Main Tenant","2018","Not Working","Couple + C. GT 16 ","389","0.329220748446165","0.298637905339993","0.359803591552337","1"
"Main Tenant","2018","Not Working","Couple + C. LE and GT 16","941","0.44306771558468","0.416530105358292","0.469605325811068","1"
"Main Tenant","2018","Not Working","1-pers.-HH","1449","0.577423449932053","0.5563764517027","0.598470448161406","1"
"Nursing Home/Retirement Community","2018","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2018","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2018","Full Time","1-pers.-HH","1","","","","4"
"Nursing Home/Retirement Community","2018","Full Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2018","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2018","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2018","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2018","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2018","Not Working","(Married) couple without C. ","15","","","","4"
"Nursing Home/Retirement Community","2018","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2018","Not Working","1-pers.-HH","36","0.0223430921314478","0.016045781245243","0.0286404030176527","4"
"Nursing Home/Retirement Community","2018","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2018","Part Time","Couple + C. LE and GT 16","489","0.658035129492779","0.625763244629029","0.690307014356529","3"
"Owner","2018","Full Time","Couple + C. LE and GT 16","567","0.67707286123369","0.646231203389714","0.707914519077666","3"
"Owner","2018","Part Time","1-pers.-HH","169","0.224555840569311","0.198469763418965","0.250641917719658","3"
"Owner","2018","Part Time","Single parent ","234","0.316073601353758","0.284762007007867","0.347385195699648","3"
"Owner","2018","Part Time","Couple + C. LE 16 ","1080","0.533752393144384","0.513153412921877","0.554351373366891","3"
"Owner","2018","Part Time","Couple + C. GT 16 ","689","0.722588444821647","0.695058266990908","0.750118622652385","3"
"Owner","2018","Not Working","1-pers.-HH","551","0.372689543004206","0.352087744910309","0.393291341098104","3"
"Owner","2018","Not Working","(Married) couple without C. ","2204","0.628308489467461","0.612816534448767","0.643800444486154","3"
"Owner","2018","Not Working","Single parent ","193","0.314415079711602","0.286622234404462","0.342207925018742","3"
"Owner","2018","Not Working","Couple + C. LE 16 ","197","0.257829100622857","0.239533366062811","0.276124835182903","3"
"Owner","2018","Not Working","Couple + C. GT 16 ","516","0.670703558952058","0.64011892610312","0.701288191800996","3"
"Owner","2018","Full Time","(Married) couple without C. ","1317","0.507700612793649","0.488960710281383","0.526440515305915","3"
"Owner","2018","Full Time","Single parent ","251","0.378335589600746","0.343274854096822","0.413396325104671","3"
"Owner","2018","Full Time","1-pers.-HH","291","0.214409514824835","0.193415031182969","0.235403998466701","3"
"Owner","2018","Full Time","Couple + C. LE 16 ","1448","0.558488537972074","0.539688496055679","0.577288579888469","3"
"Owner","2018","Full Time","Couple + C. GT 16 ","923","0.755754530211951","0.732479947357643","0.77902911306626","3"
"Owner","2018","Part Time","(Married) couple without C. ","860","0.550551432508427","0.526771907080845","0.574330957936009","3"
"Owner","2018","Not Working","Couple + C. LE and GT 16","388","0.550376316082316","0.523800903272605","0.576951728892028","3"
"Sub-Tenant","2018","Full Time","1-pers.-HH","46","0.0302740032219468","0.0215091528016699","0.0390388536422238","2"
"Sub-Tenant","2018","Full Time","(Married) couple without C. ","47","0.0214053680381013","0.0159802199161416","0.026830516160061","2"
"Sub-Tenant","2018","Full Time","Couple + C. LE and GT 16","5","","","","2"
"Sub-Tenant","2018","Full Time","Single parent ","6","","","","2"
"Sub-Tenant","2018","Full Time","Couple + C. LE 16 ","20","","","","2"
"Sub-Tenant","2018","Full Time","Couple + C. GT 16 ","3","","","","2"
"Sub-Tenant","2018","Part Time","1-pers.-HH","56","0.0518880835509058","0.0380226022344091","0.0657535648674024","2"
"Sub-Tenant","2018","Part Time","(Married) couple without C. ","32","0.019834019187958","0.0131687236396496","0.0264993147362665","2"
"Sub-Tenant","2018","Part Time","Single parent ","10","","","","2"
"Sub-Tenant","2018","Part Time","Couple + C. LE 16 ","26","","","","2"
"Sub-Tenant","2018","Part Time","Couple + C. GT 16 ","3","","","","2"
"Sub-Tenant","2018","Not Working","1-pers.-HH","80","0.0275439149322927","0.0205706190562077","0.0345172108083778","2"
"Sub-Tenant","2018","Not Working","(Married) couple without C. ","30","0.00703719565075353","0.00435744277575902","0.00971694852574803","2"
"Sub-Tenant","2018","Not Working","Single parent ","18","","","","2"
"Sub-Tenant","2018","Part Time","Couple + C. LE and GT 16","6","","","","2"
"Sub-Tenant","2018","Not Working","Couple + C. GT 16 ","2","","","","2"
"Sub-Tenant","2018","Not Working","Couple + C. LE and GT 16","17","","","","2"
"Sub-Tenant","2018","Not Working","Couple + C. LE 16 ","42","0.0265491897123807","0.0198253931618008","0.0332729862629606","2"
"Tenant","2018","Full Time","1-pers.-HH","","","","","5"
"Tenant","2018","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2018","Full Time","Single parent ","","","","","5"
"Tenant","2018","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2018","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2018","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2018","Part Time","1-pers.-HH","","","","","5"
"Tenant","2018","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2018","Part Time","Single parent ","","","","","5"
"Tenant","2018","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2018","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2018","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2018","Not Working","1-pers.-HH","","","","","5"
