"m11104","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","2013","Couple + C. GT 16 ","higher education","42","0.0605546811307027","0.0399352753388905","0.081174086922515"
"At least once a month","2013","Couple + C. LE and GT 16","in school","10","","",""
"At least once a month","2013","Couple + C. LE and GT 16","inadequately","3","","",""
"At least once a month","2013","Couple + C. LE and GT 16","general elemantary","12","","",""
"At least once a month","2013","Couple + C. LE and GT 16","middle vocational","36","0.0430998575623031","0.0292084024626382","0.056991312661968"
"At least once a month","2013","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"At least once a month","2013","Couple + C. LE and GT 16","higher vocational","7","","",""
"At least once a month","2013","Couple + C. LE and GT 16","higher education","18","","",""
"At lease once a week","2013","1-pers.-HH","in school","2","","",""
"At lease once a week","2013","1-pers.-HH","inadequately","11","","",""
"At lease once a week","2013","1-pers.-HH","general elemantary","127","0.273443797813067","0.232215674497961","0.314671921128173"
"At lease once a week","2013","1-pers.-HH","middle vocational","784","0.422627657781823","0.399762990200695","0.445492325362951"
"At lease once a week","2013","1-pers.-HH","vocational + Abi","110","0.521916247677951","0.454516345828456","0.589316149527445"
"At lease once a week","2013","1-pers.-HH","higher vocational","90","0.419360994157352","0.351646735594176","0.487075252720528"
"At lease once a week","2013","1-pers.-HH","higher education","514","0.651382878774714","0.618504995489469","0.684260762059959"
"At lease once a week","2013","(Married) couple without C. ","in school","3","","",""
"At lease once a week","2013","(Married) couple without C. ","inadequately","15","","",""
"At lease once a week","2013","(Married) couple without C. ","general elemantary","211","0.328585636986548","0.291820691846731","0.365350582126365"
"At lease once a week","2013","(Married) couple without C. ","middle vocational","1695","0.431866556765383","0.416366299678952","0.447366813851815"
"At lease once a week","2013","(Married) couple without C. ","vocational + Abi","171","0.500166762730579","0.44755857590691","0.552774949554248"
"At lease once a week","2013","(Married) couple without C. ","higher vocational","298","0.490844080510614","0.450876483977136","0.530811677044093"
"At lease once a week","2013","(Married) couple without C. ","higher education","1299","0.639093566894218","0.618196438928497","0.659990694859938"
"At lease once a week","2013","Single parent ","in school","84","0.703788007842652","0.622768346153671","0.784807669531633"
"At lease once a week","2013","Single parent ","inadequately","13","","",""
"At lease once a week","2013","Single parent ","general elemantary","146","0.388617886535655","0.34073014977096","0.43650562330035"
"At lease once a week","2013","Single parent ","middle vocational","507","0.411574027543959","0.384465799188475","0.438682255899443"
"At lease once a week","2013","Single parent ","vocational + Abi","122","0.635426392858039","0.570483429633102","0.700369356082976"
"At lease once a week","2013","Single parent ","higher vocational","45","0.461563143739601","0.356201674846217","0.566924612632986"
"At lease once a week","2013","Single parent ","higher education","258","0.690805496470792","0.643840921559489","0.737770071382095"
"At lease once a week","2013","Couple + C. LE 16 ","in school","","","",""
"At lease once a week","2013","Couple + C. LE 16 ","inadequately","16","","",""
"At lease once a week","2013","Couple + C. LE 16 ","general elemantary","113","0.283692534902945","0.242894864764406","0.324490205041484"
"At lease once a week","2013","Couple + C. LE 16 ","middle vocational","1086","0.398331085368142","0.38069794055388","0.415964230182404"
"At lease once a week","2013","Couple + C. LE 16 ","vocational + Abi","339","0.519461704625605","0.48220968378633","0.55671372546488"
"At lease once a week","2013","Couple + C. LE 16 ","higher vocational","218","0.530833147567331","0.484927846278832","0.57673844885583"
"At lease once a week","2013","Couple + C. LE 16 ","higher education","1032","0.623282013758524","0.600520602768537","0.646043424748512"
"At lease once a week","2013","Couple + C. GT 16 ","in school","103","0.942312431851266","0.901275411038403","0.983349452664128"
"At lease once a week","2013","Couple + C. GT 16 ","inadequately","4","","",""
"At lease once a week","2013","Couple + C. GT 16 ","general elemantary","111","0.491555405943195","0.43170201646277","0.551408795423621"
"At lease once a week","2013","Couple + C. GT 16 ","middle vocational","693","0.515818895056194","0.489724625974933","0.541913164137454"
"At lease once a week","2013","Couple + C. GT 16 ","vocational + Abi","91","0.630388970248874","0.553903465002002","0.706874475495746"
"At lease once a week","2013","Couple + C. GT 16 ","higher vocational","91","0.567361050964886","0.493956728678763","0.640765373251009"
"At lease once a week","2013","Couple + C. GT 16 ","higher education","306","0.637858884280172","0.596309197560152","0.679408571000192"
"At lease once a week","2013","Couple + C. LE and GT 16","in school","143","0.790493471522782","0.731369946259763","0.849616996785802"
"At lease once a week","2013","Couple + C. LE and GT 16","inadequately","2","","",""
"At lease once a week","2013","Couple + C. LE and GT 16","general elemantary","119","0.416401679093185","0.359269823822395","0.473533534363975"
"At lease once a week","2013","Couple + C. LE and GT 16","middle vocational","360","0.4485107940308","0.414491016404736","0.482530571656864"
"At lease once a week","2013","Couple + C. LE and GT 16","vocational + Abi","83","0.682841846467748","0.605477885829397","0.7602058071061"
"At lease once a week","2013","Couple + C. LE and GT 16","higher vocational","78","0.560790117480152","0.477380742971759","0.644199491988544"
"At lease once a week","2013","Couple + C. LE and GT 16","higher education","216","0.715661269780294","0.665526426272591","0.765796113287997"
"Almost never or never","2014","1-pers.-HH","in school","","","",""
"Almost never or never","2014","1-pers.-HH","inadequately","","","",""
"Almost never or never","2014","1-pers.-HH","general elemantary","","","",""
"Almost never or never","2014","1-pers.-HH","middle vocational","","","",""
"Almost never or never","2014","1-pers.-HH","vocational + Abi","","","",""
"Almost never or never","2014","1-pers.-HH","higher vocational","","","",""
"Almost never or never","2014","1-pers.-HH","higher education","","","",""
"Almost never or never","2014","(Married) couple without C. ","in school","","","",""
"Almost never or never","2014","(Married) couple without C. ","inadequately","","","",""
"Almost never or never","2014","(Married) couple without C. ","general elemantary","","","",""
"Almost never or never","2014","(Married) couple without C. ","middle vocational","","","",""
"Almost never or never","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Almost never or never","2014","(Married) couple without C. ","higher vocational","","","",""
"Almost never or never","2014","(Married) couple without C. ","higher education","","","",""
"Almost never or never","2014","Single parent ","in school","","","",""
"Almost never or never","2014","Single parent ","inadequately","","","",""
"Almost never or never","2014","Single parent ","general elemantary","","","",""
"Almost never or never","2014","Single parent ","middle vocational","","","",""
"Almost never or never","2014","Single parent ","vocational + Abi","","","",""
"Almost never or never","2014","Single parent ","higher vocational","","","",""
"Almost never or never","2014","Single parent ","higher education","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","in school","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","inadequately","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","higher education","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","in school","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","inadequately","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","higher education","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","in school","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","higher education","","","",""
"Several times a year","2014","1-pers.-HH","in school","","","",""
"Several times a year","2014","1-pers.-HH","inadequately","","","",""
"Several times a year","2014","1-pers.-HH","general elemantary","","","",""
"Several times a year","2014","1-pers.-HH","middle vocational","","","",""
