"m11104","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Several times a year","2018","Brandenburg","inadequately","4","","",""
"Several times a year","2018","Brandenburg","general elemantary","1","","",""
"Several times a year","2018","Brandenburg","middle vocational","2","","",""
"Several times a year","2018","Brandenburg","vocational + Abi","","","",""
"Several times a year","2018","Brandenburg","higher vocational","","","",""
"Several times a year","2018","Brandenburg","higher education","","","",""
"Several times a year","2018","Mecklenburg-Western Pomerania","in school","","","",""
"Several times a year","2018","Mecklenburg-Western Pomerania","inadequately","","","",""
"Several times a year","2018","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Several times a year","2018","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Several times a year","2018","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Several times a year","2018","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Several times a year","2018","Mecklenburg-Western Pomerania","higher education","4","","",""
"Several times a year","2018","Saxony","in school","","","",""
"Several times a year","2018","Saxony","inadequately","7","","",""
"Several times a year","2018","Saxony","general elemantary","5","","",""
"Several times a year","2018","Saxony","middle vocational","4","","",""
"Several times a year","2018","Saxony","vocational + Abi","1","","",""
"Several times a year","2018","Saxony","higher vocational","","","",""
"Several times a year","2018","Saxony","higher education","3","","",""
"Several times a year","2018","Saxony-Anhalt","in school","","","",""
"Several times a year","2018","Saxony-Anhalt","inadequately","5","","",""
"Several times a year","2018","Saxony-Anhalt","general elemantary","","","",""
"Several times a year","2018","Saxony-Anhalt","middle vocational","4","","",""
"Several times a year","2018","Saxony-Anhalt","vocational + Abi","","","",""
"Several times a year","2018","Saxony-Anhalt","higher vocational","","","",""
"Several times a year","2018","Saxony-Anhalt","higher education","1","","",""
"Several times a year","2018","Thuringia","in school","","","",""
"Several times a year","2018","Thuringia","inadequately","2","","",""
"Several times a year","2018","Thuringia","general elemantary","","","",""
"Several times a year","2018","Thuringia","middle vocational","","","",""
"Several times a year","2018","Thuringia","vocational + Abi","","","",""
"Several times a year","2018","Thuringia","higher vocational","","","",""
"Several times a year","2018","Thuringia","higher education","3","","",""
"At least once a month","2018","Schleswig-Holstein","in school","","","",""
"At least once a month","2018","Schleswig-Holstein","inadequately","4","","",""
"At least once a month","2018","Schleswig-Holstein","general elemantary","4","","",""
"At least once a month","2018","Schleswig-Holstein","middle vocational","","","",""
"At least once a month","2018","Schleswig-Holstein","vocational + Abi","","","",""
"At least once a month","2018","Schleswig-Holstein","higher vocational","","","",""
"At least once a month","2018","Schleswig-Holstein","higher education","4","","",""
"At least once a month","2018","Hamburg","in school","","","",""
"At least once a month","2018","Hamburg","inadequately","2","","",""
"At least once a month","2018","Hamburg","general elemantary","1","","",""
"At least once a month","2018","Hamburg","middle vocational","1","","",""
"At least once a month","2018","Hamburg","vocational + Abi","","","",""
"At least once a month","2018","Hamburg","higher vocational","","","",""
"At least once a month","2018","Hamburg","higher education","1","","",""
"At least once a month","2018","Lower Saxony","in school","","","",""
"At least once a month","2018","Lower Saxony","inadequately","7","","",""
"At least once a month","2018","Lower Saxony","general elemantary","6","","",""
"At least once a month","2018","Lower Saxony","middle vocational","3","","",""
"At least once a month","2018","Lower Saxony","vocational + Abi","","","",""
"At least once a month","2018","Lower Saxony","higher vocational","","","",""
"At least once a month","2018","Lower Saxony","higher education","6","","",""
"At least once a month","2018","Bremen","in school","","","",""
"At least once a month","2018","Bremen","inadequately","","","",""
"At least once a month","2018","Bremen","general elemantary","","","",""
"At least once a month","2018","Bremen","middle vocational","2","","",""
"At least once a month","2018","Bremen","vocational + Abi","","","",""
"At least once a month","2018","Bremen","higher vocational","","","",""
"At least once a month","2018","Bremen","higher education","","","",""
"At least once a month","2018","North Rhine-Westphalia","in school","","","",""
"At least once a month","2018","North Rhine-Westphalia","inadequately","17","","",""
"At least once a month","2018","North Rhine-Westphalia","general elemantary","8","","",""
"At least once a month","2018","North Rhine-Westphalia","middle vocational","13","","",""
"At least once a month","2018","North Rhine-Westphalia","vocational + Abi","1","","",""
"At least once a month","2018","North Rhine-Westphalia","higher vocational","","","",""
"At least once a month","2018","North Rhine-Westphalia","higher education","19","","",""
"At least once a month","2018","Hesse","in school","","","",""
"At least once a month","2018","Hesse","inadequately","5","","",""
"At least once a month","2018","Hesse","general elemantary","4","","",""
"At least once a month","2018","Hesse","middle vocational","7","","",""
"At least once a month","2018","Hesse","vocational + Abi","","","",""
"At least once a month","2018","Hesse","higher vocational","","","",""
"At least once a month","2018","Hesse","higher education","3","","",""
"At least once a month","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"At least once a month","2018","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"At least once a month","2018","Rhineland-Palatinate,Saarland","general elemantary","2","","",""
"At least once a month","2018","Rhineland-Palatinate,Saarland","middle vocational","2","","",""
"At least once a month","2018","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"At least once a month","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"At least once a month","2018","Rhineland-Palatinate,Saarland","higher education","5","","",""
"At least once a month","2018","Baden-Württemberg","in school","","","",""
"At least once a month","2018","Baden-Württemberg","inadequately","13","","",""
"At least once a month","2018","Baden-Württemberg","general elemantary","6","","",""
"At least once a month","2018","Baden-Württemberg","middle vocational","6","","",""
"At least once a month","2018","Baden-Württemberg","vocational + Abi","","","",""
"At least once a month","2018","Baden-Württemberg","higher vocational","","","",""
"At least once a month","2018","Baden-Württemberg","higher education","8","","",""
"At least once a month","2018","Bavaria","in school","","","",""
"At least once a month","2018","Bavaria","inadequately","7","","",""
"At least once a month","2018","Bavaria","general elemantary","3","","",""
"At least once a month","2018","Bavaria","middle vocational","5","","",""
"At least once a month","2018","Bavaria","vocational + Abi","","","",""
"At least once a month","2018","Bavaria","higher vocational","","","",""
"At least once a month","2018","Bavaria","higher education","6","","",""
"At least once a month","2018","Berlin","in school","","","",""
"At least once a month","2018","Berlin","inadequately","1","","",""
"At least once a month","2018","Berlin","general elemantary","2","","",""
"At least once a month","2018","Berlin","middle vocational","1","","",""
"At least once a month","2018","Berlin","vocational + Abi","","","",""
"At least once a month","2018","Berlin","higher vocational","","","",""
"At least once a month","2018","Berlin","higher education","","","",""
"At least once a month","2018","Brandenburg","in school","","","",""
"At least once a month","2018","Brandenburg","inadequately","3","","",""
"At least once a month","2018","Brandenburg","general elemantary","","","",""
"At least once a month","2018","Brandenburg","middle vocational","","","",""
"At least once a month","2018","Brandenburg","vocational + Abi","","","",""
"At least once a month","2018","Brandenburg","higher vocational","","","",""
"At least once a month","2018","Brandenburg","higher education","","","",""
"At least once a month","2018","Mecklenburg-Western Pomerania","in school","","","",""
"At least once a month","2018","Mecklenburg-Western Pomerania","inadequately","","","",""
"At least once a month","2018","Mecklenburg-Western Pomerania","general elemantary","","","",""
"At least once a month","2018","Mecklenburg-Western Pomerania","middle vocational","","","",""
"At least once a month","2018","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"At least once a month","2018","Mecklenburg-Western Pomerania","higher vocational","","","",""
"At least once a month","2018","Mecklenburg-Western Pomerania","higher education","","","",""
"At least once a month","2018","Saxony","in school","","","",""
"At least once a month","2018","Saxony","inadequately","","","",""
"At least once a month","2018","Saxony","general elemantary","1","","",""
"At least once a month","2018","Saxony","middle vocational","","","",""
"At least once a month","2018","Saxony","vocational + Abi","","","",""
