"plh0204_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","higher vocational","1","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","higher education","2","","",""
"1","2014","lower secondary degree","in school","","","",""
"1","2014","lower secondary degree","inadequately","","","",""
"1","2014","lower secondary degree","general elemantary","126","0.0976486553428983","0.0831670304395721","0.112130280246224"
"1","2014","lower secondary degree","middle vocational","246","0.0575469016686588","0.0509178109905847","0.0641759923467328"
"1","2014","lower secondary degree","vocational + Abi","","","",""
"1","2014","lower secondary degree","higher vocational","15","","",""
"1","2014","lower secondary degree","higher education","2","","",""
"1","2014","secondary school degree","in school","","","",""
"1","2014","secondary school degree","inadequately","","","",""
"1","2014","secondary school degree","general elemantary","27","","",""
"1","2014","secondary school degree","middle vocational","227","0.0451367582099576","0.0395794951252716","0.0506940212946436"
"1","2014","secondary school degree","vocational + Abi","1","","",""
"1","2014","secondary school degree","higher vocational","26","","",""
"1","2014","secondary school degree","higher education","18","","",""
"1","2014","college entrance qualification","in school","","","",""
"1","2014","college entrance qualification","inadequately","","","",""
"1","2014","college entrance qualification","general elemantary","","","",""
"1","2014","college entrance qualification","middle vocational","23","","",""
"1","2014","college entrance qualification","vocational + Abi","54","0.0268696242458047","0.018729804241137","0.0350094442504725"
"1","2014","college entrance qualification","higher vocational","6","","",""
"1","2014","college entrance qualification","higher education","144","0.0302715019080367","0.0252136121190266","0.0353293916970468"
"1","2014","Other degree","in school","","","",""
"1","2014","Other degree","inadequately","","","",""
"1","2014","Other degree","general elemantary","53","0.0812137949663337","0.0605452946300321","0.101882295302635"
"1","2014","Other degree","middle vocational","84","0.0805618748555855","0.0644711621322755","0.0966525875788954"
"1","2014","Other degree","vocational + Abi","37","0.0772082546234402","0.0537885433768727","0.100627965870008"
"1","2014","Other degree","higher vocational","3","","",""
"1","2014","Other degree","higher education","46","0.0665732743383655","0.050205134994653","0.082941413682078"
"1","2014","no degree/no degree yet","in school","8","","",""
"1","2014","no degree/no degree yet","inadequately","34","0.0581133547895846","0.036127631596319","0.0800990779828502"
"1","2014","no degree/no degree yet","general elemantary","","","",""
"1","2014","no degree/no degree yet","middle vocational","7","","",""
"1","2014","no degree/no degree yet","vocational + Abi","","","",""
"1","2014","no degree/no degree yet","higher vocational","","","",""
"1","2014","no degree/no degree yet","higher education","1","","",""
"2","2014","lower secondary degree","in school","","","",""
"2","2014","lower secondary degree","inadequately","","","",""
"2","2014","lower secondary degree","general elemantary","168","0.117924800741146","0.102190345653809","0.133659255828483"
"2","2014","lower secondary degree","middle vocational","517","0.114388780397337","0.105328818251775","0.123448742542899"
"2","2014","lower secondary degree","vocational + Abi","1","","",""
"2","2014","lower secondary degree","higher vocational","34","0.106859292192779","0.0755914043226115","0.138127180062946"
"2","2014","lower secondary degree","higher education","11","","",""
"2","2014","secondary school degree","in school","","","",""
"2","2014","secondary school degree","inadequately","","","",""
"2","2014","secondary school degree","general elemantary","53","0.0584672509646633","0.0423095474758165","0.07462495445351"
"2","2014","secondary school degree","middle vocational","536","0.0932928568723852","0.0855074215302987","0.101078292214472"
"2","2014","secondary school degree","vocational + Abi","3","","",""
"2","2014","secondary school degree","higher vocational","79","0.0952918795130003","0.0733837279701661","0.117200031055834"
"2","2014","secondary school degree","higher education","48","0.0584014194888208","0.0404291130090131","0.0763737259686284"
"2","2014","college entrance qualification","in school","","","",""
"2","2014","college entrance qualification","inadequately","","","",""
"2","2014","college entrance qualification","general elemantary","","","",""
"2","2014","college entrance qualification","middle vocational","78","0.0590381714169251","0.0447614921811309","0.0733148506527194"
"2","2014","college entrance qualification","vocational + Abi","167","0.100401086722743","0.0852727160067737","0.115529457438712"
"2","2014","college entrance qualification","higher vocational","42","0.0759432526280205","0.0509628096270563","0.100923695628985"
"2","2014","college entrance qualification","higher education","395","0.0856931881372165","0.0774300231136553","0.0939563531607776"
"2","2014","Other degree","in school","","","",""
"2","2014","Other degree","inadequately","5","","",""
"2","2014","Other degree","general elemantary","98","0.153167006857468","0.125916892525667","0.180417121189268"
"2","2014","Other degree","middle vocational","108","0.0912886907638359","0.0742604139846867","0.108316967542985"
"2","2014","Other degree","vocational + Abi","57","0.104236628011031","0.0774261445722805","0.131047111449782"
"2","2014","Other degree","higher vocational","10","","",""
"2","2014","Other degree","higher education","75","0.0730737220673777","0.0559848872951193","0.0901625568396362"
"2","2014","no degree/no degree yet","in school","22","","",""
"2","2014","no degree/no degree yet","inadequately","54","0.12205639406141","0.0912942189282431","0.152818569194577"
"2","2014","no degree/no degree yet","general elemantary","","","",""
"2","2014","no degree/no degree yet","middle vocational","11","","",""
"2","2014","no degree/no degree yet","vocational + Abi","","","",""
"2","2014","no degree/no degree yet","higher vocational","2","","",""
"2","2014","no degree/no degree yet","higher education","","","",""
"3","2014","lower secondary degree","in school","","","",""
"3","2014","lower secondary degree","inadequately","","","",""
"3","2014","lower secondary degree","general elemantary","156","0.0856973454013581","0.0720412984649522","0.099353392337764"
"3","2014","lower secondary degree","middle vocational","566","0.121301444018974","0.112008227511983","0.130594660525964"
"3","2014","lower secondary degree","vocational + Abi","1","","",""
"3","2014","lower secondary degree","higher vocational","33","0.106973081112203","0.0756905428323031","0.138255619392103"
"3","2014","lower secondary degree","higher education","17","","",""
"3","2014","secondary school degree","in school","","","",""
"3","2014","secondary school degree","inadequately","","","",""
"3","2014","secondary school degree","general elemantary","78","0.116733751404944","0.0946206518818029","0.138846850928086"
"3","2014","secondary school degree","middle vocational","672","0.121792428523315","0.113037876635632","0.130546980410999"
"3","2014","secondary school degree","vocational + Abi","4","","",""
"3","2014","secondary school degree","higher vocational","76","0.104234896830362","0.0814352990326774","0.127034494628047"
"3","2014","secondary school degree","higher education","83","0.106109715831171","0.0825060802428111","0.129713351419532"
"3","2014","college entrance qualification","in school","","","",""
"3","2014","college entrance qualification","inadequately","","","",""
"3","2014","college entrance qualification","general elemantary","","","",""
"3","2014","college entrance qualification","middle vocational","111","0.102105285500377","0.0837647686732171","0.120445802327536"
"3","2014","college entrance qualification","vocational + Abi","202","0.13394816003701","0.116803107868901","0.15109321220512"
