"plh0204_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"8","2016","college entrance qualification","(2c_voc) vocational maturity certificate","158","0.080205722998608","0.0675843050728081","0.0928271409244079"
"8","2016","college entrance qualification","(3a) lower tertiary education","114","0.0961991265024696","0.0797540251319117","0.112644227873028"
"8","2016","college entrance qualification","(3b) higher tertiary education","250","0.0888311088230261","0.0783751159519552","0.0992871016940969"
"8","2016","Other degree","(0) in school","","","",""
"8","2016","Other degree","(1a) inadequately completed","","","",""
"8","2016","Other degree","(1b) general elementary school","131","0.0786321279957243","0.0642686814371103","0.0929955745543384"
"8","2016","Other degree","(1c) basic vocational qualification","76","0.0982774745390392","0.0779885610900907","0.118566387987988"
"8","2016","Other degree","(2b) intermediate general qualification","","","",""
"8","2016","Other degree","(2a) intermediate vocational","","","",""
"8","2016","Other degree","(2c_gen) general maturity certificate","102","0.114047736622989","0.0935299208102979","0.134565552435681"
"8","2016","Other degree","(2c_voc) vocational maturity certificate","72","0.0773817853772269","0.0582463844000578","0.096517186354396"
"8","2016","Other degree","(3a) lower tertiary education","5","","",""
"8","2016","Other degree","(3b) higher tertiary education","199","0.132191721319046","0.116048495923616","0.148334946714475"
"8","2016","no degree/no degree yet","(0) in school","70","0.196279799755631","0.155364658887491","0.23719494062377"
"8","2016","no degree/no degree yet","(1a) inadequately completed","148","0.110157703792459","0.0964053694971237","0.123910038087795"
"8","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"8","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"8","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"8","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"8","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"8","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"8","2016","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"8","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"9","2016","lower secondary degree","(0) in school","","","",""
"9","2016","lower secondary degree","(1a) inadequately completed","","","",""
"9","2016","lower secondary degree","(1b) general elementary school","58","0.0316818716886854","0.0224608101045024","0.0409029332728685"
"9","2016","lower secondary degree","(1c) basic vocational qualification","113","0.0201640283541434","0.0159884263556974","0.0243396303525894"
"9","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"9","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"9","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"9","2016","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"9","2016","lower secondary degree","(3a) lower tertiary education","3","","",""
"9","2016","lower secondary degree","(3b) higher tertiary education","3","","",""
"9","2016","secondary school degree","(0) in school","","","",""
"9","2016","secondary school degree","(1a) inadequately completed","","","",""
"9","2016","secondary school degree","(1b) general elementary school","","","",""
"9","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"9","2016","secondary school degree","(2b) intermediate general qualification","31","0.0260173163913572","0.0143328147721845","0.0377018180105299"
"9","2016","secondary school degree","(2a) intermediate vocational","138","0.0270460919970416","0.0226923700105491","0.0313998139835341"
"9","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"9","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"9","2016","secondary school degree","(3a) lower tertiary education","10","","",""
"9","2016","secondary school degree","(3b) higher tertiary education","6","","",""
"9","2016","college entrance qualification","(0) in school","","","",""
"9","2016","college entrance qualification","(1a) inadequately completed","","","",""
"9","2016","college entrance qualification","(1b) general elementary school","","","",""
"9","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"9","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"9","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"9","2016","college entrance qualification","(2c_gen) general maturity certificate","37","0.0374835455746573","0.0255364348299615","0.0494306563193531"
"9","2016","college entrance qualification","(2c_voc) vocational maturity certificate","47","0.0243079650555454","0.0171516278136754","0.0314643022974154"
"9","2016","college entrance qualification","(3a) lower tertiary education","33","0.0361406324548199","0.0257313852466041","0.0465498796630356"
"9","2016","college entrance qualification","(3b) higher tertiary education","57","0.0178749056027808","0.0130053584289532","0.0227444527766085"
"9","2016","Other degree","(0) in school","","","",""
"9","2016","Other degree","(1a) inadequately completed","","","",""
"9","2016","Other degree","(1b) general elementary school","38","0.0606932323046005","0.0479518667652977","0.0734345978439034"
"9","2016","Other degree","(1c) basic vocational qualification","32","0.0394158851021268","0.0261542010161772","0.0526775691880764"
"9","2016","Other degree","(2b) intermediate general qualification","","","",""
"9","2016","Other degree","(2a) intermediate vocational","","","",""
"9","2016","Other degree","(2c_gen) general maturity certificate","39","0.0356451507900551","0.0236777098485676","0.0476125917315427"
"9","2016","Other degree","(2c_voc) vocational maturity certificate","24","","",""
"9","2016","Other degree","(3a) lower tertiary education","3","","",""
"9","2016","Other degree","(3b) higher tertiary education","77","0.0505666764783031","0.0401233049694622","0.0610100479871441"
"9","2016","no degree/no degree yet","(0) in school","23","","",""
"9","2016","no degree/no degree yet","(1a) inadequately completed","50","0.0227707486122516","0.0162183645620906","0.0293231326624126"
"9","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"9","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"9","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"9","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"9","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"9","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"9","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"9","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"10 Very willing to take risks","2016","lower secondary degree","(0) in school","","","",""
"10 Very willing to take risks","2016","lower secondary degree","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2016","lower secondary degree","(1b) general elementary school","69","0.0343489089125481","0.0247607976108589","0.0439370202142373"
"10 Very willing to take risks","2016","lower secondary degree","(1c) basic vocational qualification","83","0.0181283564052762","0.0141650255187556","0.0220916872917968"
"10 Very willing to take risks","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"10 Very willing to take risks","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"10 Very willing to take risks","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"10 Very willing to take risks","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"10 Very willing to take risks","2016","secondary school degree","(0) in school","","","",""
"10 Very willing to take risks","2016","secondary school degree","(1a) inadequately completed","","","",""
