"plh0204_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","161","0.170109339592006","0.146856706314285","0.193361972869728"
"7","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"7","2015","Couple + C. LE 16 ","(2a) intermediate vocational","215","0.134599755527828","0.1178870224336","0.151312488622056"
"7","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","43","0.0940717092818368","0.063487976001658","0.124655442562016"
"7","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","123","0.146942277403113","0.123913665567626","0.169970889238601"
"7","2015","Couple + C. LE 16 ","(3a) lower tertiary education","81","0.160703115978826","0.128317320361878","0.193088911595775"
"7","2015","Couple + C. LE 16 ","(3b) higher tertiary education","224","0.168532616423626","0.149525355035673","0.187539877811578"
"7","2015","Couple + C. GT 16 ","(0) in school","16","","",""
"7","2015","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"7","2015","Couple + C. GT 16 ","(1b) general elementary school","22","","",""
"7","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","75","0.147813448939414","0.118651518405828","0.176975379472999"
"7","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","22","","",""
"7","2015","Couple + C. GT 16 ","(2a) intermediate vocational","98","0.150465305710469","0.123291778543415","0.177638832877524"
"7","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","38","0.132602238942989","0.0928781768312592","0.172326301054719"
"7","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","44","0.158865960424015","0.115018899183675","0.202713021664355"
"7","2015","Couple + C. GT 16 ","(3a) lower tertiary education","28","","",""
"7","2015","Couple + C. GT 16 ","(3b) higher tertiary education","51","0.134155930632018","0.0978218209958269","0.17049004026821"
"7","2015","Couple + C. LE and GT 16","(0) in school","28","","",""
"7","2015","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"7","2015","Couple + C. LE and GT 16","(1b) general elementary school","27","","",""
"7","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","51","0.175304738798001","0.13364498688214","0.216964490713862"
"7","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","21","","",""
"7","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","50","0.115562156478884","0.0839141371788469","0.147210175778922"
"7","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","38","0.203556778362116","0.151856804310697","0.255256752413534"
"7","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","39","0.163148379581882","0.114974737182249","0.211322021981516"
"7","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","16","","",""
"7","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","39","0.200372082006858","0.147717740788686","0.25302642322503"
"8","2015","1-pers.-HH","(0) in school","","","",""
"8","2015","1-pers.-HH","(1a) inadequately completed","5","","",""
"8","2015","1-pers.-HH","(1b) general elementary school","34","0.100652539822445","0.0708686660345349","0.130436413610356"
"8","2015","1-pers.-HH","(1c) basic vocational qualification","67","0.0503271009342053","0.0363216161547272","0.0643325857136833"
"8","2015","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"8","2015","1-pers.-HH","(2a) intermediate vocational","62","0.0896044188897627","0.0688855307670815","0.110323307012444"
"8","2015","1-pers.-HH","(2c_gen) general maturity certificate","18","","",""
"8","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","32","0.0986107599289577","0.0650412412490617","0.132180278608854"
"8","2015","1-pers.-HH","(3a) lower tertiary education","30","0.0941639403785802","0.0611152253670461","0.127212655390114"
"8","2015","1-pers.-HH","(3b) higher tertiary education","67","0.116234951095264","0.0910875808569236","0.141382321333605"
"8","2015","(Married) couple without C. ","(0) in school","1","","",""
"8","2015","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"8","2015","(Married) couple without C. ","(1b) general elementary school","38","0.0680975154489873","0.0468895349201077","0.0893054959778669"
"8","2015","(Married) couple without C. ","(1c) basic vocational qualification","166","0.0811185166885064","0.0697946830652053","0.0924423503118075"
"8","2015","(Married) couple without C. ","(2b) intermediate general qualification","12","","",""
"8","2015","(Married) couple without C. ","(2a) intermediate vocational","159","0.105515872408497","0.0911138794861991","0.119917865330794"
"8","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","17","","",""
"8","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","61","0.0896925002216872","0.0672549109800576","0.112130089463317"
"8","2015","(Married) couple without C. ","(3a) lower tertiary education","67","0.101187347149219","0.0793850569885603","0.122989637309877"
"8","2015","(Married) couple without C. ","(3b) higher tertiary education","158","0.0934913658415585","0.0787931984318739","0.108189533251243"
"8","2015","Single parent ","(0) in school","16","","",""
"8","2015","Single parent ","(1a) inadequately completed","11","","",""
"8","2015","Single parent ","(1b) general elementary school","23","","",""
"8","2015","Single parent ","(1c) basic vocational qualification","40","0.0910851882199792","0.0616477150030269","0.120522661436932"
"8","2015","Single parent ","(2b) intermediate general qualification","24","","",""
"8","2015","Single parent ","(2a) intermediate vocational","54","0.092640860348989","0.0685200164346985","0.116761704263279"
"8","2015","Single parent ","(2c_gen) general maturity certificate","23","","",""
"8","2015","Single parent ","(2c_voc) vocational maturity certificate","17","","",""
"8","2015","Single parent ","(3a) lower tertiary education","14","","",""
"8","2015","Single parent ","(3b) higher tertiary education","23","","",""
"8","2015","Couple + C. LE 16 ","(0) in school","","","",""
"8","2015","Couple + C. LE 16 ","(1a) inadequately completed","16","","",""
"8","2015","Couple + C. LE 16 ","(1b) general elementary school","58","0.0976686497795176","0.0723230018070047","0.123014297752031"
"8","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","109","0.127045284366198","0.106435532787393","0.147655035945003"
"8","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","17","","",""
"8","2015","Couple + C. LE 16 ","(2a) intermediate vocational","164","0.0961769998372313","0.0817394285260432","0.110614571148419"
"8","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","42","0.119268500735846","0.0853138933284715","0.15322310814322"
"8","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","73","0.0809147948908139","0.0631771064175063","0.0986524833641215"
"8","2015","Couple + C. LE 16 ","(3a) lower tertiary education","43","0.0621874453926605","0.0408916435951223","0.0834832471901987"
"8","2015","Couple + C. LE 16 ","(3b) higher tertiary education","140","0.0951056843787362","0.0802101144599478","0.110001254297525"
"8","2015","Couple + C. GT 16 ","(0) in school","18","","",""
"8","2015","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"8","2015","Couple + C. GT 16 ","(1b) general elementary school","35","0.204712242500819","0.149069764508082","0.260354720493555"
"8","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","63","0.0914400894069856","0.0677570703821714","0.1151231084318"
"8","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","20","","",""
"8","2015","Couple + C. GT 16 ","(2a) intermediate vocational","57","0.0836190250243376","0.0625798914831728","0.104658158565502"
"8","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","35","0.119144904068478","0.0811995117913584","0.157090296345599"
"8","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","23","","",""
"8","2015","Couple + C. GT 16 ","(3a) lower tertiary education","23","","",""
"8","2015","Couple + C. GT 16 ","(3b) higher tertiary education","29","","",""
"8","2015","Couple + C. LE and GT 16","(0) in school","25","","",""
"8","2015","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"8","2015","Couple + C. LE and GT 16","(1b) general elementary school","29","","",""
"8","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","35","0.0920780331995462","0.060398747484474","0.123757318914618"
"8","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","24","","",""
"8","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","39","0.0999807377224177","0.0702853412434773","0.129676134201358"
"8","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","28","","",""
"8","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","24","","",""
"8","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","11","","",""
"8","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","21","","",""
"9","2015","1-pers.-HH","(0) in school","1","","",""
"9","2015","1-pers.-HH","(1a) inadequately completed","2","","",""
"9","2015","1-pers.-HH","(1b) general elementary school","6","","",""
"9","2015","1-pers.-HH","(1c) basic vocational qualification","17","","",""
"9","2015","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"9","2015","1-pers.-HH","(2a) intermediate vocational","18","","",""
"9","2015","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"9","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","10","","",""
"9","2015","1-pers.-HH","(3a) lower tertiary education","3","","",""
"9","2015","1-pers.-HH","(3b) higher tertiary education","14","","",""
"9","2015","(Married) couple without C. ","(0) in school","","","",""
"9","2015","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"9","2015","(Married) couple without C. ","(1b) general elementary school","10","","",""
"9","2015","(Married) couple without C. ","(1c) basic vocational qualification","45","0.0180103703614835","0.012494443461749","0.0235262972612181"
"9","2015","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"9","2015","(Married) couple without C. ","(2a) intermediate vocational","52","0.0356077076915522","0.0269205790987609","0.0442948362843435"
"9","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"9","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"9","2015","(Married) couple without C. ","(3a) lower tertiary education","16","","",""
"9","2015","(Married) couple without C. ","(3b) higher tertiary education","33","0.0142560027834463","0.00827088886331306","0.0202411167035795"
"9","2015","Single parent ","(0) in school","4","","",""
"9","2015","Single parent ","(1a) inadequately completed","3","","",""
"9","2015","Single parent ","(1b) general elementary school","18","","",""
"9","2015","Single parent ","(1c) basic vocational qualification","15","","",""
"9","2015","Single parent ","(2b) intermediate general qualification","4","","",""
"9","2015","Single parent ","(2a) intermediate vocational","17","","",""
"9","2015","Single parent ","(2c_gen) general maturity certificate","13","","",""
"9","2015","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"9","2015","Single parent ","(3a) lower tertiary education","2","","",""
"9","2015","Single parent ","(3b) higher tertiary education","7","","",""
"9","2015","Couple + C. LE 16 ","(0) in school","","","",""
"9","2015","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"9","2015","Couple + C. LE 16 ","(1b) general elementary school","19","","",""
"9","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","48","0.0387890689712826","0.0268392410116623","0.0507388969309029"
"9","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"9","2015","Couple + C. LE 16 ","(2a) intermediate vocational","42","0.0226142847796616","0.0153341191949652","0.029894450364358"
"9","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"9","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","34","0.0297564721164292","0.018704589482087","0.0408083547507714"
"9","2015","Couple + C. LE 16 ","(3a) lower tertiary education","8","","",""
"9","2015","Couple + C. LE 16 ","(3b) higher tertiary education","28","","",""
