"plh0204_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"6","2015","secondary school degree","Male","418","0.146254362566022","0.133479184524443","0.1590295406076"
"6","2015","secondary school degree","Female","471","0.111329389316618","0.101895093799952","0.120763684833284"
"6","2015","college entrance qualification","Male","554","0.170094365804098","0.157589821567317","0.18259891004088"
"6","2015","college entrance qualification","Female","503","0.156633140298817","0.145001936854714","0.16826434374292"
"6","2015","Other degree","Male","196","0.090756595618557","0.0778365279977951","0.103676663239319"
"6","2015","Other degree","Female","183","0.0746132608434579","0.0636778031126124","0.0855487185743034"
"6","2015","no degree/no degree yet","Male","47","0.114359761262345","0.0842446317574674","0.144474890767223"
"6","2015","no degree/no degree yet","Female","64","0.126353390141384","0.0985104063061463","0.154196373976622"
"7","2015","lower secondary degree","Male","505","0.151760859717773","0.139259164791291","0.164262554644255"
"7","2015","lower secondary degree","Female","300","0.0901540472794947","0.0802892942538983","0.100018800305091"
"7","2015","secondary school degree","Male","485","0.164815379163484","0.151401993574991","0.178228764751978"
"7","2015","secondary school degree","Female","505","0.114514659192587","0.104963515389683","0.124065802995492"
"7","2015","college entrance qualification","Male","635","0.182615173001892","0.169756674399534","0.19547367160425"
"7","2015","college entrance qualification","Female","502","0.124138050724293","0.113585806127377","0.134690295321209"
"7","2015","Other degree","Male","254","0.131598053979558","0.116393603228007","0.146802504731109"
"7","2015","Other degree","Female","231","0.107495155745291","0.0946047360467698","0.120385575443812"
"7","2015","no degree/no degree yet","Male","68","0.136389318996776","0.103912863206236","0.168865774787316"
"7","2015","no degree/no degree yet","Female","47","0.0908357583910398","0.0667531222449039","0.114918394537176"
"8","2015","lower secondary degree","Male","381","0.110914597327644","0.0999726165629099","0.121856578092379"
"8","2015","lower secondary degree","Female","236","0.0609575147177355","0.0527167803423696","0.0691982490931015"
"8","2015","secondary school degree","Male","397","0.134590390498204","0.122251782089259","0.146928998907148"
"8","2015","secondary school degree","Female","329","0.0716985233067878","0.0639604332514029","0.0794366133621727"
"8","2015","college entrance qualification","Male","415","0.120912064697689","0.110061320503181","0.131762808892197"
"8","2015","college entrance qualification","Female","260","0.0640974159833741","0.0562593278404958","0.0719355041262523"
"8","2015","Other degree","Male","196","0.0877161251805834","0.074993101742118","0.100439148619049"
"8","2015","Other degree","Female","201","0.0997860384671472","0.0873129189752402","0.112259157959054"
"8","2015","no degree/no degree yet","Male","66","0.146013972938134","0.112598929015611","0.179429016860658"
"8","2015","no degree/no degree yet","Female","52","0.104279251124916","0.0786674750011128","0.129891027248719"
"9","2015","lower secondary degree","Male","122","0.0294886903796812","0.0235940421013594","0.035383338658003"
"9","2015","lower secondary degree","Female","62","0.0158295866051209","0.0115304662062476","0.0201287070039943"
"9","2015","secondary school degree","Male","122","0.0387417370910762","0.0317649111900538","0.0457185629920987"
"9","2015","secondary school degree","Female","89","0.0181043125546729","0.0141052532082298","0.022103371901116"
"9","2015","college entrance qualification","Male","103","0.0332015892351331","0.0272387109213729","0.0391644675488933"
"9","2015","college entrance qualification","Female","73","0.0155295478248393","0.011572645708153","0.0194864499415256"
"9","2015","Other degree","Male","85","0.043025191588337","0.0338988384851388","0.0521515446915353"
"9","2015","Other degree","Female","65","0.0199651263699972","0.0141437709357888","0.0257864818042055"
"9","2015","no degree/no degree yet","Male","25","","",""
"9","2015","no degree/no degree yet","Female","9","","",""
"10 Very willing to take risks","2015","lower secondary degree","Male","97","0.0226346786187448","0.0174521049691177","0.0278172522683719"
"10 Very willing to take risks","2015","lower secondary degree","Female","69","0.0159062696731647","0.0115969166618581","0.0202156226844713"
"10 Very willing to take risks","2015","secondary school degree","Male","72","0.0181839330802643","0.0133532641113556","0.0230146020491729"
"10 Very willing to take risks","2015","secondary school degree","Female","52","0.0118218539447043","0.00857999159404304","0.0150637162953655"
"10 Very willing to take risks","2015","college entrance qualification","Male","40","0.00896641435312509","0.00582907039003497","0.0121037583162152"
"10 Very willing to take risks","2015","college entrance qualification","Female","30","0.00988810967162007","0.00672165457074763","0.0130545647724925"
"10 Very willing to take risks","2015","Other degree","Male","81","0.0356251966289002","0.027288631045251","0.0439617622125494"
"10 Very willing to take risks","2015","Other degree","Female","61","0.0238623864709712","0.0175108355884117","0.0302139373535306"
"10 Very willing to take risks","2015","no degree/no degree yet","Male","22","","",""
"10 Very willing to take risks","2015","no degree/no degree yet","Female","18","","",""
"0 Not at all Willing to take risks","2016","lower secondary degree","Male","120","0.0457058394035355","0.0381282263400415","0.0532834524670295"
"0 Not at all Willing to take risks","2016","lower secondary degree","Female","242","0.0931330055676666","0.0826776272967321","0.103588383838601"
"0 Not at all Willing to take risks","2016","secondary school degree","Male","56","0.0179949498677775","0.0129854238392627","0.0230044758962924"
"0 Not at all Willing to take risks","2016","secondary school degree","Female","145","0.0423454866938458","0.0360655171508223","0.0486254562368692"
"0 Not at all Willing to take risks","2016","college entrance qualification","Male","43","0.0153566559592566","0.011136189106151","0.0195771228123623"
"0 Not at all Willing to take risks","2016","college entrance qualification","Female","89","0.0245784597799798","0.0194979280134032","0.0296589915465564"
"0 Not at all Willing to take risks","2016","Other degree","Male","370","0.0570170222847946","0.0486848393037554","0.0653492052658337"
"0 Not at all Willing to take risks","2016","Other degree","Female","363","0.108796483816345","0.0968205884835573","0.120772379149133"
"0 Not at all Willing to take risks","2016","no degree/no degree yet","Male","246","0.057550845115828","0.0447573647603484","0.0703443254713076"
"0 Not at all Willing to take risks","2016","no degree/no degree yet","Female","237","0.100315769057239","0.0824974623751526","0.118134075739325"
"1","2016","lower secondary degree","Male","111","0.0471506612089748","0.0394600393254141","0.0548412830925355"
"1","2016","lower secondary degree","Female","217","0.0745456604513861","0.0650962475956529","0.0839950733071192"
"1","2016","secondary school degree","Male","66","0.0301551873208962","0.023710577997856","0.0365997966439364"
"1","2016","secondary school degree","Female","229","0.0661652257933566","0.0584134810442689","0.0739169705424443"
"1","2016","college entrance qualification","Male","63","0.0174878624674599","0.0129889243629973","0.0219868005719226"
"1","2016","college entrance qualification","Female","157","0.0428846332539036","0.0362369753377913","0.0495322911700159"
"1","2016","Other degree","Male","138","0.0574827777798","0.049118698770158","0.065846856789442"
"1","2016","Other degree","Female","189","0.0932481424368162","0.082064676024668","0.104431608848964"
"1","2016","no degree/no degree yet","Male","61","0.0413194784705132","0.0303862542052865","0.05225270273574"
"1","2016","no degree/no degree yet","Female","64","0.0624266738734533","0.0480775795146929","0.0767757682322136"
"2","2016","lower secondary degree","Male","255","0.0957407354399198","0.0850649383597347","0.106416532520105"
"2","2016","lower secondary degree","Female","372","0.131962903765409","0.119786719349326","0.144139088181493"
"2","2016","secondary school degree","Male","200","0.0699265283088997","0.0603160706768713","0.0795369859409281"
"2","2016","secondary school degree","Female","439","0.114884903806161","0.104940450802701","0.124829356809622"
"2","2016","college entrance qualification","Male","221","0.0647457269959479","0.0562998821687396","0.0731915718231562"
"2","2016","college entrance qualification","Female","405","0.121913178151947","0.111177494037502","0.132648862266392"
"2","2016","Other degree","Male","241","0.108176908321981","0.0970156992043763","0.119338117439587"
"2","2016","Other degree","Female","300","0.115836620371205","0.103528228438364","0.128145012304045"
"2","2016","no degree/no degree yet","Male","62","0.047030789011386","0.0354011976108053","0.0586603804119667"
"2","2016","no degree/no degree yet","Female","113","0.102284028223559","0.0843114592266972","0.120256597220421"
"3","2016","lower secondary degree","Male","270","0.105588103407032","0.0944379273354882","0.116738279478576"
"3","2016","lower secondary degree","Female","350","0.130990064706747","0.118852049090145","0.143128080323348"
"3","2016","secondary school degree","Male","281","0.0929885414400725","0.0820443026318051","0.10393278024834"
"3","2016","secondary school degree","Female","534","0.13750120923005","0.126761759007381","0.148240659452719"
"3","2016","college entrance qualification","Male","420","0.125306967650634","0.113944095104413","0.136669840196856"
"3","2016","college entrance qualification","Female","503","0.135009344462082","0.123796306554631","0.146222382369533"
"3","2016","Other degree","Male","220","0.10258134646964","0.0916785890385821","0.113484103900698"
"3","2016","Other degree","Female","247","0.107754463370138","0.0958290911733782","0.119679835566899"
"3","2016","no degree/no degree yet","Male","61","0.0830869055765048","0.0679246340745698","0.0982491770784398"
"3","2016","no degree/no degree yet","Female","71","0.0908744064457681","0.0738265606832147","0.107922252208321"
"4","2016","lower secondary degree","Male","224","0.0749710110891237","0.0654160306405347","0.0845259915377128"
"4","2016","lower secondary degree","Female","251","0.0831983118325208","0.0732623228342335","0.0931343008308082"
