"plh0204_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","2017","(1a) inadequately completed","inadequately","119","0.0780013022256473","0.0673780262292767","0.0886245782220179"
"1","2017","(1a) inadequately completed","general elemantary","","","",""
"1","2017","(1a) inadequately completed","middle vocational","10","","",""
"1","2017","(1a) inadequately completed","vocational + Abi","","","",""
"1","2017","(1a) inadequately completed","higher vocational","","","",""
"1","2017","(1a) inadequately completed","higher education","","","",""
"1","2017","(1b) general elementary school","in school","","","",""
"1","2017","(1b) general elementary school","inadequately","2","","",""
"1","2017","(1b) general elementary school","general elemantary","175","0.0773746640064399","0.0677945677925234","0.0869547602203564"
"1","2017","(1b) general elementary school","middle vocational","","","",""
"1","2017","(1b) general elementary school","vocational + Abi","","","",""
"1","2017","(1b) general elementary school","higher vocational","","","",""
"1","2017","(1b) general elementary school","higher education","","","",""
"1","2017","(1c) basic vocational qualification","in school","","","",""
"1","2017","(1c) basic vocational qualification","inadequately","","","",""
"1","2017","(1c) basic vocational qualification","general elemantary","","","",""
"1","2017","(1c) basic vocational qualification","middle vocational","258","0.0604880019603435","0.053852395601072","0.0671236083196149"
"1","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"1","2017","(1c) basic vocational qualification","higher vocational","12","","",""
"1","2017","(1c) basic vocational qualification","higher education","","","",""
"1","2017","(2b) intermediate general qualification","in school","","","",""
"1","2017","(2b) intermediate general qualification","inadequately","","","",""
"1","2017","(2b) intermediate general qualification","general elemantary","42","0.0315881625388983","0.0196678521779178","0.0435084728998787"
"1","2017","(2b) intermediate general qualification","middle vocational","","","",""
"1","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"1","2017","(2b) intermediate general qualification","higher vocational","","","",""
"1","2017","(2b) intermediate general qualification","higher education","","","",""
"1","2017","(2a) intermediate vocational","in school","","","",""
"1","2017","(2a) intermediate vocational","inadequately","","","",""
"1","2017","(2a) intermediate vocational","general elemantary","","","",""
"1","2017","(2a) intermediate vocational","middle vocational","247","0.0464091608727982","0.0408101516621651","0.0520081700834313"
"1","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"1","2017","(2a) intermediate vocational","higher vocational","33","0.0458532066399888","0.0305643115853344","0.0611421016946433"
"1","2017","(2a) intermediate vocational","higher education","","","",""
"1","2017","(2c_gen) general maturity certificate","in school","","","",""
"1","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"1","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"1","2017","(2c_gen) general maturity certificate","middle vocational","74","0.0370470766205639","0.0292479316171936","0.0448462216239343"
"1","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"1","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"1","2017","(2c_gen) general maturity certificate","higher education","","","",""
"1","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"1","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"1","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"1","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"1","2017","(2c_voc) vocational maturity certificate","vocational + Abi","124","0.0529326178712479","0.0438859373489381","0.0619792983935577"
"1","2017","(2c_voc) vocational maturity certificate","higher vocational","12","","",""
"1","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
"1","2017","(3a) lower tertiary education","in school","","","",""
"1","2017","(3a) lower tertiary education","inadequately","","","",""
"1","2017","(3a) lower tertiary education","general elemantary","","","",""
"1","2017","(3a) lower tertiary education","middle vocational","","","",""
"1","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"1","2017","(3a) lower tertiary education","higher vocational","","","",""
"1","2017","(3a) lower tertiary education","higher education","71","0.0335624030046158","0.025766173903603","0.0413586321056286"
"1","2017","(3b) higher tertiary education","in school","","","",""
"1","2017","(3b) higher tertiary education","inadequately","","","",""
"1","2017","(3b) higher tertiary education","general elemantary","","","",""
"1","2017","(3b) higher tertiary education","middle vocational","","","",""
"1","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"1","2017","(3b) higher tertiary education","higher vocational","","","",""
"1","2017","(3b) higher tertiary education","higher education","233","0.040961489294399","0.0356819642061622","0.0462410143826357"
"2","2017","(0) in school","in school","23","","",""
"2","2017","(0) in school","inadequately","","","",""
"2","2017","(0) in school","general elemantary","","","",""
"2","2017","(0) in school","middle vocational","1","","",""
"2","2017","(0) in school","vocational + Abi","","","",""
"2","2017","(0) in school","higher vocational","","","",""
"2","2017","(0) in school","higher education","","","",""
"2","2017","(1a) inadequately completed","in school","","","",""
"2","2017","(1a) inadequately completed","inadequately","190","0.112219028190038","0.099715615892801","0.124722440487275"
"2","2017","(1a) inadequately completed","general elemantary","","","",""
"2","2017","(1a) inadequately completed","middle vocational","13","","",""
"2","2017","(1a) inadequately completed","vocational + Abi","","","",""
"2","2017","(1a) inadequately completed","higher vocational","1","","",""
"2","2017","(1a) inadequately completed","higher education","","","",""
"2","2017","(1b) general elementary school","in school","","","",""
"2","2017","(1b) general elementary school","inadequately","9","","",""
"2","2017","(1b) general elementary school","general elemantary","288","0.129405642975541","0.117370747413404","0.141440538537679"
"2","2017","(1b) general elementary school","middle vocational","","","",""
"2","2017","(1b) general elementary school","vocational + Abi","","","",""
"2","2017","(1b) general elementary school","higher vocational","","","",""
"2","2017","(1b) general elementary school","higher education","","","",""
"2","2017","(1c) basic vocational qualification","in school","","","",""
"2","2017","(1c) basic vocational qualification","inadequately","","","",""
"2","2017","(1c) basic vocational qualification","general elemantary","","","",""
"2","2017","(1c) basic vocational qualification","middle vocational","591","0.125913080693344","0.11667870445203","0.135147456934659"
"2","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"2","2017","(1c) basic vocational qualification","higher vocational","47","0.121353188815234","0.0868466313066025","0.155859746323866"
"2","2017","(1c) basic vocational qualification","higher education","","","",""
"2","2017","(2b) intermediate general qualification","in school","","","",""
"2","2017","(2b) intermediate general qualification","inadequately","","","",""
"2","2017","(2b) intermediate general qualification","general elemantary","80","0.105376657726369","0.0844505884434834","0.126302727009255"
"2","2017","(2b) intermediate general qualification","middle vocational","","","",""
"2","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"2","2017","(2b) intermediate general qualification","higher vocational","","","",""
"2","2017","(2b) intermediate general qualification","higher education","","","",""
"2","2017","(2a) intermediate vocational","in school","","","",""
"2","2017","(2a) intermediate vocational","inadequately","","","",""
"2","2017","(2a) intermediate vocational","general elemantary","","","",""
"2","2017","(2a) intermediate vocational","middle vocational","660","0.111188498743111","0.102821628093597","0.119555369392624"
"2","2017","(2a) intermediate vocational","vocational + Abi","","","",""
