"plh0204_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"7","2019","(Married) couple without C. ","inadequately","8","","",""
"7","2019","(Married) couple without C. ","general elemantary","61","0.0723039224016589","0.0523167194280482","0.0922911253752696"
"7","2019","(Married) couple without C. ","middle vocational","476","0.132522971707082","0.121895394056509","0.143150549357655"
"7","2019","(Married) couple without C. ","vocational + Abi","77","0.153287293499845","0.123178880615873","0.183395706383816"
"7","2019","(Married) couple without C. ","higher vocational","122","0.156047820679246","0.129391766183587","0.182703875174905"
"7","2019","(Married) couple without C. ","higher education","444","0.177313014178487","0.162646333148855","0.191979695208119"
"7","2019","Single parent ","in school","8","","",""
"7","2019","Single parent ","inadequately","10","","",""
"7","2019","Single parent ","general elemantary","52","0.162525007535953","0.124254871658259","0.200795143413647"
"7","2019","Single parent ","middle vocational","116","0.111967223348933","0.0920100633373397","0.131924383360527"
"7","2019","Single parent ","vocational + Abi","18","","",""
"7","2019","Single parent ","higher vocational","9","","",""
"7","2019","Single parent ","higher education","65","0.175021782892042","0.13706538253965","0.212978183244434"
"7","2019","Couple + C. LE 16 ","in school","","","",""
"7","2019","Couple + C. LE 16 ","inadequately","52","0.111658116232069","0.0886693493463638","0.134646883117773"
"7","2019","Couple + C. LE 16 ","general elemantary","79","0.141585401741901","0.115439987611506","0.167730815872295"
"7","2019","Couple + C. LE 16 ","middle vocational","285","0.145286937965524","0.130186459551932","0.160387416379115"
"7","2019","Couple + C. LE 16 ","vocational + Abi","87","0.11460884879853","0.0903795572901629","0.138838140306896"
"7","2019","Couple + C. LE 16 ","higher vocational","52","0.164904037412599","0.123660896413869","0.206147178411329"
"7","2019","Couple + C. LE 16 ","higher education","336","0.164715624877916","0.14893369973502","0.180497550020811"
"7","2019","Couple + C. GT 16 ","in school","22","","",""
"7","2019","Couple + C. GT 16 ","inadequately","6","","",""
"7","2019","Couple + C. GT 16 ","general elemantary","42","0.114836596459566","0.0807463348906961","0.148926858028435"
"7","2019","Couple + C. GT 16 ","middle vocational","193","0.143460137439124","0.124870875273504","0.162049399604745"
"7","2019","Couple + C. GT 16 ","vocational + Abi","40","0.16385688824362","0.119375336176907","0.208338440310332"
"7","2019","Couple + C. GT 16 ","higher vocational","33","0.159551059932474","0.10905262482222","0.210049495042729"
"7","2019","Couple + C. GT 16 ","higher education","110","0.190365059084198","0.158793712289902","0.221936405878494"
"7","2019","Couple + C. LE and GT 16","in school","28","","",""
"7","2019","Couple + C. LE and GT 16","inadequately","23","","",""
"7","2019","Couple + C. LE and GT 16","general elemantary","50","0.11068055186979","0.0812653437545648","0.140095759985015"
"7","2019","Couple + C. LE and GT 16","middle vocational","130","0.156928768345799","0.133823392631485","0.180034144060112"
"7","2019","Couple + C. LE and GT 16","vocational + Abi","32","0.205631011473349","0.148011093527323","0.263250929419374"
"7","2019","Couple + C. LE and GT 16","higher vocational","13","","",""
"7","2019","Couple + C. LE and GT 16","higher education","90","0.16989460226572","0.136506912775047","0.203282291756392"
"8","2019","1-pers.-HH","in school","","","",""
"8","2019","1-pers.-HH","inadequately","23","","",""
"8","2019","1-pers.-HH","general elemantary","46","0.102555569208315","0.0764551297192435","0.128656008697386"
"8","2019","1-pers.-HH","middle vocational","218","0.100711195282588","0.0878489459718058","0.11357344459337"
"8","2019","1-pers.-HH","vocational + Abi","41","0.106662677925585","0.074369668930769","0.138955686920401"
"8","2019","1-pers.-HH","higher vocational","21","","",""
"8","2019","1-pers.-HH","higher education","134","0.0931776999294835","0.0773581110939952","0.108997288764972"
"8","2019","(Married) couple without C. ","in school","1","","",""
"8","2019","(Married) couple without C. ","inadequately","8","","",""
"8","2019","(Married) couple without C. ","general elemantary","50","0.0622596999557344","0.0436125254261449","0.0809068744853238"
"8","2019","(Married) couple without C. ","middle vocational","445","0.108500593382172","0.0987521270032933","0.11824905976105"
"8","2019","(Married) couple without C. ","vocational + Abi","68","0.137164396915787","0.108413494940371","0.165915298891204"
"8","2019","(Married) couple without C. ","higher vocational","100","0.122929271852347","0.0988106184115618","0.147047925293131"
"8","2019","(Married) couple without C. ","higher education","347","0.106475829020683","0.0946311609463334","0.118320497095033"
"8","2019","Single parent ","in school","11","","",""
"8","2019","Single parent ","inadequately","17","","",""
"8","2019","Single parent ","general elemantary","48","0.138040311813098","0.102258656610789","0.173821967015407"
"8","2019","Single parent ","middle vocational","104","0.106816078705245","0.0872669434670015","0.126365213943488"
"8","2019","Single parent ","vocational + Abi","26","","",""
"8","2019","Single parent ","higher vocational","10","","",""
"8","2019","Single parent ","higher education","34","0.121586063357014","0.0889416225431744","0.154230504170854"
"8","2019","Couple + C. LE 16 ","in school","1","","",""
"8","2019","Couple + C. LE 16 ","inadequately","60","0.072364432785277","0.0534526820185354","0.0912761835520186"
"8","2019","Couple + C. LE 16 ","general elemantary","71","0.0902335326301822","0.0687459934301338","0.111721071830231"
"8","2019","Couple + C. LE 16 ","middle vocational","240","0.113700528141959","0.100097401627805","0.127303654656114"
"8","2019","Couple + C. LE 16 ","vocational + Abi","54","0.0692986507698964","0.0499820095872364","0.0886152919525564"
"8","2019","Couple + C. LE 16 ","higher vocational","40","0.121154169516104","0.0848886897442868","0.157419649287922"
"8","2019","Couple + C. LE 16 ","higher education","218","0.0793957748632543","0.0678927891895209","0.0908987605369878"
"8","2019","Couple + C. GT 16 ","in school","15","","",""
"8","2019","Couple + C. GT 16 ","inadequately","7","","",""
"8","2019","Couple + C. GT 16 ","general elemantary","44","0.125782673082281","0.0903259523086169","0.161239393855944"
"8","2019","Couple + C. GT 16 ","middle vocational","153","0.110263690383213","0.0936536893183238","0.126873691448103"
"8","2019","Couple + C. GT 16 ","vocational + Abi","24","","",""
"8","2019","Couple + C. GT 16 ","higher vocational","20","","",""
"8","2019","Couple + C. GT 16 ","higher education","69","0.1143839088039","0.0887886170282792","0.13997920057952"
"8","2019","Couple + C. LE and GT 16","in school","28","","",""
"8","2019","Couple + C. LE and GT 16","inadequately","33","0.157778704057657","0.118207743503217","0.197349664612098"
"8","2019","Couple + C. LE and GT 16","general elemantary","53","0.191945888595185","0.155021186363474","0.228870590826895"
"8","2019","Couple + C. LE and GT 16","middle vocational","113","0.118600224847345","0.0980621921606041","0.139138257534087"
"8","2019","Couple + C. LE and GT 16","vocational + Abi","25","","",""
"8","2019","Couple + C. LE and GT 16","higher vocational","10","","",""
"8","2019","Couple + C. LE and GT 16","higher education","44","0.0678529765297529","0.0454937581933164","0.0902121948661894"
"9","2019","1-pers.-HH","in school","","","",""
"9","2019","1-pers.-HH","inadequately","17","","",""
"9","2019","1-pers.-HH","general elemantary","25","","",""
"9","2019","1-pers.-HH","middle vocational","96","0.0347178093147857","0.0268937567736684","0.0425418618559029"
"9","2019","1-pers.-HH","vocational + Abi","10","","",""
"9","2019","1-pers.-HH","higher vocational","10","","",""
"9","2019","1-pers.-HH","higher education","48","0.0207652572730573","0.0130047489702919","0.0285257655758227"
"9","2019","(Married) couple without C. ","in school","","","",""
"9","2019","(Married) couple without C. ","inadequately","3","","",""
"9","2019","(Married) couple without C. ","general elemantary","27","","",""
"9","2019","(Married) couple without C. ","middle vocational","125","0.0274228294944552","0.0223039149490319","0.0325417440398785"
"9","2019","(Married) couple without C. ","vocational + Abi","29","","",""
"9","2019","(Married) couple without C. ","higher vocational","34","0.0513469977012098","0.0351356427625681","0.0675583526398514"
"9","2019","(Married) couple without C. ","higher education","94","0.0294707368197409","0.0229762619358642","0.0359652117036177"
"9","2019","Single parent ","in school","3","","",""
"9","2019","Single parent ","inadequately","10","","",""
"9","2019","Single parent ","general elemantary","19","","",""
"9","2019","Single parent ","middle vocational","41","0.0273691103075075","0.017042847911924","0.037695372703091"
"9","2019","Single parent ","vocational + Abi","8","","",""
"9","2019","Single parent ","higher vocational","2","","",""
"9","2019","Single parent ","higher education","18","","",""
"9","2019","Couple + C. LE 16 ","in school","","","",""
"9","2019","Couple + C. LE 16 ","inadequately","49","0.0470947257174635","0.0316318074627341","0.0625576439721929"
"9","2019","Couple + C. LE 16 ","general elemantary","42","0.0387574225275827","0.0242819855584529","0.0532328594967126"
"9","2019","Couple + C. LE 16 ","middle vocational","96","0.0343339318492687","0.0265312750120374","0.0421365886865001"
"9","2019","Couple + C. LE 16 ","vocational + Abi","21","","",""
"9","2019","Couple + C. LE 16 ","higher vocational","12","","",""
"9","2019","Couple + C. LE 16 ","higher education","82","0.0275994448854576","0.0206291977947642","0.034569691976151"
"9","2019","Couple + C. GT 16 ","in school","7","","",""
"9","2019","Couple + C. GT 16 ","inadequately","3","","",""
"9","2019","Couple + C. GT 16 ","general elemantary","15","","",""
"9","2019","Couple + C. GT 16 ","middle vocational","57","0.0313458166252446","0.0221052859118719","0.0405863473386173"
"9","2019","Couple + C. GT 16 ","vocational + Abi","7","","",""
"9","2019","Couple + C. GT 16 ","higher vocational","8","","",""
"9","2019","Couple + C. GT 16 ","higher education","26","","",""
"9","2019","Couple + C. LE and GT 16","in school","9","","",""
"9","2019","Couple + C. LE and GT 16","inadequately","22","","",""
"9","2019","Couple + C. LE and GT 16","general elemantary","38","0.128633108247582","0.0972436166426714","0.160022599852492"
"9","2019","Couple + C. LE and GT 16","middle vocational","34","0.0259330703756022","0.0158370321645735","0.0360291085866308"
"9","2019","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"9","2019","Couple + C. LE and GT 16","higher vocational","9","","",""
"9","2019","Couple + C. LE and GT 16","higher education","23","","",""
"10 Very willing to take risks","2019","1-pers.-HH","in school","","","",""
"10 Very willing to take risks","2019","1-pers.-HH","inadequately","20","","",""
"10 Very willing to take risks","2019","1-pers.-HH","general elemantary","17","","",""
"10 Very willing to take risks","2019","1-pers.-HH","middle vocational","70","0.0273119167763","0.020345790504032","0.0342780430485679"
"10 Very willing to take risks","2019","1-pers.-HH","vocational + Abi","10","","",""
"10 Very willing to take risks","2019","1-pers.-HH","higher vocational","10","","",""
"10 Very willing to take risks","2019","1-pers.-HH","higher education","37","0.0125330350911286","0.00647868516391677","0.0185873850183405"
"10 Very willing to take risks","2019","(Married) couple without C. ","in school","","","",""
"10 Very willing to take risks","2019","(Married) couple without C. ","inadequately","4","","",""
"10 Very willing to take risks","2019","(Married) couple without C. ","general elemantary","18","","",""
"10 Very willing to take risks","2019","(Married) couple without C. ","middle vocational","60","0.012412735244527","0.00894232194561544","0.0158831485434385"
"10 Very willing to take risks","2019","(Married) couple without C. ","vocational + Abi","10","","",""
"10 Very willing to take risks","2019","(Married) couple without C. ","higher vocational","21","","",""
"10 Very willing to take risks","2019","(Married) couple without C. ","higher education","52","0.0116304334189617","0.0075132344145845","0.015747632423339"
"10 Very willing to take risks","2019","Single parent ","in school","4","","",""
"10 Very willing to take risks","2019","Single parent ","inadequately","11","","",""
