"ple0098_v5","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"No","2006","Rhineland-Palatinate,Saarland","Other degree","77","0.960803860287033","0.918542390238729","1.00306533033534"
"No","2006","Rhineland-Palatinate,Saarland","no degree/no degree yet","32","0.872270181795591","0.760073427689892","0.98446693590129"
"No","2006","Baden-Württemberg","lower secondary degree","748","0.884644717317526","0.863441926111204","0.905847508523847"
"No","2006","Baden-Württemberg","secondary school degree","415","0.759491557317308","0.723902224456396","0.795080890178219"
"No","2006","Baden-Württemberg","college entrance qualification","313","0.715563217089577","0.673833849456189","0.757292584722964"
"No","2006","Baden-Württemberg","Other degree","237","0.953749360099111","0.927609801281795","0.979888918916428"
"No","2006","Baden-Württemberg","no degree/no degree yet","95","0.92791495388299","0.876969296464673","0.978860611301308"
"No","2006","Bavaria","lower secondary degree","1008","0.851650074811378","0.83151397867131","0.871786170951446"
"No","2006","Bavaria","secondary school degree","451","0.680406102776803","0.644193335483108","0.716618870070497"
"No","2006","Bavaria","college entrance qualification","319","0.728708878279378","0.687398144747768","0.770019611810988"
"No","2006","Bavaria","Other degree","150","0.92329558749109","0.88231566451912","0.96427551046306"
"No","2006","Bavaria","no degree/no degree yet","51","0.833214640888242","0.738888976185753","0.927540305590731"
"No","2006","Berlin","lower secondary degree","130","0.946654385741082","0.909296200032504","0.984012571449659"
"No","2006","Berlin","secondary school degree","199","0.898983592287175","0.859607857175337","0.938359327399012"
"No","2006","Berlin","college entrance qualification","183","0.82053183022692","0.769237390032404","0.871826270421435"
"No","2006","Berlin","Other degree","35","0.996839378269201","0.978503754276262","1.01517500226214"
"No","2006","Berlin","no degree/no degree yet","11","","",""
"No","2006","Brandenburg","lower secondary degree","242","0.935295579392249","0.905564434462392","0.965026724322106"
"No","2006","Brandenburg","secondary school degree","339","0.839545895764635","0.802740283541724","0.876351507987546"
"No","2006","Brandenburg","college entrance qualification","161","0.845041926798999","0.7934521770461","0.896631676551897"
"No","2006","Brandenburg","Other degree","15","","",""
"No","2006","Brandenburg","no degree/no degree yet","12","","",""
"No","2006","Mecklenburg-Western Pomerania","lower secondary degree","139","0.983415558837361","0.962336195330316","1.00449492234441"
"No","2006","Mecklenburg-Western Pomerania","secondary school degree","219","0.920262555195946","0.885991340074653","0.95453377031724"
"No","2006","Mecklenburg-Western Pomerania","college entrance qualification","69","0.941455998998778","0.888674404210451","0.994237593787106"
"No","2006","Mecklenburg-Western Pomerania","Other degree","10","","",""
"No","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","13","","",""
"No","2006","Saxony","lower secondary degree","396","0.970367714753096","0.953993886710415","0.986741542795778"
"No","2006","Saxony","secondary school degree","614","0.879927297379251","0.855674095376555","0.904180499381947"
"No","2006","Saxony","college entrance qualification","255","0.888203613973261","0.852722526106698","0.923684701839825"
"No","2006","Saxony","Other degree","14","","",""
"No","2006","Saxony","no degree/no degree yet","21","","",""
"No","2006","Saxony-Anhalt","lower secondary degree","274","0.994123064482755","0.98515411604798","1.00309201291753"
"No","2006","Saxony-Anhalt","secondary school degree","323","0.931514862405535","0.905166489647838","0.957863235163233"
"No","2006","Saxony-Anhalt","college entrance qualification","149","0.828061053585535","0.772156475176698","0.883965631994373"
"No","2006","Saxony-Anhalt","Other degree","14","","",""
"No","2006","Saxony-Anhalt","no degree/no degree yet","18","","",""
"No","2006","Thuringia","lower secondary degree","295","0.966133020030368","0.945964429471004","0.986301610589733"
"No","2006","Thuringia","secondary school degree","351","0.935962583739825","0.911571070039333","0.960354097440317"
"No","2006","Thuringia","college entrance qualification","127","0.90904372502125","0.86256029756498","0.955527152477521"
"No","2006","Thuringia","Other degree","6","","",""
"No","2006","Thuringia","no degree/no degree yet","9","","",""
"Yes","2007","Schleswig-Holstein","lower secondary degree","19","","",""
"Yes","2007","Schleswig-Holstein","secondary school degree","25","","",""
"Yes","2007","Schleswig-Holstein","college entrance qualification","29","","",""
"Yes","2007","Schleswig-Holstein","Other degree","","","",""
"Yes","2007","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Yes","2007","Hamburg","lower secondary degree","10","","",""
"Yes","2007","Hamburg","secondary school degree","13","","",""
"Yes","2007","Hamburg","college entrance qualification","23","","",""
"Yes","2007","Hamburg","Other degree","","","",""
"Yes","2007","Hamburg","no degree/no degree yet","","","",""
"Yes","2007","Lower Saxony","lower secondary degree","77","0.11338749345737","0.0882673633781313","0.138507623536608"
"Yes","2007","Lower Saxony","secondary school degree","104","0.206536389238137","0.170582538787488","0.242490239688785"
"Yes","2007","Lower Saxony","college entrance qualification","76","0.289191348897081","0.236461330612864","0.341921367181298"
"Yes","2007","Lower Saxony","Other degree","6","","",""
"Yes","2007","Lower Saxony","no degree/no degree yet","2","","",""
"Yes","2007","Bremen","lower secondary degree","3","","",""
"Yes","2007","Bremen","secondary school degree","12","","",""
"Yes","2007","Bremen","college entrance qualification","7","","",""
"Yes","2007","Bremen","Other degree","","","",""
"Yes","2007","Bremen","no degree/no degree yet","","","",""
"Yes","2007","North Rhine-Westphalia","lower secondary degree","189","0.128557254493986","0.110865762271506","0.146248746716466"
"Yes","2007","North Rhine-Westphalia","secondary school degree","202","0.248218897981065","0.218190812019155","0.278246983942975"
"Yes","2007","North Rhine-Westphalia","college entrance qualification","283","0.316025500843425","0.28412598946271","0.347925012224139"
"Yes","2007","North Rhine-Westphalia","Other degree","16","","",""
"Yes","2007","North Rhine-Westphalia","no degree/no degree yet","9","","",""
"Yes","2007","Hesse","lower secondary degree","64","0.102367829871064","0.0725869511694152","0.132148708572712"
"Yes","2007","Hesse","secondary school degree","77","0.230700692560224","0.183265693464664","0.278135691655784"
"Yes","2007","Hesse","college entrance qualification","70","0.24766554605636","0.195889279320352","0.299441812792368"
"Yes","2007","Hesse","Other degree","3","","",""
"Yes","2007","Hesse","no degree/no degree yet","2","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","lower secondary degree","59","0.146898410238262","0.115392927004085","0.178403893472439"
"Yes","2007","Rhineland-Palatinate,Saarland","secondary school degree","36","0.156693629681339","0.108983123921012","0.204404135441666"
"Yes","2007","Rhineland-Palatinate,Saarland","college entrance qualification","36","0.176290588201707","0.115510518339238","0.237070658064176"
"Yes","2007","Rhineland-Palatinate,Saarland","Other degree","5","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Yes","2007","Baden-Württemberg","lower secondary degree","108","0.133136169206538","0.109202952105866","0.157069386307209"
"Yes","2007","Baden-Württemberg","secondary school degree","142","0.271866661461978","0.2334404196264","0.310292903297556"
"Yes","2007","Baden-Württemberg","college entrance qualification","145","0.327578004862731","0.282639419009478","0.372516590715983"
"Yes","2007","Baden-Württemberg","Other degree","13","","",""
"Yes","2007","Baden-Württemberg","no degree/no degree yet","2","","",""
"Yes","2007","Bavaria","lower secondary degree","172","0.144565803156078","0.123979831275961","0.165151775036194"
"Yes","2007","Bavaria","secondary school degree","189","0.353653240982134","0.315301725112622","0.392004756851645"
"Yes","2007","Bavaria","college entrance qualification","124","0.287559884849859","0.245025339437927","0.33009443026179"
"Yes","2007","Bavaria","Other degree","12","","",""
"Yes","2007","Bavaria","no degree/no degree yet","5","","",""
"Yes","2007","Berlin","lower secondary degree","11","","",""
"Yes","2007","Berlin","secondary school degree","31","0.103701944516784","0.0635069816992533","0.143896907334314"
"Yes","2007","Berlin","college entrance qualification","41","0.182691473539559","0.130798274597375","0.234584672481744"
"Yes","2007","Berlin","Other degree","2","","",""
"Yes","2007","Berlin","no degree/no degree yet","1","","",""
"Yes","2007","Brandenburg","lower secondary degree","21","","",""
"Yes","2007","Brandenburg","secondary school degree","41","0.136313898081161","0.0997343972219621","0.17289339894036"
"Yes","2007","Brandenburg","college entrance qualification","32","0.171869281669455","0.116290370294235","0.227448193044674"
"Yes","2007","Brandenburg","Other degree","","","",""
"Yes","2007","Brandenburg","no degree/no degree yet","1","","",""
"Yes","2007","Mecklenburg-Western Pomerania","lower secondary degree","3","","",""
"Yes","2007","Mecklenburg-Western Pomerania","secondary school degree","17","","",""
"Yes","2007","Mecklenburg-Western Pomerania","college entrance qualification","12","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","4","","",""
"Yes","2007","Saxony","lower secondary degree","21","","",""
"Yes","2007","Saxony","secondary school degree","85","0.13597122164841","0.109641564715575","0.162300878581244"
"Yes","2007","Saxony","college entrance qualification","51","0.129083269057077","0.0910787018261838","0.167087836287969"
"Yes","2007","Saxony","Other degree","2","","",""
"Yes","2007","Saxony","no degree/no degree yet","","","",""
"Yes","2007","Saxony-Anhalt","lower secondary degree","9","","",""
"Yes","2007","Saxony-Anhalt","secondary school degree","34","0.0827534466630503","0.0531177501314244","0.112389143194676"
"Yes","2007","Saxony-Anhalt","college entrance qualification","21","","",""
"Yes","2007","Saxony-Anhalt","Other degree","","","",""
"Yes","2007","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Yes","2007","Thuringia","lower secondary degree","17","","",""
"Yes","2007","Thuringia","secondary school degree","29","","",""
"Yes","2007","Thuringia","college entrance qualification","28","","",""
"Yes","2007","Thuringia","Other degree","","","",""
"Yes","2007","Thuringia","no degree/no degree yet","1","","",""
"No","2007","Schleswig-Holstein","lower secondary degree","195","0.911019656731061","0.872873383374726","0.949165930087397"
"No","2007","Schleswig-Holstein","secondary school degree","131","0.877975956297207","0.826613023990353","0.929338888604061"
"No","2007","Schleswig-Holstein","college entrance qualification","74","0.639989285293954","0.547290606682731","0.732687963905177"
"No","2007","Schleswig-Holstein","Other degree","20","","",""
"No","2007","Schleswig-Holstein","no degree/no degree yet","15","","",""
"No","2007","Hamburg","lower secondary degree","61","0.840439368389501","0.755259888504484","0.925618848274518"
"No","2007","Hamburg","secondary school degree","62","0.908502151939253","0.84325134610378","0.973752957774725"
"No","2007","Hamburg","college entrance qualification","53","0.619051608861208","0.509872939970723","0.728230277751692"
"No","2007","Hamburg","Other degree","15","","",""
"No","2007","Hamburg","no degree/no degree yet","3","","",""
"No","2007","Lower Saxony","lower secondary degree","535","0.88661250654263","0.861492376463392","0.911732636621869"
"No","2007","Lower Saxony","secondary school degree","383","0.793463610761863","0.757509760311215","0.829417461212512"
"No","2007","Lower Saxony","college entrance qualification","208","0.710808651102919","0.658078632818702","0.763538669387136"
"No","2007","Lower Saxony","Other degree","74","0.952194417383285","0.905441876282518","0.998946958484052"
"No","2007","Lower Saxony","no degree/no degree yet","41","0.978600920727356","0.93534812172592","1.02185371972879"
