"pgoeffd","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2015","Single parent ","general elemantary","151","0.838120664352305","0.784160836371995","0.892080492332615","2"
"No","2015","Single parent ","middle vocational","590","0.809018037313566","0.78075434071381","0.837281733913322","2"
"No","2015","Single parent ","vocational + Abi","101","0.697207586120529","0.623432707461465","0.770982464779592","2"
"No","2015","Single parent ","higher vocational","35","0.682791364952988","0.561974608029451","0.803608121876524","2"
"No","2015","Single parent ","higher education","144","0.558594371683759","0.497885978200823","0.619302765166695","2"
"No","2015","Couple + C. LE 16 ","in school","","","","","2"
"No","2015","Couple + C. LE 16 ","inadequately","62","0.837674386360339","0.750029863831512","0.925318908889167","2"
"No","2015","Couple + C. LE 16 ","general elemantary","311","0.895945025129805","0.86377272236175","0.92811732789786","2"
"No","2015","Couple + C. LE 16 ","middle vocational","1698","0.821164131919389","0.804587514450636","0.837740749388142","2"
"No","2015","Couple + C. LE 16 ","vocational + Abi","450","0.785200515504076","0.751155848355533","0.81924518265262","2"
"No","2015","Couple + C. LE 16 ","higher vocational","247","0.774141081465354","0.728110428088117","0.820171734842592","2"
"No","2015","Couple + C. LE 16 ","higher education","993","0.616622136712047","0.59217138158241","0.641072891841684","2"
"No","2015","Couple + C. GT 16 ","in school","10","","","","2"
"No","2015","Couple + C. GT 16 ","inadequately","18","","","","2"
"No","2015","Couple + C. GT 16 ","general elemantary","157","0.889027659026237","0.843268944688926","0.934786373363548","2"
"No","2015","Couple + C. GT 16 ","middle vocational","741","0.813213550183716","0.788029291916937","0.838397808450495","2"
"No","2015","Couple + C. GT 16 ","vocational + Abi","133","0.820075838564128","0.761641813972346","0.87850986315591","2"
"No","2015","Couple + C. GT 16 ","higher vocational","103","0.748913736469971","0.677590458639456","0.820237014300487","2"
"No","2015","Couple + C. GT 16 ","higher education","218","0.630486475408882","0.580417691896355","0.680555258921409","2"
"No","2015","Couple + C. LE and GT 16","in school","17","","","","2"
"No","2015","Couple + C. LE and GT 16","inadequately","24","","","","2"
"No","2015","Couple + C. LE and GT 16","general elemantary","219","0.940902724754585","0.910881389116255","0.970924060392916","2"
"No","2015","Couple + C. LE and GT 16","middle vocational","519","0.834201252022267","0.805137692003735","0.8632648120408","2"
"No","2015","Couple + C. LE and GT 16","vocational + Abi","108","0.673988377461164","0.59946903015304","0.748507724769288","2"
"No","2015","Couple + C. LE and GT 16","higher vocational","56","0.649897276351976","0.547277952696013","0.752516600007939","2"
"No","2015","Couple + C. LE and GT 16","higher education","165","0.636810755796722","0.579340433155804","0.69428107843764","2"
"Yes","2015","Single parent ","in school","2","","","","1"
"Yes","2015","Single parent ","inadequately","3","","","","1"
"Yes","2015","Single parent ","general elemantary","28","","","","1"
"Yes","2015","Single parent ","middle vocational","153","0.190981962686434","0.162718266086678","0.21924565928619","1"
"Yes","2015","Single parent ","vocational + Abi","48","0.302792413879471","0.229017535220408","0.376567292538535","1"
"Yes","2015","Single parent ","higher vocational","22","","","","1"
"Yes","2015","Single parent ","higher education","113","0.441405628316241","0.380697234833305","0.502114021799177","1"
"Yes","2015","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2015","Couple + C. LE 16 ","inadequately","6","","","","1"
"Yes","2015","Couple + C. LE 16 ","general elemantary","35","0.104054974870195","0.0718826721021402","0.13622727763825","1"
"Yes","2015","Couple + C. LE 16 ","middle vocational","355","0.178835868080611","0.162259250611858","0.195412485549364","1"
"Yes","2015","Couple + C. LE 16 ","vocational + Abi","109","0.214799484495924","0.18075481734738","0.248844151644467","1"
"Yes","2015","Couple + C. LE 16 ","higher vocational","70","0.225858918534646","0.179828265157408","0.271889571911883","1"
"Yes","2015","Couple + C. LE 16 ","higher education","526","0.383377863287953","0.358927108158316","0.40782861841759","1"
"Yes","2015","1-pers.-HH","vocational + Abi","40","0.255224591477641","0.185684774994142","0.324764407961139","1"
"Yes","2015","1-pers.-HH","higher vocational","23","","","","1"
"Yes","2015","1-pers.-HH","higher education","181","0.36081037151584","0.318289278741366","0.403331464290315","1"
"Yes","2015","(Married) couple without C. ","in school","","","","","1"
"Yes","2015","1-pers.-HH","in school","","","","","1"
"Yes","2015","1-pers.-HH","inadequately","1","","","","1"
"Yes","2015","1-pers.-HH","general elemantary","15","","","","1"
"Yes","2015","1-pers.-HH","middle vocational","160","0.239300714994435","0.208580978284026","0.270020451704844","1"
"Yes","2015","(Married) couple without C. ","inadequately","4","","","","1"
"Yes","2015","(Married) couple without C. ","higher education","417","0.424243982883465","0.394672349155756","0.453815616611175","1"
"Yes","2015","Couple + C. GT 16 ","vocational + Abi","33","0.179924161435872","0.12149013684409","0.238358186027654","1"
"Yes","2015","Couple + C. GT 16 ","higher vocational","39","0.251086263530029","0.179762985699513","0.322409541360544","1"
"Yes","2015","Couple + C. GT 16 ","higher education","139","0.369513524591118","0.319444741078591","0.419582308103645","1"
"Yes","2015","Couple + C. LE and GT 16","in school","5","","","","1"
"Yes","2015","Couple + C. LE and GT 16","higher education","104","0.363189244203278","0.30571892156236","0.420659566844196","1"
"Yes","2015","(Married) couple without C. ","general elemantary","27","","","","1"
"Yes","2015","(Married) couple without C. ","middle vocational","334","0.204761086214738","0.184730320216331","0.224791852213146","1"
"Yes","2015","Couple + C. GT 16 ","middle vocational","179","0.186786449816284","0.161602191549505","0.211970708083063","1"
"Yes","2015","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Yes","2015","(Married) couple without C. ","vocational + Abi","61","0.199834036381824","0.156559149982626","0.243108922781023","1"
"Yes","2015","(Married) couple without C. ","higher vocational","72","0.308891117061341","0.247416735093724","0.370365499028958","1"
"Yes","2015","Couple + C. LE and GT 16","general elemantary","18","","","","1"
"Yes","2015","Couple + C. LE and GT 16","middle vocational","110","0.165798747977733","0.1367351879592","0.194862307996265","1"
"Yes","2015","Couple + C. LE and GT 16","higher vocational","27","","","","1"
"Yes","2015","Couple + C. GT 16 ","in school","1","","","","1"
"Yes","2015","Couple + C. GT 16 ","general elemantary","24","","","","1"
"Yes","2015","Couple + C. LE and GT 16","vocational + Abi","44","0.326011622538836","0.251492275230712","0.40053096984696","1"
"Yes","2015","Couple + C. GT 16 ","inadequately","3","","","","1"
"No","2016","1-pers.-HH","in school","","","","","2"
"No","2016","1-pers.-HH","inadequately","49","0.889878076408104","0.806384443282227","0.973371709533981","2"
"No","2016","1-pers.-HH","general elemantary","114","0.875852271381861","0.819599238188","0.932105304575723","2"
"No","2016","1-pers.-HH","middle vocational","551","0.774938481050723","0.744241368465037","0.80563559363641","2"
"No","2016","1-pers.-HH","vocational + Abi","133","0.775256150971217","0.71175807522799","0.838754226714445","2"
"No","2016","1-pers.-HH","higher vocational","52","0.594003021951294","0.483595916883222","0.704410127019365","2"
"No","2016","1-pers.-HH","higher education","309","0.616032572062377","0.572659163239375","0.65940598088538","2"
"No","2016","(Married) couple without C. ","in school","","","","","2"
"No","2016","(Married) couple without C. ","inadequately","22","","","","2"
"No","2016","(Married) couple without C. ","general elemantary","136","0.773456363393525","0.709969525329584","0.836943201457466","2"
"No","2016","(Married) couple without C. ","middle vocational","1196","0.796127562964311","0.775712398569879","0.816542727358743","2"
"No","2016","(Married) couple without C. ","vocational + Abi","261","0.8085747707274","0.765933131074437","0.851216410380363","2"
"No","2016","(Married) couple without C. ","higher vocational","146","0.676854384288568","0.615880953991376","0.737827814585761","2"
"No","2016","(Married) couple without C. ","higher education","568","0.577089963912577","0.546096584075693","0.608083343749462","2"
"No","2016","Single parent ","in school","11","","","","2"
"No","2016","Single parent ","inadequately","29","","","","2"
"No","2016","Single parent ","general elemantary","132","0.802619034722496","0.741137809339689","0.864100260105302","2"
"No","2016","Single parent ","middle vocational","559","0.822430315162808","0.793895671918918","0.850964958406699","2"
"No","2016","Single parent ","vocational + Abi","95","0.615445004981636","0.536260912455327","0.694629097507945","2"
"No","2016","Single parent ","higher vocational","34","0.559966166311197","0.429955792720395","0.689976539901999","2"
"No","2016","Single parent ","higher education","129","0.590266839487219","0.526432345921691","0.654101333052748","2"
"No","2016","Couple + C. LE 16 ","in school","","","","","2"
"No","2016","Couple + C. LE 16 ","inadequately","98","0.855394708030838","0.788123563858379","0.922665852203297","2"
"No","2016","Couple + C. LE 16 ","general elemantary","276","0.914283143402909","0.882865641803988","0.945700645001829","2"
"No","2016","Couple + C. LE 16 ","middle vocational","1508","0.80539425101649","0.787304971269185","0.823483530763795","2"
"No","2016","Couple + C. LE 16 ","vocational + Abi","434","0.818632193454553","0.785920050406756","0.85134433650235","2"
"No","2016","Couple + C. LE 16 ","higher vocational","198","0.713534491193196","0.659304926849119","0.767764055537272","2"
"No","2016","Couple + C. LE 16 ","higher education","922","0.64294796090836","0.617867948058327","0.668027973758394","2"
"No","2016","Couple + C. GT 16 ","in school","14","","","","2"
"No","2016","Couple + C. GT 16 ","inadequately","15","","","","2"
"No","2016","Couple + C. GT 16 ","general elemantary","169","0.917024797492822","0.878007051509488","0.956042543476156","2"
"No","2016","Couple + C. GT 16 ","middle vocational","698","0.813333108779979","0.787291564258767","0.839374653301191","2"
"No","2016","Couple + C. GT 16 ","vocational + Abi","122","0.837900269847371","0.780067618518123","0.895732921176619","2"
"No","2016","Couple + C. GT 16 ","higher vocational","83","0.763869672028242","0.686582998504123","0.841156345552362","2"
"No","2016","Couple + C. GT 16 ","higher education","215","0.622900546059871","0.571534948414538","0.674266143705204","2"
"No","2016","Couple + C. LE and GT 16","in school","22","","","","2"
"No","2016","Couple + C. LE and GT 16","inadequately","30","0.885050549246249","0.777837877027254","0.992263221465244","2"
"No","2016","Couple + C. LE and GT 16","general elemantary","202","0.899702800715719","0.861296002912823","0.938109598518614","2"
"No","2016","Couple + C. LE and GT 16","middle vocational","474","0.786891048717278","0.753791842670547","0.819990254764009","2"
"No","2016","Couple + C. LE and GT 16","vocational + Abi","96","0.626602530662675","0.546477938756204","0.706727122569147","2"
"No","2016","Couple + C. LE and GT 16","higher vocational","64","0.764396894707122","0.675222857945769","0.853570931468476","2"
"No","2016","Couple + C. LE and GT 16","higher education","159","0.565953619062833","0.508811326543011","0.623095911582654","2"
"Yes","2016","Single parent ","in school","","","","","1"
"Yes","2016","Single parent ","inadequately","2","","","","1"
"Yes","2016","Single parent ","general elemantary","29","","","","1"
"Yes","2016","Single parent ","middle vocational","130","0.177569684837192","0.149035041593302","0.206104328081082","1"
"Yes","2016","Single parent ","vocational + Abi","50","0.384554995018364","0.305370902492055","0.463739087544673","1"
"Yes","2016","Single parent ","higher vocational","22","","","","1"
"Yes","2016","Single parent ","higher education","99","0.40973316051278","0.345898666947252","0.473567654078308","1"
"Yes","2016","Couple + C. LE 16 ","in school","1","","","","1"
"Yes","2016","Couple + C. LE 16 ","inadequately","7","","","","1"
"Yes","2016","Couple + C. LE 16 ","general elemantary","29","","","","1"
"Yes","2016","Couple + C. LE 16 ","middle vocational","332","0.19460574898351","0.176516469236205","0.212695028730815","1"
"Yes","2016","Couple + C. LE 16 ","vocational + Abi","99","0.181367806545447","0.14865566349765","0.214079949593244","1"
"Yes","2016","Couple + C. LE 16 ","higher vocational","69","0.286465508806804","0.232235944462728","0.340695073150881","1"
"Yes","2016","Couple + C. LE 16 ","higher education","480","0.35705203909164","0.331972026241606","0.382132051941673","1"
"Yes","2016","1-pers.-HH","vocational + Abi","33","0.224743849028783","0.161245773285555","0.28824192477201","1"
"Yes","2016","1-pers.-HH","higher vocational","24","","","","1"
"Yes","2016","1-pers.-HH","higher education","174","0.383967427937623","0.34059401911462","0.427340836760625","1"
