"party","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2004","(2c_gen) general maturity certificate","East Germany","12","","",""
"PDS/Linke","2004","(2c_voc) vocational maturity certificate","West Germany","4","","",""
"PDS/Linke","2004","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"PDS/Linke","2004","(3a) lower tertiary education","West Germany","1","","",""
"PDS/Linke","2004","(3a) lower tertiary education","East Germany","78","0.297538054119782","0.243602367676733","0.35147374056283"
"PDS/Linke","2004","(3b) higher tertiary education","West Germany","16","","",""
"PDS/Linke","2004","(3b) higher tertiary education","East Germany","100","0.366051176519053","0.313353243826985","0.418749109211121"
"NPD Combination","2004","(0) in school","West Germany","","","",""
"NPD Combination","2004","(0) in school","East Germany","","","",""
"NPD Combination","2004","(1a) inadequately completed","West Germany","","","",""
"NPD Combination","2004","(1a) inadequately completed","East Germany","","","",""
"NPD Combination","2004","(1b) general elementary school","West Germany","5","","",""
"NPD Combination","2004","(1b) general elementary school","East Germany","1","","",""
"NPD Combination","2004","(1c) basic vocational qualification","West Germany","15","","",""
"NPD Combination","2004","(1c) basic vocational qualification","East Germany","6","","",""
"NPD Combination","2004","(2b) intermediate general qualification","West Germany","4","","",""
"NPD Combination","2004","(2b) intermediate general qualification","East Germany","","","",""
"NPD Combination","2004","(2a) intermediate vocational","West Germany","11","","",""
"NPD Combination","2004","(2a) intermediate vocational","East Germany","19","","",""
"NPD Combination","2004","(2c_gen) general maturity certificate","West Germany","1","","",""
"NPD Combination","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"NPD Combination","2004","(2c_voc) vocational maturity certificate","West Germany","4","","",""
"NPD Combination","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"NPD Combination","2004","(3a) lower tertiary education","West Germany","","","",""
"NPD Combination","2004","(3a) lower tertiary education","East Germany","1","","",""
"NPD Combination","2004","(3b) higher tertiary education","West Germany","","","",""
"NPD Combination","2004","(3b) higher tertiary education","East Germany","","","",""
"AfD","2004","(0) in school","West Germany","","","",""
"AfD","2004","(0) in school","East Germany","","","",""
"AfD","2004","(1a) inadequately completed","West Germany","","","",""
"AfD","2004","(1a) inadequately completed","East Germany","","","",""
"AfD","2004","(1b) general elementary school","West Germany","","","",""
"AfD","2004","(1b) general elementary school","East Germany","","","",""
"AfD","2004","(1c) basic vocational qualification","West Germany","","","",""
"AfD","2004","(1c) basic vocational qualification","East Germany","","","",""
"AfD","2004","(2b) intermediate general qualification","West Germany","","","",""
"AfD","2004","(2b) intermediate general qualification","East Germany","","","",""
"AfD","2004","(2a) intermediate vocational","West Germany","","","",""
"AfD","2004","(2a) intermediate vocational","East Germany","","","",""
"AfD","2004","(2c_gen) general maturity certificate","West Germany","","","",""
"AfD","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"AfD","2004","(2c_voc) vocational maturity certificate","West Germany","","","",""
"AfD","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"AfD","2004","(3a) lower tertiary education","West Germany","","","",""
"AfD","2004","(3a) lower tertiary education","East Germany","","","",""
"AfD","2004","(3b) higher tertiary education","West Germany","","","",""
"AfD","2004","(3b) higher tertiary education","East Germany","","","",""
"Other","2004","(0) in school","West Germany","5","","",""
"Other","2004","(0) in school","East Germany","","","",""
"Other","2004","(1a) inadequately completed","West Germany","1","","",""
"Other","2004","(1a) inadequately completed","East Germany","1","","",""
"Other","2004","(1b) general elementary school","West Germany","3","","",""
"Other","2004","(1b) general elementary school","East Germany","1","","",""
"Other","2004","(1c) basic vocational qualification","West Germany","25","","",""
"Other","2004","(1c) basic vocational qualification","East Germany","2","","",""
"Other","2004","(2b) intermediate general qualification","West Germany","1","","",""
"Other","2004","(2b) intermediate general qualification","East Germany","2","","",""
"Other","2004","(2a) intermediate vocational","West Germany","17","","",""
"Other","2004","(2a) intermediate vocational","East Germany","8","","",""
"Other","2004","(2c_gen) general maturity certificate","West Germany","3","","",""
"Other","2004","(2c_gen) general maturity certificate","East Germany","1","","",""
"Other","2004","(2c_voc) vocational maturity certificate","West Germany","7","","",""
"Other","2004","(2c_voc) vocational maturity certificate","East Germany","1","","",""
"Other","2004","(3a) lower tertiary education","West Germany","5","","",""
"Other","2004","(3a) lower tertiary education","East Germany","2","","",""
"Other","2004","(3b) higher tertiary education","West Germany","5","","",""
"Other","2004","(3b) higher tertiary education","East Germany","1","","",""
"CDU/CSU","2005","(0) in school","West Germany","49","0.274938901513527","0.202014605734459","0.347863197292596"
"CDU/CSU","2005","(0) in school","East Germany","7","","",""
"CDU/CSU","2005","(1a) inadequately completed","West Germany","18","","",""
"CDU/CSU","2005","(1a) inadequately completed","East Germany","1","","",""
"CDU/CSU","2005","(1b) general elementary school","West Germany","233","0.429375772574386","0.387155114214948","0.471596430933824"
"CDU/CSU","2005","(1b) general elementary school","East Germany","15","","",""
"CDU/CSU","2005","(1c) basic vocational qualification","West Germany","963","0.447605484061012","0.426277234073002","0.468933734049022"
"CDU/CSU","2005","(1c) basic vocational qualification","East Germany","125","0.350355556115818","0.300727612138196","0.39998350009344"
"CDU/CSU","2005","(2b) intermediate general qualification","West Germany","58","0.45630561678037","0.372594339720354","0.540016893840386"
"CDU/CSU","2005","(2b) intermediate general qualification","East Germany","3","","",""
"CDU/CSU","2005","(2a) intermediate vocational","West Germany","713","0.493172604528966","0.467727336596763","0.518617872461169"
"CDU/CSU","2005","(2a) intermediate vocational","East Germany","183","0.345388122884922","0.302716953818821","0.388059291951023"
"CDU/CSU","2005","(2c_gen) general maturity certificate","West Germany","91","0.269345466622575","0.218893192917521","0.319797740327628"
"CDU/CSU","2005","(2c_gen) general maturity certificate","East Germany","21","","",""
"CDU/CSU","2005","(2c_voc) vocational maturity certificate","West Germany","266","0.38936154859801","0.352161395475614","0.426561701720406"
"CDU/CSU","2005","(2c_voc) vocational maturity certificate","East Germany","38","0.412502501434803","0.309648057854194","0.515356945015412"
"CDU/CSU","2005","(3a) lower tertiary education","West Germany","262","0.404829122931423","0.366800130950841","0.442858114912005"
"CDU/CSU","2005","(3a) lower tertiary education","East Germany","91","0.273570469833154","0.222699685184844","0.324441254481465"
"CDU/CSU","2005","(3b) higher tertiary education","West Germany","503","0.383315510692173","0.356459287644019","0.410171733740326"
"CDU/CSU","2005","(3b) higher tertiary education","East Germany","95","0.208879279682117","0.16528355333291","0.252475006031324"
"SPD","2005","(0) in school","West Germany","47","0.386440949455514","0.306909921000146","0.465971977910881"
"SPD","2005","(0) in school","East Germany","5","","",""
"SPD","2005","(1a) inadequately completed","West Germany","22","","",""
"SPD","2005","(1a) inadequately completed","East Germany","3","","",""
"SPD","2005","(1b) general elementary school","West Germany","262","0.497014249688641","0.454366768065115","0.539661731312166"
"SPD","2005","(1b) general elementary school","East Germany","13","","",""
"SPD","2005","(1c) basic vocational qualification","West Germany","945","0.459267947150742","0.437892905527837","0.480642988773647"
"SPD","2005","(1c) basic vocational qualification","East Germany","132","0.37638099990477","0.325983681387149","0.426778318422392"
"SPD","2005","(2b) intermediate general qualification","West Germany","53","0.400624214610472","0.318267913773359","0.482980515447586"
"SPD","2005","(2b) intermediate general qualification","East Germany","8","","",""
"SPD","2005","(2a) intermediate vocational","West Germany","522","0.336317871342037","0.312272441227994","0.360363301456081"
"SPD","2005","(2a) intermediate vocational","East Germany","123","0.218338976428129","0.181265461354365","0.255412491501892"
"SPD","2005","(2c_gen) general maturity certificate","West Germany","116","0.357105823134836","0.302613154302189","0.411598491967484"
"SPD","2005","(2c_gen) general maturity certificate","East Germany","23","","",""
"SPD","2005","(2c_voc) vocational maturity certificate","West Germany","241","0.381201964034088","0.34414855664948","0.418255371418696"
"SPD","2005","(2c_voc) vocational maturity certificate","East Germany","18","","",""
"SPD","2005","(3a) lower tertiary education","West Germany","211","0.339530554884537","0.302842566397957","0.376218543371117"
"SPD","2005","(3a) lower tertiary education","East Germany","78","0.29321418044643","0.241265624250232","0.345162736642629"
"SPD","2005","(3b) higher tertiary education","West Germany","358","0.281505302628718","0.256663088574302","0.306347516683133"
"SPD","2005","(3b) higher tertiary education","East Germany","88","0.242203955534714","0.196258597477531","0.288149313591897"
"FDP","2005","(0) in school","West Germany","6","","",""
"FDP","2005","(0) in school","East Germany","3","","",""
"FDP","2005","(1a) inadequately completed","West Germany","2","","",""
"FDP","2005","(1a) inadequately completed","East Germany","","","",""
"FDP","2005","(1b) general elementary school","West Germany","9","","",""
"FDP","2005","(1b) general elementary school","East Germany","2","","",""
"FDP","2005","(1c) basic vocational qualification","West Germany","53","0.0250398542888533","0.0183380433191351","0.0317416652585715"
"FDP","2005","(1c) basic vocational qualification","East Germany","8","","",""
"FDP","2005","(2b) intermediate general qualification","West Germany","4","","",""
"FDP","2005","(2b) intermediate general qualification","East Germany","1","","",""
"FDP","2005","(2a) intermediate vocational","West Germany","58","0.0315748195419485","0.022675004304406","0.0404746347794911"
"FDP","2005","(2a) intermediate vocational","East Germany","23","","",""
"FDP","2005","(2c_gen) general maturity certificate","West Germany","16","","",""
"FDP","2005","(2c_gen) general maturity certificate","East Germany","8","","",""
"FDP","2005","(2c_voc) vocational maturity certificate","West Germany","36","0.0413104484294583","0.0261278860205999","0.0564930108383167"
"FDP","2005","(2c_voc) vocational maturity certificate","East Germany","2","","",""
