"party","year","education","sex","n","percent","lower_confidence","upper_confidence"
"FDP","2017","lower secondary degree","Female","","","",""
"FDP","2017","secondary school degree","Male","51","0.0456766016691063","0.0341758581902207","0.057177345147992"
"FDP","2017","secondary school degree","Female","35","0.0274506762100678","0.0190923867963224","0.0358089656238132"
"FDP","2017","college entrance qualification","Male","172","0.0709780897349057","0.0600420458370206","0.0819141336327907"
"FDP","2017","college entrance qualification","Female","90","0.0435185283583834","0.0347125190204466","0.0523245376963201"
"FDP","2017","Other degree","Male","","","",""
"FDP","2017","Other degree","Female","","","",""
"FDP","2017","no degree/no degree yet","Male","","","",""
"FDP","2017","no degree/no degree yet","Female","","","",""
"Grüne","2017","lower secondary degree","Male","34","0.0217506763291943","0.0136868416927218","0.0298145109656668"
"Grüne","2017","lower secondary degree","Female","51","0.0460009282127","0.0335759955019155","0.0584258609234845"
"Grüne","2017","secondary school degree","Male","77","0.0637813517934593","0.0503206797980554","0.0772420237888631"
"Grüne","2017","secondary school degree","Female","166","0.100415039729678","0.0850403790908823","0.115789700368474"
"Grüne","2017","college entrance qualification","Male","363","0.174432974525697","0.158271701189514","0.190594247861881"
"Grüne","2017","college entrance qualification","Female","536","0.253192012007558","0.234423353269206","0.27196067074591"
"Grüne","2017","Other degree","Male","72","0.0934064124275957","0.0702565500839744","0.116556274771217"
"Grüne","2017","Other degree","Female","36","0.111066729041747","0.0813332302412653","0.140800227842228"
"Grüne","2017","no degree/no degree yet","Male","","","",""
"Grüne","2017","no degree/no degree yet","Female","","","",""
"PDS/Linke","2017","lower secondary degree","Male","74","0.0514270710220662","0.0392171821728016","0.0636369598713309"
"PDS/Linke","2017","lower secondary degree","Female","51","0.036308193797946","0.0252136824817208","0.0474027051141712"
"PDS/Linke","2017","secondary school degree","Male","111","0.0837856249652044","0.0685235161514051","0.0990477337790037"
"PDS/Linke","2017","secondary school degree","Female","117","0.0660859374901738","0.0533774739208234","0.0787944010595242"
"PDS/Linke","2017","college entrance qualification","Male","174","0.0884827240194431","0.0763879764828661","0.10057747155602"
"PDS/Linke","2017","college entrance qualification","Female","175","0.0922130156077453","0.079725045549075","0.104700985666416"
"PDS/Linke","2017","Other degree","Male","37","0.0446996473837689","0.0282606334678426","0.0611386612996951"
"PDS/Linke","2017","Other degree","Female","41","0.0923167965931967","0.0649245938527683","0.119708999333625"
"PDS/Linke","2017","no degree/no degree yet","Male","","","",""
"PDS/Linke","2017","no degree/no degree yet","Female","","","",""
"NPD Combination","2017","lower secondary degree","Male","","","",""
"NPD Combination","2017","lower secondary degree","Female","","","",""
"NPD Combination","2017","secondary school degree","Male","","","",""
"NPD Combination","2017","secondary school degree","Female","","","",""
"NPD Combination","2017","college entrance qualification","Male","","","",""
"NPD Combination","2017","college entrance qualification","Female","","","",""
"NPD Combination","2017","Other degree","Male","","","",""
"NPD Combination","2017","Other degree","Female","","","",""
"NPD Combination","2017","no degree/no degree yet","Male","","","",""
"NPD Combination","2017","no degree/no degree yet","Female","","","",""
"AfD","2017","lower secondary degree","Male","115","0.0906890570321209","0.0748140435035467","0.106564070560695"
"AfD","2017","lower secondary degree","Female","53","0.0397262337040217","0.0281418482216424","0.0513106191864011"
"AfD","2017","secondary school degree","Male","132","0.123468255624495","0.105346815061671","0.14158969618732"
"AfD","2017","secondary school degree","Female","55","0.034544112903567","0.0252021464592516","0.0438860793478823"
"AfD","2017","college entrance qualification","Male","68","0.0370961600987838","0.0290471763406097","0.0451451438569578"
"AfD","2017","college entrance qualification","Female","31","0.0156985993899129","0.0103332468225541","0.0210639519572717"
"AfD","2017","Other degree","Male","","","",""
"AfD","2017","Other degree","Female","","","",""
"AfD","2017","no degree/no degree yet","Male","","","",""
"AfD","2017","no degree/no degree yet","Female","","","",""
"Other","2017","lower secondary degree","Male","","","",""
"Other","2017","lower secondary degree","Female","","","",""
"Other","2017","secondary school degree","Male","","","",""
"Other","2017","secondary school degree","Female","","","",""
"Other","2017","college entrance qualification","Male","32","0.0179639375648037","0.0123074140124133","0.0236204611171941"
"Other","2017","college entrance qualification","Female","","","",""
"Other","2017","Other degree","Male","","","",""
"Other","2017","Other degree","Female","","","",""
"Other","2017","no degree/no degree yet","Male","","","",""
"Other","2017","no degree/no degree yet","Female","","","",""
"CDU/CSU","2018","lower secondary degree","Male","469","0.387979592571112","0.360769493047684","0.41518969209454"
"CDU/CSU","2018","lower secondary degree","Female","443","0.46883188734166","0.438237115983549","0.49942665869977"
"CDU/CSU","2018","secondary school degree","Male","480","0.360084758251918","0.334010846244085","0.386158670259751"
"CDU/CSU","2018","secondary school degree","Female","580","0.404201025533766","0.379514453598871","0.428887597468662"
"CDU/CSU","2018","college entrance qualification","Male","695","0.328831295531971","0.308842905191729","0.348819685872213"
"CDU/CSU","2018","college entrance qualification","Female","593","0.290462787023198","0.270772454015285","0.310153120031112"
"CDU/CSU","2018","Other degree","Male","308","0.308411837307763","0.272603269051845","0.344220405563681"
"CDU/CSU","2018","Other degree","Female","231","0.464177828055571","0.41889769765012","0.509457958461022"
"CDU/CSU","2018","no degree/no degree yet","Male","111","0.331199551571213","0.268723583817436","0.393675519324991"
"CDU/CSU","2018","no degree/no degree yet","Female","62","0.372190131963118","0.291246198798338","0.453134065127898"
"SPD","2018","lower secondary degree","Male","437","0.36606566842177","0.339166158149113","0.392965178694428"
"SPD","2018","lower secondary degree","Female","358","0.352477841585202","0.323188077702094","0.38176760546831"
"SPD","2018","secondary school degree","Male","303","0.233882450229825","0.210889795280436","0.256875105179215"
"SPD","2018","secondary school degree","Female","369","0.257301091163101","0.235310373021987","0.279291809304215"
"SPD","2018","college entrance qualification","Male","444","0.217070889786326","0.199530573716035","0.234611205856618"
"SPD","2018","college entrance qualification","Female","433","0.213175421045827","0.195411953540361","0.230938888551292"
"SPD","2018","Other degree","Male","147","0.416144088328275","0.377925700109335","0.454362476547215"
"SPD","2018","Other degree","Female","85","0.223935606758338","0.186085632492428","0.261785581024248"
"SPD","2018","no degree/no degree yet","Male","45","0.36498537841431","0.301078229888597","0.428892526940024"
"SPD","2018","no degree/no degree yet","Female","","","",""
"FDP","2018","lower secondary degree","Male","38","0.0232684175715521","0.0148503234547026","0.0316865116884015"
"FDP","2018","lower secondary degree","Female","","","",""
"FDP","2018","secondary school degree","Male","74","0.0595439339230489","0.0466901611885436","0.0723977066575543"
"FDP","2018","secondary school degree","Female","57","0.0458353099226325","0.0353151107568746","0.0563555090883904"
"FDP","2018","college entrance qualification","Male","198","0.0856857526210266","0.0737766934601688","0.0975948117818844"
"FDP","2018","college entrance qualification","Female","98","0.0506076160688647","0.0411004510141922","0.0601147811235372"
"FDP","2018","Other degree","Male","","","",""
"FDP","2018","Other degree","Female","","","",""
"FDP","2018","no degree/no degree yet","Male","","","",""
"FDP","2018","no degree/no degree yet","Female","","","",""
"Grüne","2018","lower secondary degree","Male","44","0.0329964311820905","0.0230219512565135","0.0429709111076675"
"Grüne","2018","lower secondary degree","Female","69","0.0631336187310293","0.0482231322891312","0.0780441051729275"
"Grüne","2018","secondary school degree","Male","105","0.0887528994536769","0.0733056217709411","0.104200177136413"
"Grüne","2018","secondary school degree","Female","206","0.12789788638684","0.111097179363627","0.144698593410054"
"Grüne","2018","college entrance qualification","Male","451","0.203779794571546","0.186641304451684","0.220918284691407"
"Grüne","2018","college entrance qualification","Female","646","0.310859340624843","0.290784314462862","0.330934366786823"
"Grüne","2018","Other degree","Male","83","0.0773065158384216","0.0565986930880221","0.0980143385888211"
"Grüne","2018","Other degree","Female","61","0.147780445171312","0.115559419159087","0.180001471183536"
"Grüne","2018","no degree/no degree yet","Male","","","",""
"Grüne","2018","no degree/no degree yet","Female","","","",""
"PDS/Linke","2018","lower secondary degree","Male","72","0.0456074680831071","0.0339575134348447","0.0572574227313696"
"PDS/Linke","2018","lower secondary degree","Female","52","0.0456569706874926","0.0328593733208719","0.0584545680541134"
"PDS/Linke","2018","secondary school degree","Male","135","0.0845570729790961","0.0694446811187341","0.0996694648394581"
"PDS/Linke","2018","secondary school degree","Female","169","0.0923645719579731","0.0777992316525185","0.106929912263428"
"PDS/Linke","2018","college entrance qualification","Male","213","0.0972678456690111","0.0846600400147666","0.109875651323256"
"PDS/Linke","2018","college entrance qualification","Female","207","0.0955450819604151","0.0827948568317238","0.108295307089106"
"PDS/Linke","2018","Other degree","Male","39","0.0738831677130332","0.0536015167504837","0.0941648186755827"
"PDS/Linke","2018","Other degree","Female","36","0.0714954410957577","0.0481024191712992","0.0948884630202162"
"PDS/Linke","2018","no degree/no degree yet","Male","","","",""
"PDS/Linke","2018","no degree/no degree yet","Female","","","",""
"NPD Combination","2018","lower secondary degree","Male","","","",""
"NPD Combination","2018","lower secondary degree","Female","","","",""
"NPD Combination","2018","secondary school degree","Male","","","",""
"NPD Combination","2018","secondary school degree","Female","","","",""
"NPD Combination","2018","college entrance qualification","Male","","","",""
"NPD Combination","2018","college entrance qualification","Female","","","",""
"NPD Combination","2018","Other degree","Male","","","",""
"NPD Combination","2018","Other degree","Female","","","",""
"NPD Combination","2018","no degree/no degree yet","Male","","","",""
"NPD Combination","2018","no degree/no degree yet","Female","","","",""
"AfD","2018","lower secondary degree","Male","152","0.128821752391328","0.110115325113408","0.147528179669248"
"AfD","2018","lower secondary degree","Female","61","0.0382563921497321","0.0264964739017568","0.0500163103977074"
