"party","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"AfD","2016","lower secondary degree","West Germany","125","0.0599601029897344","0.0494895680771584","0.0704306379023105"
"AfD","2016","lower secondary degree","East Germany","35","0.121394349995109","0.0847426262728875","0.158046073717331"
"AfD","2016","secondary school degree","West Germany","72","0.0390002068974144","0.0298643635545397","0.0481360502402892"
"AfD","2016","secondary school degree","East Germany","105","0.198831403271731","0.167885575102274","0.229777231441187"
"AfD","2016","college entrance qualification","West Germany","81","0.0284070075664002","0.0225101001503936","0.0343039149824069"
"AfD","2016","college entrance qualification","East Germany","34","0.059919896210347","0.0413277776047219","0.0785120148159721"
"AfD","2016","Other degree","West Germany","36","0.0343587618817686","0.0204094078746762","0.0483081158888611"
"AfD","2016","Other degree","East Germany","","","",""
"AfD","2016","no degree/no degree yet","West Germany","","","",""
"AfD","2016","no degree/no degree yet","East Germany","","","",""
"Other","2016","lower secondary degree","West Germany","30","0.0159472608593607","0.0104224581056153","0.021472063613106"
"Other","2016","lower secondary degree","East Germany","","","",""
"Other","2016","secondary school degree","West Germany","31","0.0167549987385789","0.0106980121138647","0.0228119853632931"
"Other","2016","secondary school degree","East Germany","","","",""
"Other","2016","college entrance qualification","West Germany","39","0.0177683822316504","0.0130791658034024","0.0224575986598984"
"Other","2016","college entrance qualification","East Germany","","","",""
"Other","2016","Other degree","West Germany","","","",""
"Other","2016","Other degree","East Germany","","","",""
"Other","2016","no degree/no degree yet","West Germany","","","",""
"Other","2016","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2017","lower secondary degree","West Germany","870","0.419341244826479","0.398042792803882","0.440639696849075"
"CDU/CSU","2017","lower secondary degree","East Germany","80","0.310765953869776","0.257222396671275","0.364309511068278"
"CDU/CSU","2017","secondary school degree","West Germany","880","0.434250832435991","0.412625150974723","0.455876513897259"
"CDU/CSU","2017","secondary school degree","East Germany","243","0.303588325490683","0.269908709221537","0.337267941759828"
"CDU/CSU","2017","college entrance qualification","West Germany","1222","0.339964565682045","0.324248789691396","0.355680341672694"
"CDU/CSU","2017","college entrance qualification","East Germany","200","0.299073530856902","0.264911100059234","0.33323596165457"
"CDU/CSU","2017","Other degree","West Germany","474","0.398414470554249","0.366762075480225","0.430066865628272"
"CDU/CSU","2017","Other degree","East Germany","57","0.373379762410124","0.285733630096151","0.461025894724096"
"CDU/CSU","2017","no degree/no degree yet","West Germany","138","0.279682182884722","0.227480632720345","0.331883733049099"
"CDU/CSU","2017","no degree/no degree yet","East Germany","","","",""
"SPD","2017","lower secondary degree","West Germany","840","0.426510924795014","0.405164191944734","0.447857657645293"
"SPD","2017","lower secondary degree","East Germany","84","0.270001283024953","0.21863819751472","0.321364368535186"
"SPD","2017","secondary school degree","West Germany","649","0.325871523111389","0.305422053333486","0.346320992889292"
"SPD","2017","secondary school degree","East Germany","157","0.206150586993439","0.176519135099697","0.235782038887182"
"SPD","2017","college entrance qualification","West Germany","948","0.271416861260226","0.256663419464983","0.28617030305547"
"SPD","2017","college entrance qualification","East Germany","141","0.21466818111505","0.184032045673397","0.245304316556703"
"SPD","2017","Other degree","West Germany","221","0.346663354078588","0.315894394450626","0.37743231370655"
"SPD","2017","Other degree","East Germany","","","",""
"SPD","2017","no degree/no degree yet","West Germany","74","0.432670020259351","0.37504843663683","0.490291603881873"
"SPD","2017","no degree/no degree yet","East Germany","","","",""
"FDP","2017","lower secondary degree","West Germany","38","0.019338986178227","0.0133949688451143","0.0252830035113397"
"FDP","2017","lower secondary degree","East Germany","","","",""
"FDP","2017","secondary school degree","West Germany","70","0.0397292872739745","0.031207322417921","0.0482512521300279"
"FDP","2017","secondary school degree","East Germany","","","",""
"FDP","2017","college entrance qualification","West Germany","223","0.0600456114178244","0.052163738955598","0.0679274838800507"
"FDP","2017","college entrance qualification","East Germany","39","0.0483671594082559","0.0323592894641228","0.064375029352389"
"FDP","2017","Other degree","West Germany","","","",""
"FDP","2017","Other degree","East Germany","","","",""
"FDP","2017","no degree/no degree yet","West Germany","","","",""
"FDP","2017","no degree/no degree yet","East Germany","","","",""
"Grüne","2017","lower secondary degree","West Germany","81","0.0353615430538595","0.0273898301333979","0.043333255974321"
"Grüne","2017","lower secondary degree","East Germany","","","",""
"Grüne","2017","secondary school degree","West Germany","214","0.0937716335563237","0.0810529524916587","0.106490314620989"
"Grüne","2017","secondary school degree","East Germany","","","",""
"Grüne","2017","college entrance qualification","West Germany","808","0.223455278815347","0.209635091710198","0.237275465920496"
"Grüne","2017","college entrance qualification","East Germany","91","0.130187381658354","0.105078877303597","0.15529588601311"
"Grüne","2017","Other degree","West Germany","92","0.100619020696419","0.0811697989587593","0.120068242434079"
"Grüne","2017","Other degree","East Germany","","","",""
"Grüne","2017","no degree/no degree yet","West Germany","","","",""
"Grüne","2017","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","2017","lower secondary degree","West Germany","53","0.0226328156964886","0.0162133049442091","0.0290523264487681"
"PDS/Linke","2017","lower secondary degree","East Germany","72","0.2532165074755","0.202906949155065","0.303526065795934"
"PDS/Linke","2017","secondary school degree","West Germany","85","0.0352630930800985","0.0272157566421696","0.0433104295180274"
"PDS/Linke","2017","secondary school degree","East Germany","143","0.221686643049247","0.191261082715471","0.252112203383023"
"PDS/Linke","2017","college entrance qualification","West Germany","172","0.065574588973459","0.0573620870136276","0.0737870909332903"
"PDS/Linke","2017","college entrance qualification","East Germany","177","0.242197422120606","0.210231565806962","0.27416327843425"
"PDS/Linke","2017","Other degree","West Germany","63","0.0620187305827729","0.0464250420751931","0.0776124190903527"
"PDS/Linke","2017","Other degree","East Germany","","","",""
"PDS/Linke","2017","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","2017","no degree/no degree yet","East Germany","","","",""
"NPD Combination","2017","lower secondary degree","West Germany","","","",""
"NPD Combination","2017","lower secondary degree","East Germany","","","",""
"NPD Combination","2017","secondary school degree","West Germany","","","",""
"NPD Combination","2017","secondary school degree","East Germany","","","",""
"NPD Combination","2017","college entrance qualification","West Germany","","","",""
"NPD Combination","2017","college entrance qualification","East Germany","","","",""
"NPD Combination","2017","Other degree","West Germany","","","",""
"NPD Combination","2017","Other degree","East Germany","","","",""
"NPD Combination","2017","no degree/no degree yet","West Germany","","","",""
"NPD Combination","2017","no degree/no degree yet","East Germany","","","",""
"AfD","2017","lower secondary degree","West Germany","137","0.0627320604228106","0.0522660679648782","0.073198052880743"
"AfD","2017","lower secondary degree","East Germany","31","0.101450419547441","0.0665198964647593","0.136380942630124"
"AfD","2017","secondary school degree","West Germany","78","0.0495711378181355","0.0401008808816789","0.0590413947545921"
"AfD","2017","secondary school degree","East Germany","109","0.189335874090059","0.160639401779197","0.218032346400921"
"AfD","2017","college entrance qualification","West Germany","72","0.0248831675747053","0.0197152385997689","0.0300510965496418"
"AfD","2017","college entrance qualification","East Germany","","","",""
"AfD","2017","Other degree","West Germany","35","0.0435936220338062","0.0303921291980397","0.0567951148695727"
"AfD","2017","Other degree","East Germany","","","",""
"AfD","2017","no degree/no degree yet","West Germany","","","",""
"AfD","2017","no degree/no degree yet","East Germany","","","",""
"Other","2017","lower secondary degree","West Germany","","","",""
"Other","2017","lower secondary degree","East Germany","","","",""
"Other","2017","secondary school degree","West Germany","","","",""
"Other","2017","secondary school degree","East Germany","","","",""
"Other","2017","college entrance qualification","West Germany","36","0.0130513474730002","0.00928595428227413","0.0168167406637263"
"Other","2017","college entrance qualification","East Germany","","","",""
"Other","2017","Other degree","West Germany","","","",""
"Other","2017","Other degree","East Germany","","","",""
"Other","2017","no degree/no degree yet","West Germany","","","",""
"Other","2017","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2018","lower secondary degree","West Germany","830","0.435758599775412","0.413928700914114","0.45758849863671"
"CDU/CSU","2018","lower secondary degree","East Germany","82","0.327741116112725","0.271958692647966","0.383523539577484"
"CDU/CSU","2018","secondary school degree","West Germany","835","0.413974402383279","0.392715110353325","0.435233694413233"
"CDU/CSU","2018","secondary school degree","East Germany","225","0.267063629319893","0.235567731111221","0.298559527528565"
"CDU/CSU","2018","college entrance qualification","West Germany","1107","0.316598001733519","0.301201064405585","0.331994939061453"
"CDU/CSU","2018","college entrance qualification","East Germany","181","0.277441287575757","0.243230957782466","0.311651617369048"
"CDU/CSU","2018","Other degree","West Germany","475","0.386297476144412","0.355967617674463","0.41662733461436"
