"party","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"NPD Combination","1998","(3a) lower tertiary education","","","",""
"NPD Combination","1998","(3b) higher tertiary education","","","",""
"AfD","1998","(0) in school","","","",""
"AfD","1998","(1a) inadequately completed","","","",""
"AfD","1998","(1b) general elementary school","","","",""
"AfD","1998","(1c) basic vocational qualification","","","",""
"AfD","1998","(2b) intermediate general qualification","","","",""
"AfD","1998","(2a) intermediate vocational","","","",""
"AfD","1998","(2c_gen) general maturity certificate","","","",""
"AfD","1998","(2c_voc) vocational maturity certificate","","","",""
"AfD","1998","(3a) lower tertiary education","","","",""
"AfD","1998","(3b) higher tertiary education","","","",""
"Other","1998","(0) in school","","","",""
"Other","1998","(1a) inadequately completed","","","",""
"Other","1998","(1b) general elementary school","","","",""
"Other","1998","(1c) basic vocational qualification","","","",""
"Other","1998","(2b) intermediate general qualification","","","",""
"Other","1998","(2a) intermediate vocational","","","",""
"Other","1998","(2c_gen) general maturity certificate","","","",""
"Other","1998","(2c_voc) vocational maturity certificate","","","",""
"Other","1998","(3a) lower tertiary education","","","",""
"Other","1998","(3b) higher tertiary education","","","",""
"CDU/CSU","1999","(0) in school","","","",""
"CDU/CSU","1999","(1a) inadequately completed","","","",""
"CDU/CSU","1999","(1b) general elementary school","307","0.44223837902936","0.406430516267165","0.478046241791556"
"CDU/CSU","1999","(1c) basic vocational qualification","833","0.426982693247614","0.405374661500646","0.448590724994582"
"CDU/CSU","1999","(2b) intermediate general qualification","67","0.483106731021447","0.409488828356988","0.556724633685906"
"CDU/CSU","1999","(2a) intermediate vocational","531","0.442710608427289","0.415720178951312","0.469701037903266"
"CDU/CSU","1999","(2c_gen) general maturity certificate","72","0.32468678565253","0.265568136688888","0.383805434616172"
"CDU/CSU","1999","(2c_voc) vocational maturity certificate","131","0.333981461825167","0.285057871321805","0.382905052328529"
"CDU/CSU","1999","(3a) lower tertiary education","169","0.350194619923485","0.308793757387907","0.391595482459064"
"CDU/CSU","1999","(3b) higher tertiary education","208","0.363663588071237","0.326481317946921","0.400845858195553"
"SPD","1999","(0) in school","","","",""
"SPD","1999","(1a) inadequately completed","76","0.625862008172632","0.534599707406158","0.717124308939106"
"SPD","1999","(1b) general elementary school","368","0.495226866356197","0.459179288677268","0.531274444035127"
"SPD","1999","(1c) basic vocational qualification","1004","0.492120362615186","0.470280883716364","0.513959841514008"
"SPD","1999","(2b) intermediate general qualification","68","0.333171310162857","0.263732480177631","0.402610140148083"
"SPD","1999","(2a) intermediate vocational","537","0.394821245934301","0.368259810803752","0.42138268106485"
"SPD","1999","(2c_gen) general maturity certificate","92","0.371888094046849","0.310869215737944","0.432906972355753"
"SPD","1999","(2c_voc) vocational maturity certificate","137","0.393467880889231","0.342792674269138","0.444143087509324"
"SPD","1999","(3a) lower tertiary education","193","0.37910143896881","0.336994754480895","0.421208123456725"
"SPD","1999","(3b) higher tertiary education","218","0.332308931070573","0.295900547757103","0.368717314384043"
"FDP","1999","(0) in school","","","",""
"FDP","1999","(1a) inadequately completed","","","",""
"FDP","1999","(1b) general elementary school","","","",""
"FDP","1999","(1c) basic vocational qualification","","","",""
"FDP","1999","(2b) intermediate general qualification","","","",""
"FDP","1999","(2a) intermediate vocational","","","",""
"FDP","1999","(2c_gen) general maturity certificate","","","",""
"FDP","1999","(2c_voc) vocational maturity certificate","","","",""
"FDP","1999","(3a) lower tertiary education","","","",""
"FDP","1999","(3b) higher tertiary education","42","0.0775439645888879","0.0568716339018423","0.0982162952759335"
"Grüne","1999","(0) in school","","","",""
"Grüne","1999","(1a) inadequately completed","","","",""
"Grüne","1999","(1b) general elementary school","","","",""
"Grüne","1999","(1c) basic vocational qualification","44","0.0215076941163772","0.0151704295728577","0.0278449586598967"
"Grüne","1999","(2b) intermediate general qualification","","","",""
"Grüne","1999","(2a) intermediate vocational","95","0.0708865350561162","0.056941304655427","0.0848317654568053"
"Grüne","1999","(2c_gen) general maturity certificate","53","0.222102388323063","0.169624372866185","0.274580403779942"
"Grüne","1999","(2c_voc) vocational maturity certificate","60","0.196690557231796","0.155457344530054","0.237923769933538"
"Grüne","1999","(3a) lower tertiary education","51","0.104520341943833","0.0779687065157019","0.131071977371964"
"Grüne","1999","(3b) higher tertiary education","112","0.147375201348867","0.119976259522368","0.174774143175366"
"PDS/Linke","1999","(0) in school","","","",""
"PDS/Linke","1999","(1a) inadequately completed","","","",""
"PDS/Linke","1999","(1b) general elementary school","","","",""
"PDS/Linke","1999","(1c) basic vocational qualification","62","0.0227122596886378","0.0162039591187242","0.0292205602585514"
"PDS/Linke","1999","(2b) intermediate general qualification","","","",""
"PDS/Linke","1999","(2a) intermediate vocational","69","0.0373452306128694","0.0270422638460258","0.047648197379713"
"PDS/Linke","1999","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1999","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1999","(3a) lower tertiary education","74","0.101094894468874","0.0749320753803043","0.127257713557444"
"PDS/Linke","1999","(3b) higher tertiary education","59","0.0753647846663265","0.0549609380191876","0.0957686313134653"
"NPD Combination","1999","(0) in school","","","",""
"NPD Combination","1999","(1a) inadequately completed","","","",""
"NPD Combination","1999","(1b) general elementary school","","","",""
"NPD Combination","1999","(1c) basic vocational qualification","","","",""
"NPD Combination","1999","(2b) intermediate general qualification","","","",""
"NPD Combination","1999","(2a) intermediate vocational","32","0.0202263043687082","0.0125768475093082","0.0278757612281083"
"NPD Combination","1999","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1999","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1999","(3a) lower tertiary education","","","",""
"NPD Combination","1999","(3b) higher tertiary education","","","",""
"AfD","1999","(0) in school","","","",""
"AfD","1999","(1a) inadequately completed","","","",""
"AfD","1999","(1b) general elementary school","","","",""
"AfD","1999","(1c) basic vocational qualification","","","",""
"AfD","1999","(2b) intermediate general qualification","","","",""
"AfD","1999","(2a) intermediate vocational","","","",""
"AfD","1999","(2c_gen) general maturity certificate","","","",""
"AfD","1999","(2c_voc) vocational maturity certificate","","","",""
"AfD","1999","(3a) lower tertiary education","","","",""
"AfD","1999","(3b) higher tertiary education","","","",""
"Other","1999","(0) in school","","","",""
"Other","1999","(1a) inadequately completed","","","",""
"Other","1999","(1b) general elementary school","","","",""
"Other","1999","(1c) basic vocational qualification","","","",""
"Other","1999","(2b) intermediate general qualification","","","",""
"Other","1999","(2a) intermediate vocational","","","",""
"Other","1999","(2c_gen) general maturity certificate","","","",""
"Other","1999","(2c_voc) vocational maturity certificate","","","",""
"Other","1999","(3a) lower tertiary education","","","",""
"Other","1999","(3b) higher tertiary education","","","",""
"CDU/CSU","2000","(0) in school","37","0.324038758217357","0.240301864736305","0.407775651698409"
"CDU/CSU","2000","(1a) inadequately completed","31","0.417932164347961","0.315463096284243","0.520401232411678"
"CDU/CSU","2000","(1b) general elementary school","374","0.383684094569097","0.353144926747698","0.414223262390496"
"CDU/CSU","2000","(1c) basic vocational qualification","1476","0.412310598709045","0.396095013053553","0.428526184364536"
"CDU/CSU","2000","(2b) intermediate general qualification","80","0.427930931592233","0.360528744177162","0.495333119007303"
"CDU/CSU","2000","(2a) intermediate vocational","970","0.427048548778596","0.407079111048112","0.447017986509079"
"CDU/CSU","2000","(2c_gen) general maturity certificate","118","0.344999626732141","0.296030327168834","0.393968926295448"
"CDU/CSU","2000","(2c_voc) vocational maturity certificate","324","0.386635501809817","0.353283928762799","0.419987074856834"
"CDU/CSU","2000","(3a) lower tertiary education","333","0.358617271324939","0.327727348090492","0.389507194559387"
"CDU/CSU","2000","(3b) higher tertiary education","434","0.361975691997169","0.335628096929718","0.38832328706462"
"SPD","2000","(0) in school","42","0.333779772024371","0.24940815314426","0.418151390904483"
"SPD","2000","(1a) inadequately completed","48","0.472361752672997","0.368642689621042","0.576080815724953"
"SPD","2000","(1b) general elementary school","532","0.555992127033997","0.524788989236922","0.587195264831072"
"SPD","2000","(1c) basic vocational qualification","1778","0.507250670520659","0.490781535279933","0.523719805761386"
"SPD","2000","(2b) intermediate general qualification","83","0.368801378679775","0.303074621286413","0.434528136073137"
"SPD","2000","(2a) intermediate vocational","939","0.393126015918284","0.373407081054625","0.412844950781943"
"SPD","2000","(2c_gen) general maturity certificate","127","0.351785904837664","0.302594156509088","0.40097765316624"
"SPD","2000","(2c_voc) vocational maturity certificate","323","0.391581572973349","0.358152953396868","0.425010192549831"
"SPD","2000","(3a) lower tertiary education","329","0.361436667195173","0.330493790213052","0.392379544177294"
"SPD","2000","(3b) higher tertiary education","400","0.303796092112213","0.278582078441503","0.329010105782924"
"FDP","2000","(0) in school","","","",""
"FDP","2000","(1a) inadequately completed","","","",""
"FDP","2000","(1b) general elementary school","","","",""
"FDP","2000","(1c) basic vocational qualification","55","0.0193587817652425","0.0148199870161268","0.0238975765143582"
"FDP","2000","(2b) intermediate general qualification","","","",""
"FDP","2000","(2a) intermediate vocational","62","0.0286579984645314","0.0219223825953703","0.0353936143336926"
"FDP","2000","(2c_gen) general maturity certificate","","","",""
"FDP","2000","(2c_voc) vocational maturity certificate","","","",""
"FDP","2000","(3a) lower tertiary education","34","0.0488127761186618","0.0349342816777386","0.062691270559585"
"FDP","2000","(3b) higher tertiary education","86","0.0786958684382921","0.0639333606530845","0.0934583762234997"
"Grüne","2000","(0) in school","","","",""
"Grüne","2000","(1a) inadequately completed","","","",""
"Grüne","2000","(1b) general elementary school","","","",""
"Grüne","2000","(1c) basic vocational qualification","72","0.0209943974611516","0.0162716931411739","0.0257171017811292"
"Grüne","2000","(2b) intermediate general qualification","","","",""
"Grüne","2000","(2a) intermediate vocational","156","0.0662118572064274","0.056173552780813","0.0762501616320418"
"Grüne","2000","(2c_gen) general maturity certificate","70","0.204819699175282","0.163246593038784","0.246392805311781"
"Grüne","2000","(2c_voc) vocational maturity certificate","110","0.147031325892586","0.122777647314371","0.171285004470801"
"Grüne","2000","(3a) lower tertiary education","106","0.117154758270455","0.0964407161920289","0.137868800348881"
"Grüne","2000","(3b) higher tertiary education","229","0.173703762626638","0.152932869811824","0.194474655441452"
"PDS/Linke","2000","(0) in school","","","",""
"PDS/Linke","2000","(1a) inadequately completed","","","",""
"PDS/Linke","2000","(1b) general elementary school","","","",""
"PDS/Linke","2000","(1c) basic vocational qualification","89","0.0216752574959189","0.0168782531559907","0.0264722618358471"
