"party","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Other","2014","66 and older","college entrance qualification","2","","",""
"Other","2014","66 and older","Other degree","","","",""
"Other","2014","66 and older","no degree/no degree yet","1","","",""
"CDU/CSU","2015","16-34 y.","lower secondary degree","45","0.347963641360153","0.267613980697762","0.428313302022545"
"CDU/CSU","2015","16-34 y.","secondary school degree","126","0.392029525025177","0.338371440688155","0.445687609362199"
"CDU/CSU","2015","16-34 y.","college entrance qualification","246","0.336976688502754","0.303783903696509","0.370169473308998"
"CDU/CSU","2015","16-34 y.","Other degree","48","0.269220441461686","0.192678328427949","0.345762554495424"
"CDU/CSU","2015","16-34 y.","no degree/no degree yet","36","0.279550781133241","0.19788292804186","0.361218634224622"
"CDU/CSU","2015","35-65 y.","lower secondary degree","399","0.402441024503098","0.37167547388582","0.433206575120376"
"CDU/CSU","2015","35-65 y.","secondary school degree","700","0.405596239281598","0.382152014731457","0.429040463831739"
"CDU/CSU","2015","35-65 y.","college entrance qualification","790","0.329559348077018","0.310796598885904","0.348322097268132"
"CDU/CSU","2015","35-65 y.","Other degree","242","0.367371281077051","0.327442952519851","0.407299609634251"
"CDU/CSU","2015","35-65 y.","no degree/no degree yet","20","","",""
"CDU/CSU","2015","66 and older","lower secondary degree","693","0.515107159372855","0.489067125185499","0.541147193560212"
"CDU/CSU","2015","66 and older","secondary school degree","302","0.496762087814882","0.457781314579743","0.535742861050022"
"CDU/CSU","2015","66 and older","college entrance qualification","326","0.474717378514195","0.437565358027088","0.511869399001302"
"CDU/CSU","2015","66 and older","Other degree","88","0.661073792958597","0.578750302372806","0.743397283544388"
"CDU/CSU","2015","66 and older","no degree/no degree yet","10","","",""
"SPD","2015","16-34 y.","lower secondary degree","37","0.260242947031314","0.186228713142299","0.334257180920329"
"SPD","2015","16-34 y.","secondary school degree","67","0.184390662916235","0.141767557484248","0.227013768348222"
"SPD","2015","16-34 y.","college entrance qualification","185","0.229641391039907","0.20010544290092","0.259177339178893"
"SPD","2015","16-34 y.","Other degree","37","0.304466661726477","0.225055402201326","0.383877921251627"
"SPD","2015","16-34 y.","no degree/no degree yet","26","","",""
"SPD","2015","35-65 y.","lower secondary degree","391","0.409473146798566","0.378623107555996","0.440323186041136"
"SPD","2015","35-65 y.","secondary school degree","464","0.278825482431266","0.257414600533864","0.300236364328669"
"SPD","2015","35-65 y.","college entrance qualification","579","0.23934360667803","0.222312037560355","0.256375175795705"
"SPD","2015","35-65 y.","Other degree","147","0.36045255595042","0.320686317161718","0.400218794739121"
"SPD","2015","35-65 y.","no degree/no degree yet","33","0.419261415679118","0.299304800792511","0.539218030565726"
"SPD","2015","66 and older","lower secondary degree","543","0.377229346560802","0.3519749685706","0.402483724551004"
"SPD","2015","66 and older","secondary school degree","204","0.330377002023577","0.293707109566428","0.367046894480726"
"SPD","2015","66 and older","college entrance qualification","172","0.259708400730165","0.227086236836743","0.292330564623586"
"SPD","2015","66 and older","Other degree","27","","",""
"SPD","2015","66 and older","no degree/no degree yet","12","","",""
"FDP","2015","16-34 y.","lower secondary degree","2","","",""
"FDP","2015","16-34 y.","secondary school degree","2","","",""
"FDP","2015","16-34 y.","college entrance qualification","25","","",""
"FDP","2015","16-34 y.","Other degree","2","","",""
"FDP","2015","16-34 y.","no degree/no degree yet","1","","",""
"FDP","2015","35-65 y.","lower secondary degree","9","","",""
"FDP","2015","35-65 y.","secondary school degree","32","0.0157280223409792","0.00978725208413298","0.0216687925978255"
"FDP","2015","35-65 y.","college entrance qualification","85","0.0284096433382109","0.0217779570396808","0.035041329636741"
"FDP","2015","35-65 y.","Other degree","15","","",""
"FDP","2015","35-65 y.","no degree/no degree yet","","","",""
"FDP","2015","66 and older","lower secondary degree","20","","",""
"FDP","2015","66 and older","secondary school degree","20","","",""
"FDP","2015","66 and older","college entrance qualification","52","0.0600888415029128","0.0424077661893505","0.0777699168164752"
"FDP","2015","66 and older","Other degree","1","","",""
"FDP","2015","66 and older","no degree/no degree yet","","","",""
"Grüne","2015","16-34 y.","lower secondary degree","9","","",""
"Grüne","2015","16-34 y.","secondary school degree","35","0.145660771384506","0.106888521065456","0.184433021703557"
"Grüne","2015","16-34 y.","college entrance qualification","210","0.265163863281932","0.234165998196301","0.296161728367564"
"Grüne","2015","16-34 y.","Other degree","21","","",""
"Grüne","2015","16-34 y.","no degree/no degree yet","26","","",""
"Grüne","2015","35-65 y.","lower secondary degree","52","0.0531175901966577","0.0390477103533849","0.0671874700399304"
"Grüne","2015","35-65 y.","secondary school degree","196","0.106089486074677","0.0913856269253223","0.120793345224032"
"Grüne","2015","35-65 y.","college entrance qualification","712","0.301282899744331","0.282968722487899","0.319597077000763"
"Grüne","2015","35-65 y.","Other degree","55","0.12940941131497","0.101609462754673","0.157209359875268"
"Grüne","2015","35-65 y.","no degree/no degree yet","3","","",""
"Grüne","2015","66 and older","lower secondary degree","43","0.0280583544725531","0.0194539450855113","0.0366627638595948"
"Grüne","2015","66 and older","secondary school degree","36","0.060526508142845","0.041935427832077","0.0791175884536129"
"Grüne","2015","66 and older","college entrance qualification","67","0.0964003961593622","0.0744422444635173","0.118358547855207"
"Grüne","2015","66 and older","Other degree","8","","",""
"Grüne","2015","66 and older","no degree/no degree yet","2","","",""
"PDS/Linke","2015","16-34 y.","lower secondary degree","12","","",""
"PDS/Linke","2015","16-34 y.","secondary school degree","38","0.0863255984721574","0.0554581978445957","0.117192999099719"
"PDS/Linke","2015","16-34 y.","college entrance qualification","71","0.0919046071939557","0.0716177982134146","0.112191416174497"
"PDS/Linke","2015","16-34 y.","Other degree","13","","",""
"PDS/Linke","2015","16-34 y.","no degree/no degree yet","15","","",""
"PDS/Linke","2015","35-65 y.","lower secondary degree","49","0.0520867336701193","0.0381464681821043","0.0660269991581344"
"PDS/Linke","2015","35-65 y.","secondary school degree","180","0.112096176579664","0.0970326554369023","0.127159697722426"
"PDS/Linke","2015","35-65 y.","college entrance qualification","166","0.0636156068943373","0.0538733762645703","0.0733578375241044"
"PDS/Linke","2015","35-65 y.","Other degree","84","0.0857824135381876","0.0625882885145882","0.108976538561787"
"PDS/Linke","2015","35-65 y.","no degree/no degree yet","3","","",""
"PDS/Linke","2015","66 and older","lower secondary degree","85","0.0481175009632865","0.0369665200105559","0.059268481916017"
"PDS/Linke","2015","66 and older","secondary school degree","49","0.0484951960180792","0.0317479112876454","0.0652424807485131"
"PDS/Linke","2015","66 and older","college entrance qualification","51","0.058310195105018","0.040876295634428","0.0757440945756079"
"PDS/Linke","2015","66 and older","Other degree","3","","",""
"PDS/Linke","2015","66 and older","no degree/no degree yet","2","","",""
"NPD Combination","2015","16-34 y.","lower secondary degree","16","","",""
"NPD Combination","2015","16-34 y.","secondary school degree","11","","",""
"NPD Combination","2015","16-34 y.","college entrance qualification","5","","",""
"NPD Combination","2015","16-34 y.","Other degree","2","","",""
"NPD Combination","2015","16-34 y.","no degree/no degree yet","1","","",""
"NPD Combination","2015","35-65 y.","lower secondary degree","17","","",""
"NPD Combination","2015","35-65 y.","secondary school degree","28","","",""
"NPD Combination","2015","35-65 y.","college entrance qualification","5","","",""
"NPD Combination","2015","35-65 y.","Other degree","2","","",""
"NPD Combination","2015","35-65 y.","no degree/no degree yet","4","","",""
"NPD Combination","2015","66 and older","lower secondary degree","3","","",""
"NPD Combination","2015","66 and older","secondary school degree","1","","",""
"NPD Combination","2015","66 and older","college entrance qualification","","","",""
"NPD Combination","2015","66 and older","Other degree","","","",""
"NPD Combination","2015","66 and older","no degree/no degree yet","","","",""
"AfD","2015","16-34 y.","lower secondary degree","6","","",""
"AfD","2015","16-34 y.","secondary school degree","20","","",""
"AfD","2015","16-34 y.","college entrance qualification","14","","",""
"AfD","2015","16-34 y.","Other degree","3","","",""
"AfD","2015","16-34 y.","no degree/no degree yet","6","","",""
"AfD","2015","35-65 y.","lower secondary degree","41","0.0543429274497206","0.0401208992726101","0.0685649556268311"
"AfD","2015","35-65 y.","secondary school degree","66","0.0442933662428685","0.0344695601312901","0.054117172354447"
"AfD","2015","35-65 y.","college entrance qualification","40","0.0139207999159153","0.00924412178885511","0.0185974780429754"
"AfD","2015","35-65 y.","Other degree","7","","",""
"AfD","2015","35-65 y.","no degree/no degree yet","1","","",""
"AfD","2015","66 and older","lower secondary degree","21","","",""
"AfD","2015","66 and older","secondary school degree","18","","",""
"AfD","2015","66 and older","college entrance qualification","22","","",""
"AfD","2015","66 and older","Other degree","","","",""
"AfD","2015","66 and older","no degree/no degree yet","2","","",""
"Other","2015","16-34 y.","lower secondary degree","8","","",""
"Other","2015","16-34 y.","secondary school degree","19","","",""
"Other","2015","16-34 y.","college entrance qualification","23","","",""
"Other","2015","16-34 y.","Other degree","3","","",""
"Other","2015","16-34 y.","no degree/no degree yet","5","","",""
"Other","2015","35-65 y.","lower secondary degree","18","","",""
"Other","2015","35-65 y.","secondary school degree","19","","",""
"Other","2015","35-65 y.","college entrance qualification","34","0.0219268437261849","0.0160813228435153","0.0277723646088545"
"Other","2015","35-65 y.","Other degree","8","","",""
"Other","2015","35-65 y.","no degree/no degree yet","1","","",""
"Other","2015","66 and older","lower secondary degree","7","","",""
"Other","2015","66 and older","secondary school degree","2","","",""
"Other","2015","66 and older","college entrance qualification","4","","",""
"Other","2015","66 and older","Other degree","","","",""
"Other","2015","66 and older","no degree/no degree yet","","","",""
"CDU/CSU","2016","16-34 y.","lower secondary degree","31","0.221419313554789","0.151380179173315","0.291458447936263"
"CDU/CSU","2016","16-34 y.","secondary school degree","88","0.325817801141592","0.268628566712597","0.383007035570586"
"CDU/CSU","2016","16-34 y.","college entrance qualification","204","0.28772527872926","0.254189233517657","0.321261323940863"
"CDU/CSU","2016","16-34 y.","Other degree","34","0.318369050750579","0.225182648155703","0.411555453345456"
"CDU/CSU","2016","16-34 y.","no degree/no degree yet","20","","",""
"CDU/CSU","2016","35-65 y.","lower secondary degree","355","0.386229898476917","0.354561144499057","0.417898652454777"
"CDU/CSU","2016","35-65 y.","secondary school degree","617","0.403407696660377","0.378597852418494","0.42821754090226"
"CDU/CSU","2016","35-65 y.","college entrance qualification","727","0.301510557284389","0.282702402353202","0.320318712215577"
"CDU/CSU","2016","35-65 y.","Other degree","192","0.334979997030007","0.294017181997445","0.375942812062569"
"CDU/CSU","2016","35-65 y.","no degree/no degree yet","18","","",""
"CDU/CSU","2016","66 and older","lower secondary degree","623","0.524488589990932","0.496658684289231","0.552318495692633"
"CDU/CSU","2016","66 and older","secondary school degree","286","0.506186706349691","0.466314857161369","0.546058555538012"
"CDU/CSU","2016","66 and older","college entrance qualification","307","0.478609854478154","0.441282595544473","0.515937113411836"
"CDU/CSU","2016","66 and older","Other degree","75","0.612412180177463","0.52258333025296","0.702241030101965"
"CDU/CSU","2016","66 and older","no degree/no degree yet","8","","",""
"SPD","2016","16-34 y.","lower secondary degree","26","","",""
